;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;top_MO;top_AIL;top_MIL;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
237;2020-12-06;W;1;1;Away;0;60.0;26,0;4-5-1;6.0;16.8;91.4;10.0;9.0;477.4500000000001;3;12;3-5-2;Napoli;reste;13.0;0;3;0;4.0;6.0;0.0;14.0;Crotone;667.22;730.0;-0.24821428571428572;1.963782523318606;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
238;2020-12-13;W;1;1;Home;1;67.0;26,0;4-5-1;7.0;19.2;86.7;5.0;7.0;403.02;3;12;4-5-1;Napoli;reste;18.0;0;3;0;4.0;7.0;0.0;13.0;Sampdoria;710.073;819.0;-0.5470238095238096;2.054952135493373;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
239;2020-12-16;L;0;0;Away;0;59.0;26,0;4-5-1;3.0;15.5;89.6;7.0;9.0;-133.69999999999993;3;12;3-5-2;Napoli;reste;17.0;0;3;1;5.0;4.0;1.0;17.0;Internazionale;594.048;663.0;-1.3291666666666666;2.463530927835052;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
240;2020-12-20;L;0;0;Away;0;60.0;26,0;4-5-1;6.0;17.9;85.3;11.0;8.0;203.8700000000001;4;12;3-5-2;Napoli;reste;14.0;0;3;0;4.0;10.0;0.0;12.0;Lazio;522.889;613.0;-0.3809523809523808;1.7761291114383897;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
241;2020-12-23;D;0;1;Home;1;65.0;26,0;4-5-1;6.0;18.7;86.8;6.0;20.0;354.92000000000013;3;12;3-5-2;Napoli;reste;15.0;0;3;0;3.0;10.0;0.0;16.0;Torino;598.052;689.0;-1.488095238095238;2.069415807560137;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
242;2021-01-03;W;1;1;Away;0;62.0;26,0;4-5-1;10.0;17.6;91.1;18.0;6.0;342.37;11;1;4-5-1;Napoli;reste;33.0;1;1;0;5.0;8.0;0.0;11.0;Cagliari;583.04;640.0;0.3773809523809525;3.0648073146784487;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
243;2021-01-17;W;1;1;Home;1;48.0;26,0;4-5-1;6.0;21.0;86.0;14.0;11.0;243.40000000000003;4;1;3-4-3;Napoli;reste;9.0;1;1;0;0.0;11.0;0.0;15.0;Fiorentina;435.16;506.0;-0.4208333333333334;1.4788352970054;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
244;2021-01-24;L;0;0;Away;0;52.0;26,0;4-5-1;2.0;17.3;77.8;10.0;7.0;372.99;4;1;3-4-3;Napoli;reste;12.0;0;3;0;2.0;14.0;1.0;13.0;Hellas-Verona;396.002;509.0;-1.6565476190476192;1.6469378988708887;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
246;2021-02-21;L;0;0;Away;0;53.0;26,0;4-5-1;2.0;14.3;82.4;14.0;11.0;100.20000000000003;3;2;3-5-2;Napoli;reste;4.0;0;1;0;2.0;18.0;0.0;19.0;Atalanta;492.75200000000007;598.0;-0.8875;1.698005645557192;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
247;2021-02-28;W;1;1;Home;1;61.0;26,0;4-5-1;5.0;19.4;84.6;4.0;13.0;480.07000000000005;3;2;4-5-1;Napoli;reste;18.0;0;3;1;2.0;4.0;0.0;15.0;Benevento;495.756;586.0;-0.7934523809523809;2.1446428571428573;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
248;2021-03-03;D;0;1;Away;0;44.0;26,0;4-5-1;4.0;19.2;81.6;7.0;14.0;288.4600000000001;3;3;4-5-1;Napoli;reste;15.0;1;2;0;2.0;12.0;2.0;17.0;Sassuolo;376.176;461.0;-3.175;2.044237849779087;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
249;2021-03-07;W;1;1;Home;1;43.0;26,0;4-5-1;7.0;20.8;76.7;13.0;12.0;376.6;4;3;4-5-1;Napoli;reste;14.0;0;2;0;0.0;16.0;2.0;14.0;Bologna;342.08200000000005;446.0;-2.8880952380952376;1.649263622974963;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
250;2021-03-14;W;1;1;Away;0;44.0;26,0;4-5-1;4.0;21.7;84.6;13.0;9.0;-17.579999999999927;7;3;4-5-1;Napoli;reste;15.0;0;2;0;2.0;13.0;0.0;12.0;Milan;389.16;460.0;-0.5005952380952381;1.6385861561119293;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
251;2021-03-21;W;1;1;Away;0;47.0;26,0;4-5-1;5.0;21.4;84.8;13.0;13.0;134.55000000000007;7;3;3-4-3;Napoli;reste;11.0;0;3;0;5.0;8.0;0.0;17.0;Roma;446.048;526.0;-0.4172619047619046;1.7022643593519882;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
252;2021-04-03;W;1;1;Home;1;64.0;26,0;4-5-1;8.0;16.6;88.5;13.0;5.0;477.4500000000001;13;4;3-5-2;Napoli;reste;26.0;0;0;0;4.0;8.0;0.0;17.0;Crotone;605.34;684.0;0.08273809523809528;2.9937346588119786;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
253;2021-04-18;D;0;1;Home;1;56.0;26,0;4-5-1;1.0;18.9;91.2;5.0;12.0;-133.69999999999993;7;4;3-5-2;Napoli;reste;12.0;0;5;0;2.0;10.0;1.0;12.0;Internazionale;569.0880000000002;624.0;-2.0595238095238093;1.6614874815905747;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
254;2021-04-22;W;1;1;Home;1;49.0;26,0;4-5-1;7.0;19.4;86.7;8.0;7.0;203.8700000000001;4;4;3-5-2;Napoli;reste;9.0;1;4;0;4.0;16.0;1.0;18.0;Lazio;436.101;503.0;-1.932738095238095;1.7571428571428571;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
255;2021-04-26;W;1;1;Away;0;52.0;26,0;4-5-1;7.0;17.1;83.4;9.0;15.0;354.92000000000013;4;4;3-5-2;Napoli;reste;25.0;0;1;0;4.0;15.0;0.0;15.0;Torino;417.834;501.0;-1.2946428571428572;2.7155805105547377;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
256;2021-05-02;D;0;1;Home;1;55.0;26,0;4-5-1;5.0;14.2;87.8;14.0;8.0;342.37;6;5;4-5-1;Napoli;reste;19.0;0;1;0;3.0;14.0;1.0;14.0;Cagliari;497.826;567.0;-1.4333333333333336;2.4549459990181637;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;212;160;1;1;0;1;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
257;2021-05-16;W;1;1;Away;0;59.0;26,0;4-5-1;5.0;19.0;84.9;9.0;9.0;243.40000000000003;5;5;3-5-2;Napoli;reste;20.0;0;2;0;6.0;7.0;1.0;15.0;Fiorentina;444.027;523.0;-1.386309523809524;2.3021661757486496;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;264;160;1;1;0;1;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
258;2021-05-23;D;0;1;Home;1;55.0;26,0;4-5-1;2.0;17.1;80.9;9.0;13.0;372.99;7;5;3-4-3;Napoli;reste;16.0;0;3;0;4.0;8.0;0.0;25.0;Hellas-Verona;415.82600000000014;514.0;-0.7029761904761903;2.7108186057928325;Napoli;1.0;0.0;1.0;2.0;4.0;2.1023276297050466;3.939035906351521;3.9158253910374894;0.6346540937434972;4.921870079858904;99;160;1;1;0;1;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
260;2020-10-18;W;1;1;Home;1;52.0;24,6;4-5-1;6.0;14.9;82.8;13.0;17.0;345.52;15;10;4-5-1;Roma;automne;19.0;1;3;0;2.0;9.0;0.0;7.0;Benevento;404.064;488.0;-0.7339285714285715;1.9218397152675504;Roma;0.0;1.0;0.0;1.0;1.0;1.4866671177851205;2.10031418150184;3.7015737656431744;1.4806855982017837;2.4612783691224207;212;160;1;1;1;0;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
282;2021-04-22;D;0;1;Home;1;59.0;24,6;4-5-1;3.0;20.2;80.4;15.0;16.0;-34.350000000000016;4;4;3-4-3;Roma;reste;14.0;0;4;1;3.0;22.0;2.0;7.0;Atalanta;484.008;602.0;-3.3952380952380956;1.2867390770741285;Roma;0.0;1.0;0.0;1.0;1.0;1.4866671177851205;2.10031418150184;3.7015737656431744;1.4806855982017837;2.4612783691224207;99;160;1;1;1;0;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
285;2021-05-09;W;1;1;Home;1;62.0;24,6;4-5-1;10.0;17.2;86.4;10.0;10.0;342.9;3;5;3-5-2;Roma;reste;22.0;0;2;0;0.0;7.0;0.0;11.0;Crotone;519.264;601.0;-0.3773809523809525;2.2961401570937654;Roma;0.0;1.0;0.0;1.0;1.0;1.4866671177851205;2.10031418150184;3.7015737656431744;1.4806855982017837;2.4612783691224207;264;160;1;1;1;0;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
286;2021-05-12;L;0;0;Away;0;48.0;24,6;4-5-1;5.0;21.3;86.6;6.0;12.0;-268.25;3;5;3-5-2;Roma;reste;20.0;0;4;0;0.0;14.0;2.0;4.0;Internazionale;464.176;536.0;-3.254761904761905;1.5163475699558169;Roma;0.0;1.0;0.0;1.0;1.0;1.4866671177851205;2.10031418150184;3.7015737656431744;1.4806855982017837;2.4612783691224207;264;160;1;1;1;0;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
287;2021-05-15;W;1;1;Home;1;48.0;24,6;4-5-1;2.0;19.5;82.0;13.0;8.0;69.32;3;5;3-5-2;Roma;reste;13.0;0;2;0;3.0;9.0;0.0;8.0;Lazio;391.14;477.0;-0.17142857142857149;1.3377025036818853;Roma;0.0;1.0;0.0;1.0;1.0;1.4866671177851205;2.10031418150184;3.7015737656431744;1.4806855982017837;2.4612783691224207;264;160;1;1;1;0;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
288;2020-09-20;L;0;0;Away;0;34.0;26,4;4-5-1;1.0;19.5;75.1;12.0;9.0;-506.12;10;9;3-5-2;Sampdoria;automne;15.0;0;1;0;1.0;20.0;2.0;15.0;Juventus;298.147;397.0;-3.038690476190476;1.8263929798723613;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
295;2020-11-30;D;0;1;Away;0;47.0;26,4;4-5-1;2.0;17.2;80.3;12.0;17.0;-48.1;4;11;3-5-2;Sampdoria;automne;11.0;0;2;0;1.0;14.0;1.0;17.0;Torino;403.106;502.0;-2.1386904761904764;1.8651877761413842;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
297;2020-12-13;L;0;0;Away;0;33.0;26,4;4-5-1;3.0;12.5;75.5;14.0;13.0;-403.02;7;12;4-5-1;Sampdoria;reste;7.0;0;4;0;3.0;18.0;1.0;7.0;Napoli;311.06;412.0;-2.0125;1.158646293568974;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;212;160;0;0;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
298;2020-12-16;W;1;1;Away;0;45.0;26,4;4-5-1;3.0;20.2;70.4;15.0;17.0;-30.03;3;12;3-4-3;Sampdoria;reste;11.0;0;4;0;3.0;7.0;1.0;20.0;Hellas-Verona;325.95200000000006;463.0;-1.4577380952380954;1.7801914580265097;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;99;160;0;0;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
299;2020-12-19;W;1;1;Home;1;42.0;26,4;4-5-1;4.0;17.8;73.6;16.0;14.0;74.43;3;12;3-5-2;Sampdoria;reste;12.0;0;2;0;2.0;5.0;1.0;14.0;Crotone;315.008;428.0;-1.0654761904761902;1.6336647029945996;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
301;2021-01-03;L;0;0;Away;0;35.0;26,4;4-5-1;2.0;27.6;67.2;14.0;14.0;-268.47;11;1;3-4-3;Sampdoria;reste;5.0;0;5;0;3.0;21.0;1.0;18.0;Roma;239.904;357.0;-2.275;0.835652920962199;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;99;160;0;0;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
304;2021-02-14;W;1;1;Home;1;49.0;26,4;4-5-1;3.0;16.7;72.6;10.0;14.0;-159.62;7;2;3-5-2;Sampdoria;reste;8.0;0;1;0;3.0;16.0;1.0;12.0;Fiorentina;336.13800000000003;463.0;-2.227380952380952;1.2867943053510063;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
305;2021-02-20;L;0;0;Away;0;44.0;26,4;3-5-2;0.0;12.9;72.9;16.0;17.0;-199.15;6;2;3-5-2;Sampdoria;reste;10.0;0;3;0;4.0;12.0;1.0;14.0;Lazio;317.844;436.0;-1.719642857142857;1.744575355915562;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
306;2021-02-28;L;0;0;Home;1;45.0;26,4;4-5-1;2.0;20.7;73.8;11.0;7.0;-302.82;8;2;3-5-2;Sampdoria;reste;8.0;0;1;0;3.0;20.0;0.0;17.0;Atalanta;385.236;522.0;-0.9851190476190476;1.4073944526264113;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
309;2021-03-14;L;0;0;Away;0;56.0;26,4;4-5-1;4.0;17.2;77.6;9.0;11.0;-26.41999999999999;7;3;4-5-1;Sampdoria;reste;18.0;0;2;0;2.0;10.0;1.0;16.0;Bologna;426.024;549.0;-1.7113095238095237;2.237211585665194;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;212;160;0;0;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
313;2021-04-17;W;1;1;Home;1;49.0;26,4;4-5-1;4.0;15.2;73.6;13.0;16.0;-30.03;6;4;3-4-3;Sampdoria;reste;11.0;1;3;0;3.0;19.0;1.0;14.0;Hellas-Verona;323.10400000000004;439.0;-2.338095238095238;1.7010186548846344;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;99;160;0;0;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
315;2021-05-02;W;1;1;Home;1;53.0;26,4;4-5-1;7.0;15.6;75.8;9.0;14.0;-268.47;8;5;3-4-3;Sampdoria;reste;13.0;0;0;0;3.0;9.0;0.0;13.0;Roma;382.032;504.0;-0.8321428571428572;1.7774239077074128;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;99;160;0;0;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
316;2021-05-08;L;0;0;Away;0;45.0;26,4;4-5-1;3.0;14.7;82.4;10.0;14.0;-536.72;6;5;3-5-2;Sampdoria;reste;14.0;0;2;0;0.0;13.0;1.0;10.0;Internazionale;426.008;517.0;-2.0273809523809523;1.781553755522828;Sampdoria;1.0;0.0;0.0;0.0;0.0;2.8632508174690594;1.0366311362487677;2.5631124871248856;0.0;2.183006616703983;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
318;2020-09-20;D;0;1;Home;1;67.0;24,9;4-5-1;9.0;20.6;89.3;7.0;9.0;53.91;10;9;4-5-1;Sassuolo;automne;33.0;0;1;0;3.0;8.0;1.0;18.0;Cagliari;624.207;699.0;-1.5958333333333332;3.3262395679921455;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
320;2020-11-28;L;0;0;Home;1;65.0;24,9;4-5-1;3.0;16.6;90.1;14.0;13.0;-422.16;6;11;3-5-2;Sassuolo;automne;13.0;0;3;0;1.0;11.0;0.0;16.0;Internazionale;664.0369999999998;737.0;-0.5458333333333334;2.0836156111929305;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
321;2020-12-06;D;0;1;Away;0;57.0;24,9;4-5-1;1.0;22.4;85.3;7.0;11.0;-153.90999999999997;8;12;3-4-3;Sassuolo;reste;5.0;0;3;0;6.0;16.0;0.0;10.0;Roma;486.21;570.0;-1.2541666666666667;0.8191703485517916;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;99;160;0;0;1;0;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
322;2020-12-11;W;1;1;Home;1;48.0;24,9;4-5-1;1.0;22.3;83.9;9.0;12.0;191.61;5;12;4-5-1;Sassuolo;reste;5.0;1;2;1;4.0;30.0;0.0;14.0;Benevento;380.06700000000006;453.0;-2.107142857142857;1.057658321060383;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
323;2020-12-16;D;0;1;Away;0;66.0;24,9;4-5-1;5.0;19.3;88.9;13.0;12.0;-45.06;5;12;3-5-2;Sassuolo;reste;13.0;0;4;0;4.0;15.0;2.0;19.0;Fiorentina;599.186;674.0;-2.821428571428571;2.1176546391752575;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
324;2020-12-20;L;0;0;Home;1;68.0;24,9;4-5-1;5.0;19.3;87.0;9.0;11.0;-306.04;4;12;4-5-1;Sassuolo;reste;15.0;0;1;0;3.0;11.0;2.0;12.0;Milan;567.24;652.0;-2.7779761904761906;1.7908689248895433;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
325;2021-01-03;L;0;0;Away;0;54.0;24,9;4-5-1;4.0;16.9;80.4;21.0;9.0;-188.26;11;1;3-5-2;Sassuolo;reste;10.0;0;1;0;3.0;23.0;0.0;13.0;Atalanta;439.788;547.0;-0.5958333333333332;1.565175503190967;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
326;2021-01-06;W;1;1;Home;1;63.0;24,9;4-5-1;3.0;17.7;85.4;22.0;14.0;129.81;3;1;3-5-2;Sassuolo;reste;17.0;0;3;0;3.0;7.0;0.0;10.0;Genoa;584.9900000000001;685.0;0.2297619047619046;1.862628865979382;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
327;2021-01-24;L;0;0;Away;0;51.0;24,9;4-5-1;1.0;13.7;84.2;6.0;15.0;-84.58999999999997;7;1;3-5-2;Sassuolo;reste;5.0;0;3;0;2.0;20.0;0.0;16.0;Lazio;442.05;525.0;-1.8422619047619044;1.629528718703976;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
328;2021-01-31;D;0;1;Away;0;70.0;24,9;4-5-1;4.0;14.1;85.0;6.0;11.0;53.91;7;1;4-5-1;Sassuolo;reste;15.0;0;3;0;2.0;10.0;0.0;10.0;Cagliari;561.85;661.0;-0.9255952380952379;1.9101006381934216;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
329;2021-02-14;W;1;1;Away;0;63.0;24,9;4-5-1;3.0;20.8;84.3;6.0;17.0;188.99;8;2;3-5-2;Sassuolo;reste;22.0;1;1;0;1.0;6.0;0.0;15.0;Crotone;532.776;632.0;-1.0339285714285713;2.335573146784487;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
330;2021-02-20;D;0;1;Home;1;73.0;24,9;4-5-1;8.0;20.2;83.3;14.0;14.0;88.14000000000001;6;2;4-5-1;Sassuolo;reste;30.0;0;1;0;1.0;5.0;0.0;8.0;Bologna;583.1;700.0;-0.20833333333333326;2.4504295532646045;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
331;2021-03-03;D;0;1;Home;1;56.0;24,9;4-5-1;3.0;19.6;86.3;6.0;17.0;-288.4600000000001;11;3;4-5-1;Sassuolo;reste;12.0;2;2;0;2.0;15.0;1.0;14.0;Napoli;503.129;583.0;-2.6339285714285716;1.692071674030437;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;212;160;0;0;1;0;1;0;0;0;4;4;1;1;5;5;-3;3;0;1
333;2021-03-13;W;1;1;Home;1;41.0;24,9;4-5-1;7.0;17.1;77.6;11.0;15.0;84.53;7;3;3-4-3;Sassuolo;reste;17.0;0;3;0;2.0;13.0;0.0;17.0;Hellas-Verona;304.19199999999995;392.0;-1.018452380952381;2.238199558173785;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;99;160;0;0;1;0;1;0;0;0;4;3;1;3;5;4;-2;1;1;1
334;2021-03-17;L;0;0;Away;0;49.0;24,9;4-5-1;3.0;20.1;83.7;17.0;16.0;66.46000000000001;4;3;3-5-2;Sassuolo;reste;14.0;0;2;0;1.0;22.0;0.0;10.0;Torino;415.152;496.0;-1.2523809523809526;1.5186794305351003;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
335;2021-04-07;L;0;0;Away;0;70.0;24,9;4-5-1;3.0;21.2;92.4;6.0;13.0;-422.16;4;4;3-5-2;Sassuolo;reste;15.0;0;3;0;2.0;7.0;0.0;8.0;Internazionale;822.36;890.0;-0.8505952380952382;1.5072164948453608;Sassuolo;0.0;1.0;1.0;0.0;0.0;2.898717786543163;1.6535165248766863;4.1737200848822065;2.8053269829357417;-0.15664500309997287;264;160;0;0;1;0;1;0;0;0;4;3;1;2;5;5;-2;2;0;1
