;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;Opponent;CMP;Att;FDD;FDA;Squad;DF;DM;FW;GK;MF;score_df_mean;score_mf_mean;score_fw_mean;score_dm_mean;score_gk_mean;n_form;n;top_GK;top_MF;top_DM;top_DF;top_FW;top_MO;top_AIL;top_MIL;nb_def;nb_opp_def;nb_att;nb_opp_att;nb_mil;nb_opp_mil;diff_avant;diff_def;diff_mil;sup_def
511;2021-03-20;L;0;0;Home;1;49.0;26,0;3-5-2;3.0;19.3;72.9;9.0;11.0;-100.85;8;3;4-5-1;Crotone;reste;16.0;1;4;0;7.0;21.0;0.0;16.0;Bologna;298.161;409.0;-1.4446428571428571;1.939678448699067;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
512;2021-04-03;L;0;0;Away;0;36.0;26,0;3-5-2;4.0;17.7;77.6;11.0;17.0;-477.4500000000001;14;4;4-5-1;Crotone;reste;8.0;0;4;0;0.0;26.0;2.0;5.0;Napoli;304.19199999999995;392.0;-4.010119047619048;0.8572717231222385;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
514;2021-05-01;L;0;0;Home;1;38.0;26,0;3-5-2;1.0;20.1;86.0;11.0;10.0;-611.15;7;5;3-5-2;Crotone;reste;6.0;0;1;0;2.0;23.0;1.0;9.0;Internazionale;356.9;415.0;-2.3726190476190476;0.9502270495827194;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
515;2021-05-09;L;0;0;Away;0;38.0;26,0;3-5-2;2.0;17.4;79.9;8.0;11.0;-342.9;8;5;4-5-1;Crotone;reste;7.0;0;0;0;2.0;22.0;1.0;10.0;Roma;298.027;373.0;-2.5827380952380956;1.1459499263622979;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
516;2021-05-13;W;1;1;Home;1;37.0;26,0;3-5-2;4.0;20.7;73.4;10.0;20.0;-104.46;4;5;3-4-3;Crotone;reste;9.0;0;3;0;1.0;11.0;0.0;11.0;Hellas-Verona;264.974;361.0;-1.269047619047619;1.0942992145311734;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;99;200;0;0;0;1;0;0;0;0;3;3;2;3;5;4;-1;0;1;0
517;2021-05-16;D;0;1;Away;0;45.0;26,0;3-5-2;2.0;14.9;80.4;5.0;19.0;2.619999999999997;3;5;4-5-1;Crotone;reste;5.0;0;2;1;2.0;21.0;3.0;12.0;Benevento;336.8760000000001;419.0;-5.230357142857144;1.2724349533627883;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
518;2021-05-22;D;0;1;Home;1;54.0;26,0;3-5-2;3.0;16.1;85.9;13.0;11.0;-234.05;6;5;3-5-2;Crotone;reste;13.0;0;2;0;2.0;9.0;1.0;10.0;Fiorentina;488.77100000000013;569.0;-1.3589285714285715;1.6843888070692192;Crotone;1.0;0.0;0.0;0.0;0.0;2.3446456455153246;1.721259664297038;1.9906319682679243;0.7084532748254329;0.5419795633749938;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
520;2020-10-04;W;1;1;Home;1;40.0;27,4;4-5-1;2.0;18.8;69.6;7.0;13.0;-103.47;4;10;4-5-1;Benevento;automne;7.0;0;2;0;1.0;17.0;1.0;15.0;Bologna;224.112;322.0;-2.4458333333333333;1.2636659302896414;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
521;2020-10-18;L;0;0;Away;0;48.0;27,4;4-5-1;3.0;17.5;80.8;13.0;7.0;-345.52;14;10;4-5-1;Benevento;automne;9.0;0;2;0;3.0;19.0;2.0;17.0;Roma;361.176;447.0;-2.775595238095238;1.7223429062346587;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
522;2020-10-25;L;0;0;Home;1;35.0;27,4;4-5-1;3.0;19.9;68.2;6.0;16.0;-480.07000000000005;7;10;4-5-1;Benevento;automne;9.0;0;3;0;1.0;19.0;0.0;13.0;Napoli;227.106;333.0;-1.838095238095238;1.1986315660284736;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
523;2020-11-02;L;0;0;Away;0;56.0;27,4;4-5-1;5.0;17.3;77.1;11.0;14.0;-107.08;5;11;3-4-3;Benevento;automne;15.0;0;4;1;5.0;14.0;1.0;20.0;Hellas-Verona;390.126;506.0;-2.022619047619048;2.276104565537555;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;99;160;0;1;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
524;2020-11-22;W;1;1;Away;0;38.0;27,4;4-5-1;4.0;22.3;71.7;13.0;17.0;-236.67;15;11;4-5-1;Benevento;automne;13.0;0;3;0;2.0;7.0;0.0;14.0;Fiorentina;255.969;357.0;-0.6005952380952382;1.445753559155621;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
525;2020-12-11;L;0;0;Away;0;52.0;27,4;4-5-1;4.0;14.5;82.4;7.0;14.0;-191.61;5;12;4-5-1;Benevento;reste;30.0;0;4;0;3.0;5.0;2.0;12.0;Sassuolo;407.056;494.0;-2.708333333333333;2.98352970054001;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
526;2020-12-15;D;0;1;Home;1;36.0;27,4;4-5-1;6.0;15.9;77.7;5.0;14.0;-276.2;4;12;3-5-2;Benevento;reste;15.0;0;2;1;2.0;13.0;0.0;15.0;Lazio;299.922;386.0;-1.3845238095238095;2.0429123711340202;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
527;2020-12-23;W;1;1;Away;0;39.0;27,4;4-5-1;4.0;29.1;74.0;14.0;12.0;-122.87;3;12;3-5-2;Benevento;reste;9.0;0;2;0;1.0;15.0;2.0;20.0;Udinese;270.1;365.0;-2.75;1.2309523809523808;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
528;2021-01-03;L;0;0;Home;1;61.0;27,4;4-5-1;5.0;20.0;82.6;8.0;9.0;-497.65;11;1;4-5-1;Benevento;reste;24.0;0;1;0;4.0;9.0;2.0;14.0;Milan;465.86399999999986;564.0;-2.5910714285714285;2.4274054982817868;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
529;2021-01-06;W;1;1;Away;0;39.0;27,4;4-5-1;4.0;13.6;76.1;5.0;12.0;-137.70000000000002;3;1;4-5-1;Benevento;reste;10.0;0;3;0;5.0;12.0;0.0;18.0;Cagliari;273.96;360.0;-1.1928571428571428;1.9965881197839956;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
530;2021-01-09;L;0;0;Home;1;41.0;27,4;4-5-1;2.0;17.3;73.6;9.0;13.0;-379.87;3;1;3-5-2;Benevento;reste;5.0;0;3;0;2.0;27.0;0.0;21.0;Atalanta;292.19199999999995;397.0;-1.969642857142857;1.6302712322042217;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
531;2021-01-17;L;0;0;Away;0;60.0;27,4;4-5-1;5.0;14.7;77.7;9.0;14.0;-2.619999999999997;8;1;3-5-2;Benevento;reste;22.0;0;3;1;1.0;9.0;0.0;14.0;Crotone;407.148;524.0;-0.8321428571428572;2.50893470790378;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
532;2021-01-22;D;0;1;Home;1;39.0;27,4;3-5-2;2.0;18.1;67.6;11.0;18.0;-125.15;5;1;3-5-2;Benevento;reste;9.0;1;1;0;3.0;16.0;1.0;22.0;Torino;219.024;324.0;-2.405952380952381;1.846772214040255;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
533;2021-02-12;D;0;1;Away;0;42.0;27,4;4-5-1;6.0;17.6;69.7;10.0;10.0;-103.47;5;2;4-5-1;Benevento;reste;14.0;0;2;0;3.0;12.0;0.0;17.0;Bologna;280.194;402.0;-0.7107142857142857;1.9183787432498771;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
534;2021-02-21;D;0;1;Home;1;29.0;27,4;4-5-1;3.0;17.7;67.8;14.0;11.0;-345.52;9;2;3-4-3;Benevento;reste;6.0;0;4;1;1.0;11.0;0.0;18.0;Roma;185.094;273.0;-0.4208333333333334;1.4197717231222389;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;99;160;0;1;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
535;2021-02-28;L;0;0;Away;0;39.0;27,4;4-5-1;3.0;18.1;78.7;6.0;15.0;-480.07000000000005;7;2;4-5-1;Benevento;reste;4.0;0;2;0;4.0;18.0;1.0;13.0;Napoli;295.9120000000001;376.0;-2.708928571428572;1.0830817378497786;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
536;2021-03-03;L;0;0;Home;1;50.0;27,4;4-5-1;1.0;20.8;74.9;12.0;8.0;-107.08;3;3;3-4-3;Benevento;reste;5.0;0;0;0;1.0;9.0;0.0;20.0;Hellas-Verona;358.77100000000013;479.0;-0.242857142857143;1.4028350515463917;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;99;160;0;1;0;1;0;0;0;0;4;3;1;3;5;4;-2;1;1;1
538;2021-04-12;L;0;0;Home;1;32.0;27,4;3-5-2;3.0;16.8;66.3;11.0;12.0;-191.61;9;4;4-5-1;Benevento;reste;9.0;0;3;0;2.0;15.0;1.0;14.0;Sassuolo;218.127;329.0;-1.9642857142857144;1.3983063328424152;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
539;2021-04-18;L;0;0;Away;0;42.0;27,4;4-5-1;5.0;19.1;78.9;13.0;10.0;-276.2;6;4;3-5-2;Benevento;reste;15.0;1;3;0;2.0;11.0;1.0;14.0;Lazio;332.1690000000001;421.0;-1.4297619047619048;1.8297496318114876;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
540;2021-04-21;D;0;1;Away;0;37.0;27,4;3-5-2;1.0;23.1;71.5;15.0;18.0;-61.8;3;4;3-5-2;Benevento;reste;7.0;1;0;0;2.0;13.0;0.0;14.0;Genoa;280.995;393.0;-0.9202380952380953;1.0021354933726068;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
541;2021-05-01;L;0;0;Away;0;44.0;27,4;4-5-1;1.0;19.9;81.3;3.0;8.0;-497.65;6;5;4-5-1;Benevento;reste;13.0;0;0;0;2.0;20.0;0.0;16.0;Milan;387.801;477.0;-1.619047619047619;1.808750613647521;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;160;0;1;0;1;0;0;0;0;4;4;1;1;5;5;-3;3;0;1
542;2021-05-09;L;0;0;Home;1;57.0;27,4;4-5-1;7.0;12.5;74.5;3.0;17.0;-137.70000000000002;8;5;3-5-2;Benevento;reste;7.0;0;2;0;2.0;9.0;0.0;19.0;Cagliari;283.1;380.0;-1.448214285714286;1.8967415316642122;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
543;2021-05-12;L;0;0;Away;0;29.0;27,4;3-5-2;0.0;14.5;68.6;13.0;11.0;-379.87;3;5;4-5-1;Benevento;reste;4.0;0;5;1;2.0;15.0;1.0;19.0;Atalanta;209.916;306.0;-1.7589285714285714;1.523410652920962;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;212;200;0;1;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
544;2021-05-16;D;0;1;Home;1;55.0;27,4;4-5-1;8.0;17.9;82.1;10.0;12.0;-2.619999999999997;4;5;3-5-2;Benevento;reste;21.0;0;2;0;3.0;5.0;0.0;19.0;Crotone;412.963;503.0;-0.36904761904761896;2.6422005400098185;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;160;0;1;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
545;2021-05-23;D;0;1;Away;0;48.0;27,4;3-5-2;3.0;16.5;86.9;6.0;10.0;-125.15;7;5;3-5-2;Benevento;reste;8.0;0;2;0;0.0;11.0;1.0;17.0;Torino;418.858;482.0;-1.9297619047619048;1.7798416789396172;Benevento;1.0;0.0;0.0;0.0;1.0;2.3896807648397522;1.1067851657154977;1.5564399981316774;1.1435304281373668;-2.488409957992107;264;200;0;1;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
550;2020-11-07;D;0;1;Home;1;36.0;25,1;3-5-2;0.0;30.3;82.5;9.0;17.0;-158.10000000000005;7;11;3-5-2;Parma;automne;5.0;0;1;0;2.0;6.0;1.0;17.0;Fiorentina;353.925;429.0;-1.8196428571428571;0.8161205203730972;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
552;2020-11-30;W;1;1;Away;0;48.0;25,1;4-5-1;3.0;13.9;76.2;11.0;16.0;16.769999999999982;5;11;3-5-2;Parma;automne;9.0;0;2;0;2.0;14.0;0.0;12.0;Genoa;368.80800000000005;484.0;-1.1476190476190475;1.5406480117820323;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
556;2020-12-22;L;0;0;Away;0;51.0;25,1;4-5-1;7.0;18.6;76.9;10.0;22.0;75.94999999999997;3;12;3-5-2;Parma;reste;14.0;0;6;0;4.0;11.0;1.0;16.0;Crotone;342.205;445.0;-2.394047619047619;1.8900466372115856;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
557;2021-01-03;L;0;0;Home;1;57.0;25,1;4-5-1;4.0;14.9;79.6;14.0;20.0;-46.58000000000001;12;1;3-5-2;Parma;reste;16.0;0;2;0;2.0;12.0;3.0;16.0;Torino;448.944;564.0;-4.05;2.2462444771723122;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
558;2021-01-06;L;0;0;Away;0;48.0;25,1;4-5-1;0.0;26.8;84.8;15.0;6.0;-301.3;3;1;3-5-2;Parma;reste;2.0;0;1;0;1.0;17.0;0.0;10.0;Atalanta;463.856;547.0;-0.4369047619047619;0.38641384388807043;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;160;0;0;0;1;0;0;0;0;4;3;1;2;5;5;-2;2;0;1
573;2021-05-12;L;0;0;Away;0;49.0;25,1;3-5-2;4.0;27.1;83.1;17.0;14.0;-197.63;3;5;3-5-2;Parma;reste;12.0;0;3;0;1.0;17.0;0.0;13.0;Lazio;428.796;516.0;-0.7940476190476191;1.2048784977908686;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;264;200;0;0;0;1;0;0;0;0;3;3;2;2;5;5;-1;1;0;1
574;2021-05-16;L;0;0;Home;1;34.0;25,1;3-5-2;8.0;16.8;80.2;10.0;13.0;-113.04000000000002;4;5;4-5-1;Parma;reste;16.0;0;1;0;0.0;12.0;1.0;13.0;Sassuolo;299.948;374.0;-1.8982142857142854;1.9679491899852724;Parma;2.0;0.0;0.0;0.0;0.0;3.0067240576588947;1.44483817621487;2.0749896431953907;0.7599748374319857;1.5253737717917306;212;200;0;0;0;1;0;0;0;0;3;4;2;1;5;5;-2;2;0;1
