;Date;Time;Comp;Round;Day;Venue;Result;GF;GA;Opponent;xG;xGA;Poss;Attendance;Captain;Formation;Referee;Match Report;Notes;team;key;Sh;SoT;Dist;FK;PK;Att;Cmp%;CrdY;CrdR;2CrdY;Fls;Off;Int;age;value
36;2022-04-30;20:45;Serie A;Matchweek 35;Sat;Home;L;3;4;Lazio;1.3;3.2;30.0;8750.0;Giulio Maggiore;4-2-3-1;Luca Pairetto;Match Report;;Spezia;2022-04-3020:45Serie AMatchweek 35HomeLLazioSpezia;9.0;3.0;15.3;0.0;0;294.0;64.3;3;0;0;15.0;3.0;7.0;23.6;€78.50m
37;2022-05-08;12:30;Serie A;Matchweek 36;Sun;Home;L;1;3;Atalanta;0.9;1.9;35.0;9000.0;Giulio Maggiore;4-4-2;Fabio Maresca;Match Report;;Spezia;2022-05-0812:30Serie AMatchweek 36HomeLAtalantaSpezia;5.0;1.0;16.6;1.0;0;330.0;69.1;2;0;0;10.0;4.0;13.0;23.6;€78.50m
38;2022-05-14;18:00;Serie A;Matchweek 37;Sat;Away;W;3;2;Udinese;2.3;1.7;39.0;20950.0;Giulio Maggiore;4-2-3-1;Gianluca Aureliano;Match Report;;Spezia;2022-05-1418:00Serie AMatchweek 37AwayWUdineseSpezia;10.0;7.0;16.9;0.0;0;353.0;68.6;2;0;0;10.0;1.0;8.0;23.6;€78.50m
39;2022-05-22;12:30;Serie A;Matchweek 38;Sun;Home;L;0;3;Napoli;2.1;1.2;32.0;10000.0;Giulio Maggiore;4-2-3-1;Matteo Marchetti;Match Report;;Spezia;2022-05-2212:30Serie AMatchweek 38HomeLNapoliSpezia;16.0;4.0;17.2;1.0;0;338.0;82.0;1;0;0;10.0;2.0;12.0;23.6;€78.50m
0;2021-08-15;21:00;Coppa Italia;First round;Sun;Home;D;0 (4);0 (1);Cremonese;;;61.0;1484.0;Andrea Belotti;3-4-3;Giovanni Ayroldi;Match Report;Torino won on penalty kicks following extra time;Torino;2021-08-1521:00Coppa ItaliaFirst roundHomeDCremoneseTorino;29.0;7.0;;;0;;;3;0;0;25.0;8.0;4.0;24.8;€223.40m
1;2021-08-21;20:45;Serie A;Matchweek 1;Sat;Home;L;1;2;Atalanta;1.4;0.8;48.0;3475.0;Rolando Mandragora;3-4-3;Daniele Chiffi;Match Report;;Torino;2021-08-2120:45Serie AMatchweek 1HomeLAtalantaTorino;21.0;7.0;20.0;1.0;0;416.0;71.4;2;0;0;17.0;0.0;13.0;24.8;€223.40m
2;2021-08-28;20:45;Serie A;Matchweek 2;Sat;Away;L;1;2;Fiorentina;0.4;0.9;42.0;12592.0;Andrea Belotti;3-4-1-2;Maurizio Mariani;Match Report;;Torino;2021-08-2820:45Serie AMatchweek 2AwayLFiorentinaTorino;5.0;1.0;13.2;0.0;0;339.0;69.9;5;0;0;28.0;2.0;13.0;24.8;€223.40m
3;2021-09-12;15:00;Serie A;Matchweek 3;Sun;Home;W;4;0;Salernitana;2.3;0.3;59.0;9082.0;Cristian Ansaldi;3-4-3;Gianluca Aureliano;Match Report;;Torino;2021-09-1215:00Serie AMatchweek 3HomeWSalernitanaTorino;15.0;7.0;11.9;0.0;0;549.0;81.2;0;0;0;10.0;1.0;14.0;24.8;€223.40m
4;2021-09-17;20:45;Serie A;Matchweek 4;Fri;Away;W;1;0;Sassuolo;2.3;0.9;47.0;20000.0;Gleison Bremer;3-4-3;Marco Piccinini;Match Report;;Torino;2021-09-1720:45Serie AMatchweek 4AwayWSassuoloTorino;18.0;4.0;17.3;0.0;0;446.0;78.7;4;0;0;19.0;4.0;11.0;24.8;€223.40m
5;2021-09-23;18:30;Serie A;Matchweek 5;Thu;Home;D;1;1;Lazio;1.1;1.0;45.0;8646.0;Rolando Mandragora;3-4-3;Rosario Abisso;Match Report;;Torino;2021-09-2318:30Serie AMatchweek 5HomeDLazioTorino;16.0;5.0;18.4;0.0;0;409.0;73.6;3;0;0;19.0;3.0;15.0;24.8;€223.40m
6;2021-09-27;20:45;Serie A;Matchweek 6;Mon;Away;D;1;1;Venezia;1.4;1.6;56.0;4888.0;Cristian Ansaldi;3-4-3;Lorenzo Maggioni;Match Report;;Torino;2021-09-2720:45Serie AMatchweek 6AwayDVeneziaTorino;8.0;3.0;19.0;0.0;0;521.0;79.3;4;1;1;18.0;1.0;19.0;24.8;€223.40m
7;2021-10-02;18:00;Serie A;Matchweek 7;Sat;Home;L;0;1;Juventus;1.1;1.1;48.0;12073.0;Rolando Mandragora;3-4-3;Paolo Valeri;Match Report;;Torino;2021-10-0218:00Serie AMatchweek 7HomeLJuventusTorino;13.0;2.0;19.5;0.0;0;441.0;73.9;3;0;0;20.0;1.0;15.0;24.8;€223.40m
8;2021-10-17;18:00;Serie A;Matchweek 8;Sun;Away;L;0;1;Napoli;1.1;1.6;49.0;27579.0;Rolando Mandragora;3-4-1-2;Juan Sacchi;Match Report;;Torino;2021-10-1718:00Serie AMatchweek 8AwayLNapoliTorino;11.0;3.0;19.0;1.0;0;412.0;72.6;4;0;0;20.0;3.0;9.0;24.8;€223.40m
9;2021-10-22;18:30;Serie A;Matchweek 9;Fri;Home;W;3;2;Genoa;2.0;2.4;58.0;9881.0;Cristian Ansaldi;3-4-3;Piero Giacomelli;Match Report;;Torino;2021-10-2218:30Serie AMatchweek 9HomeWGenoaTorino;17.0;6.0;17.9;1.0;0;494.0;75.5;2;0;0;20.0;2.0;11.0;24.8;€223.40m
10;2021-10-26;20:45;Serie A;Matchweek 10;Tue;Away;L;0;1;Milan;0.7;0.9;55.0;35929.0;Andrea Belotti;3-4-3;Gianluca Aureliano;Match Report;;Torino;2021-10-2620:45Serie AMatchweek 10AwayLMilanTorino;12.0;2.0;18.5;0.0;0;508.0;78.1;3;0;0;21.0;1.0;15.0;24.8;€223.40m
11;2021-10-30;20:45;Serie A;Matchweek 11;Sat;Home;W;3;0;Sampdoria;2.8;0.3;64.0;13137.0;Gleison Bremer;3-4-3;Francesco Fourneau;Match Report;;Torino;2021-10-3020:45Serie AMatchweek 11HomeWSampdoriaTorino;16.0;5.0;14.8;0.0;0;615.0;81.6;2;0;0;19.0;4.0;11.0;24.8;€223.40m
12;2021-11-06;15:00;Serie A;Matchweek 12;Sat;Away;L;0;1;Spezia;0.5;0.4;59.0;6953.0;Andrea Belotti;3-4-3;Daniele Orsato;Match Report;;Torino;2021-11-0615:00Serie AMatchweek 12AwayLSpeziaTorino;9.0;1.0;15.8;0.0;0;527.0;78.9;3;0;0;17.0;2.0;14.0;24.8;€223.40m
13;2021-11-22;20:45;Serie A;Matchweek 13;Mon;Home;W;2;1;Udinese;1.9;1.7;51.0;7034.0;Andrea Belotti;3-4-3;Ivan Pezzuto;Match Report;;Torino;2021-11-2220:45Serie AMatchweek 13HomeWUdineseTorino;14.0;3.0;15.0;0.0;0;481.0;75.3;1;0;0;19.0;4.0;16.0;24.8;€223.40m
14;2021-11-28;18:00;Serie A;Matchweek 14;Sun;Away;L;0;1;Roma;1.1;1.0;68.0;46728.0;Andrea Belotti;3-4-3;Daniele Chiffi;Match Report;;Torino;2021-11-2818:00Serie AMatchweek 14AwayLRomaTorino;17.0;3.0;16.6;0.0;0;641.0;82.7;1;0;0;11.0;3.0;15.0;24.8;€223.40m
15;2021-12-02;18:30;Serie A;Matchweek 15;Thu;Home;D;2;2;Empoli;0.9;1.1;41.0;7002.0;Gleison Bremer;3-4-3;Andrea Colombo;Match Report;;Torino;2021-12-0218:30Serie AMatchweek 15HomeDEmpoliTorino;10.0;3.0;15.5;0.0;0;336.0;75.0;1;1;0;9.0;2.0;10.0;24.8;€223.40m
16;2021-12-06;20:45;Serie A;Matchweek 16;Mon;Away;D;1;1;Cagliari;1.4;1.5;51.0;8799.0;Gleison Bremer;3-4-3;Luca Massimi;Match Report;;Torino;2021-12-0620:45Serie AMatchweek 16AwayDCagliariTorino;8.0;3.0;14.7;0.0;0;431.0;69.6;4;0;0;24.0;5.0;10.0;24.8;€223.40m
17;2021-12-12;12:30;Serie A;Matchweek 17;Sun;Home;W;2;1;Bologna;1.8;1.2;49.0;6562.0;Gleison Bremer;3-4-3;Federico Dionisi;Match Report;;Torino;2021-12-1212:30Serie AMatchweek 17HomeWBolognaTorino;16.0;7.0;19.5;1.0;0;437.0;74.1;2;0;0;16.0;5.0;2.0;24.8;€223.40m
18;2021-12-16;21:00;Coppa Italia;Second round;Thu;Away;L;1;2;Sampdoria;;;65.0;3124.0;Cristian Ansaldi;3-4-3;Marco Piccinini;Match Report;;Torino;2021-12-1621:00Coppa ItaliaSecond roundAwayLSampdoriaTorino;14.0;4.0;;;1;;;1;0;0;15.0;1.0;9.0;24.8;€223.40m
19;2021-12-19;18:00;Serie A;Matchweek 18;Sun;Home;W;1;0;Hellas Verona;0.8;0.5;66.0;6202.0;Gleison Bremer;3-4-3;Michael Fabbri;Match Report;;Torino;2021-12-1918:00Serie AMatchweek 18HomeWHellas VeronaTorino;8.0;1.0;17.8;1.0;0;621.0;80.2;1;0;0;15.0;2.0;5.0;24.8;€223.40m
20;2021-12-22;18:30;Serie A;Matchweek 19;Wed;Away;L;0;1;Inter;0.7;1.1;46.0;41413.0;Gleison Bremer;3-4-3;Marco Guida;Match Report;;Torino;2021-12-2218:30Serie AMatchweek 19AwayLInterTorino;12.0;3.0;20.9;1.0;0;443.0;75.4;0;0;0;17.0;1.0;12.0;24.8;€223.40m
21;2022-01-10;17:00;Serie A;Matchweek 21;Mon;Home;W;4;0;Fiorentina;2.3;0.7;45.0;3545.0;Rolando Mandragora;3-4-3;Livio Marinelli;Match Report;;Torino;2022-01-1017:00Serie AMatchweek 21HomeWFiorentinaTorino;9.0;6.0;14.0;0.0;0;416.0;73.8;2;0;0;16.0;2.0;10.0;24.8;€223.40m
22;2022-01-15;15:00;Serie A;Matchweek 22;Sat;Away;W;2;1;Sampdoria;1.5;1.4;63.0;2549.0;Rolando Mandragora;3-4-3;Luca Massimi;Match Report;;Torino;2022-01-1515:00Serie AMatchweek 22AwayWSampdoriaTorino;20.0;12.0;17.7;0.0;0;565.0;77.3;2;0;0;14.0;1.0;10.0;24.8;€223.40m
23;2022-01-23;15:00;Serie A;Matchweek 23;Sun;Home;D;1;1;Sassuolo;2.7;0.9;50.0;5000.0;Rolando Mandragora;3-4-3;Francesco Fourneau;Match Report;;Torino;2022-01-2315:00Serie AMatchweek 23HomeDSassuoloTorino;21.0;6.0;15.9;0.0;0;442.0;76.0;3;0;0;21.0;5.0;6.0;24.8;€223.40m
24;2022-02-06;18:00;Serie A;Matchweek 24;Sun;Away;L;0;2;Udinese;0.4;1.5;59.0;9837.0;Rolando Mandragora;3-4-3;Antonio Rapuano;Match Report;;Torino;2022-02-0618:00Serie AMatchweek 24AwayLUdineseTorino;5.0;1.0;17.2;0.0;0;468.0;75.0;5;1;1;21.0;2.0;10.0;24.8;€223.40m
25;2022-02-12;20:45;Serie A;Matchweek 25;Sat;Home;L;1;2;Venezia;1.1;0.4;66.0;6681.0;Gleison Bremer;3-4-3;Antonio Giua;Match Report;;Torino;2022-02-1220:45Serie AMatchweek 25HomeLVeneziaTorino;14.0;2.0;17.1;0.0;0;534.0;76.0;2;0;0;14.0;2.0;9.0;24.8;€223.40m
26;2022-02-18;20:45;Serie A;Matchweek 26;Fri;Away;D;1;1;Juventus;0.8;0.8;54.0;20132.0;Andrea Belotti;3-4-3;Davide Massa;Match Report;;Torino;2022-02-1820:45Serie AMatchweek 26AwayDJuventusTorino;10.0;3.0;16.8;1.0;0;487.0;77.4;2;0;0;19.0;2.0;8.0;24.8;€223.40m
27;2022-02-27;12:35;Serie A;Matchweek 27;Sun;Home;L;1;2;Cagliari;1.1;1.5;56.0;10231.0;Andrea Belotti;3-4-3;Manuel Volpi;Match Report;;Torino;2022-02-2712:35Serie AMatchweek 27HomeLCagliariTorino;15.0;6.0;19.1;2.0;0;481.0;67.8;2;0;0;16.0;3.0;9.0;24.8;€223.40m
28;2022-03-06;15:00;Serie A;Matchweek 28;Sun;Away;D;0;0;Bologna;1.3;0.4;49.0;17575.0;Andrea Belotti;3-4-3;Luca Massimi;Match Report;;Torino;2022-03-0615:00Serie AMatchweek 28AwayDBolognaTorino;13.0;2.0;19.8;0.0;0;370.0;70.0;3;0;0;16.0;1.0;10.0;24.8;€223.40m
29;2022-03-13;20:45;Serie A;Matchweek 29;Sun;Home;D;1;1;Inter;1.5;2.6;44.0;15363.0;Andrea Belotti;3-4-3;Marco Guida;Match Report;;Torino;2022-03-1320:45Serie AMatchweek 29HomeDInterTorino;13.0;4.0;13.6;0.0;0;417.0;75.5;1;0;0;15.0;1.0;12.0;24.8;€223.40m
30;2022-03-18;21:00;Serie A;Matchweek 30;Fri;Away;L;0;1;Genoa;0.9;0.6;74.0;14961.0;Andrea Belotti;3-4-3;Maurizio Mariani;Match Report;;Torino;2022-03-1821:00Serie AMatchweek 30AwayLGenoaTorino;9.0;3.0;11.1;1.0;0;702.0;85.6;3;0;0;17.0;1.0;12.0;24.8;€223.40m
31;2022-04-02;20:45;Serie A;Matchweek 31;Sat;Away;W;1;0;Salernitana;1.7;1.2;46.0;8650.0;Andrea Belotti;3-4-3;Marco Piccinini;Match Report;;Torino;2022-04-0220:45Serie AMatchweek 31AwayWSalernitanaTorino;7.0;4.0;18.4;0.0;1;362.0;73.2;4;0;0;21.0;3.0;20.0;24.8;€223.40m
32;2022-04-10;20:45;Serie A;Matchweek 32;Sun;Home;D;0;0;Milan;1.1;0.8;44.0;23472.0;Andrea Belotti;3-4-3;Daniele Doveri;Match Report;;Torino;2022-04-1020:45Serie AMatchweek 32HomeDMilanTorino;14.0;3.0;19.5;0.0;0;369.0;72.6;2;0;0;18.0;4.0;12.0;24.8;€223.40m
33;2022-04-16;20:45;Serie A;Matchweek 33;Sat;Away;D;1;1;Lazio;1.4;0.7;52.0;25000.0;Andrea Belotti;3-4-3;Alessandro Prontera;Match Report;;Torino;2022-04-1620:45Serie AMatchweek 33AwayDLazioTorino;12.0;3.0;13.1;1.0;0;551.0;86.6;2;0;0;12.0;1.0;11.0;24.8;€223.40m
34;2022-04-23;15:00;Serie A;Matchweek 34;Sat;Home;W;2;1;Spezia;2.5;1.2;55.0;8333.0;Gleison Bremer;3-4-3;Davide Ghersini;Match Report;;Torino;2022-04-2315:00Serie AMatchweek 34HomeWSpeziaTorino;14.0;5.0;15.6;1.0;1;546.0;80.2;1;0;0;9.0;1.0;12.0;24.8;€223.40m
35;2022-04-27;20:15;Serie A;Matchweek 20;Wed;Away;D;4;4;Atalanta;2.3;2.8;51.0;;Gleison Bremer;3-4-3;Rosario Abisso;Match Report;;Torino;2022-04-2720:15Serie AMatchweek 20AwayDAtalantaTorino;3.0;2.0;23.9;0.0;2;475.0;78.5;2;0;0;11.0;1.0;12.0;24.8;€223.40m
36;2022-05-01;15:00;Serie A;Matchweek 35;Sun;Away;W;3;1;Empoli;2.5;0.7;60.0;8416.0;Saša Lukić;3-4-3;Cosso Cosso;Match Report;;Torino;2022-05-0115:00Serie AMatchweek 35AwayWEmpoliTorino;11.0;1.0;20.9;0.0;2;489.0;80.0;2;0;0;11.0;1.0;10.0;24.8;€223.40m
37;2022-05-07;15:00;Serie A;Matchweek 36;Sat;Home;L;0;1;Napoli;0.6;1.6;43.0;14619.0;Andrea Belotti;3-4-3;Alessandro Prontera;Match Report;;Torino;2022-05-0715:00Serie AMatchweek 36HomeLNapoliTorino;10.0;3.0;21.5;2.0;0;379.0;77.3;2;0;0;18.0;2.0;4.0;24.8;€223.40m
38;2022-05-14;18:00;Serie A;Matchweek 37;Sat;Away;W;1;0;Hellas Verona;0.8;1.0;53.0;24001.0;Andrea Belotti;3-4-3;Giacomo Camplone;Match Report;;Torino;2022-05-1418:00Serie AMatchweek 37AwayWHellas VeronaTorino;11.0;5.0;16.7;0.0;0;435.0;74.7;2;0;0;18.0;1.0;10.0;24.8;€223.40m
39;2022-05-20;20:45;Serie A;Matchweek 38;Fri;Home;L;0;3;Roma;0.9;2.8;58.0;16730.0;Andrea Belotti;3-4-3;Massimiliano Irrati;Match Report;;Torino;2022-05-2020:45Serie AMatchweek 38HomeLRomaTorino;13.0;2.0;19.9;2.0;0;527.0;83.5;2;0;0;10.0;4.0;6.0;24.8;€223.40m
0;2021-08-13;20:45;Coppa Italia;First round;Fri;Home;W;3;1;Ascoli;;;53.0;2604.0;Bram Nuytinck;3-5-2;Matteo Gariglio;Match Report;;Udinese;2021-08-1320:45Coppa ItaliaFirst roundHomeWAscoliUdinese;12.0;8.0;;;0;;;1;0;0;14.0;1.0;11.0;25.0;€142.30m
1;2021-08-22;18:30;Serie A;Matchweek 1;Sun;Home;D;2;2;Juventus;1.8;1.1;44.0;9660.0;Bram Nuytinck;3-5-1-1;Ivan Pezzuto;Match Report;;Udinese;2021-08-2218:30Serie AMatchweek 1HomeDJuventusUdinese;11.0;5.0;18.3;0.0;1;436.0;81.9;1;0;0;13.0;2.0;8.0;25.0;€142.30m
2;2021-08-27;18:30;Serie A;Matchweek 2;Fri;Home;W;3;0;Venezia;2.6;1.2;45.0;8274.0;Bram Nuytinck;3-5-1-1;Livio Marinelli;Match Report;;Udinese;2021-08-2718:30Serie AMatchweek 2HomeWVeneziaUdinese;21.0;10.0;17.3;1.0;0;467.0;77.5;2;0;0;11.0;4.0;13.0;25.0;€142.30m
3;2021-09-12;15:00;Serie A;Matchweek 3;Sun;Away;W;1;0;Spezia;0.8;1.4;44.0;5162.0;Bram Nuytinck;3-5-2;Marco Guida;Match Report;;Udinese;2021-09-1215:00Serie AMatchweek 3AwayWSpeziaUdinese;9.0;4.0;19.8;0.0;0;405.0;81.7;2;0;0;14.0;2.0;10.0;25.0;€142.30m
4;2021-09-20;20:45;Serie A;Matchweek 4;Mon;Home;L;0;4;Napoli;0.3;3.1;38.0;11484.0;Bram Nuytinck;3-5-2;Gianluca Manganiello;Match Report;;Udinese;2021-09-2020:45Serie AMatchweek 4HomeLNapoliUdinese;9.0;1.0;26.3;0.0;0;409.0;85.3;2;0;0;10.0;3.0;8.0;25.0;€142.30m
5;2021-09-23;20:45;Serie A;Matchweek 5;Thu;Away;L;0;1;Roma;0.8;1.7;49.0;29593.0;Bram Nuytinck;3-5-2;Antonio Rapuano;Match Report;;Udinese;2021-09-2320:45Serie AMatchweek 5AwayLRomaUdinese;8.0;2.0;16.8;1.0;0;512.0;81.6;1;0;0;8.0;2.0;13.0;25.0;€142.30m
6;2021-09-26;15:00;Serie A;Matchweek 6;Sun;Home;L;0;1;Fiorentina;0.9;1.1;46.0;7208.0;Bram Nuytinck;3-5-2;Davide Ghersini;Match Report;;Udinese;2021-09-2615:00Serie AMatchweek 6HomeLFiorentinaUdinese;12.0;5.0;19.4;0.0;0;517.0;83.8;2;0;0;14.0;0.0;4.0;25.0;€142.30m
7;2021-10-03;15:00;Serie A;Matchweek 7;Sun;Away;D;3;3;Sampdoria;2.5;1.6;46.0;4292.0;Bram Nuytinck;3-5-2;Daniele Orsato;Match Report;;Udinese;2021-10-0315:00Serie AMatchweek 7AwayDSampdoriaUdinese;18.0;7.0;14.8;0.0;0;386.0;76.2;5;0;0;15.0;0.0;9.0;25.0;€142.30m
8;2021-10-17;15:00;Serie A;Matchweek 8;Sun;Home;D;1;1;Bologna;1.0;1.7;41.0;10627.0;Bram Nuytinck;3-5-2;Rosario Abisso;Match Report;;Udinese;2021-10-1715:00Serie AMatchweek 8HomeDBolognaUdinese;10.0;2.0;14.9;0.0;0;369.0;78.3;3;1;1;15.0;1.0;7.0;25.0;€142.30m
9;2021-10-24;12:30;Serie A;Matchweek 9;Sun;Away;D;1;1;Atalanta;0.7;0.6;32.0;9951.0;Bram Nuytinck;5-4-1;Livio Marinelli;Match Report;;Udinese;2021-10-2412:30Serie AMatchweek 9AwayDAtalantaUdinese;9.0;3.0;15.7;0.0;0;330.0;71.5;2;0;0;15.0;0.0;14.0;25.0;€142.30m
10;2021-10-27;18:30;Serie A;Matchweek 10;Wed;Home;D;1;1;Hellas Verona;1.4;1.0;34.0;8751.0;Bram Nuytinck;3-4-3;Matteo Marchetti;Match Report;;Udinese;2021-10-2718:30Serie AMatchweek 10HomeDHellas VeronaUdinese;16.0;5.0;17.7;1.0;0;305.0;65.2;1;0;0;13.0;1.0;11.0;25.0;€142.30m
11;2021-10-31;12:30;Serie A;Matchweek 11;Sun;Away;L;0;2;Inter;0.5;2.2;34.0;48076.0;Bram Nuytinck;3-4-3;Juan Sacchi;Match Report;;Udinese;2021-10-3112:30Serie AMatchweek 11AwayLInterUdinese;9.0;5.0;19.9;0.0;0;341.0;76.0;2;0;0;11.0;2.0;10.0;25.0;€142.30m
12;2021-11-07;15:00;Serie A;Matchweek 12;Sun;Home;W;3;2;Sassuolo;1.7;1.2;37.0;8322.0;Bram Nuytinck;4-4-2;Federico Dionisi;Match Report;;Udinese;2021-11-0715:00Serie AMatchweek 12HomeWSassuoloUdinese;13.0;2.0;22.9;1.0;0;362.0;74.0;3;1;1;14.0;1.0;19.0;25.0;€142.30m
13;2021-11-22;20:45;Serie A;Matchweek 13;Mon;Away;L;1;2;Torino;1.7;1.9;49.0;7034.0;Bram Nuytinck;3-4-3;Ivan Pezzuto;Match Report;;Udinese;2021-11-2220:45Serie AMatchweek 13AwayLTorinoUdinese;18.0;7.0;18.0;1.0;0;454.0;75.1;3;0;0;17.0;1.0;5.0;25.0;€142.30m
14;2021-11-28;12:30;Serie A;Matchweek 14;Sun;Home;D;0;0;Genoa;1.3;1.1;44.0;11537.0;Bram Nuytinck;3-4-3;Francesco Meraviglia;Match Report;;Udinese;2021-11-2812:30Serie AMatchweek 14HomeDGenoaUdinese;17.0;3.0;18.5;0.0;0;424.0;74.5;3;0;0;18.0;3.0;7.0;25.0;€142.30m
15;2021-12-02;20:45;Serie A;Matchweek 15;Thu;Away;D;4;4;Lazio;1.6;1.6;38.0;7000.0;Samir Santos;4-4-2;Marco Piccinini;Match Report;;Udinese;2021-12-0220:45Serie AMatchweek 15AwayDLazioUdinese;12.0;5.0;17.1;1.0;0;377.0;78.2;5;2;1;11.0;1.0;9.0;25.0;€142.30m
16;2021-12-06;18:30;Serie A;Matchweek 16;Mon;Away;L;1;3;Empoli;2.2;2.5;42.0;4808.0;Samir Santos;4-4-2;Daniele Paterna;Match Report;;Udinese;2021-12-0618:30Serie AMatchweek 16AwayLEmpoliUdinese;19.0;7.0;16.9;1.0;0;398.0;78.6;3;0;0;18.0;1.0;10.0;25.0;€142.30m
17;2021-12-11;20:45;Serie A;Matchweek 17;Sat;Home;D;1;1;Milan;2.4;0.9;34.0;16385.0;Bram Nuytinck;3-5-2;Francesco Fourneau;Match Report;;Udinese;2021-12-1120:45Serie AMatchweek 17HomeDMilanUdinese;11.0;6.0;15.0;0.0;0;354.0;70.9;2;1;0;17.0;1.0;12.0;25.0;€142.30m
18;2021-12-14;18:00;Coppa Italia;Second round;Tue;Home;W;4;0;Crotone;;;55.0;1291.0;Samir Santos;3-5-2;Matteo Gualtieri;Match Report;;Udinese;2021-12-1418:00Coppa ItaliaSecond roundHomeWCrotoneUdinese;19.0;7.0;;;1;;;2;0;0;14.0;2.0;10.0;25.0;€142.30m
19;2021-12-18;20:45;Serie A;Matchweek 18;Sat;Away;W;4;0;Cagliari;0.6;0.4;45.0;7864.0;Bram Nuytinck;3-5-2;Fabio Maresca;Match Report;;Udinese;2021-12-1820:45Serie AMatchweek 18AwayWCagliariUdinese;10.0;5.0;20.7;1.0;0;440.0;78.6;2;0;0;14.0;2.0;5.0;25.0;€142.30m
20;2022-01-09;16:30;Serie A;Matchweek 21;Sun;Home;L;2;6;Atalanta;0.9;3.4;40.0;8679.0;Bram Nuytinck;5-4-1;Michael Fabbri;Match Report;;Udinese;2022-01-0916:30Serie AMatchweek 21HomeLAtalantaUdinese;8.0;4.0;19.8;1.0;0;447.0;76.5;2;0;0;9.0;2.0;6.0;25.0;€142.30m
21;2022-01-15;20:45;Serie A;Matchweek 22;Sat;Away;L;0;2;Juventus;0.9;1.3;34.0;5000.0;Bram Nuytinck;3-5-2;Antonio Giua;Match Report;;Udinese;2022-01-1520:45Serie AMatchweek 22AwayLJuventusUdinese;16.0;3.0;19.9;1.0;0;366.0;77.6;2;0;0;10.0;0.0;10.0;25.0;€142.30m
22;2022-01-18;17:30;Coppa Italia;Round of 16;Tue;Away;L;0;1;Lazio;;;35.0;;Walace;3-5-2;Daniele Minelli;Match Report;Required Extra Time;Udinese;2022-01-1817:30Coppa ItaliaRound of 16AwayLLazioUdinese;13.0;3.0;;;0;;;6;0;0;14.0;2.0;16.0;25.0;€142.30m
23;2022-01-22;15:00;Serie A;Matchweek 23;Sat;Away;D;0;0;Genoa;0.1;1.2;49.0;5000.0;Bram Nuytinck;3-5-2;Daniele Doveri;Match Report;;Udinese;2022-01-2215:00Serie AMatchweek 23AwayDGenoaUdinese;2.0;0.0;11.9;0.0;0;349.0;57.9;4;0;0;17.0;0.0;6.0;25.0;€142.30m
24;2022-02-06;18:00;Serie A;Matchweek 24;Sun;Home;W;2;0;Torino;1.5;0.4;41.0;9837.0;Rodrigo Becão;3-5-2;Antonio Rapuano;Match Report;;Udinese;2022-02-0618:00Serie AMatchweek 24HomeWTorinoUdinese;10.0;2.0;23.6;2.0;1;331.0;62.8;3;0;0;12.0;3.0;9.0;25.0;€142.30m
25;2022-02-13;15:00;Serie A;Matchweek 25;Sun;Away;L;0;4;Hellas Verona;1.4;1.1;57.0;11713.0;Rodrigo Becão;3-5-2;Andrea Colombo;Match Report;;Udinese;2022-02-1315:00Serie AMatchweek 25AwayLHellas VeronaUdinese;21.0;6.0;19.1;3.0;0;501.0;73.5;1;0;0;7.0;3.0;14.0;25.0;€142.30m
26;2022-02-20;20:45;Serie A;Matchweek 26;Sun;Home;D;1;1;Lazio;1.9;1.6;41.0;10799.0;Rodrigo Becão;3-5-2;Luca Massimi;Match Report;;Udinese;2022-02-2020:45Serie AMatchweek 26HomeDLazioUdinese;12.0;2.0;18.5;0.0;0;409.0;80.7;3;0;0;22.0;4.0;7.0;25.0;€142.30m
27;2022-02-25;18:45;Serie A;Matchweek 27;Fri;Away;D;1;1;Milan;1.3;0.8;38.0;44588.0;Rodrigo Becão;3-5-2;Matteo Marchetti;Match Report;;Udinese;2022-02-2518:45Serie AMatchweek 27AwayDMilanUdinese;11.0;6.0;14.1;0.0;0;327.0;75.2;4;0;0;17.0;4.0;10.0;25.0;€142.30m
28;2022-03-05;15:00;Serie A;Matchweek 28;Sat;Home;W;2;1;Sampdoria;2.3;1.2;43.0;12405.0;Roberto Pereyra;3-5-2;Massimiliano Irrati;Match Report;;Udinese;2022-03-0515:00Serie AMatchweek 28HomeWSampdoriaUdinese;19.0;5.0;15.3;0.0;0;404.0;69.3;5;0;0;20.0;4.0;12.0;25.0;€142.30m
29;2022-03-13;18:00;Serie A;Matchweek 29;Sun;Home;D;1;1;Roma;0.9;1.3;37.0;15114.0;Roberto Pereyra;3-5-2;Marco Di Bello;Match Report;;Udinese;2022-03-1318:00Serie AMatchweek 29HomeDRomaUdinese;11.0;5.0;19.9;0.0;0;364.0;74.5;3;0;0;16.0;2.0;13.0;25.0;€142.30m
30;2022-03-19;15:00;Serie A;Matchweek 30;Sat;Away;L;1;2;Napoli;0.6;1.3;37.0;37363.0;Roberto Pereyra;3-5-2;Francesco Fourneau;Match Report;;Udinese;2022-03-1915:00Serie AMatchweek 30AwayLNapoliUdinese;10.0;3.0;20.5;1.0;0;359.0;74.4;2;1;0;12.0;2.0;6.0;25.0;€142.30m
