;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;n_form;Penalty;Rouge;periode;nb_def
422;2021-09-11;L;0;0;Home;1;55.0;24.5;3-4-3;4.0;10.7;83.5;8.0;13.0;72.94999999999997;14;9;4-3-3;Atalanta;automne;12.0;1;4;0;207;1;0;2021-09;3
423;2021-09-18;W;1;1;Away;0;58.0;24.5;3-4-3;3.0;15.6;82.9;13.0;13.0;328.19;4;9;3-5-2;Atalanta;automne;10.0;0;4;0;322;0;0;2021-09;3
424;2021-09-21;W;1;1;Home;1;48.0;24.5;3-5-2;5.0;16.9;80.4;9.0;16.0;147.75;3;9;4-5-1;Atalanta;automne;14.0;0;2;0;327;0;0;2021-09;3
425;2021-10-03;L;0;0;Home;1;56.0;24.5;3-5-2;4.0;17.9;80.0;8.0;13.0;-148.20000000000005;4;10;4-5-1;Atalanta;automne;16.0;1;1;0;327;1;0;2021-10;3
426;2021-10-17;W;1;1;Away;0;52.0;24.5;3-5-2;7.0;17.6;80.2;15.0;16.0;272.25;14;10;4-3-3;Atalanta;automne;21.0;0;2;0;207;0;0;2021-10;3
428;2021-10-27;W;1;1;Away;0;59.0;24.5;3-4-3;4.0;15.0;79.5;11.0;19.0;270.2;3;10;4-3-3;Atalanta;automne;13.0;0;3;0;207;0;0;2021-10;3
429;2021-10-30;D;0;1;Home;1;57.0;24.5;3-4-3;3.0;17.0;81.9;6.0;13.0;134.26999999999998;3;10;4-3-3;Atalanta;automne;17.0;0;1;0;207;0;0;2021-10;3
430;2021-11-06;W;1;1;Away;0;62.0;24.5;3-4-3;8.0;14.2;83.6;14.0;9.0;264.22;4;11;4-4-2;Atalanta;automne;21.0;0;1;0;162;0;0;2021-11;3
432;2021-11-27;W;1;1;Away;0;41.0;24.5;3-4-3;1.0;18.6;74.8;14.0;20.0;-243.75;4;11;4-4-2;Atalanta;automne;7.0;0;5;0;162;0;0;2021-11;3
433;2021-11-30;W;1;1;Home;1;58.0;24.5;3-4-3;6.0;15.7;86.4;11.0;11.0;317.77;3;11;4-4-2;Atalanta;automne;19.0;0;0;0;162;0;0;2021-11;3
434;2021-12-04;W;1;1;Away;0;45.0;24.5;3-4-3;7.0;16.0;82.0;10.0;18.0;-78.48000000000002;4;12;3-4-3;Atalanta;reste;21.0;0;3;0;155;0;0;2021-12;3
435;2021-12-18;L;0;0;Home;1;71.0;24.5;3-4-3;6.0;18.0;85.0;9.0;11.0;17.5;6;12;3-5-2;Atalanta;reste;17.0;0;1;0;322;0;0;2021-12;3
436;2021-12-21;D;0;1;Away;0;67.0;24.5;3-4-3;3.0;17.5;75.6;19.0;15.0;277.47;3;12;3-5-2;Atalanta;reste;17.0;0;1;0;322;0;0;2021-12;3
438;2022-01-22;D;0;1;Away;0;39.0;24.5;3-5-2;2.0;18.2;82.0;15.0;17.0;134.26999999999998;6;1;4-3-3;Atalanta;reste;6.0;0;3;0;207;0;0;2022-01;3
439;2022-02-06;L;0;0;Home;1;61.0;24.5;4-5-1;3.0;18.1;81.8;11.0;13.0;264.22;15;2;3-5-2;Atalanta;reste;10.0;0;1;1;322;0;1;2022-02;4
440;2022-02-13;D;0;1;Home;1;52.0;24.5;3-5-2;3.0;17.5;80.9;16.0;13.0;-243.75;3;2;4-3-3;Atalanta;reste;21.0;0;2;0;207;0;0;2022-02;3
441;2022-02-20;L;0;0;Away;0;50.0;24.5;3-5-2;1.0;18.9;79.0;11.0;20.0;72.94999999999997;3;2;4-3-3;Atalanta;reste;7.0;0;5;0;207;0;0;2022-02;3
442;2022-02-28;W;1;1;Home;1;56.0;24.5;4-5-1;9.0;16.6;84.3;17.0;16.0;270.2;4;2;3-5-2;Atalanta;reste;19.0;0;1;0;322;0;0;2022-02;4
443;2022-03-05;L;0;0;Away;0;65.0;24.5;4-5-1;4.0;15.6;83.5;7.0;16.0;17.5;5;3;3-5-2;Atalanta;reste;7.0;0;4;1;322;0;1;2022-03;4
444;2022-03-13;D;0;1;Home;1;58.0;24.5;3-5-2;2.0;15.1;71.4;14.0;13.0;277.47;3;3;4-5-1;Atalanta;reste;11.0;0;2;0;327;0;0;2022-03;3
445;2022-03-20;W;1;1;Away;0;40.0;24.5;3-4-3;2.0;17.8;69.4;23.0;12.0;212.55;3;3;3-4-3;Atalanta;reste;15.0;0;1;0;155;0;0;2022-03;3
446;2022-04-03;L;0;0;Home;1;55.0;24.5;3-5-2;3.0;15.8;83.8;13.0;15.0;-78.48000000000002;14;4;4-5-1;Atalanta;reste;19.0;0;2;0;327;0;0;2022-04;3
447;2022-04-10;L;0;0;Away;0;50.0;24.5;3-4-3;4.0;14.2;82.8;9.0;14.0;147.75;3;4;4-5-1;Atalanta;reste;15.0;0;1;0;327;0;0;2022-04;3
448;2022-04-23;W;1;1;Away;0;60.0;24.5;3-5-2;4.0;12.0;82.0;11.0;13.0;317.77;5;4;4-3-3;Atalanta;reste;19.0;0;3;0;207;0;0;2022-04;3
449;2022-04-27;D;0;1;Home;1;49.0;24.5;3-4-3;3.0;16.9;76.8;5.0;12.0;175.35;4;4;3-4-3;Atalanta;reste;15.0;2;2;0;155;1;0;2022-04;3
450;2022-05-02;D;0;1;Home;1;62.0;24.5;3-4-3;5.0;17.5;80.9;4.0;13.0;328.19;5;5;3-5-2;Atalanta;reste;20.0;0;3;0;322;0;0;2022-05;3
451;2022-05-08;W;1;1;Away;0;65.0;24.5;3-4-3;6.0;17.7;84.3;6.0;12.0;320.25;6;5;4-4-2;Atalanta;reste;17.0;0;3;0;162;0;0;2022-05;3
452;2022-05-15;L;0;0;Away;0;54.0;24.5;3-4-3;2.0;16.7;82.0;7.0;14.0;-148.20000000000005;7;5;4-5-1;Atalanta;reste;12.0;0;4;0;327;0;0;2022-05;3
453;2022-05-21;L;0;0;Home;1;62.0;24.5;3-5-2;9.0;16.5;83.9;11.0;6.0;272.25;6;5;4-4-2;Atalanta;reste;40.0;0;1;0;162;0;0;2022-05;3
454;2021-08-22;W;1;1;Home;1;71.0;23.7;4-5-1;7.0;17.5;82.1;6.0;13.0;115.64;6;8;3-5-2;Bologna;reste;18.0;0;6;2;322;0;1;2021-08;4
455;2021-08-28;D;0;1;Away;0;41.0;23.7;4-3-3;1.0;15.4;69.6;14.0;14.0;-212.55;6;8;3-4-3;Bologna;reste;4.0;0;5;0;155;0;0;2021-08;4
456;2021-09-21;D;0;1;Home;1;60.0;23.7;4-5-1;4.0;15.3;82.1;5.0;14.0;64.91999999999999;3;9;4-5-1;Bologna;automne;16.0;1;3;0;327;1;0;2021-09;4
457;2021-09-26;L;0;0;Away;0;63.0;23.7;4-5-1;5.0;15.9;81.5;6.0;22.0;59.69999999999999;5;9;4-4-2;Bologna;automne;19.0;0;2;0;162;0;0;2021-09;4
458;2021-10-03;W;1;1;Home;1;41.0;23.7;3-4-3;3.0;18.5;80.3;15.0;5.0;-78.28000000000003;7;10;4-3-3;Bologna;automne;10.0;0;2;0;207;0;0;2021-10;3
459;2021-10-17;D;0;1;Away;0;59.0;23.7;3-4-3;11.0;20.2;86.5;8.0;11.0;43.899999999999984;14;10;3-5-2;Bologna;automne;24.0;0;7;0;322;0;0;2021-10;3
460;2021-10-23;L;0;0;Home;1;37.0;23.7;3-4-3;4.0;14.5;78.2;3.0;7.0;-360.75000000000006;6;10;4-5-1;Bologna;automne;9.0;0;1;2;327;0;1;2021-10;3
461;2021-10-28;L;0;0;Away;0;35.0;23.7;3-4-3;1.0;23.2;81.9;6.0;5.0;-291.0300000000001;5;10;4-5-1;Bologna;automne;8.0;0;1;0;327;0;0;2021-10;3
463;2021-11-07;W;1;1;Away;0;53.0;23.7;3-4-3;6.0;16.9;78.0;10.0;12.0;57.649999999999984;6;11;4-4-2;Bologna;automne;14.0;0;1;0;162;0;0;2021-11;3
464;2021-11-21;L;0;0;Home;1;67.0;23.7;3-4-3;6.0;19.7;84.0;7.0;6.0;105.21999999999998;14;11;4-4-2;Bologna;automne;22.0;0;0;0;162;0;0;2021-11;3
465;2021-11-28;W;1;1;Away;0;57.0;23.7;3-4-3;4.0;18.3;83.0;14.0;12.0;107.7;7;11;4-3-3;Bologna;automne;16.0;1;1;0;207;1;0;2021-11;3
466;2021-12-01;W;1;1;Home;1;43.0;23.7;3-4-3;3.0;25.3;77.9;13.0;9.0;-195.05;3;12;3-5-2;Bologna;reste;6.0;0;3;0;322;0;0;2021-12;3
467;2021-12-05;L;0;0;Home;1;37.0;23.7;5-3-2;4.0;18.7;77.5;5.0;12.0;-139.60000000000002;4;12;4-3-3;Bologna;reste;8.0;0;3;0;207;0;0;2021-12;5
468;2021-12-12;L;0;0;Away;0;51.0;23.7;3-4-3;4.0;25.4;76.4;9.0;18.0;-37.200000000000024;7;12;3-4-3;Bologna;reste;7.0;1;4;0;155;1;0;2021-12;3
469;2021-12-18;L;0;0;Home;1;57.0;23.7;3-5-2;3.0;19.9;81.3;14.0;7.0;-456.3;6;12;4-3-3;Bologna;reste;11.0;0;1;0;207;0;0;2021-12;3
470;2021-12-22;W;1;1;Away;0;40.0;23.7;3-5-2;5.0;16.6;78.2;13.0;12.0;-64.80000000000001;4;12;4-3-3;Bologna;reste;9.0;0;3;0;207;0;0;2021-12;3
471;2022-01-11;L;0;0;Away;0;48.0;23.7;3-5-2;3.0;18.3;67.6;15.0;15.0;51.66999999999999;20;1;3-5-2;Bologna;reste;9.0;0;2;0;322;0;0;2022-01;3
472;2022-01-17;L;0;0;Home;1;39.0;23.7;3-5-2;5.0;17.6;79.1;13.0;9.0;-291.0300000000001;6;1;4-5-1;Bologna;reste;12.0;0;3;0;327;0;0;2022-01;3
473;2022-02-06;D;0;1;Home;1;60.0;23.7;3-5-2;2.0;19.1;79.8;14.0;10.0;59.69999999999999;16;2;4-5-1;Bologna;reste;12.0;0;2;0;327;0;0;2022-02;3
474;2022-02-12;L;0;0;Away;0;44.0;23.7;3-5-2;3.0;16.3;85.1;7.0;16.0;-78.28000000000003;6;2;4-3-3;Bologna;reste;11.0;0;2;0;207;0;0;2022-02;3
475;2022-02-21;W;1;1;Home;1;61.0;23.7;3-4-3;7.0;19.0;78.9;9.0;7.0;107.7;9;2;4-5-1;Bologna;reste;19.0;0;1;0;327;0;0;2022-02;3
476;2022-02-26;D;0;1;Away;0;44.0;23.7;3-4-3;3.0;22.5;73.5;6.0;25.0;115.64;5;2;4-5-1;Bologna;reste;8.0;0;3;0;327;0;0;2022-02;3
477;2022-03-06;D;0;1;Home;1;51.0;23.7;3-4-3;1.0;20.3;70.7;5.0;23.0;-37.200000000000024;8;3;3-4-3;Bologna;reste;6.0;0;3;0;155;0;0;2022-03;3
478;2022-03-13;L;0;0;Away;0;39.0;23.7;3-4-3;0.0;15.0;70.4;7.0;16.0;-139.60000000000002;7;3;4-3-3;Bologna;reste;4.0;0;5;1;207;0;1;2022-03;3
479;2022-03-20;L;0;0;Home;1;60.0;23.7;3-4-3;3.0;17.4;76.0;10.0;9.0;-212.55;7;3;3-4-3;Bologna;reste;12.0;0;0;0;155;0;0;2022-03;3
480;2022-04-04;D;0;1;Away;0;47.0;23.7;3-5-2;4.0;23.1;76.8;17.0;7.0;-360.75000000000006;15;4;4-5-1;Bologna;reste;8.0;0;2;0;327;0;0;2022-04;3
481;2022-04-11;W;1;1;Home;1;52.0;23.7;3-5-2;4.0;18.1;80.9;11.0;11.0;57.649999999999984;7;4;4-4-2;Bologna;reste;19.0;0;1;0;162;0;0;2022-04;3
482;2022-04-16;D;0;1;Away;0;49.0;23.7;3-5-2;2.0;21.9;81.5;12.0;11.0;-456.3;5;4;4-3-3;Bologna;reste;9.0;0;5;2;207;0;1;2022-04;3
483;2022-04-24;D;0;1;Home;1;55.0;23.7;3-5-2;3.0;17.2;79.8;5.0;9.0;43.899999999999984;8;4;3-5-2;Bologna;reste;10.0;0;2;0;322;0;0;2022-04;3
484;2022-05-01;D;0;1;Away;0;57.0;23.7;3-5-2;4.0;15.6;80.3;7.0;9.0;-195.05;4;5;3-4-3;Bologna;reste;10.0;0;1;0;155;0;0;2022-05;3
485;2022-05-08;L;0;0;Away;0;60.0;23.7;3-5-2;10.0;15.5;81.3;19.0;13.0;105.21999999999998;7;5;3-4-3;Bologna;reste;23.0;0;4;0;155;0;0;2022-05;3
486;2022-05-15;L;0;0;Home;1;55.0;23.7;3-5-2;1.0;15.9;81.1;9.0;9.0;-64.80000000000001;7;5;4-5-1;Bologna;reste;7.0;1;0;0;327;1;0;2022-05;3
487;2022-05-21;W;1;1;Away;0;50.0;23.7;3-5-2;4.0;12.4;71.9;10.0;10.0;64.91999999999999;6;5;4-5-1;Bologna;reste;11.0;0;1;0;327;0;0;2022-05;3
488;2021-08-21;L;0;0;Home;1;46.0;24.5;4-<NA>-<NA>;3.0;17.7;80.8;12.0;13.0;-137.98000000000002;6;8;4-3-3;Empoli;reste;16.0;0;2;0;207;0;0;2021-08;4
489;2021-08-28;W;1;1;Away;0;46.0;24.5;4-4-2;3.0;17.4;71.8;5.0;6.0;-516.0;7;8;4-4-2;Empoli;reste;11.0;0;3;0;162;0;0;2021-08;4
490;2021-09-11;L;0;0;Home;1;68.0;24.5;4-4-2;5.0;19.3;81.2;9.0;12.0;45.52;14;9;4-3-3;Empoli;automne;21.0;1;2;0;207;1;0;2021-09;4
491;2021-09-19;L;0;0;Home;1;54.0;24.5;4-4-2;4.0;19.5;73.8;9.0;10.0;-2.050000000000012;8;9;4-4-2;Empoli;automne;15.0;0;2;0;162;0;0;2021-09;4
492;2021-09-22;W;1;1;Away;0;50.0;24.5;4-4-2;5.0;21.6;78.0;9.0;13.0;-8.030000000000001;3;9;3-5-2;Empoli;automne;17.0;0;1;0;322;0;0;2021-09;4
493;2021-09-26;W;1;1;Home;1;37.0;24.5;4-4-2;6.0;17.2;73.3;11.0;15.0;-59.69999999999999;4;9;4-5-1;Empoli;automne;14.0;1;2;0;327;1;0;2021-09;4
494;2021-10-03;L;0;0;Away;0;37.0;24.5;4-4-2;3.0;19.2;80.2;8.0;15.0;-254.75;7;10;4-5-1;Empoli;automne;11.0;0;3;0;327;0;0;2021-10;4
495;2021-10-17;L;0;0;Home;1;48.0;24.5;4-3-3;4.0;19.2;75.6;14.0;10.0;-272.25;14;10;3-5-2;Empoli;automne;12.0;0;3;0;322;0;0;2021-10;4
496;2021-10-23;W;1;1;Away;0;40.0;24.5;4-4-2;4.0;16.7;74.4;16.0;16.0;55.94;6;10;3-5-2;Empoli;automne;9.0;1;3;0;322;1;0;2021-10;4
497;2021-10-31;W;1;1;Away;0;43.0;24.5;4-4-2;4.0;19.3;77.8;11.0;12.0;-124.5;4;10;4-3-3;Empoli;automne;13.0;1;2;0;207;1;0;2021-10;4
498;2021-11-05;D;0;1;Home;1;53.0;24.5;4-4-2;2.0;17.5;73.1;8.0;8.0;5.219999999999999;5;11;3-5-2;Empoli;automne;10.0;0;0;0;322;0;0;2021-11;4
499;2021-11-27;W;1;1;Home;1;51.0;24.5;4-4-2;5.0;17.7;77.7;16.0;15.0;-199.3;5;11;4-3-3;Empoli;automne;17.0;0;1;0;207;0;0;2021-11;4
500;2021-12-02;D;0;1;Away;0;59.0;24.5;4-4-2;5.0;19.2;76.6;5.0;15.0;-96.9;5;12;3-4-3;Empoli;reste;16.0;0;3;0;155;0;0;2021-12;4
501;2021-12-06;W;1;1;Home;1;58.0;24.5;4-4-2;8.0;16.0;81.8;5.0;12.0;-15.800000000000011;4;12;4-4-2;Empoli;reste;22.0;0;4;0;162;0;0;2021-12;4
502;2021-12-12;W;1;1;Away;0;40.0;24.5;4-4-2;5.0;19.2;80.2;8.0;11.0;-350.73;6;12;4-5-1;Empoli;reste;12.0;0;1;0;327;0;0;2021-12;4
503;2021-12-19;D;0;1;Away;0;65.0;24.5;4-4-2;6.0;16.3;82.7;2.0;9.0;48.0;4;12;3-5-2;Empoli;reste;22.0;0;2;0;322;0;0;2021-12;4
504;2021-12-22;L;0;0;Home;1;55.0;24.5;4-4-2;4.0;17.5;78.9;9.0;18.0;-420.4500000000001;3;12;4-5-1;Empoli;reste;15.0;1;1;0;327;1;0;2021-12;4
505;2022-01-06;D;0;1;Away;0;38.0;24.5;4-4-2;3.0;20.9;75.0;10.0;11.0;-137.98000000000002;15;1;4-3-3;Empoli;reste;10.0;1;4;0;207;1;0;2022-01;4
506;2022-01-09;L;0;0;Home;1;45.0;24.5;4-4-2;4.0;14.0;82.4;12.0;10.0;-124.5;3;1;4-5-1;Empoli;reste;15.0;0;2;1;327;0;1;2022-01;4
507;2022-01-16;D;0;1;Away;0;50.0;24.5;4-5-1;6.0;17.6;78.2;13.0;16.0;45.52;7;1;4-5-1;Empoli;reste;18.0;0;5;0;327;0;0;2022-01;4
508;2022-01-23;L;0;0;Home;1;58.0;24.5;4-5-1;7.0;18.1;82.1;16.0;14.0;-254.75;4;1;3-5-2;Empoli;reste;16.0;0;2;0;322;0;0;2022-01;4
509;2022-02-06;D;0;1;Away;0;40.0;24.5;4-5-1;4.0;17.3;71.4;9.0;15.0;-59.69999999999999;14;2;3-5-2;Empoli;reste;15.0;0;4;0;322;0;0;2022-02;4
510;2022-02-13;D;0;1;Home;1;46.0;24.5;4-4-2;5.0;25.0;67.4;6.0;15.0;-8.030000000000001;7;2;3-5-2;Empoli;reste;15.0;0;1;0;322;0;0;2022-02;4
511;2022-02-19;L;0;0;Away;0;58.0;24.5;4-4-2;2.0;17.1;79.9;10.0;12.0;-2.050000000000012;6;2;4-4-2;Empoli;reste;10.0;0;2;0;162;0;0;2022-02;4
512;2022-02-26;L;0;0;Home;1;53.0;24.5;4-4-2;2.0;13.6;78.9;9.0;16.0;-516.0;7;2;4-4-2;Empoli;reste;11.0;0;2;0;162;0;0;2022-02;4
513;2022-03-06;D;0;1;Away;0;48.0;24.5;4-5-1;2.0;24.2;63.2;5.0;19.0;5.219999999999999;8;3;4-5-1;Empoli;reste;8.0;0;3;0;327;0;0;2022-03;4
514;2022-03-12;L;0;0;Away;0;47.0;24.5;4-5-1;2.0;19.5;80.4;4.0;12.0;-420.4500000000001;6;3;4-5-1;Empoli;reste;5.0;0;0;0;327;0;0;2022-03;4
515;2022-04-03;L;0;0;Away;0;38.0;24.5;4-4-2;1.0;22.9;79.8;3.0;20.0;-199.3;14;4;4-3-3;Empoli;reste;5.0;0;3;1;207;0;1;2022-04;4
516;2022-04-09;D;0;1;Home;1;58.0;24.5;4-4-2;4.0;16.1;73.6;6.0;11.0;48.0;6;4;4-5-1;Empoli;reste;15.0;0;2;0;327;0;0;2022-04;4
517;2022-04-16;L;0;0;Away;0;60.0;24.5;4-4-2;3.0;18.4;79.0;10.0;13.0;-15.800000000000011;7;4;3-5-2;Empoli;reste;14.0;1;4;0;322;1;0;2022-04;4
518;2022-04-24;W;1;1;Home;1;41.0;24.5;4-4-2;7.0;17.5;75.1;15.0;14.0;-350.73;8;4;4-5-1;Empoli;reste;17.0;0;4;0;327;0;0;2022-04;4
519;2022-05-01;L;0;0;Home;1;40.0;24.5;4-4-2;4.0;24.7;70.0;14.0;14.0;-96.9;7;5;3-4-3;Empoli;reste;11.0;0;4;2;155;0;1;2022-05;4
521;2022-05-21;W;1;1;Away;0;38.0;24.5;4-4-2;3.0;24.2;78.4;12.0;7.0;-272.25;7;5;3-5-2;Empoli;reste;7.0;0;1;0;322;0;0;2022-05;4
522;2021-08-22;L;0;0;Away;0;58.0;25.4;4-3-3;8.0;17.3;87.6;13.0;15.0;-55.44999999999999;9;8;4-5-1;Fiorentina;reste;11.0;0;2;1;327;0;1;2021-08;4
523;2021-08-28;W;1;1;Home;1;58.0;25.4;4-3-3;6.0;17.8;78.7;6.0;13.0;102.4;6;8;3-5-2;Fiorentina;reste;9.0;0;4;0;322;0;0;2021-08;4
524;2021-09-11;W;1;1;Away;0;45.0;25.4;4-3-3;0.0;21.2;81.5;6.0;19.0;-72.94999999999997;14;9;3-4-3;Fiorentina;automne;5.0;2;4;0;155;1;0;2021-09;4
525;2021-09-18;W;1;1;Away;0;64.0;25.4;4-3-3;5.0;18.6;85.4;4.0;16.0;204.52;7;9;4-5-1;Fiorentina;automne;16.0;0;4;0;327;0;0;2021-09;4
526;2021-09-26;W;1;1;Away;0;54.0;25.4;4-3-3;1.0;22.9;85.1;5.0;11.0;183.5;5;9;3-5-2;Fiorentina;automne;7.0;1;3;0;322;1;0;2021-09;4
527;2021-10-03;L;0;0;Home;1;54.0;25.4;4-4-2;3.0;17.6;81.5;4.0;16.0;-151.43;7;10;4-5-1;Fiorentina;automne;10.0;0;3;0;327;0;0;2021-10;4
528;2021-10-18;L;0;0;Away;0;61.0;25.4;4-3-3;2.0;21.7;84.9;9.0;11.0;244.82;15;10;4-5-1;Fiorentina;automne;10.0;0;5;1;327;0;1;2021-10;4
529;2021-10-24;W;1;1;Home;1;65.0;25.4;4-3-3;4.0;20.9;87.7;4.0;11.0;191.27;6;10;4-4-2;Fiorentina;automne;20.0;1;0;0;162;1;0;2021-10;4
530;2021-10-27;L;0;0;Away;0;51.0;25.4;4-3-3;1.0;13.5;83.6;6.0;11.0;61.31999999999999;3;10;4-3-3;Fiorentina;automne;9.0;0;3;0;207;0;0;2021-10;4
531;2021-10-31;W;1;1;Home;1;55.0;25.4;4-3-3;11.0;17.7;83.9;7.0;9.0;247.3;4;10;4-5-1;Fiorentina;automne;26.0;1;4;0;327;1;0;2021-10;4
532;2021-11-06;L;0;0;Away;0;50.0;25.4;4-3-3;1.0;12.4;76.7;5.0;16.0;-316.7;6;11;4-4-2;Fiorentina;automne;6.0;0;4;1;162;0;1;2021-11;4
533;2021-11-20;W;1;1;Home;1;45.0;25.4;4-3-3;5.0;14.7;80.8;7.0;6.0;-221.15000000000003;14;11;4-5-1;Fiorentina;automne;9.0;0;1;0;327;0;0;2021-11;4
534;2021-11-27;L;0;0;Away;0;49.0;25.4;4-3-3;7.0;16.5;79.9;8.0;10.0;199.3;7;11;4-4-2;Fiorentina;automne;16.0;0;1;0;162;0;0;2021-11;4
535;2021-11-30;W;1;1;Home;1;60.0;25.4;4-3-3;7.0;17.4;86.0;3.0;6.0;197.25;3;11;4-4-2;Fiorentina;automne;17.0;0;0;0;162;0;0;2021-11;4
537;2021-12-11;W;1;1;Home;1;69.0;25.4;4-3-3;9.0;13.4;88.5;6.0;9.0;255.24;6;12;4-5-1;Fiorentina;reste;17.0;0;1;0;327;0;0;2021-12;4
538;2021-12-19;D;0;1;Home;1;57.0;25.4;4-3-3;7.0;13.5;84.1;10.0;7.0;74.80000000000003;4;12;4-5-1;Fiorentina;reste;23.0;0;3;1;327;0;1;2021-12;4
539;2022-01-10;L;0;0;Away;0;55.0;25.4;4-3-3;3.0;18.0;77.8;3.0;12.0;102.4;19;1;3-4-3;Fiorentina;reste;10.0;0;2;0;155;0;0;2022-01;4
540;2022-01-17;W;1;1;Home;1;73.0;25.4;4-3-3;11.0;17.5;90.4;8.0;10.0;204.52;4;1;4-4-2;Fiorentina;reste;21.0;0;1;0;162;0;0;2022-01;4
541;2022-01-23;D;0;1;Away;0;59.0;25.4;4-3-3;5.0;18.2;76.4;5.0;16.0;191.27;6;1;3-5-2;Fiorentina;reste;15.0;0;3;1;322;0;1;2022-01;4
542;2022-02-05;L;0;0;Home;1;50.0;25.4;4-3-3;3.0;17.4;84.2;11.0;13.0;61.31999999999999;13;2;4-3-3;Fiorentina;reste;9.0;0;3;1;207;0;1;2022-02;4
543;2022-02-14;W;1;1;Away;0;66.0;25.4;4-3-3;4.0;22.2;80.7;5.0;10.0;247.3;4;2;4-5-1;Fiorentina;reste;20.0;0;1;0;327;0;0;2022-02;4
544;2022-02-20;W;1;1;Home;1;50.0;25.4;4-3-3;3.0;15.1;81.3;8.0;17.0;-72.94999999999997;6;2;3-5-2;Fiorentina;reste;6.0;0;2;0;322;0;0;2022-02;4
545;2022-02-26;L;0;0;Away;0;50.0;25.4;4-3-3;6.0;15.5;78.1;8.0;12.0;74.80000000000003;6;2;4-5-1;Fiorentina;reste;15.0;0;2;1;327;0;1;2022-02;4
546;2022-03-13;W;1;1;Home;1;61.0;25.4;4-3-3;5.0;16.2;79.4;6.0;9.0;139.60000000000002;7;3;3-4-3;Fiorentina;reste;14.0;0;1;0;155;0;0;2022-03;4
547;2022-04-03;W;1;1;Home;1;62.0;25.4;4-3-3;11.0;17.0;87.8;6.0;10.0;199.3;15;4;4-4-2;Fiorentina;reste;24.0;0;1;0;162;0;0;2022-04;4
548;2022-04-10;W;1;1;Away;0;50.0;25.4;4-3-3;4.0;19.0;83.9;8.0;17.0;-151.43;7;4;4-3-3;Fiorentina;reste;11.0;0;3;0;207;0;0;2022-04;4
549;2022-04-16;W;1;1;Home;1;69.0;25.4;4-3-3;5.0;14.2;87.5;4.0;15.0;244.82;6;4;4-3-3;Fiorentina;reste;22.0;0;4;0;207;0;0;2022-04;4
550;2022-04-24;L;0;0;Away;0;72.0;25.4;4-3-3;3.0;12.3;83.3;4.0;12.0;255.24;4;4;3-5-2;Fiorentina;reste;8.0;0;1;0;322;0;0;2022-04;4
551;2022-04-27;L;0;0;Home;1;72.0;25.4;4-3-3;7.0;12.8;81.7;5.0;12.0;183.5;3;4;3-5-2;Fiorentina;reste;18.0;0;3;0;322;0;0;2022-04;4
552;2022-05-01;L;0;0;Away;0;51.0;25.4;4-3-3;2.0;16.8;79.2;4.0;17.0;-221.15000000000003;4;5;4-5-1;Fiorentina;reste;8.0;0;3;0;327;0;0;2022-05;4
553;2022-05-09;W;1;1;Home;1;54.0;25.4;4-3-3;6.0;22.1;84.8;5.0;16.0;-55.44999999999999;8;5;3-5-2;Fiorentina;reste;11.0;1;3;0;322;1;0;2022-05;4
554;2022-05-16;L;0;0;Away;0;63.0;25.4;4-3-3;0.0;16.3;83.6;3.0;9.0;197.25;7;5;4-5-1;Fiorentina;reste;11.0;1;3;0;327;1;0;2022-05;4
555;2022-05-21;W;1;1;Home;1;66.0;25.4;4-3-3;2.0;18.2;87.0;8.0;13.0;-316.7;5;5;3-5-2;Fiorentina;reste;12.0;1;3;0;322;1;0;2022-05;4
557;2021-08-28;L;0;0;Home;1;54.0;25.0;4-4-2;5.0;17.1;79.5;11.0;10.0;516.0;6;8;4-4-2;Juventus;reste;18.0;0;2;0;162;0;0;2021-08;4
558;2021-09-11;L;0;0;Away;0;33.0;25.0;4-3-3;4.0;14.5;79.9;4.0;16.0;165.26999999999995;14;9;4-3-3;Juventus;automne;8.0;0;1;0;207;0;0;2021-09;4
559;2021-09-19;D;0;1;Home;1;44.0;25.0;4-4-2;4.0;15.9;82.3;7.0;13.0;95.54999999999997;5;9;4-5-1;Juventus;automne;9.0;0;1;0;327;0;0;2021-09;4
560;2021-09-22;W;1;1;Away;0;60.0;25.0;4-4-2;9.0;18.1;83.4;6.0;10.0;564.0;3;9;4-5-1;Juventus;automne;26.0;0;1;0;327;0;0;2021-09;4
561;2021-09-26;W;1;1;Home;1;50.0;25.0;4-4-2;5.0;18.7;79.4;12.0;22.0;513.95;4;9;4-4-2;Juventus;automne;15.0;1;4;0;162;1;0;2021-09;4
562;2021-10-02;W;1;1;Away;0;52.0;25.0;4-4-2;3.0;18.0;78.6;7.0;14.0;419.1;3;10;3-4-3;Juventus;automne;10.0;0;1;0;155;0;0;2021-10;4
563;2021-10-17;W;1;1;Home;1;47.0;25.0;4-4-2;2.0;13.1;84.0;7.0;18.0;261.25;15;10;4-5-1;Juventus;automne;6.0;0;3;0;327;0;0;2021-10;4
564;2021-10-27;L;0;0;Home;1;57.0;25.0;4-4-2;2.0;15.5;83.9;4.0;21.0;391.5;3;10;4-3-3;Juventus;automne;14.0;0;1;0;207;0;0;2021-10;4
