;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Touches;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
237;Petko Hristov;DF;Spezia;24-026;9.0;4;365.0;4.1;0.0;0.0;0.0;0.0;d8800a46;Petko HristovDFSpezia;1;0;0.0;160.0;207.0;77.3;3.0;6.0;4;62.5;4.0;2.0;2.0;4;10.0;12.0;0.0;0.0;3.0;0.0;251.0;1;0;1;66.7;;;;;
238;Ajdin Hrustic;DM;Hellas-Verona;26-265;6.0;3;226.0;2.5;0.0;0.0;0.0;0.0;1f2d714c;Ajdin HrusticMFHellas Verona;3;0;0.0;75.0;94.0;79.8;7.0;2.0;1;50.0;2.0;0.0;2.0;0;2.0;2.0;1.0;33.3;8.0;3.0;121.0;7;0;7;25.0;;;;Ajdin Hrustic;1.0
239;Elseid Hysaj;DF;Lazio;29-035;23.0;12;1169.0;13.0;0.0;1.0;3.0;0.0;2f3452eb;Elseid HysajDFLazio;3;1;33.3;679.0;818.0;83.0;25.0;26.0;14;52.0;19.0;6.0;13.0;11;37.0;29.0;0.0;23.1;13.0;9.0;942.0;12;2;11;54.3;;;;;
240;Rasmus Højlund;FW;Atalanta;20-051;23.0;14;1280.0;14.2;7.0;1.0;1.0;0.0;491a433d;Rasmus HøjlundFWAtalanta;35;19;54.3;236.0;320.0;73.8;42.0;4.0;3;33.3;6.0;0.0;6.0;0;4.0;4.0;0.0;34.0;61.0;41.0;495.0;12;3;4;35.5;;;;;
241;Roger Ibanez;DF;Roma;24-124;26.0;26;2281.0;25.3;3.0;0.0;10.0;1.0;82efe6fa;Roger IbanezDFRoma;20;6;30.0;1222.0;1390.0;87.9;23.0;58.0;28;69.2;22.0;8.0;14.0;53;111.0;85.0;1.0;58.8;21.0;15.0;1681.0;34;0;1;70.6;;;;;
242;Zlatan Ibrahimović;FW;Milan;41-175;4.0;1;146.0;1.6;1.0;0.0;0.0;0.0;4cde5509;Zlatan IbrahimovićFWMilan;5;2;40.0;36.0;51.0;70.6;3.0;0.0;0;;1.0;1.0;0.0;0;0.0;2.0;0.0;0.0;5.0;2.0;72.0;2;0;0;66.7;;;;;
243;Igor;DF;Fiorentina;25-048;20.0;16;1452.0;16.1;0.0;0.0;9.0;1.0;a4e85758;IgorDFFiorentina;6;0;0.0;857.0;974.0;88.0;14.0;29.0;18;68.8;28.0;13.0;15.0;18;47.0;35.0;2.0;66.7;6.0;7.0;1117.0;23;0;1;65.3;;;;;
244;Jonathan Ikone;FW;Fiorentina;24-329;25.0;17;1513.0;16.8;2.0;4.0;3.0;0.0;42eaa028;Jonathan IkoneFWFiorentina;37;6;16.2;430.0;523.0;82.2;49.0;11.0;4;42.9;15.0;1.0;14.0;4;15.0;3.0;0.0;50.0;48.0;34.0;724.0;21;5;18;37.5;;;;;
245;Ivan Ilić;DM;Hellas-Verona;22-010;11.0;10;851.0;9.5;0.0;1.0;1.0;0.0;bb376bed;Ivan IlićMFHellas Verona;9;2;22.2;279.0;401.0;69.6;27.0;16.0;10;54.5;10.0;1.0;9.0;8;24.0;14.0;0.0;37.5;17.0;5.0;490.0;9;0;47;43.5;;;;Ivan Ilić;1.0
246;Ivan Ilić;DM;Torino;22-010;5.0;4;396.0;4.4;0.0;1.0;1.0;0.0;bb376bed;Ivan IlićMFTorino;2;0;0.0;217.0;250.0;86.8;5.0;6.0;3;33.3;6.0;1.0;5.0;3;9.0;4.0;0.0;37.5;4.0;2.0;297.0;4;1;3;53.8;;;;Ivan Ilić;1.0
247;Samuel Iling-Junior;MF;Juventus;19-174;7.0;0;115.0;1.3;0.0;1.0;1.0;0.0;ba492306;Samuel Iling-JuniorDFFWJuventus;1;0;0.0;31.0;40.0;77.5;5.0;2.0;1;66.7;1.0;0.0;1.0;1;3.0;3.0;0.0;20.0;5.0;2.0;61.0;4;0;4;50.0;;;;;
248;Emirhan İlkhan;DM;Torino;18-299;4.0;1;87.0;1.0;0.0;0.0;1.0;0.0;a47c6309;Emirhan İlkhanMFTorino;2;0;0.0;36.0;43.0;83.7;5.0;1.0;1;100.0;3.0;1.0;2.0;2;3.0;2.0;0.0;50.0;2.0;2.0;58.0;5;0;0;33.3;;;;Emirhan İlkhan;1.0
249;Emirhan İlkhan;DM;Sampdoria;18-299;2.0;0;48.0;0.5;0.0;0.0;0.0;0.0;a47c6309;Emirhan İlkhanMFSampdoria;0;0;;14.0;17.0;82.4;0.0;2.0;1;50.0;1.0;0.0;1.0;0;2.0;1.0;0.0;50.0;0.0;0.0;23.0;0;0;0;0.0;;;;Emirhan İlkhan;1.0
250;Ciro Immobile;FW;Lazio;33-035;20.0;18;1452.0;16.1;9.0;3.0;3.0;0.0;4431aed2;Ciro ImmobileFWLazio;47;18;38.3;319.0;435.0;73.3;45.0;8.0;5;75.0;9.0;1.0;8.0;1;9.0;9.0;0.0;39.4;41.0;17.0;604.0;16;11;5;29.4;;;;;
251;Ardian Ismajli;DF;Empoli;26-178;20.0;18;1675.0;18.6;0.0;0.0;3.0;0.0;6b635f5c;Ardian IsmajliDFEmpoli;9;2;22.2;671.0;790.0;84.9;8.0;36.0;28;76.2;40.0;26.0;14.0;23;59.0;104.0;0.0;100.0;2.0;1.0;1026.0;18;0;0;62.5;;;;;
252;Armando Izzo;DF;Monza;31-025;20.0;19;1620.0;18.0;1.0;0.0;5.0;0.0;89976232;Armando IzzoDFMonza;10;3;30.0;905.0;1065.0;85.0;17.0;56.0;38;69.0;16.0;7.0;9.0;32;88.0;59.0;0.0;33.3;8.0;7.0;1272.0;28;1;6;59.3;;;;;
253;Mato Jajalo;MF;Udinese;34-306;3.0;0;63.0;0.7;0.0;0.0;0.0;0.0;8c65eb5f;Mato JajaloMFUdinese;2;0;0.0;23.0;29.0;79.3;3.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;50.0;1.0;0.0;36.0;1;0;0;100.0;;;;;
254;Jesé;FW;Sampdoria;30-029;5.0;1;116.0;1.3;0.0;1.0;0.0;0.0;4a537185;JeséFWSampdoria;1;0;0.0;26.0;34.0;76.5;4.0;1.0;0;;1.0;0.0;1.0;0;1.0;1.0;0.0;50.0;2.0;1.0;46.0;0;2;0;7.7;;;;;
255;Juan Jesus;DF;Napoli;31-290;8.0;7;614.0;6.8;1.0;0.0;2.0;0.0;79083382;Juan JesusDFNapoli;4;1;25.0;409.0;456.0;89.7;8.0;10.0;6;71.4;14.0;7.0;7.0;6;16.0;22.0;0.0;;3.0;0.0;522.0;5;0;0;83.3;;;;;
256;Þórir Jóhann Helgason;MF;Lecce;22-180;9.0;2;175.0;1.9;0.0;0.0;0.0;0.0;dc765618;Þórir Jóhann HelgasonMFLecce;2;0;0.0;43.0;58.0;74.1;4.0;1.0;1;50.0;2.0;1.0;1.0;3;4.0;3.0;0.0;;3.0;2.0;75.0;2;0;9;14.3;;;;;
257;Luka Jović;FW;Fiorentina;25-094;24.0;13;1163.0;12.9;4.0;0.0;2.0;0.0;4d8cd038;Luka JovićFWFiorentina;40;13;32.5;164.0;222.0;73.9;31.0;5.0;2;25.0;7.0;2.0;5.0;2;7.0;8.0;0.0;58.3;21.0;14.0;332.0;18;9;1;35.8;;;;;
258;Hamed Junior Traorè;MF;Sassuolo;23-039;11.0;6;591.0;6.6;0.0;3.0;1.0;0.0;570bb4b9;Hamed Junior TraorèMFFWSassuolo;8;4;50.0;184.0;245.0;75.1;26.0;11.0;6;36.4;4.0;0.0;4.0;2;13.0;0.0;1.0;26.7;16.0;23.0;308.0;9;1;26;37.5;;;;;
259;Yayah Kallon;MF;Hellas-Verona;21-270;20.0;7;778.0;8.6;1.0;1.0;1.0;0.0;f95f49d2;Yayah KallonMFFWHellas Verona;17;6;35.3;138.0;216.0;63.9;27.0;14.0;10;63.6;9.0;0.0;9.0;8;22.0;4.0;0.0;27.6;26.0;15.0;326.0;13;4;30;29.6;;;;;
260;Pierre Kalulu;DF;Milan;22-295;27.0;22;2120.0;23.6;1.0;0.0;4.0;0.0;85f7d1be;Pierre KaluluDFMilan;10;2;20.0;1272.0;1455.0;87.4;27.0;48.0;33;66.7;38.0;15.0;23.0;35;83.0;46.0;1.0;50.0;18.0;3.0;1688.0;19;1;20;51.0;;;;;
261;Yann Karamoh;MF;Torino;24-262;12.0;4;426.0;4.7;3.0;0.0;1.0;0.0;8b66d9cc;Yann KaramohMFFWTorino;14;7;50.0;92.0;119.0;77.3;12.0;5.0;2;25.0;3.0;0.0;3.0;0;5.0;2.0;0.0;44.7;23.0;10.0;212.0;9;9;7;16.7;;;;;
262;Rick Karsdorp;DM;Roma;28-044;13.0;8;711.0;7.9;0.0;0.0;0.0;0.0;9f84febe;Rick KarsdorpDFRoma;2;0;0.0;295.0;380.0;77.6;16.0;21.0;13;59.1;0.0;0.0;0.0;7;28.0;15.0;1.0;0.0;11.0;6.0;444.0;4;1;14;71.4;;;;Rick Karsdorp;1.0
263;Denso Kasius;DF;Bologna;20-172;7.0;4;342.0;3.8;0.0;2.0;1.0;0.0;7ae36711;Denso KasiusDFBologna;4;0;0.0;143.0;192.0;74.5;15.0;12.0;6;80.0;6.0;3.0;3.0;3;15.0;6.0;0.0;60.0;11.0;7.0;243.0;3;0;12;20.0;;;;;
264;Grigoris Kastanos;MF;Salernitana;25-056;17.0;6;583.0;6.5;1.0;0.0;3.0;0.0;2a82aa85;Grigoris KastanosMFSalernitana;14;4;28.6;168.0;232.0;72.4;15.0;18.0;11;21.4;10.0;3.0;7.0;4;22.0;3.0;0.0;23.1;11.0;7.0;311.0;12;0;9;50.0;;;;;
265;Moise Kean;FW;Juventus;23-027;23.0;9;812.0;9.0;5.0;0.0;4.0;1.0;3d50bcdb;Moise KeanFWJuventus;33;12;36.4;108.0;150.0;72.0;27.0;8.0;6;50.0;2.0;0.0;2.0;4;12.0;2.0;0.0;29.6;22.0;18.0;266.0;12;8;3;41.2;;;;;
266;Jakub Kiwior;DF;Spezia;23-040;17.0;17;1443.0;16.0;0.0;0.0;3.0;0.0;dc3e663e;Jakub KiwiorDFSpezia;10;2;20.0;653.0;775.0;84.3;15.0;22.0;17;25.0;26.0;18.0;8.0;24;46.0;71.0;1.0;71.4;8.0;5.0;953.0;16;0;14;64.7;;;;;
267;Simon Kjær;DF;Milan;34-001;11.0;8;668.0;7.4;0.0;0.0;4.0;0.0;8b8a56ce;Simon KjærDFMilan;0;0;;371.0;429.0;86.5;4.0;8.0;4;66.7;8.0;6.0;2.0;7;15.0;19.0;1.0;;1.0;0.0;477.0;7;0;1;72.2;;;;;
268;Teun Koopmeiners;DM;Atalanta;25-027;24.0;23;2048.0;22.8;6.0;3.0;5.0;0.0;a26fb8aa;Teun KoopmeinersMFAtalanta;39;16;41.0;965.0;1291.0;74.7;86.0;33.0;19;52.6;30.0;4.0;26.0;16;49.0;31.0;1.0;45.5;35.0;22.0;1536.0;31;1;103;58.1;;;;Teun Koopmeiners;1.0
269;Filip Kostić;MF;Juventus;30-146;27.0;25;2000.0;22.2;3.0;8.0;3.0;0.0;b1cd37e6;Filip KostićDFFWJuventus;31;9;29.0;642.0;923.0;69.6;76.0;35.0;22;47.5;21.0;2.0;19.0;10;45.0;19.0;0.0;44.7;44.0;17.0;1140.0;26;2;173;52.6;;;;;
270;Christian Kouamé;FW;Fiorentina;25-111;21.0;18;1506.0;16.7;2.0;2.0;3.0;0.0;58e933d2;Christian KouaméFWFiorentina;35;11;31.4;397.0;556.0;71.4;67.0;21.0;16;50.0;14.0;3.0;11.0;12;33.0;4.0;0.0;29.8;68.0;35.0;790.0;26;4;40;52.2;;;;;
271;Viktor Kovalenko;MF;Spezia;27-041;13.0;5;431.0;4.8;0.0;0.0;1.0;0.0;9d60028d;Viktor KovalenkoMFSpezia;7;0;0.0;145.0;186.0;78.0;8.0;8.0;4;80.0;11.0;2.0;9.0;3;11.0;7.0;0.0;100.0;8.0;1.0;241.0;7;1;12;26.7;;;;;
272;Julian Kristoffersen;FW;Salernitana;25-321;1.0;0;18.0;0.2;0.0;0.0;0.0;0.0;b804c280;Julian KristoffersenFWSalernitana;0;0;;0.0;2.0;0.0;0.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;;1.0;0.0;4.0;2;0;0;25.0;;;;;
273;Raimonds Krollis;FW;Spezia;21-150;1.0;0;15.0;0.2;0.0;0.0;0.0;0.0;b4101c2e;Raimonds KrollisFWSpezia;1;1;100.0;1.0;2.0;50.0;1.0;1.0;1;;0.0;0.0;0.0;0;1.0;0.0;0.0;;1.0;0.0;5.0;2;0;0;0.0;;;;;
274;Rade Krunić;DM;Milan;29-171;15.0;11;1010.0;11.2;0.0;1.0;5.0;0.0;817c6964;Rade KrunićMFFWMilan;8;1;12.5;369.0;447.0;82.6;26.0;28.0;21;29.7;19.0;7.0;12.0;11;39.0;14.0;0.0;66.7;9.0;5.0;557.0;10;0;3;48.4;;;;Rade Krunić;1.0
275;Marash Kumbulla;DF;Roma;23-047;6.0;4;245.0;2.7;0.0;0.0;1.0;1.0;a40819d9;Marash KumbullaDFRoma;1;0;0.0;156.0;178.0;87.6;2.0;4.0;4;66.7;2.0;1.0;1.0;4;8.0;6.0;0.0;;2.0;0.0;201.0;3;0;0;63.6;;;;;
276;Khvicha Kvaratskhelia;FW;Napoli;22-043;23.0;22;1725.0;19.2;12.0;10.0;0.0;0.0;dea88efd;Khvicha KvaratskheliaFWNapoli;64;24;37.5;533.0;681.0;78.3;95.0;31.0;16;44.4;14.0;0.0;14.0;2;33.0;5.0;1.0;32.3;46.0;36.0;974.0;12;5;40;50.0;;;;;
277;Giorgos Kyriakopoulos;FW;Bologna;27-050;7.0;3;278.0;3.1;0.0;2.0;0.0;0.0;0a483542;Giorgos KyriakopoulosFWDFBologna;4;1;25.0;97.0;136.0;71.3;11.0;4.0;2;22.2;4.0;0.0;4.0;1;5.0;1.0;0.0;75.0;6.0;5.0;168.0;4;0;20;30.0;;;;;
278;Giorgos Kyriakopoulos;FW;Sassuolo;27-050;12.0;9;766.0;8.5;1.0;1.0;3.0;0.0;0a483542;Giorgos KyriakopoulosFWDFSassuolo;13;4;30.8;300.0;391.0;76.7;26.0;21.0;8;71.4;7.0;1.0;6.0;11;32.0;12.0;1.0;45.2;14.0;18.0;505.0;9;0;39;35.0;;;;;
279;Sam Lammers;FW;Sampdoria;25-331;9.0;9;700.0;7.8;0.0;1.0;1.0;0.0;c283ddef;Sam LammersFWSampdoria;12;3;25.0;110.0;165.0;66.7;17.0;11.0;5;42.9;6.0;0.0;6.0;3;14.0;7.0;0.0;52.4;31.0;12.0;267.0;10;0;2;40.4;;;;;
280;Sam Lammers;FW;Empoli;25-331;14.0;10;883.0;9.8;1.0;1.0;0.0;0.0;c283ddef;Sam LammersFWEmpoli;28;7;25.0;143.0;230.0;62.2;25.0;20.0;10;63.6;4.0;1.0;3.0;3;23.0;8.0;0.0;43.5;37.0;14.0;358.0;6;1;4;52.9;;;;;
281;Kevin Lasagna;MF;Hellas-Verona;30-229;22.0;13;1281.0;14.2;1.0;2.0;1.0;0.0;09538fdb;Kevin LasagnaFWMFHellas Verona;46;9;19.6;131.0;219.0;59.8;32.0;10.0;4;38.5;16.0;1.0;15.0;4;14.0;12.0;0.0;29.0;44.0;33.0;410.0;23;13;10;20.9;;;;;
282;Armand Lauriente;FW;Sassuolo;24-113;20.0;20;1639.0;18.2;7.0;6.0;7.0;1.0;2d22cea7;Armand LaurienteFWSassuolo;45;20;44.4;438.0;608.0;72.0;87.0;14.0;9;41.7;17.0;0.0;17.0;10;24.0;7.0;0.0;45.5;40.0;42.0;827.0;14;4;90;20.0;;;;;
283;Valentino Lazaro;DF;Torino;27-003;15.0;13;1065.0;11.8;0.0;2.0;4.0;0.0;016ff750;Valentino LazaroDFTorino;7;2;28.6;524.0;695.0;75.4;42.0;10.0;5;75.0;11.0;2.0;9.0;2;12.0;18.0;0.0;50.0;15.0;4.0;785.0;11;1;65;50.0;;;;;
284;Marko Lazetić;FW;Milan;19-064;1.0;0;9.0;0.1;0.0;0.0;1.0;0.0;93088fbb;Marko LazetićFWMilan;1;0;0.0;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;1.0;2.0;4.0;0;0;0;0.0;;;;;
285;Darko Lazović;DM;Hellas-Verona;32-193;23.0;22;1795.0;19.9;3.0;4.0;0.0;0.0;5128bde4;Darko LazovićMFDFHellas Verona;37;12;32.4;425.0;670.0;63.4;52.0;21.0;12;41.7;11.0;3.0;8.0;12;33.0;19.0;0.0;34.1;31.0;10.0;854.0;7;8;96;23.8;;;;Darko Lazović;1.0
286;Manuel Lazzari;DF;Lazio;29-118;20.0;17;1391.0;15.5;0.0;0.0;5.0;0.0;02caf6e0;Manuel LazzariDFLazio;3;1;33.3;748.0;849.0;88.1;21.0;27.0;17;54.5;16.0;5.0;11.0;13;40.0;27.0;1.0;31.8;17.0;3.0;994.0;9;0;22;35.3;;;;;
287;Rafael Leão;MF;Milan;23-290;25.0;21;1840.0;20.4;8.0;6.0;7.0;1.0;20730eae;Rafael LeãoFWMFMilan;74;21;28.4;412.0;582.0;70.8;86.0;4.0;3;37.5;3.0;1.0;2.0;11;15.0;7.0;0.0;48.3;47.0;31.0;832.0;14;9;47;50.0;;;;;
288;Mehdi Léris;MF;Sampdoria;24-308;24.0;21;1798.0;20.0;0.0;1.0;11.0;0.0;7d3cbc67;Mehdi LérisMFDFSampdoria;21;8;38.1;447.0;677.0;66.0;34.0;49.0;37;43.5;32.0;4.0;28.0;23;72.0;20.0;0.0;40.0;59.0;35.0;943.0;38;4;44;61.1;;;;;
289;Karol Linetty;DM;Torino;28-053;26.0;19;1604.0;17.8;1.0;0.0;6.0;0.0;d023d70f;Karol LinettyMFTorino;14;4;28.6;690.0;808.0;85.4;35.0;30.0;16;54.5;22.0;7.0;15.0;16;46.0;24.0;0.0;29.4;22.0;10.0;985.0;40;4;15;51.1;;;;Karol Linetty;1.0
290;Marcin Listkowski;MF;Lecce;25-045;5.0;0;77.0;0.9;0.0;0.0;0.0;0.0;a3695ac2;Marcin ListkowskiMFFWLecce;1;0;0.0;16.0;24.0;66.7;1.0;0.0;0;;0.0;0.0;0.0;3;3.0;2.0;0.0;;1.0;1.0;34.0;2;0;3;100.0;;;;;
291;Diego Llorente;DF;Roma;29-223;2.0;0;33.0;0.4;0.0;0.0;0.0;0.0;bba30585;Diego LlorenteDFRoma;0;0;;7.0;8.0;87.5;0.0;1.0;1;100.0;0.0;0.0;0.0;1;2.0;1.0;0.0;;0.0;0.0;11.0;0;0;0;;;;;;
292;Stanislav Lobotka;MF;Napoli;28-122;27.0;25;2265.0;25.2;1.0;1.0;1.0;0.0;e1cbb531;Stanislav LobotkaMFNapoli;8;3;37.5;1570.0;1664.0;94.4;52.0;62.0;31;64.0;26.0;6.0;20.0;13;75.0;12.0;0.0;64.7;18.0;10.0;1837.0;19;0;0;37.5;;;;;
293;Manuel Locatelli;MF;Juventus;25-078;23.0;21;1791.0;19.9;0.0;0.0;6.0;0.0;a8a874f1;Manuel LocatelliMFJuventus;22;10;45.5;815.0;1007.0;80.9;40.0;42.0;23;60.6;39.0;18.0;21.0;22;64.0;43.0;0.0;55.0;23.0;16.0;1240.0;29;0;9;52.9;;;;;
294;Luka Lochoshvili;DF;Cremonese;24-302;16.0;14;1197.0;13.3;0.0;1.0;3.0;0.0;c8ad0857;Luka LochoshviliDFCremonese;4;1;25.0;419.0;535.0;78.3;13.0;33.0;12;78.3;22.0;4.0;18.0;14;47.0;50.0;0.0;71.4;8.0;4.0;684.0;23;1;5;63.6;;;;;
295;Ademola Lookman;MF;Atalanta;25-158;26.0;19;1536.0;17.1;12.0;4.0;3.0;0.0;7c104bb7;Ademola LookmanFWMFAtalanta;44;19;43.2;433.0;575.0;75.3;78.0;10.0;3;25.0;18.0;0.0;18.0;3;13.0;0.0;0.0;45.7;43.0;45.0;770.0;18;10;37;21.4;;;;;
296;Maxime Lopez;MF;Sassuolo;25-113;20.0;16;1514.0;16.8;0.0;0.0;8.0;0.0;20094685;Maxime LopezMFSassuolo;8;2;25.0;892.0;1024.0;87.1;41.0;35.0;14;25.0;17.0;3.0;14.0;17;52.0;17.0;0.0;35.3;11.0;10.0;1162.0;22;0;14;66.7;;;;;
297;Matteo Lovato;DF;Salernitana;23-041;10.0;4;433.0;4.8;0.0;0.0;0.0;0.0;5fa57166;Matteo LovatoDFSalernitana;1;0;0.0;171.0;200.0;85.5;0.0;9.0;7;57.1;8.0;5.0;3.0;7;16.0;18.0;2.0;;3.0;3.0;249.0;2;0;0;62.5;;;;;
298;Sandi Lovrić;MF;Udinese;24-364;26.0;17;1458.0;16.2;3.0;3.0;4.0;0.0;966eea58;Sandi LovrićMFUdinese;46;8;17.4;510.0;643.0;79.3;57.0;34.0;14;66.7;14.0;1.0;13.0;15;49.0;16.0;0.0;42.9;38.0;11.0;855.0;26;1;51;35.7;;;;;
299;Hirving Lozano;FW;Napoli;27-240;25.0;15;1278.0;14.2;3.0;3.0;3.0;0.0;a69e4806;Hirving LozanoFWNapoli;33;11;33.3;324.0;443.0;73.1;52.0;21.0;12;57.1;27.0;0.0;27.0;12;33.0;5.0;0.0;56.7;35.0;10.0;619.0;24;3;59;35.3;;;;;
300;Jhon Lucumí;DF;Bologna;24-274;23.0;23;2000.0;22.2;0.0;1.0;6.0;0.0;80490d7f;Jhon LucumíDFBologna;9;2;22.2;1111.0;1266.0;87.8;14.0;40.0;28;61.3;27.0;18.0;9.0;25;65.0;75.0;1.0;100.0;10.0;5.0;1482.0;20;0;1;57.4;;;;;
301;José Luis Palomino;DF;Atalanta;33-081;9.0;6;505.0;5.6;1.0;0.0;1.0;0.0;921f6058;José Luis PalominoDFAtalanta;4;2;50.0;307.0;370.0;83.0;7.0;12.0;5;60.0;4.0;2.0;2.0;21;33.0;14.0;0.0;66.7;2.0;1.0;430.0;6;0;3;66.7;;;;;
302;Romelu Lukaku;FW;Internazionale;29-318;15.0;9;777.0;8.6;3.0;1.0;1.0;0.0;5eae500a;Romelu LukakuFWInter;17;6;35.3;125.0;195.0;64.1;24.0;1.0;0;50.0;0.0;0.0;0.0;0;1.0;5.0;0.0;22.2;21.0;12.0;262.0;7;10;14;47.4;;;;;
303;Saša Lukić;DM;Torino;26-226;16.0;13;1195.0;13.3;2.0;0.0;4.0;0.0;c6e8cf1f;Saša LukićMFTorino;15;3;20.0;627.0;732.0;85.7;44.0;21.0;14;60.0;17.0;7.0;10.0;13;34.0;10.0;0.0;14.3;17.0;8.0;850.0;26;0;25;50.0;;;;Saša Lukić;1.0
304;Sebastiano Luperto;DF;Empoli;26-202;25.0;25;2164.0;24.0;1.0;0.0;4.0;2.0;997fff07;Sebastiano LupertoDFEmpoli;12;3;25.0;1001.0;1161.0;86.2;11.0;22.0;12;41.7;39.0;28.0;11.0;27;49.0;118.0;1.0;100.0;4.0;3.0;1409.0;17;0;1;47.1;;;;;
305;Charalambos Lykogiannis;DF;Bologna;29-156;18.0;11;1054.0;11.7;2.0;0.0;3.0;0.0;5efc5389;Charalambos LykogiannisDFBologna;18;6;33.3;480.0;681.0;70.5;27.0;15.0;7;38.5;8.0;3.0;5.0;15;30.0;28.0;0.0;36.4;9.0;1.0;800.0;14;1;63;51.5;;;;;
306;Giulio Maggiore;MF;Salernitana;25-015;12.0;9;724.0;8.0;0.0;0.0;2.0;0.0;957e4c87;Giulio MaggioreMFSalernitana;5;0;0.0;299.0;390.0;76.7;14.0;16.0;6;50.0;17.0;4.0;13.0;8;24.0;6.0;0.0;0.0;15.0;3.0;479.0;13;0;2;37.5;;;;;
307;Giangiacomo Magnani;DF;Hellas-Verona;27-174;15.0;10;806.0;9.0;0.0;0.0;4.0;1.0;cce9f582;Giangiacomo MagnaniDFHellas Verona;4;1;25.0;190.0;264.0;72.0;7.0;19.0;12;90.9;13.0;9.0;4.0;16;35.0;44.0;0.0;100.0;4.0;2.0;376.0;14;0;2;55.9;;;;;
308;Mike Maignan;GK;Milan;27-267;11.0;11;990.0;11.0;0.0;0.0;0.0;0.0;fcb38f57;Mike MaignanGKMilan;0;0;;310.0;394.0;78.7;1.0;1.0;0;100.0;0.0;0.0;0.0;1;2.0;4.0;0.0;;0.0;0.0;419.0;0;0;0;100.0;67.6;27.3;6.3;;
309;Jordan Majchrzak;FW;Roma;18-170;1.0;0;14.0;0.2;0.0;0.0;0.0;0.0;2e7dafe5;Jordan MajchrzakFWRoma;0;0;;3.0;4.0;75.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;4.0;0;0;0;20.0;;;;;
310;Jean-Victor Makengo;MF;Udinese;24-288;16.0;11;805.0;8.9;0.0;1.0;2.0;0.0;22bfb57e;Jean-Victor MakengoMFUdinese;7;0;0.0;264.0;316.0;83.5;13.0;16.0;13;55.6;8.0;2.0;6.0;9;25.0;3.0;0.0;73.3;15.0;11.0;393.0;9;0;6;83.3;;;;;
311;Lorenzo Malagrida;MF;Sampdoria;19-154;3.0;0;49.0;0.5;0.0;0.0;2.0;0.0;2bffcbf2;Lorenzo MalagridaDFMFSampdoria;1;1;100.0;12.0;17.0;70.6;0.0;0.0;0;0.0;1.0;0.0;1.0;0;0.0;1.0;0.0;100.0;0.0;1.0;23.0;3;0;1;0.0;;;;;
312;Daniel Maldini;MF;Spezia;21-167;14.0;2;460.0;5.1;2.0;0.0;0.0;0.0;801831fe;Daniel MaldiniFWMFSpezia;11;5;45.5;103.0;145.0;71.0;13.0;8.0;4;33.3;6.0;0.0;6.0;1;9.0;6.0;0.0;57.1;20.0;5.0;214.0;7;0;9;40.0;;;;;
313;Youssef Maleh;MF;Fiorentina;24-217;7.0;4;297.0;3.3;0.0;0.0;2.0;0.0;4c8845f7;Youssef MalehMFFiorentina;7;0;0.0;95.0;116.0;81.9;7.0;3.0;1;0.0;5.0;0.0;5.0;1;4.0;3.0;0.0;33.3;6.0;6.0;150.0;8;0;7;42.9;;;;;
314;Youssef Maleh;MF;Lecce;24-217;10.0;5;441.0;4.9;0.0;0.0;3.0;0.0;4c8845f7;Youssef MalehMFLecce;4;0;0.0;87.0;127.0;68.5;4.0;15.0;6;38.5;12.0;0.0;12.0;3;18.0;6.0;0.0;16.7;4.0;7.0;188.0;17;2;5;45.5;;;;;
315;Ruslan Malinovskyi;MF;Atalanta;29-327;15.0;5;553.0;6.1;1.0;2.0;2.0;0.0;48d5bd33;Ruslan MalinovskyiMFFWAtalanta;19;6;31.6;248.0;332.0;74.7;26.0;14.0;8;35.3;8.0;1.0;7.0;5;19.0;2.0;0.0;42.9;21.0;9.0;425.0;10;0;23;41.7;;;;;
316;Gianluca Mancini;DF;Roma;26-344;26.0;26;2181.0;24.2;1.0;2.0;5.0;0.0;5aa53281;Gianluca ManciniDFRoma;16;4;25.0;1008.0;1247.0;80.8;28.0;31.0;15;54.2;24.0;12.0;12.0;37;68.0;51.0;0.0;44.4;11.0;6.0;1428.0;30;2;16;69.1;;;;;
317;Rolando Mandragora;MF;Fiorentina;25-271;20.0;15;1353.0;15.0;2.0;3.0;6.0;0.0;c7259b83;Rolando MandragoraMFFiorentina;30;5;16.7;549.0;683.0;80.4;70.0;28.0;15;48.6;14.0;2.0;12.0;10;38.0;19.0;0.0;20.0;12.0;6.0;844.0;23;1;51;57.7;;;;;
