;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
419;Ivor Pandur;GK;Hellas-Verona;20;4.0;4;332.0;3.7;0.0;0.0;0.0;0.0;457cb02f;Ivor PandurGKHellas Verona;0;0;;57.0;102.0;55.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;100.0;53.8;0.0;8.1;;
420;Vittorio Parigini;MF;Genoa;24;4.0;0;56.0;0.6;0.0;0.0;0.0;0.0;75efed2e;Vittorio PariginiMFDFGenoa;1;1;100.0;14.0;27.0;51.9;1.0;5.0;2;0.0;0.0;0.0;0.0;0;5.0;0.0;0.0;50.0;1.0;1.0;0;1;9;50.0;;;;;
421;Marco Parolo;MF;Lazio;35;18.0;7;653.0;7.3;0.0;2.0;5.0;0.0;ed5886d2;Marco ParoloDFMFLazio;6;1;16.7;299.0;363.0;82.4;11.0;21.0;8;40.0;20.0;6.0;14.0;14;35.0;31.0;0.0;0.0;5.0;1.0;21;1;4;55.3;;;;;
422;Mario Pašalić;MF;Atalanta;25;25.0;10;1122.0;12.5;6.0;2.0;2.0;0.0;e599253a;Mario PašalićMFAtalanta;20;12;60.0;576.0;674.0;85.5;50.0;26.0;15;63.2;12.0;1.0;11.0;8;34.0;6.0;0.0;39.3;25.0;18.0;19;1;6;50.0;;;;;
423;Christian Pastina;DF;Benevento;19;3.0;0;121.0;1.3;0.0;1.0;1.0;0.0;38bf62b5;Christian PastinaDFBenevento;0;0;;56.0;67.0;83.6;2.0;0.0;0;0.0;1.0;0.0;1.0;1;1.0;8.0;0.0;;0.0;0.0;1;0;2;;;;;;
424;Javier Pastore;MF;Roma;31;5.0;0;82.0;0.9;0.0;0.0;0.0;0.0;881ef58c;Javier PastoreMFFWRoma;0;0;;53.0;60.0;88.3;6.0;2.0;2;100.0;0.0;0.0;0.0;0;2.0;0.0;0.0;100.0;4.0;0.0;1;0;0;50.0;;;;;
425;Patric;DF;Lazio;27;25.0;18;1595.0;17.7;0.0;1.0;8.0;0.0;f7223718;PatricDFLazio;7;0;0.0;1054.0;1229.0;85.8;32.0;30.0;16;54.2;13.0;3.0;10.0;18;48.0;51.0;1.0;33.3;12.0;4.0;21;1;30;48.3;;;;;
426;Leonardo Pavoletti;FW;Cagliari;31;33.0;17;1584.0;17.6;4.0;3.0;8.0;0.0;d37b0350;Leonardo PavolettiFWCagliari;44;11;25.0;282.0;409.0;68.9;30.0;7.0;3;5.0;4.0;2.0;2.0;4;11.0;32.0;0.0;50.0;41.0;14.0;44;9;1;62.8;;;;;
427;Nehuén Paz;DF;Bologna;27;6.0;3;363.0;4.0;1.0;0.0;0.0;0.0;42b1a58a;Nehuén PazDFBologna;2;1;50.0;196.0;236.0;83.1;5.0;9.0;4;85.7;4.0;2.0;2.0;11;20.0;16.0;0.0;;2.0;0.0;3;0;0;87.5;;;;;
428;Pedro;MF;Roma;33;27.0;20;1591.0;17.7;5.0;2.0;5.0;1.0;3ca7254a;PedroMFFWRoma;43;15;34.9;479.0;616.0;77.8;71.0;22.0;14;20.0;10.0;0.0;10.0;9;31.0;2.0;1.0;65.0;45.0;11.0;25;7;35;20.0;;;;;
429;João Pedro;MF;Cagliari;28;37.0;37;3253.0;36.1;16.0;3.0;4.0;0.0;81255c03;João PedroFWMFCagliari;71;29;40.8;683.0;945.0;72.3;94.0;13.0;6;7.4;32.0;6.0;26.0;13;26.0;28.0;0.0;48.8;74.0;32.0;46;11;25;42.8;;;;;
430;Gianluca Pegolo;GK;Sassuolo;39;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;f058ed1f;Gianluca PegoloGKSassuolo;0;0;;21.0;22.0;95.5;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;0;0;0;;100.0;100.0;6.7;;
431;Graziano Pellè;FW;Parma;35;13.0;6;614.0;6.8;1.0;2.0;1.0;0.0;9654d8de;Graziano PellèFWParma;14;5;35.7;150.0;196.0;76.5;18.0;2.0;2;12.5;3.0;0.0;3.0;2;4.0;8.0;0.0;33.3;15.0;9.0;19;4;0;63.4;;;;;
432;Lorenzo Pellegrini;MF;Roma;24;34.0;30;2598.0;28.9;7.0;6.0;10.0;0.0;4a5a45c7;Lorenzo PellegriniMFRoma;69;26;37.7;1089.0;1429.0;76.2;127.0;40.0;24;35.0;37.0;2.0;35.0;42;82.0;23.0;1.0;59.7;65.0;21.0;43;6;171;43.8;;;;;
433;Luca Pellegrini;MF;Genoa;21;11.0;7;639.0;7.1;0.0;1.0;2.0;0.0;3b61c9ec;Luca PellegriniDFMFGenoa;5;0;0.0;218.0;313.0;69.6;12.0;9.0;6;40.0;11.0;2.0;9.0;8;17.0;13.0;1.0;60.0;22.0;16.0;10;0;29;23.5;;;;;
434;Federico Peluso;DF;Sassuolo;36;7.0;2;207.0;2.3;0.0;0.0;1.0;0.0;4f2908e5;Federico PelusoDFSassuolo;0;0;;151.0;166.0;91.0;0.0;1.0;1;50.0;2.0;2.0;0.0;3;4.0;12.0;0.0;;0.0;2.0;2;0;0;50.0;;;;;
435;Andreas Pereira;MF;Lazio;24;26.0;3;543.0;6.0;1.0;2.0;7.0;1.0;6639e500;Andreas PereiraFWMFLazio;14;5;35.7;187.0;286.0;65.4;18.0;5.0;0;16.7;6.0;0.0;6.0;1;6.0;4.0;0.0;41.2;12.0;11.0;12;3;49;8.3;;;;;
436;Pedro Pereira;DF;Crotone;22;35.0;29;2549.0;28.3;0.0;4.0;6.0;0.0;c77be0cf;Pedro PereiraDFCrotone;14;5;35.7;673.0;910.0;74.0;36.0;50.0;32;52.5;33.0;11.0;22.0;19;69.0;61.0;0.0;38.2;38.0;32.0;33;5;71;40.3;;;;;
437;Gastón Pereiro;MF;Cagliari;25;15.0;2;272.0;3.0;2.0;2.0;0.0;0.0;7ec7738e;Gastón PereiroMFDFCagliari;14;5;35.7;102.0;137.0;74.5;18.0;3.0;1;50.0;2.0;0.0;2.0;1;4.0;2.0;1.0;42.9;5.0;6.0;2;0;10;62.5;;;;;
438;Bruno Peres;DF;Roma;30;30.0;14;1427.0;15.9;1.0;2.0;6.0;0.0;852351df;Bruno PeresDFRoma;12;6;50.0;629.0;767.0;82.0;42.0;21.0;11;54.2;18.0;4.0;14.0;27;48.0;11.0;0.0;57.7;24.0;12.0;23;1;68;36.8;;;;;
439;Roberto Pereyra;MF;Udinese;29;34.0;34;2925.0;32.5;5.0;7.0;8.0;0.0;75f2c59f;Roberto PereyraMFFWUdinese;27;6;22.2;1070.0;1262.0;84.8;86.0;18.0;11;30.4;24.0;5.0;19.0;27;45.0;24.0;0.0;41.9;80.0;50.0;38;7;37;33.3;;;;;
440;Carles Pérez;MF;Roma;22;21.0;6;773.0;8.6;2.0;1.0;0.0;0.0;a8f21b9f;Carles PérezMFFWRoma;23;8;34.8;236.0;306.0;77.1;33.0;9.0;4;19.4;9.0;0.0;9.0;6;15.0;1.0;0.0;53.1;26.0;14.0;12;0;25;21.4;;;;;
441;Mattia Perin;GK;Genoa;27;32.0;32;2879.0;32.0;0.0;0.0;1.0;1.0;4c62d0c8;Mattia PerinGKGenoa;0;0;;752.0;1161.0;64.8;3.0;0.0;0;;0.0;0.0;0.0;1;1.0;6.0;0.0;;1.0;1.0;2;0;0;90.0;76.6;25.0;3.5;;
442;Ivan Perišić;MF;Internazionale;31;32.0;20;1795.0;19.9;4.0;3.0;3.0;0.0;6fe90922;Ivan PerišićDFFWInter;35;10;28.6;576.0;815.0;70.7;52.0;22.0;13;36.4;33.0;4.0;29.0;19;41.0;36.0;1.0;38.9;21.0;6.0;13;8;90;57.1;;;;;
443;Matteo Pessina;MF;Atalanta;23;28.0;21;1645.0;18.3;2.0;2.0;2.0;0.0;780e3631;Matteo PessinaMFAtalanta;22;10;45.5;788.0;951.0;82.9;53.0;14.0;7;29.2;17.0;2.0;15.0;17;31.0;7.0;1.0;42.9;35.0;19.0;24;1;17;45.5;;;;;
444;Andrea Petagna;FW;Napoli;25;26.0;9;964.0;10.7;4.0;3.0;0.0;0.0;03f946ed;Andrea PetagnaFWNapoli;24;10;41.7;186.0;232.0;80.2;41.0;2.0;0;28.6;4.0;0.0;4.0;1;3.0;7.0;0.0;58.3;18.0;14.0;19;7;1;49.1;;;;;
445;Jacopo Petriccione;MF;Crotone;25;20.0;11;958.0;10.6;0.0;0.0;5.0;1.0;909bce7f;Jacopo PetriccioneMFCrotone;3;1;33.3;425.0;506.0;84.0;24.0;14.0;8;37.5;11.0;2.0;9.0;8;22.0;11.0;0.0;40.0;4.0;4.0;18;0;14;20.0;;;;;
446;Jens Petter Hauge;FW;Milan;20;18.0;3;532.0;5.9;2.0;0.0;0.0;0.0;12c35abe;Jens Petter HaugeFWMilan;7;3;42.9;155.0;196.0;79.1;21.0;7.0;4;60.0;4.0;0.0;4.0;1;8.0;3.0;0.0;50.0;15.0;11.0;11;1;3;33.3;;;;;
447;Germán Pezzella;DF;Fiorentina;29;32.0;32;2743.0;30.5;1.0;0.0;5.0;0.0;8c725b43;Germán PezzellaDFFiorentina;16;2;12.5;1000.0;1181.0;84.7;10.0;34.0;20;56.3;26.0;14.0;12.0;36;70.0;109.0;1.0;100.0;13.0;1.0;33;4;2;59.5;;;;;
448;Giuseppe Pezzella;DF;Parma;22;24.0;21;1828.0;20.3;1.0;4.0;7.0;0.0;149c5f5d;Giuseppe PezzellaDFParma;7;2;28.6;766.0;997.0;76.8;29.0;34.0;19;53.7;22.0;9.0;13.0;12;46.0;52.0;3.0;71.4;18.0;24.0;24;0;92;66.7;;;;;
449;Cristiano Piccini;DF;Atalanta;27;1.0;0;59.0;0.7;0.0;0.0;0.0;0.0;32c0491f;Cristiano PicciniDFAtalanta;1;0;0.0;14.0;18.0;77.8;0.0;1.0;1;0.0;1.0;0.0;1.0;0;1.0;0.0;0.0;33.3;0.0;2.0;1;0;0;100.0;;;;;
450;Roberto Piccoli;FW;Spezia;19;20.0;8;703.0;7.8;5.0;0.0;0.0;0.0;1cadaf34;Roberto PiccoliFWSpezia;15;11;73.3;90.0;137.0;65.7;8.0;7.0;3;50.0;4.0;0.0;4.0;2;9.0;5.0;0.0;62.5;43.0;12.0;16;3;2;28.3;;;;;
451;Andrea Pinamonti;FW;Internazionale;21;8.0;1;169.0;1.9;1.0;0.0;0.0;0.0;08aa9cd1;Andrea PinamontiFWInter;4;2;50.0;37.0;52.0;71.2;4.0;0.0;0;;1.0;0.0;1.0;1;1.0;2.0;0.0;66.7;8.0;7.0;2;1;1;50.0;;;;;
452;Carlo Pinsoglio;GK;Juventus;30;1.0;0;23.0;0.3;0.0;0.0;0.0;1.0;f6a06749;Carlo PinsoglioGKJuventus;0;0;;10.0;11.0;90.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;;50.0;;0.0;;
453;Fabio Pisacane;DF;Cagliari;34;5.0;2;228.0;2.5;0.0;0.0;1.0;0.0;56400c01;Fabio PisacaneDFCagliari;0;0;;82.0;97.0;84.5;1.0;3.0;2;42.9;8.0;5.0;3.0;1;4.0;9.0;1.0;;0.0;1.0;2;0;2;75.0;;;;;
454;Marko Pjaca;MF;Genoa;25;35.0;15;1418.0;15.8;3.0;2.0;0.0;0.0;2c38b327;Marko PjacaFWMFGenoa;29;11;37.9;416.0;498.0;83.5;38.0;13.0;6;25.0;7.0;2.0;5.0;7;20.0;12.0;0.0;50.0;45.0;30.0;19;2;4;24.2;;;;;
455;Tommaso Pobega;DM;Spezia;21;20.0;17;1229.0;13.7;6.0;0.0;6.0;0.0;55a1cac2;Tommaso PobegaMFSpezia;22;10;45.5;342.0;449.0;76.2;23.0;24.0;13;35.5;10.0;2.0;8.0;9;33.0;22.0;0.0;50.0;18.0;5.0;28;0;9;45.9;;;;Tommaso Pobega;1.0
456;Andrea Poli;DM;Bologna;30;18.0;4;383.0;4.3;1.0;0.0;1.0;0.0;b3fd7075;Andrea PoliMFBologna;3;2;66.7;191.0;213.0;89.7;15.0;9.0;7;50.0;7.0;1.0;6.0;7;16.0;7.0;0.0;83.3;9.0;3.0;5;0;2;0.0;;;;Andrea Poli;1.0
457;Matteo Politano;MF;Napoli;26;37.0;22;1908.0;21.2;9.0;4.0;3.0;0.0;5e861944;Matteo PolitanoFWMFNapoli;63;19;30.2;659.0;871.0;75.7;95.0;24.0;16;23.4;14.0;1.0;13.0;14;38.0;18.0;0.0;61.7;46.0;23.0;15;0;90;18.2;;;;;
458;Manolo Portanova;MF;Genoa;20;3.0;0;66.0;0.7;0.0;0.0;0.0;0.0;c8c0dccd;Manolo PortanovaMFFWGenoa;1;1;100.0;18.0;24.0;75.0;4.0;3.0;3;0.0;3.0;1.0;2.0;1;4.0;2.0;0.0;66.7;1.0;4.0;3;0;0;0.0;;;;;
459;Manolo Portanova;MF;Juventus;20;2.0;1;70.0;0.8;0.0;0.0;1.0;0.0;c8c0dccd;Manolo PortanovaMFJuventus;5;2;40.0;18.0;20.0;90.0;1.0;2.0;0;0.0;4.0;1.0;3.0;0;2.0;1.0;0.0;;2.0;2.0;2;0;0;100.0;;;;;
460;Ivan Provedel;GK;Spezia;26;29.0;29;2610.0;29.0;0.0;0.0;1.0;0.0;277da414;Ivan ProvedelGKSpezia;0;0;;1042.0;1404.0;74.2;1.0;2.0;0;33.3;0.0;0.0;0.0;2;4.0;20.0;1.0;100.0;3.0;0.0;0;0;0;83.3;62.6;13.8;3.0;;
461;Erick Pulgar;MF;Fiorentina;26;31.0;21;2002.0;22.2;1.0;3.0;8.0;0.0;4611e028;Erick PulgarMFFiorentina;16;3;18.8;933.0;1152.0;81.0;43.0;41.0;18;44.9;24.0;10.0;14.0;41;82.0;45.0;1.0;73.3;25.0;5.0;23;0;80;70.0;;;;;
462;Ignacio Pussetto;FW;Udinese;24;11.0;9;754.0;8.4;3.0;1.0;2.0;0.0;62437b4f;Ignacio PussettoFWUdinese;17;7;41.2;118.0;185.0;63.8;15.0;16.0;8;35.3;14.0;0.0;14.0;13;29.0;6.0;0.0;57.7;21.0;23.0;18;7;14;51.2;;;;;
463;Fabio Quagliarella;FW;Sampdoria;37;33.0;25;2204.0;24.5;13.0;1.0;1.0;0.0;ee4f2f3b;Fabio QuagliarellaFWSampdoria;79;25;31.6;362.0;526.0;68.8;48.0;12.0;8;10.5;14.0;1.0;13.0;7;19.0;10.0;0.0;60.7;60.0;34.0;27;18;20;40.5;;;;;
464;Simone Rabbi;FW;Bologna;18;4.0;0;35.0;0.4;0.0;1.0;0.0;0.0;3688af6c;Simone RabbiFWDFBologna;0;0;;5.0;9.0;55.6;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;4.0;2.0;3;1;1;0.0;;;;;
465;Adrien Rabiot;MF;Juventus;25;34.0;25;2313.0;25.7;4.0;2.0;7.0;1.0;8794e251;Adrien RabiotMFJuventus;33;12;36.4;1297.0;1450.0;89.4;51.0;72.0;42;46.7;32.0;11.0;21.0;43;115.0;29.0;1.0;75.0;39.0;14.0;44;0;20;64.9;;;;;
466;Ivan Radovanović;MF;Genoa;31;33.0;24;2232.0;24.8;0.0;0.0;6.0;0.0;023937a9;Ivan RadovanovićDFMFGenoa;6;1;16.7;968.0;1140.0;84.9;12.0;18.0;15;38.7;39.0;21.0;18.0;37;55.0;114.0;2.0;80.0;7.0;2.0;28;0;4;54.5;;;;;
467;Ionuț Radu;GK;Internazionale;23;2.0;1;135.0;1.5;0.0;0.0;0.0;0.0;67f649be;Ionuț RaduGKInter;0;0;;54.0;56.0;96.4;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;0.0;0.0;0;0;0;100.0;83.3;0.0;0.0;;
468;Ștefan Radu;DF;Lazio;33;31.0;30;2458.0;27.3;0.0;3.0;2.0;0.0;53de807a;Ștefan RaduDFLazio;6;0;0.0;1355.0;1635.0;82.9;47.0;43.0;24;62.5;27.0;14.0;13.0;45;88.0;73.0;1.0;86.7;17.0;5.0;20;0;61;66.1;;;;;
469;Rafael;GK;Spezia;38;3.0;2;207.0;2.3;0.0;1.0;0.0;0.0;dd06d56c;RafaelGKSpezia;0;0;;78.0;107.0;72.9;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;100.0;72.2;50.0;2.7;;
470;Antonio Raimondo;FW;Bologna;16;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;ce1a6c7e;Antonio RaimondoFWBologna;0;0;;0.0;1.0;0.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;0.0;0.0;0;0;0;100.0;;;;;
471;Gastón Ramírez;MF;Sampdoria;29;25.0;10;969.0;10.8;0.0;4.0;5.0;0.0;2c851997;Gastón RamírezFWMFSampdoria;13;5;38.5;350.0;490.0;71.4;51.0;31.0;15;29.6;19.0;3.0;16.0;4;35.0;13.0;0.0;63.0;28.0;24.0;32;3;55;43.3;;;;;
472;Aaron Ramsey;MF;Juventus;29;22.0;13;1089.0;12.1;2.0;4.0;2.0;0.0;ef619b0b;Aaron RamseyMFJuventus;24;11;45.8;622.0;728.0;85.4;58.0;22.0;14;32.0;13.0;2.0;11.0;7;29.0;8.0;2.0;76.9;30.0;9.0;19;3;22;38.1;;;;;
473;Andrea Ranocchia;DF;Internazionale;32;8.0;8;703.0;7.8;0.0;1.0;2.0;0.0;539230cf;Andrea RanocchiaDFInter;9;2;22.2;468.0;496.0;94.4;7.0;13.0;10;87.5;5.0;3.0;2.0;12;25.0;19.0;0.0;;3.0;1.0;13;1;0;66.7;;;;;
474;Giacomo Raspadori;MF;Sassuolo;20;27.0;13;1232.0;13.7;6.0;0.0;1.0;0.0;6e058f06;Giacomo RaspadoriFWMFSassuolo;24;12;50.0;269.0;354.0;76.0;62.0;5.0;3;0.0;13.0;5.0;8.0;2;7.0;9.0;0.0;51.7;36.0;23.0;8;4;42;30.0;;;;;
475;Federico Ravaglia;GK;Bologna;20;4.0;4;360.0;4.0;0.0;0.0;0.0;0.0;6662d731;Federico RavagliaGKBologna;0;0;;116.0;137.0;84.7;1.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;2.0;0.0;;0.0;0.0;1;0;0;;52.6;0.0;0.0;;
476;Ante Rebić;FW;Milan;26;27.0;20;1776.0;19.7;11.0;4.0;4.0;1.0;536cebe5;Ante RebićFWMilan;43;23;53.5;290.0;472.0;61.4;69.0;26.0;9;21.6;21.0;1.0;20.0;7;33.0;17.0;0.0;48.8;64.0;29.0;33;11;61;39.7;;;;;
477;Arkadiusz Reca;DF;Crotone;25;30.0;28;2313.0;25.7;2.0;3.0;7.0;0.0;6213fd82;Arkadiusz RecaDFCrotone;30;7;23.3;718.0;1029.0;69.8;55.0;34.0;16;22.2;30.0;3.0;27.0;50;84.0;64.0;0.0;58.7;48.0;14.0;34;5;81;48.6;;;;;
478;Vasco Regini;DF;Sampdoria;29;3.0;1;88.0;1.0;0.0;0.0;0.0;0.0;339c6ed4;Vasco ReginiDFSampdoria;0;0;;35.0;40.0;87.5;1.0;2.0;2;100.0;1.0;1.0;0.0;1;3.0;5.0;0.0;;0.0;0.0;1;0;2;0.0;;;;;
479;Pepe Reina;GK;Lazio;37;29.0;29;2610.0;29.0;0.0;0.0;1.0;0.0;e358587b;Pepe ReinaGKLazio;0;0;;924.0;1131.0;81.7;4.0;0.0;0;0.0;0.0;0.0;0.0;1;1.0;6.0;0.0;100.0;0.0;0.0;0;0;0;100.0;70.8;31.0;2.4;;
480;Bryan Reynolds;DF;Roma;19;5.0;3;283.0;3.1;0.0;0.0;0.0;0.0;2306bf5c;Bryan ReynoldsDFRoma;0;0;;122.0;148.0;82.4;3.0;4.0;2;20.0;4.0;0.0;4.0;6;10.0;4.0;0.0;50.0;5.0;6.0;5;0;7;40.0;;;;;
481;Franck Ribéry;FW;Fiorentina;37;29.0;28;2149.0;23.9;2.0;6.0;6.0;1.0;f61c7c4e;Franck RibéryFWFiorentina;21;9;42.9;768.0;882.0;87.1;83.0;24.0;11;17.2;11.0;2.0;9.0;3;27.0;1.0;0.0;58.7;73.0;84.0;36;7;18;23.1;;;;;
482;Federico Ricci;FW;Sassuolo;26;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;524eb8c5;Federico RicciFWSassuolo;0;0;;4.0;4.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;100.0;1.0;0.0;1;0;0;;;;;;
483;Giacomo Ricci;DF;Parma;23;3.0;0;67.0;0.7;0.0;0.0;0.0;0.0;cfb38237;Giacomo RicciDFParma;0;0;;20.0;25.0;80.0;2.0;3.0;1;;2.0;2.0;0.0;1;4.0;4.0;0.0;0.0;1.0;1.0;0;0;1;33.3;;;;;
484;Matteo Ricci;MF;Spezia;26;29.0;26;2229.0;24.8;0.0;2.0;5.0;0.0;3cf7dc7e;Matteo RicciMFSpezia;21;5;23.8;1418.0;1667.0;85.1;50.0;40.0;23;51.9;24.0;4.0;20.0;34;74.0;13.0;0.0;61.1;19.0;12.0;27;0;32;55.6;;;;;
485;Tomás Rincón;DM;Torino;32;36.0;33;2846.0;31.6;1.0;1.0;10.0;1.0;f1cfc209;Tomás RincónMFTorino;22;4;18.2;1141.0;1373.0;83.1;39.0;68.0;38;50.7;32.0;7.0;25.0;31;99.0;44.0;0.0;72.0;41.0;26.0;72;0;21;57.1;;;;Tomás Rincón;1.0
486;Andrea Rispoli;DF;Crotone;31;19.0;5;652.0;7.2;0.0;0.0;4.0;0.0;39ee6cb6;Andrea RispoliDFCrotone;4;1;25.0;224.0;324.0;69.1;15.0;6.0;3;28.6;12.0;3.0;9.0;5;11.0;15.0;1.0;28.6;7.0;3.0;8;1;30;36.4;;;;;
487;Emmanuel Rivière;FW;Crotone;30;21.0;7;640.0;7.1;1.0;1.0;2.0;0.0;2bae5658;Emmanuel RivièreFWCrotone;12;4;33.3;108.0;149.0;72.5;11.0;2.0;1;0.0;5.0;1.0;4.0;1;3.0;0.0;0.0;55.6;19.0;8.0;10;1;1;40.0;;;;;
488;Ricardo Rodríguez;DF;Torino;27;16.0;15;1238.0;13.8;0.0;0.0;1.0;0.0;7f78ad23;Ricardo RodríguezDFTorino;13;2;15.4;600.0;719.0;83.4;25.0;21.0;14;59.1;16.0;5.0;11.0;20;41.0;43.0;0.0;57.1;5.0;4.0;13;0;20;57.1;;;;;
489;Marko Rog;MF;Cagliari;25;14.0;14;1165.0;12.9;0.0;0.0;2.0;0.0;b6b2b820;Marko RogMFCagliari;8;2;25.0;541.0;619.0;87.4;23.0;40.0;24;43.2;17.0;6.0;11.0;19;59.0;15.0;0.0;64.5;20.0;12.0;34;0;6;27.8;;;;;
490;Rogério;DF;Sassuolo;22;28.0;21;1877.0;20.9;0.0;1.0;4.0;0.0;10e7f486;RogérioDFSassuolo;16;3;18.8;1061.0;1268.0;83.7;30.0;26.0;13;70.4;26.0;5.0;21.0;31;57.0;53.0;0.0;50.0;30.0;13.0;28;1;75;44.8;;;;;
491;Luis Rojas;MF;Crotone;18;7.0;0;104.0;1.2;0.0;0.0;1.0;0.0;11e0904f;Luis RojasMFFWCrotone;1;0;0.0;36.0;46.0;78.3;2.0;1.0;0;50.0;2.0;0.0;2.0;1;2.0;0.0;0.0;75.0;9.0;6.0;2;0;0;50.0;;;;;
492;Alessio Romagnoli;DF;Milan;25;22.0;21;1907.0;21.2;1.0;1.0;7.0;0.0;3ead85f9;Alessio RomagnoliDFMilan;15;3;20.0;920.0;1029.0;89.4;14.0;17.0;7;42.1;29.0;22.0;7.0;24;41.0;80.0;0.0;;6.0;1.0;19;0;1;67.9;;;;;
493;Cristian Romero;DF;Atalanta;22;31.0;29;2545.0;28.3;2.0;2.0;10.0;0.0;a3d94a58;Cristian RomeroDFAtalanta;14;7;50.0;1134.0;1315.0;86.2;28.0;63.0;32;55.1;31.0;13.0;18.0;96;159.0;71.0;2.0;50.0;16.0;7.0;70;0;0;69.1;;;;;
494;Cristiano Ronaldo;FW;Juventus;35;33.0;31;2802.0;31.1;29.0;2.0;3.0;0.0;dea698d9;Cristiano RonaldoFWJuventus;160;61;38.1;838.0;1078.0;77.7;122.0;6.0;3;20.0;11.0;3.0;8.0;5;11.0;15.0;1.0;61.1;62.0;32.0;17;31;64;47.7;;;;;
495;Marten de Roon;DM;Atalanta;29;35.0;33;3021.0;33.6;1.0;1.0;8.0;1.0;2a1beb34;Marten de RoonMFAtalanta;17;3;17.6;1865.0;2205.0;84.6;70.0;80.0;48;42.9;44.0;9.0;35.0;69;149.0;40.0;0.0;75.0;17.0;10.0;65;0;16;59.6;;;;Marten de Roon;1.0
496;Nicolò Rovella;MF;Genoa;18;20.0;12;1187.0;13.2;0.0;2.0;4.0;0.0;e58cbfd5;Nicolò RovellaMFGenoa;11;2;18.2;710.0;844.0;84.1;28.0;29.0;16;28.1;11.0;0.0;11.0;20;49.0;19.0;1.0;85.7;16.0;6.0;19;0;29;35.0;;;;;
497;Amir Rrahmani;DF;Napoli;26;16.0;12;1094.0;12.2;1.0;0.0;2.0;0.0;4b3e1a38;Amir RrahmaniDFNapoli;5;2;40.0;545.0;600.0;90.8;6.0;13.0;8;66.7;17.0;14.0;3.0;8;21.0;39.0;1.0;100.0;3.0;0.0;11;0;1;53.3;;;;;
498;Kevin Rüegg;MF;Hellas-Verona;21;7.0;1;205.0;2.3;0.0;0.0;0.0;0.0;90573602;Kevin RüeggDFMFHellas Verona;1;1;100.0;49.0;72.0;68.1;2.0;0.0;0;;3.0;0.0;3.0;2;2.0;3.0;0.0;100.0;5.0;2.0;2;1;3;20.0;;;;;
499;Daniele Rugani;DF;Cagliari;26;16.0;12;1001.0;11.1;1.0;1.0;2.0;0.0;14b8fcdf;Daniele RuganiDFCagliari;3;1;33.3;402.0;508.0;79.1;4.0;24.0;11;50.0;15.0;10.0;5.0;15;39.0;46.0;0.0;100.0;4.0;3.0;15;0;5;67.3;;;;;
500;Matteo Ruggeri;DF;Atalanta;18;6.0;3;208.0;2.3;0.0;0.0;0.0;0.0;ae9898c5;Matteo RuggeriDFAtalanta;2;0;0.0;94.0;119.0;79.0;4.0;3.0;0;66.7;2.0;0.0;2.0;4;7.0;2.0;0.0;100.0;3.0;0.0;3;0;8;60.0;;;;;
501;Mário Rui;DF;Napoli;29;27.0;17;1669.0;18.5;0.0;2.0;4.0;0.0;0b5a292a;Mário RuiDFNapoli;19;2;10.5;1133.0;1386.0;81.7;60.0;24.0;13;51.5;17.0;4.0;13.0;28;52.0;29.0;1.0;65.0;24.0;4.0;17;3;83;40.9;;;;;
502;Fabián Ruiz Peña;MF;Napoli;24;33.0;29;2569.0;28.5;3.0;1.0;1.0;0.0;c0c7ff58;Fabián Ruiz PeñaMFNapoli;43;15;34.9;1884.0;2110.0;89.3;112.0;58.0;31;35.7;33.0;3.0;30.0;36;94.0;32.0;1.0;82.4;23.0;20.0;11;1;23;68.2;;;;;
503;Alexis Saelemaekers;FW;Milan;21;32.0;27;2016.0;22.4;2.0;4.0;7.0;1.0;ee251371;Alexis SaelemaekersFWMilan;28;7;25.0;679.0;860.0;79.0;86.0;43.0;26;31.7;29.0;1.0;28.0;25;68.0;6.0;0.0;60.7;61.0;20.0;29;6;47;30.4;;;;;
