;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
249;Josip Iličić;MF;Atalanta;32;28.0;17;1526.0;17.0;6.0;9.0;2.0;0.0;68252d6d;Josip IličićMFFWAtalanta;57;17;29.8;729.0;1009.0;72.2;110.0;9.0;4;23.8;12.0;0.0;12.0;2;11.0;0.0;1.0;57.0;74.0;45.0;22;8;97;0.0;;;;;
250;Ciro Immobile;FW;Lazio;30;35.0;34;2849.0;31.7;20.0;6.0;4.0;1.0;4431aed2;Ciro ImmobileFWLazio;112;44;39.3;651.0;897.0;72.6;118.0;14.0;13;31.8;13.0;1.0;12.0;6;20.0;9.0;0.0;57.4;71.0;34.0;37;30;18;32.5;;;;;
251;Riccardo Improta;MF;Benevento;26;34.0;23;2335.0;25.9;1.0;0.0;7.0;0.0;f6dfa5b8;Riccardo ImprotaDFMFBenevento;35;6;17.1;658.0;936.0;70.3;60.0;39.0;23;46.7;23.0;4.0;19.0;28;67.0;47.0;0.0;63.2;35.0;19.0;23;2;77;50.0;;;;;
252;Roberto Inglese;FW;Parma;28;14.0;6;576.0;6.4;0.0;2.0;2.0;0.0;6c1f7328;Roberto IngleseFWParma;8;5;62.5;74.0;116.0;63.8;8.0;5.0;2;18.2;10.0;0.0;10.0;0;5.0;3.0;0.0;53.3;39.0;12.0;14;8;4;50.0;;;;;
253;Lorenzo Insigne;FW;Napoli;29;35.0;33;2865.0;31.8;19.0;8.0;2.0;1.0;2f557579;Lorenzo InsigneFWNapoli;136;40;29.4;1486.0;1872.0;79.4;164.0;26.0;18;18.1;30.0;1.0;29.0;37;63.0;6.0;1.0;61.9;63.0;34.0;9;11;113;28.6;;;;;
254;Roberto Insigne;MF;Benevento;26;30.0;17;1599.0;17.8;2.0;4.0;2.0;0.0;8faf7b3c;Roberto InsigneMFFWBenevento;38;12;31.6;497.0;625.0;79.5;77.0;16.0;10;25.9;10.0;0.0;10.0;7;23.0;9.0;0.0;65.5;37.0;14.0;13;3;47;20.8;;;;;
255;Artur Ioniță;MF;Benevento;29;36.0;34;2835.0;31.5;2.0;0.0;6.0;0.0;cedb3e36;Artur IonițăMFBenevento;23;7;30.4;574.0;754.0;76.1;28.0;47.0;22;27.0;38.0;14.0;24.0;19;66.0;28.0;0.0;68.0;27.0;22.0;59;1;25;41.7;;;;;
256;Ardian Ismajli;DF;Spezia;23;17.0;14;1297.0;14.4;1.0;1.0;3.0;1.0;6b635f5c;Ardian IsmajliDFSpezia;6;1;16.7;639.0;737.0;86.7;9.0;19.0;9;61.5;10.0;7.0;3.0;23;42.0;52.0;1.0;;2.0;2.0;19;0;0;58.8;;;;;
257;Armando Izzo;DF;Torino;28;25.0;24;2004.0;22.3;2.0;0.0;3.0;0.0;89976232;Armando IzzoDFTorino;17;3;17.6;973.0;1207.0;80.6;35.0;30.0;16;39.4;22.0;9.0;13.0;53;83.0;62.0;0.0;66.7;17.0;8.0;43;2;22;56.5;;;;;
258;Mato Jajalo;MF;Udinese;32;1.0;0;34.0;0.4;0.0;0.0;0.0;0.0;8c65eb5f;Mato JajaloMFUdinese;0;0;;23.0;32.0;71.9;0.0;1.0;1;100.0;1.0;0.0;1.0;2;3.0;0.0;0.0;;0.0;0.0;0;0;0;;;;;;
259;Jakub Jankto;MF;Sampdoria;24;35.0;29;2409.0;26.8;6.0;3.0;6.0;0.0;1ea5f91c;Jakub JanktoMFSampdoria;39;10;25.6;621.0;920.0;67.5;62.0;28.0;17;31.4;16.0;1.0;15.0;24;52.0;34.0;0.0;38.5;39.0;34.0;18;7;81;29.0;;;;;
260;Juan Jesus;DF;Roma;29;5.0;0;157.0;1.7;0.0;0.0;0.0;0.0;79083382;Juan JesusDFRoma;0;0;;122.0;133.0;91.7;0.0;3.0;1;50.0;1.0;0.0;1.0;2;5.0;5.0;0.0;100.0;0.0;0.0;4;0;0;50.0;;;;;
261;Hamed Junior Traorè;MF;Sassuolo;20;35.0;20;1789.0;19.9;5.0;2.0;6.0;0.0;570bb4b9;Hamed Junior TraorèMFFWSassuolo;43;14;32.6;637.0;853.0;74.7;75.0;29.0;17;40.0;27.0;3.0;24.0;18;47.0;9.0;0.0;68.4;55.0;26.0;25;3;62;39.4;;;;;
262;Musa Juwara;MF;Bologna;18;5.0;0;46.0;0.5;0.0;0.0;1.0;0.0;7737dee2;Musa JuwaraMFDFBologna;1;1;100.0;21.0;31.0;67.7;1.0;2.0;2;33.3;1.0;0.0;1.0;0;2.0;0.0;0.0;66.7;3.0;2.0;1;0;5;;;;;;
263;Nikola Kalinić;FW;Hellas-Verona;32;19.0;15;1063.0;11.8;2.0;0.0;2.0;0.0;d4931a5a;Nikola KalinićFWHellas Verona;24;7;29.2;157.0;228.0;68.9;17.0;5.0;1;0.0;6.0;0.0;6.0;1;6.0;7.0;0.0;55.6;35.0;13.0;27;10;1;25.0;;;;;
264;Yayah Kallon;FW;Genoa;19;1.0;0;45.0;0.5;0.0;0.0;0.0;0.0;f95f49d2;Yayah KallonFWGenoa;2;1;50.0;7.0;9.0;77.8;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;33.3;0.0;4.0;0;2;1;66.7;;;;;
265;Pierre Kalulu;DF;Milan;20;13.0;7;727.0;8.1;1.0;1.0;1.0;0.0;85f7d1be;Pierre KaluluDFMilan;3;1;33.3;422.0;496.0;85.1;9.0;18.0;14;71.4;9.0;3.0;6.0;19;37.0;20.0;0.0;75.0;4.0;1.0;9;0;17;45.8;;;;;
266;Yann Karamoh;MF;Parma;22;24.0;16;1294.0;14.4;2.0;1.0;3.0;0.0;8b66d9cc;Yann KaramohFWMFParma;22;10;45.5;275.0;364.0;75.5;39.0;27.0;17;35.5;6.0;0.0;6.0;4;31.0;11.0;0.0;69.1;44.0;22.0;14;7;21;38.1;;;;;
267;Isaac Karamoko;DF;Sassuolo;18;1.0;0;1.0;0.0;0.0;0.0;0.0;0.0;4c7919df;Isaac KaramokoDFSassuolo;0;0;;1.0;1.0;100.0;0.0;1.0;0;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;;0.0;1.0;0;0;0;;;;;;
268;Augustus Kargbo;FW;Crotone;20;1.0;0;32.0;0.4;0.0;0.0;0.0;0.0;0c8f27b5;Augustus KargboFWCrotone;0;0;;6.0;8.0;75.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;50.0;5.0;3.0;0;0;1;;;;;;
269;Rick Karsdorp;DF;Roma;25;34.0;28;2544.0;28.3;1.0;6.0;2.0;0.0;9f84febe;Rick KarsdorpDFRoma;13;4;30.8;1070.0;1298.0;82.4;43.0;36.0;23;43.8;18.0;1.0;17.0;30;66.0;32.0;0.0;78.3;19.0;12.0;36;3;55;22.2;;;;;
270;Franck Kessié;MF;Milan;23;37.0;36;3226.0;35.8;13.0;4.0;8.0;0.0;05e19d6a;Franck KessiéMFMilan;36;8;22.2;1781.0;2022.0;88.1;85.0;53.0;30;52.6;47.0;15.0;32.0;46;99.0;51.0;0.0;79.6;53.0;40.0;65;1;13;55.4;;;;;
271;Omar Khailoti;DF;Bologna;18;1.0;0;28.0;0.3;0.0;0.0;0.0;0.0;19d1c41f;Omar KhailotiDFBologna;0;0;;17.0;20.0;85.0;0.0;0.0;0;;2.0;0.0;2.0;1;1.0;0.0;0.0;;0.0;0.0;0;0;1;;;;;;
272;Simon Kjær;DF;Milan;31;28.0;28;2393.0;26.6;0.0;2.0;3.0;0.0;8b8a56ce;Simon KjærDFMilan;16;2;12.5;1303.0;1489.0;87.5;16.0;45.0;26;60.0;42.0;26.0;16.0;42;87.0;125.0;0.0;;10.0;0.0;26;1;3;55.7;;;;;
273;Ragnar Klavan;DF;Cagliari;34;15.0;9;770.0;8.6;0.0;0.0;1.0;0.0;008a6e6d;Ragnar KlavanDFCagliari;6;1;16.7;343.0;402.0;85.3;3.0;15.0;9;63.6;9.0;4.0;5.0;8;23.0;34.0;0.0;;8.0;0.0;8;0;1;46.2;;;;;
274;Justin Kluivert;MF;Roma;21;2.0;0;19.0;0.2;0.0;0.0;0.0;0.0;4c3a6744;Justin KluivertMFRoma;1;0;0.0;4.0;7.0;57.1;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;;1.0;0.0;1;0;1;;;;;;
275;Aleksandr Kokorin;MF;Fiorentina;29;4.0;0;94.0;1.0;0.0;0.0;1.0;0.0;fec5accc;Aleksandr KokorinFWMFFiorentina;0;0;;26.0;31.0;83.9;1.0;1.0;0;0.0;1.0;0.0;1.0;0;1.0;0.0;0.0;;0.0;1.0;1;0;0;0.0;;;;;
276;Aleksandar Kolarov;DF;Internazionale;34;7.0;4;390.0;4.3;0.0;1.0;0.0;0.0;eda40760;Aleksandar KolarovDFInter;6;2;33.3;310.0;366.0;84.7;15.0;4.0;4;50.0;2.0;0.0;2.0;7;11.0;8.0;0.0;0.0;3.0;0.0;3;0;18;64.7;;;;;
277;Márk Kosznovszky;MF;Parma;18;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;185bf610;Márk KosznovszkyMFParma;1;1;100.0;37.0;39.0;94.9;3.0;2.0;2;25.0;2.0;0.0;2.0;1;3.0;1.0;0.0;;0.0;0.0;2;0;0;;;;;;
278;Christian Kouamé;FW;Fiorentina;22;33.0;9;995.0;11.1;1.0;1.0;4.0;0.0;58e933d2;Christian KouaméFWFiorentina;17;6;35.3;234.0;326.0;71.8;19.0;9.0;4;33.3;9.0;1.0;8.0;5;14.0;4.0;0.0;59.3;50.0;24.0;25;5;6;40.4;;;;;
279;Kalidou Koulibaly;DF;Napoli;29;26.0;25;2209.0;24.5;0.0;0.0;10.0;1.0;da974c7b;Kalidou KoulibalyDFNapoli;11;2;18.2;1566.0;1775.0;88.2;17.0;36.0;24;59.4;46.0;26.0;20.0;29;65.0;64.0;2.0;86.4;8.0;6.0;29;0;5;51.9;;;;;
280;Viktor Kovalenko;FW;Atalanta;24;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;9d60028d;Viktor KovalenkoFWAtalanta;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;;1.0;0.0;0;0;0;;;;;;
281;Rade Krunić;DM;Milan;26;25.0;5;723.0;8.0;1.0;2.0;3.0;0.0;817c6964;Rade KrunićMFFWMilan;8;5;62.5;233.0;272.0;85.7;17.0;15.0;12;41.2;12.0;2.0;10.0;10;25.0;9.0;0.0;50.0;11.0;5.0;11;2;3;34.6;;;;Rade Krunić;1.0
282;Juraj Kucka;DM;Parma;33;28.0;28;2334.0;25.9;7.0;2.0;8.0;0.0;5aaef9ef;Juraj KuckaMFFWParma;56;15;26.8;663.0;929.0;71.4;56.0;67.0;36;35.1;25.0;3.0;22.0;28;95.0;25.0;0.0;52.5;48.0;30.0;65;3;15;57.2;;;;Juraj Kucka;1.0
283;Dejan Kulusevski;MF;Juventus;20;35.0;19;1923.0;21.4;4.0;3.0;7.0;0.0;df3cda47;Dejan KulusevskiMFFWJuventus;34;7;20.6;588.0;767.0;76.7;97.0;33.0;19;32.6;22.0;0.0;22.0;9;42.0;2.0;1.0;59.7;66.0;45.0;41;5;59;27.5;;;;;
284;Marash Kumbulla;DF;Roma;20;21.0;14;1363.0;15.1;1.0;0.0;8.0;0.0;a40819d9;Marash KumbullaDFRoma;6;2;33.3;701.0;791.0;88.6;11.0;16.0;11;29.4;12.0;5.0;7.0;24;40.0;38.0;1.0;100.0;7.0;3.0;26;0;1;57.8;;;;;
285;Jasmin Kurtić;DM;Parma;31;34.0;31;2739.0;30.4;4.0;0.0;5.0;0.0;144607cc;Jasmin KurtićMFParma;35;10;28.6;1188.0;1434.0;82.8;62.0;46.0;28;30.0;22.0;2.0;20.0;33;79.0;57.0;1.0;73.7;29.0;14.0;45;3;90;56.3;;;;Jasmin Kurtić;1.0
286;Giorgos Kyriakopoulos;DF;Sassuolo;24;23.0;16;1456.0;16.2;1.0;0.0;3.0;1.0;0a483542;Giorgos KyriakopoulosDFSassuolo;24;13;54.2;827.0;1013.0;81.6;35.0;35.0;18;28.6;16.0;5.0;11.0;15;50.0;42.0;0.0;63.6;23.0;19.0;17;1;64;51.5;;;;;
287;Antonino La Gumina;FW;Sampdoria;24;9.0;4;341.0;3.8;0.0;0.0;0.0;0.0;822a7761;Antonino La GuminaFWSampdoria;11;1;9.1;45.0;67.0;67.2;2.0;3.0;2;0.0;5.0;1.0;4.0;3;6.0;5.0;0.0;83.3;19.0;5.0;5;2;4;33.3;;;;;
288;Sam Lammers;MF;Atalanta;23;15.0;1;291.0;3.2;2.0;0.0;0.0;0.0;c283ddef;Sam LammersFWMFAtalanta;9;4;44.4;96.0;122.0;78.7;13.0;2.0;0;0.0;0.0;0.0;0.0;0;2.0;3.0;0.0;72.2;17.0;13.0;5;2;0;50.0;;;;;
289;Gianluca Lapadula;FW;Benevento;30;37.0;29;2563.0;28.5;8.0;2.0;2.0;0.0;2ead2809;Gianluca LapadulaFWBenevento;75;28;37.3;320.0;470.0;68.1;72.0;22.0;12;24.0;18.0;3.0;15.0;5;27.0;16.0;0.0;72.7;64.0;37.0;48;34;14;27.9;;;;;
290;Danilo Larangeira;DF;Bologna;36;35.0;34;3132.0;34.8;0.0;1.0;8.0;0.0;fed5f993;Danilo LarangeiraDFBologna;16;2;12.5;1414.0;1767.0;80.0;13.0;33.0;24;27.6;58.0;36.0;22.0;51;84.0;127.0;2.0;66.7;9.0;0.0;38;1;2;51.6;;;;;
291;Kevin Lasagna;FW;Udinese;27;17.0;12;1103.0;12.3;2.0;1.0;1.0;0.0;09538fdb;Kevin LasagnaFWUdinese;41;12;29.3;144.0;212.0;67.9;23.0;6.0;1;21.4;11.0;0.0;11.0;6;12.0;7.0;0.0;33.3;30.0;12.0;20;9;17;32.7;;;;;
292;Kevin Lasagna;FW;Hellas-Verona;27;19.0;14;1267.0;14.1;2.0;0.0;0.0;0.0;09538fdb;Kevin LasagnaFWHellas Verona;30;6;20.0;180.0;260.0;69.2;27.0;7.0;3;20.0;12.0;1.0;11.0;1;8.0;11.0;0.0;44.4;51.0;18.0;32;23;4;35.1;;;;;
293;Vincent Laurini;DF;Parma;31;14.0;10;870.0;9.7;0.0;0.0;1.0;0.0;3535098b;Vincent LauriniDFParma;1;0;0.0;400.0;505.0;79.2;9.0;16.0;11;77.8;8.0;4.0;4.0;17;33.0;22.0;1.0;66.7;9.0;1.0;12;0;28;33.3;;;;;
294;Darko Lazović;DM;Hellas-Verona;29;32.0;27;2503.0;27.8;3.0;6.0;3.0;0.0;5128bde4;Darko LazovićDFMFHellas Verona;32;11;34.4;1002.0;1389.0;72.1;66.0;29.0;17;47.6;17.0;7.0;10.0;20;49.0;29.0;0.0;51.3;31.0;16.0;10;10;125;48.6;;;;Darko Lazović;1.0
295;Manuel Lazzari;DF;Lazio;26;32.0;30;2613.0;29.0;2.0;5.0;2.0;1.0;02caf6e0;Manuel LazzariDFLazio;24;6;25.0;924.0;1153.0;80.1;69.0;24.0;14;35.9;22.0;3.0;19.0;18;42.0;28.0;0.0;53.4;41.0;22.0;26;2;114;41.9;;;;;
296;Rafael Leão;FW;Milan;21;30.0;22;1924.0;21.4;6.0;6.0;5.0;0.0;20730eae;Rafael LeãoFWMilan;43;20;46.5;362.0;507.0;71.4;66.0;13.0;6;40.0;17.0;0.0;17.0;4;17.0;14.0;1.0;61.5;53.0;16.0;28;4;32;41.6;;;;;
297;Lucas Leiva;MF;Lazio;33;32.0;30;2131.0;23.7;0.0;0.0;10.0;0.0;4c78b5ed;Lucas LeivaMFLazio;12;3;25.0;1274.0;1484.0;85.8;36.0;68.0;32;34.9;21.0;0.0;21.0;57;125.0;21.0;0.0;64.3;14.0;12.0;47;1;16;52.8;;;;;
298;Lukas Lerager;MF;Genoa;27;16.0;13;1159.0;12.9;0.0;1.0;0.0;0.0;1b82f8df;Lukas LeragerMFGenoa;4;2;50.0;411.0;501.0;82.0;22.0;24.0;13;36.7;13.0;3.0;10.0;14;38.0;25.0;1.0;41.7;22.0;8.0;16;3;7;39.1;;;;;
299;Mehdi Léris;MF;Sampdoria;22;20.0;3;386.0;4.3;0.0;0.0;1.0;0.0;7d3cbc67;Mehdi LérisDFMFSampdoria;2;1;50.0;174.0;233.0;74.7;15.0;11.0;5;37.5;12.0;2.0;10.0;12;23.0;15.0;0.0;42.9;9.0;4.0;13;0;17;46.7;;;;;
300;Karlo Letica;GK;Sampdoria;23;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;4a6914ff;Karlo LeticaGKSampdoria;0;0;;30.0;34.0;88.2;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;2.0;0.0;;0.0;0.0;0;0;0;;100.0;100.0;0.0;;
301;Gaetano Letizia;DF;Benevento;30;24.0;18;1570.0;17.4;3.0;1.0;2.0;0.0;3dd45b70;Gaetano LetiziaDFBenevento;13;7;53.8;670.0;890.0;75.3;39.0;36.0;25;47.2;15.0;3.0;12.0;20;56.0;42.0;1.0;68.4;18.0;12.0;14;0;84;61.9;;;;;
302;Matthijs de Ligt;DF;Juventus;20;27.0;25;2220.0;24.7;1.0;1.0;4.0;0.0;d6e53a3a;Matthijs de LigtDFJuventus;19;6;31.6;1604.0;1739.0;92.2;26.0;37.0;19;64.3;42.0;21.0;21.0;31;68.0;64.0;0.0;85.7;11.0;3.0;40;2;5;65.2;;;;;
303;Karol Linetty;DM;Torino;25;27.0;20;1832.0;20.4;1.0;0.0;5.0;0.0;d023d70f;Karol LinettyMFTorino;7;3;42.9;600.0;733.0;81.9;42.0;38.0;28;35.6;19.0;5.0;14.0;15;53.0;7.0;0.0;60.6;42.0;25.0;31;1;6;36.4;;;;Karol Linetty;1.0
304;Pol Lirola;MF;Fiorentina;22;12.0;4;498.0;5.5;0.0;1.0;3.0;0.0;ff800ed8;Pol LirolaDFFWFiorentina;2;0;0.0;204.0;284.0;71.8;14.0;13.0;8;50.0;6.0;3.0;3.0;6;19.0;9.0;0.0;62.5;6.0;4.0;4;1;22;42.9;;;;;
305;Fernando Llorente;FW;Udinese;35;14.0;8;713.0;7.9;1.0;0.0;2.0;0.0;82dbf623;Fernando LlorenteFWUdinese;11;5;45.5;158.0;222.0;71.2;15.0;4.0;1;40.0;3.0;0.0;3.0;2;6.0;17.0;0.0;75.0;28.0;7.0;21;3;0;62.8;;;;;
306;Fernando Llorente;MF;Napoli;35;3.0;0;52.0;0.6;0.0;0.0;0.0;0.0;82dbf623;Fernando LlorenteFWMFNapoli;2;0;0.0;13.0;22.0;59.1;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;4.0;2.0;3;0;0;83.3;;;;;
307;Stanislav Lobotka;MF;Napoli;25;15.0;0;154.0;1.7;0.0;0.0;2.0;0.0;e1cbb531;Stanislav LobotkaMFNapoli;0;0;;117.0;129.0;90.7;1.0;1.0;1;0.0;1.0;1.0;0.0;0;1.0;1.0;1.0;66.7;0.0;1.0;5;0;0;33.3;;;;;
308;Manuel Locatelli;MF;Sassuolo;22;34.0;32;2883.0;32.0;4.0;2.0;9.0;0.0;a8a874f1;Manuel LocatelliMFSassuolo;39;7;17.9;2440.0;2802.0;87.1;104.0;81.0;47;51.8;35.0;15.0;20.0;51;132.0;65.0;1.0;75.0;45.0;33.0;52;1;41;51.6;;;;;
309;Maxime Lopez;MF;Sassuolo;22;29.0;22;1864.0;20.7;2.0;0.0;7.0;0.0;20094685;Maxime LopezMFSassuolo;10;4;40.0;1567.0;1699.0;92.2;56.0;24.0;13;34.1;9.0;0.0;9.0;16;40.0;10.0;1.0;72.0;16.0;11.0;24;0;38;23.1;;;;;
310;Pau López;GK;Roma;25;21.0;20;1817.0;20.2;0.0;0.0;0.0;0.0;20b9f052;Pau LópezGKRoma;0;0;;533.0;663.0;80.4;0.0;2.0;0;100.0;1.0;0.0;1.0;0;2.0;7.0;4.0;;1.0;0.0;0;0;0;100.0;69.4;20.0;4.0;;
311;Matteo Lovato;DF;Hellas-Verona;20;24.0;14;1386.0;15.4;0.0;0.0;5.0;0.0;5fa57166;Matteo LovatoDFHellas Verona;1;0;0.0;479.0;609.0;78.7;8.0;21.0;12;47.6;20.0;10.0;10.0;37;58.0;48.0;1.0;50.0;14.0;2.0;25;0;2;42.3;;;;;
312;Hirving Lozano;FW;Napoli;25;32.0;23;1965.0;21.8;11.0;3.0;6.0;0.0;a69e4806;Hirving LozanoFWNapoli;59;27;45.8;426.0;620.0;68.7;87.0;29.0;18;27.8;37.0;1.0;36.0;18;47.0;14.0;0.0;41.4;55.0;22.0;33;11;73;39.5;;;;;
313;José Luis Palomino;DF;Atalanta;30;36.0;25;2428.0;27.0;1.0;2.0;3.0;0.0;921f6058;José Luis PalominoDFAtalanta;4;1;25.0;1273.0;1554.0;81.9;16.0;67.0;33;50.0;30.0;16.0;14.0;79;146.0;60.0;2.0;100.0;13.0;5.0;48;2;14;56.7;;;;;
314;Romelu Lukaku;FW;Internazionale;27;36.0;32;2884.0;32.0;24.0;11.0;4.0;0.0;5eae500a;Romelu LukakuFWInter;90;42;46.7;538.0;762.0;70.6;127.0;11.0;1;42.9;11.0;1.0;10.0;3;14.0;34.0;0.0;57.0;93.0;49.0;34;19;19;44.1;;;;;
315;Saša Lukić;DM;Torino;23;32.0;24;2106.0;23.4;3.0;0.0;4.0;0.0;c6e8cf1f;Saša LukićMFTorino;19;7;36.8;632.0;804.0;78.6;60.0;32.0;13;30.0;23.0;5.0;18.0;17;49.0;17.0;0.0;62.2;36.0;21.0;45;1;35;29.5;;;;Saša Lukić;1.0
316;Senad Lulić;DF;Lazio;34;16.0;8;718.0;8.0;0.0;0.0;1.0;0.0;7fd58fe3;Senad LulićDFLazio;6;3;50.0;242.0;346.0;69.9;10.0;14.0;7;46.7;10.0;1.0;9.0;4;18.0;13.0;0.0;55.6;12.0;9.0;13;2;23;69.2;;;;;
317;Sebastiano Luperto;DF;Crotone;23;23.0;22;1879.0;20.9;0.0;0.0;5.0;1.0;997fff07;Sebastiano LupertoDFCrotone;5;1;20.0;836.0;1024.0;81.6;11.0;38.0;20;59.3;17.0;7.0;10.0;27;65.0;74.0;1.0;100.0;11.0;2.0;28;0;1;54.2;;;;;
318;Lyanco;DF;Torino;23;23.0;21;1959.0;21.8;0.0;0.0;8.0;0.0;b5bf1770;LyancoDFTorino;12;3;25.0;1079.0;1263.0;85.4;17.0;21.0;14;57.1;36.0;26.0;10.0;46;67.0;76.0;0.0;90.0;9.0;4.0;24;0;6;60.0;;;;;
319;Charalambos Lykogiannis;DF;Cagliari;26;31.0;29;2418.0;26.9;4.0;2.0;10.0;2.0;5efc5389;Charalambos LykogiannisDFCagliari;28;7;25.0;809.0;1201.0;67.4;33.0;34.0;21;57.9;34.0;13.0;21.0;32;66.0;94.0;0.0;54.2;34.0;9.0;29;2;118;63.3;;;;;
320;Lisandro Magallán;DF;Crotone;26;28.0;25;2181.0;24.2;1.0;2.0;10.0;0.0;01a49bd2;Lisandro MagallánDFCrotone;8;2;25.0;903.0;1109.0;81.4;20.0;54.0;31;40.5;29.0;15.0;14.0;44;98.0;78.0;1.0;77.8;17.0;5.0;65;0;1;62.3;;;;;
321;Christian Maggio;DF;Benevento;38;8.0;2;297.0;3.3;0.0;0.0;2.0;0.0;31d7f557;Christian MaggioDFBenevento;2;0;0.0;106.0;141.0;75.2;1.0;9.0;4;33.3;4.0;1.0;3.0;2;11.0;6.0;0.0;50.0;1.0;2.0;6;0;3;27.3;;;;;
322;Giulio Maggiore;MF;Spezia;22;33.0;26;2214.0;24.6;3.0;1.0;3.0;0.0;957e4c87;Giulio MaggioreMFSpezia;38;14;36.8;565.0;817.0;69.2;35.0;61.0;36;39.6;33.0;6.0;27.0;19;80.0;25.0;1.0;45.0;55.0;14.0;58;4;19;48.4;;;;;
323;Francesco Magnanelli;DM;Sassuolo;35;10.0;7;440.0;4.9;0.0;0.0;2.0;0.0;07767f42;Francesco MagnanelliMFSassuolo;2;0;0.0;361.0;421.0;85.7;8.0;7.0;5;30.0;6.0;2.0;4.0;13;20.0;10.0;0.0;100.0;6.0;0.0;5;0;0;18.8;;;;Francesco Magnanelli;1.0
324;Giangiacomo Magnani;DF;Hellas-Verona;24;25.0;15;1510.0;16.8;0.0;0.0;8.0;0.0;cce9f582;Giangiacomo MagnaniDFHellas Verona;13;2;15.4;459.0;611.0;75.1;5.0;26.0;15;56.3;25.0;16.0;9.0;44;70.0;105.0;1.0;100.0;16.0;1.0;44;0;2;65.5;;;;;
325;Jean-Victor Makengo;MF;Udinese;22;17.0;5;522.0;5.8;0.0;0.0;1.0;0.0;22bfb57e;Jean-Victor MakengoMFUdinese;4;0;0.0;153.0;195.0;78.5;6.0;8.0;7;23.1;7.0;1.0;6.0;5;13.0;7.0;0.0;60.0;14.0;11.0;12;0;5;100.0;;;;;
326;Nikola Maksimović;DF;Napoli;28;17.0;12;1207.0;13.4;0.0;0.0;1.0;0.0;16b9d5cf;Nikola MaksimovićDFNapoli;5;1;20.0;886.0;963.0;92.0;11.0;18.0;9;50.0;15.0;6.0;9.0;21;39.0;49.0;3.0;100.0;5.0;3.0;5;0;2;76.1;;;;;
327;Kévin Malcuit;DF;Fiorentina;29;5.0;2;207.0;2.3;0.0;0.0;0.0;0.0;d6a889ea;Kévin MalcuitDFFiorentina;2;0;0.0;69.0;97.0;71.1;5.0;5.0;3;0.0;5.0;0.0;5.0;3;8.0;6.0;0.0;50.0;3.0;3.0;4;0;10;66.7;;;;;
328;Kévin Malcuit;MF;Napoli;29;2.0;0;33.0;0.4;0.0;0.0;0.0;0.0;d6a889ea;Kévin MalcuitFWMFNapoli;0;0;;20.0;24.0;83.3;0.0;2.0;1;0.0;0.0;0.0;0.0;2;4.0;2.0;0.0;50.0;2.0;0.0;0;0;0;50.0;;;;;
329;Daniel Maldini;FW;Milan;18;5.0;0;29.0;0.3;0.0;0.0;0.0;0.0;801831fe;Daniel MaldiniFWDFMilan;1;1;100.0;13.0;15.0;86.7;3.0;1.0;0;0.0;0.0;0.0;0.0;0;1.0;0.0;0.0;100.0;2.0;0.0;3;0;2;;;;;;
330;Ruslan Malinovskyi;MF;Atalanta;27;36.0;22;1876.0;20.8;8.0;12.0;3.0;0.0;48d5bd33;Ruslan MalinovskyiMFFWAtalanta;66;20;30.3;840.0;1128.0;74.5;133.0;19.0;8;34.8;16.0;1.0;15.0;2;21.0;4.0;0.0;58.0;64.0;47.0;46;1;122;48.3;;;;;
331;Dennis Man;MF;Parma;21;14.0;8;699.0;7.8;2.0;1.0;1.0;0.0;2079b3cc;Dennis ManFWMFParma;19;6;31.6;220.0;262.0;84.0;20.0;12.0;6;28.6;5.0;0.0;5.0;2;14.0;6.0;0.0;72.2;20.0;10.0;6;0;7;46.2;;;;;
332;Gianluca Mancini;DF;Roma;24;33.0;33;2852.0;31.7;4.0;2.0;10.0;0.0;5aa53281;Gianluca ManciniDFRoma;28;11;39.3;1731.0;1967.0;88.0;28.0;50.0;29;58.1;38.0;18.0;20.0;72;122.0;77.0;3.0;78.9;11.0;8.0;67;1;14;62.5;;;;;
333;Rolando Mandragora;MF;Udinese;23;10.0;3;398.0;4.4;0.0;0.0;0.0;0.0;c7259b83;Rolando MandragoraMFUdinese;9;4;44.4;127.0;164.0;77.4;7.0;8.0;5;30.0;10.0;3.0;7.0;6;14.0;5.0;0.0;50.0;5.0;5.0;5;0;6;75.0;;;;;
