;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
1114;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1115;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1116;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1117;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1118;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1119;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1120;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1121;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1122;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1123;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1124;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1125;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1126;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1127;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1128;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1129;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1130;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1131;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;10;4;40.0;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1132;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1133;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1134;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1135;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1136;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1137;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1138;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1139;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1140;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1141;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1142;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1143;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1144;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1145;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1146;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1147;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;174.0;283.0;61.5;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1148;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1149;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1150;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1151;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1152;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1153;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1154;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1155;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;17.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1156;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1157;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1158;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1159;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;12.0;7;14.3;9.0;2.0;7.0;8;20.0;14.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1160;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1161;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;361.0;72.7;8.0;6.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1162;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;20;4;32;42.9;;;;Fabio Depaoli;1.0
1163;Fabio Depaoli;DM;Sampdoria;24;6;1;112;1.2;0;0;1;0;d97f2e8d;0;0;;22.0;36.0;61.1;0.0;3.0;1;0.0;2.0;1.0;1.0;1;4.0;2.0;0.0;52.0;50.0;5.0;0.0;8;0;3;25.0;;;;Fabio Depaoli;1.0
1164;Mattia Destro;FW;Genoa;30;27;21;1744;19.4;9;1;4;0;d7d32194;54;20;37.0;196.0;340.0;57.6;31.0;9.0;4;16.7;14.0;1.0;13.0;2;11.0;16.0;0.0;561.0;42.3;66.0;25.0;40;19;2;36.0;;;;;
1165;Gerard Deulofeu;Milieu;Udinese;27;34;31;2616;29.1;13;5;9;0;39583cfd;77;33;42.9;756.0;1089.0;69.4;149.0;11.0;6;24.1;14.0;0.0;14.0;9;20.0;4.0;0.0;1401.0;42.7;100.0;44.0;25;33;166;10.5;;;;;
1166;Jacopo Dezi;MF;Venezia;29;1;0;16;0.2;0;0;0;0;e921b9db;1;0;0.0;22.0;26.0;84.6;2.0;0.0;0;0.0;0.0;0.0;0.0;1;1.0;0.0;0.0;30.0;50.0;0.0;0.0;0;0;3;100.0;;;;;
1167;Samuel Di Carmine;FW;Hellas-Verona;32;1;0;36;0.4;0;0;1;0;ef94dc2f;1;0;0.0;5.0;5.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;8.0;;2.0;0.0;1;0;0;33.3;;;;;
1168;Federico Di Francesco;Milieu;Empoli;27;26;17;1367;15.2;5;0;2;0;1fca9171;26;8;30.8;249.0;386.0;64.5;41.0;16.0;5;39.1;17.0;1.0;16.0;9;25.0;11.0;0.0;546.0;37.1;39.0;31.0;29;13;38;10.5;;;;;
1169;Giovanni Di Lorenzo;DF;Napoli;27;33;33;2869;31.9;1;4;3;0;230a2fac;19;4;21.1;2008.0;2290.0;87.7;68.0;58.0;36;56.9;28.0;10.0;18.0;38;96.0;46.0;1.0;2547.0;43.5;24.0;26.0;37;8;49;61.1;;;;;
1170;Francesco Di Mariano;FW;Venezia;25;1;1;62;0.7;0;0;0;0;35a2557c;0;0;;11.0;14.0;78.6;1.0;1.0;1;;2.0;1.0;1.0;0;1.0;0.0;0.0;18.0;0.0;0.0;0.0;1;0;1;0.0;;;;;
1171;Francesco Di Tacchio;MF;Salernitana;31;18;14;1255;13.9;0;0;3;0;b5c3ff9f;14;1;7.1;426.0;535.0;79.6;16.0;17.0;7;36.0;16.0;8.0;8.0;22;39.0;25.0;0.0;681.0;60.0;17.0;7.0;24;0;7;46.9;;;;;
1172;Amadou Diawara;DM;Roma;24;4;2;170;1.9;0;0;0;0;bf309d24;1;0;0.0;56.0;71.0;78.9;1.0;7.0;2;33.3;2.0;0.0;2.0;0;7.0;1.0;0.0;82.0;100.0;0.0;0.0;5;0;0;100.0;;;;Amadou Diawara;1.0
1173;Brahim Díaz;MF;Milan;21;31;25;1855;20.6;3;3;4;0;407feb71;30;6;20.0;605.0;721.0;83.9;78.0;23.0;17;36.4;11.0;0.0;11.0;8;31.0;4.0;0.0;938.0;51.1;64.0;39.0;22;4;11;9.1;;;;;
1174;Mitchell Dijks;Milieu;Bologna;28;16;7;694;7.7;0;2;2;0;0a3065c8;4;0;0.0;247.0;338.0;73.1;12.0;15.0;6;41.7;11.0;2.0;9.0;3;18.0;10.0;1.0;418.0;42.9;12.0;4.0;10;0;28;69.2;;;;;
1175;Federico Dimarco;DF;Internazionale;23;32;13;1430;15.9;2;3;1;0;970b8574;38;18;47.4;1000.0;1216.0;82.2;88.0;28.0;15;54.2;6.0;1.0;5.0;19;47.0;19.0;0.0;1345.0;62.5;14.0;10.0;15;2;151;50.0;;;;;
1176;Filippo Distefano;FW;Fiorentina;17;1;0;2;0.0;0;0;0;0;2110f96c;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0;1;0;;;;;;
1177;Koffi Djidji;DF;Torino;28;25;21;1735;19.3;0;0;6;1;933d3b51;10;3;30.0;690.0;836.0;82.5;15.0;48.0;29;77.8;20.0;9.0;11.0;34;82.0;60.0;0.0;1071.0;61.5;15.0;9.0;25;1;17;52.3;;;;;
1178;Berat Djimsiti;DF;Atalanta;28;31;25;2256;25.1;1;1;6;0;6eee05f1;18;3;16.7;1192.0;1435.0;83.1;23.0;43.0;24;63.0;21.0;11.0;10.0;31;74.0;56.0;0.0;1651.0;66.7;18.0;3.0;21;1;11;67.9;;;;;
1179;Nicolás Domínguez;DM;Bologna;23;28;23;2015;22.4;0;3;8;0;20b3a502;21;3;14.3;994.0;1203.0;82.6;61.0;76.0;45;42.1;38.0;9.0;29.0;32;108.0;34.0;1.0;1483.0;41.2;34.0;21.0;26;0;14;52.5;;;;Nicolás Domínguez;1.0
1180;Bartłomiej Drągowski;GK;Fiorentina;23;7;7;556;6.2;0;0;0;1;085e71a7;0;0;;276.0;345.0;80.0;0.0;0.0;0;;0.0;0.0;0.0;1;1.0;5.0;2.0;366.0;;0.0;0.0;1;0;0;;73.1;28.6;3.3;;
1181;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1182;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1183;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1184;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1185;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1186;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1187;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1188;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1189;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1190;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1191;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1192;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1193;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1194;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1195;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1196;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;178.0;261.0;68.2;3.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1197;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1198;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1199;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1200;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1201;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1202;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1203;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
1204;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;5.0;5.0;4;40.0;7.0;3.0;4.0;13;18.0;17.0;0.0;214.0;0.0;3.0;0.0;3;0;0;50.0;;;;;
1205;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;6;1;4;66.7;;;;;
1206;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;340.0;100.0;2.0;4.0;3;0;0;50.0;;;;;
1207;Radu Drăgușin;DF;Sampdoria;19;13;4;620;6.9;0;0;1;0;620922ed;3;0;0.0;131.0;163.0;80.4;3.0;4.0;3;33.3;8.0;4.0;4.0;10;14.0;33.0;0.0;214.0;0.0;3.0;0.0;6;1;4;66.7;;;;;
