;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
3330;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3331;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3332;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3333;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3334;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3335;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3336;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3337;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3338;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3339;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3340;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3341;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3342;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3343;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3344;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3345;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3346;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3347;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3348;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3349;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3350;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3351;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3352;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3353;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3354;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3355;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3356;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3357;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3358;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3359;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3360;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3361;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3362;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3363;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3364;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3365;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3366;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3367;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3368;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3369;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3370;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3371;Dušan Vlahović;FW;Fiorentina;21;21;21;1857;20.6;17;2;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3372;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3373;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3374;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3375;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3376;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3377;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3378;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3379;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3380;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3381;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3382;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3383;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3384;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3385;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3386;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3387;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3388;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3389;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3390;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3391;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3392;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3393;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3394;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3395;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3396;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3397;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3398;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3399;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3400;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3401;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3402;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3403;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;69;27;39.1;154.0;231.0;66.7;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3404;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3405;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3406;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3407;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3408;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3409;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3410;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3411;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3412;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3413;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3414;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3415;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3416;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3417;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3418;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3419;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;270.0;395.0;68.4;29.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3420;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3421;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3422;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3423;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3424;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3425;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
3426;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;19;19;16;54.8;;;;;
3427;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;54.0;0.0;0;0.0;3.0;0.0;3.0;0;0.0;7.0;0.0;382.0;40.7;56.0;28.0;8;12;8;47.5;;;;;
3428;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;19;19;16;54.8;;;;;
3429;Dušan Vlahović;FW;Juventus;21;15;12;1076;12.0;7;1;2;0;79443529;44;19;43.2;154.0;231.0;66.7;29.0;5.0;0;18.2;6.0;2.0;4.0;1;6.0;16.0;0.0;636.0;54.1;82.0;42.0;8;12;8;47.5;;;;;
