;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp%;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;card;opp_Sh;coup_arret;opp_fls;FDD;FDA
1468;2022-03-06;D;0;1;Away;0;49.0;24.8;3-4-3;2.0;19.8;70.0;10.0;16.0;37.200000000000024;7;3;3-4-3;Torino;reste;13.0;0;3;0;3.0;6.0;0.0;23.0;-0.6057692307692307;2.0994450411743646
1469;2022-03-13;D;0;1;Home;1;44.0;24.8;3-4-3;4.0;13.6;75.5;12.0;15.0;-335.15;7;3;3-5-2;Torino;reste;13.0;0;1;0;5.0;14.0;0.0;17.0;-0.8894230769230769;1.9530522735409952
1470;2022-03-18;L;0;0;Away;0;74.0;24.8;3-4-3;3.0;11.1;85.6;12.0;17.0;102.12;5;3;4-5-1;Torino;reste;9.0;0;3;0;4.0;7.0;0.0;13.0;-0.5769230769230769;2.106919083422843
1471;2022-04-02;W;1;1;Away;0;46.0;24.8;3-4-3;4.0;18.4;73.2;20.0;21.0;152.84;15;4;3-4-3;Torino;reste;7.0;1;4;0;6.0;14.0;0.0;15.0;-0.6490384615384615;1.2432420336555676
1472;2022-04-10;D;0;1;Home;1;44.0;24.8;3-4-3;3.0;19.5;72.6;12.0;18.0;-323.55000000000007;8;4;4-5-1;Torino;reste;14.0;0;2;0;2.0;14.0;1.0;6.0;-2.0769230769230766;1.02703186537773
1473;2022-04-16;D;0;1;Away;0;52.0;24.8;3-4-3;3.0;13.1;86.6;11.0;12.0;-41.08000000000001;6;4;4-3-3;Torino;reste;12.0;0;2;0;1.0;10.0;0.0;10.0;-0.5288461538461539;1.6189133548156107
1474;2022-04-23;W;1;1;Home;1;55.0;24.8;3-4-3;5.0;15.6;80.2;12.0;9.0;144.9;7;4;5-4-1;Torino;reste;14.0;1;1;0;2.0;6.0;3.0;13.0;-3.0144230769230766;1.8564939133548157
1475;2022-04-27;D;0;1;Away;0;51.0;24.8;3-4-3;2.0;23.9;78.5;12.0;11.0;-175.35;4;4;3-4-3;Torino;reste;3.0;2;2;0;2.0;15.0;3.0;12.0;-3.7019230769230766;0.6128490870032226
1476;2022-05-01;W;1;1;Away;0;60.0;24.8;3-4-3;1.0;20.9;80.0;10.0;11.0;96.9;4;5;4-4-2;Torino;reste;11.0;2;2;0;6.0;11.0;1.0;14.0;-1.6057692307692308;1.5488050483351234
1477;2022-05-07;L;0;0;Home;1;43.0;24.8;3-4-3;3.0;21.5;77.3;4.0;18.0;-253.83;6;5;4-5-1;Torino;reste;10.0;0;2;0;3.0;10.0;1.0;11.0;-2.4423076923076925;0.9699471894020768
1478;2022-05-14;W;1;1;Away;0;53.0;24.8;3-4-3;5.0;16.7;74.7;10.0;18.0;60.420000000000016;7;5;3-4-3;Torino;reste;11.0;0;2;0;3.0;11.0;0.0;17.0;-1.0432692307692308;1.827783745076978
1479;2022-05-20;L;0;0;Home;1;58.0;24.8;3-4-3;2.0;19.9;83.5;6.0;10.0;-157.85;6;5;3-4-3;Torino;reste;13.0;0;2;0;2.0;12.0;2.0;10.0;-2.9134615384615383;1.4397377372001434
1481;2021-08-22;D;0;1;Home;1;44.0;25.0;3-6-1;5.0;18.3;81.9;8.0;13.0;-500.2;9;8;4-4-2;Udinese;reste;11.0;1;1;0;3.0;10.0;0.0;14.0;-0.8221153846153846;1.4007563551736482
1482;2021-08-27;W;1;1;Home;1;45.0;25.0;3-6-1;10.0;17.3;77.5;13.0;11.0;61.32000000000001;5;8;4-3-3;Udinese;reste;21.0;0;2;0;3.0;11.0;0.0;8.0;-0.375;1.7193206229860367
1483;2021-09-12;W;1;1;Away;0;44.0;25.0;3-5-2;4.0;19.8;81.7;10.0;14.0;63.80000000000001;16;9;4-3-3;Udinese;automne;9.0;0;2;0;1.0;19.0;0.0;12.0;-1.2932692307692308;1.0742257429287503
1484;2021-09-20;L;0;0;Home;1;38.0;25.0;3-5-2;1.0;26.3;85.3;8.0;10.0;-334.93;8;9;4-3-3;Udinese;automne;9.0;0;2;0;1.0;18.0;2.0;11.0;-3.1346153846153846;0.574829931972789
1485;2021-09-23;L;0;0;Away;0;49.0;25.0;3-5-2;2.0;16.8;81.6;13.0;8.0;-238.95;3;9;4-5-1;Udinese;automne;8.0;0;1;0;5.0;12.0;0.0;22.0;-0.25;1.8775062656641603
1486;2021-09-26;L;0;0;Home;1;46.0;25.0;3-5-2;5.0;19.4;83.8;4.0;14.0;-183.5;3;9;4-3-3;Udinese;automne;12.0;0;2;0;3.0;7.0;1.0;11.0;-2.0048076923076925;1.2547216254923022
1487;2021-10-03;D;0;1;Away;0;46.0;25.0;3-5-2;7.0;14.8;76.2;9.0;15.0;13.75;7;10;4-4-2;Udinese;automne;18.0;0;5;0;4.0;11.0;1.0;12.0;-1.9326923076923077;1.9269155030433225
1488;2021-10-17;D;0;1;Home;1;41.0;25.0;3-5-2;2.0;14.9;78.3;7.0;15.0;-43.899999999999984;14;10;3-4-3;Udinese;automne;10.0;0;3;1;7.0;24.0;1.0;11.0;-2.8990384615384617;1.2715941639813821
1489;2021-10-24;D;0;1;Away;0;32.0;25.0;5-4-1;3.0;15.7;71.5;14.0;15.0;-256.45;7;10;3-4-3;Udinese;automne;9.0;0;2;0;2.0;8.0;0.0;15.0;-0.36057692307692313;1.2603831006086645
1490;2021-10-27;D;0;1;Home;1;34.0;25.0;3-4-3;5.0;17.7;65.2;11.0;13.0;-20.679999999999982;3;10;3-4-3;Udinese;automne;16.0;0;1;0;2.0;4.0;1.0;12.0;-1.2163461538461537;1.4434300035803798
1491;2021-10-31;L;0;0;Away;0;34.0;25.0;3-4-3;5.0;19.9;76.0;10.0;11.0;-416.25;4;10;3-5-2;Udinese;automne;9.0;0;2;0;0.0;15.0;0.0;9.0;-0.8557692307692307;0.7061851056211961
1492;2021-11-07;W;1;1;Home;1;37.0;25.0;4-4-2;2.0;22.9;74.0;19.0;14.0;-108.7;7;11;4-3-3;Udinese;automne;13.0;0;3;1;3.0;10.0;0.0;15.0;-0.03846153846153855;1.2307554600787682
1493;2021-11-22;L;0;0;Away;0;49.0;25.0;3-4-3;7.0;18.0;75.1;5.0;17.0;-81.1;15;11;3-4-3;Udinese;automne;18.0;0;3;0;1.0;14.0;0.0;19.0;-1.5528846153846154;2.253781775868242
1494;2021-11-28;D;0;1;Home;1;44.0;25.0;3-4-3;3.0;18.5;74.5;7.0;18.0;21.02000000000001;6;11;3-5-2;Udinese;automne;17.0;0;3;0;4.0;8.0;1.0;11.0;-2.0865384615384617;1.5780522735409952
1495;2021-12-02;D;0;1;Away;0;38.0;25.0;4-4-2;5.0;17.1;78.2;9.0;11.0;-122.18;4;12;4-3-3;Udinese;reste;12.0;0;5;2;4.0;13.0;0.0;11.0;-0.8076923076923077;1.2317176870748296
1496;2021-12-06;L;0;0;Away;0;42.0;25.0;4-4-2;7.0;16.9;78.6;10.0;18.0;15.800000000000011;4;12;4-4-2;Udinese;reste;19.0;0;3;0;4.0;22.0;0.0;12.0;-1.7307692307692308;1.8120972073039745
1497;2021-12-11;D;0;1;Home;1;34.0;25.0;3-5-2;6.0;15.0;70.9;12.0;17.0;-404.65;5;12;4-5-1;Udinese;reste;11.0;0;2;1;2.0;12.0;0.0;10.0;-0.8894230769230769;1.1436851056211959
1499;2021-12-18;W;1;1;Away;0;45.0;25.0;3-5-2;5.0;20.7;78.6;5.0;14.0;7.770000000000009;4;12;3-5-2;Udinese;reste;10.0;0;2;0;5.0;5.0;0.0;12.0;-0.8028846153846154;1.1083512352309348
1500;2022-01-09;L;0;0;Home;1;40.0;25.0;5-4-1;4.0;19.8;76.5;6.0;9.0;-256.45;22;1;3-4-3;Udinese;reste;8.0;0;2;0;2.0;21.0;0.0;12.0;-1.4134615384615383;0.9415503043322593
1501;2022-01-15;L;0;0;Away;0;34.0;25.0;3-5-2;3.0;19.9;77.6;10.0;10.0;-500.2;6;1;4-4-2;Udinese;reste;16.0;0;2;0;1.0;14.0;1.0;13.0;-1.7307692307692308;1.393685105621196
1503;2022-01-22;D;0;1;Away;0;49.0;25.0;3-5-2;0.0;11.9;57.9;6.0;17.0;21.02000000000001;4;1;4-3-3;Udinese;reste;2.0;0;4;0;5.0;10.0;0.0;27.0;-1.2259615384615383;2.0650062656641603
1504;2022-02-06;W;1;1;Home;1;41.0;25.0;3-5-2;2.0;23.6;62.8;9.0;12.0;-81.1;15;2;3-4-3;Udinese;reste;10.0;1;3;0;6.0;5.0;0.0;21.0;-0.3701923076923077;1.4527166129609739
1505;2022-02-13;L;0;0;Away;0;57.0;25.0;3-5-2;6.0;19.1;73.5;14.0;7.0;-20.679999999999982;7;2;3-4-3;Udinese;reste;21.0;0;1;0;3.0;6.0;0.0;17.0;0.26442307692307687;2.4005102040816326
1506;2022-02-20;D;0;1;Home;1;41.0;25.0;3-5-2;2.0;18.5;80.7;7.0;22.0;-122.18;7;2;4-3-3;Udinese;reste;12.0;0;3;0;2.0;10.0;0.0;9.0;-1.4615384615384617;1.087920694593627
1507;2022-02-25;D;0;1;Away;0;38.0;25.0;3-5-2;6.0;14.1;75.2;10.0;17.0;-404.65;5;2;4-5-1;Udinese;reste;11.0;0;4;0;2.0;9.0;0.0;13.0;-0.8557692307692307;1.4472789115646258
1508;2022-03-05;W;1;1;Home;1;43.0;25.0;3-5-2;5.0;15.3;69.3;12.0;20.0;13.75;8;3;4-<NA>-<NA>;Udinese;reste;19.0;0;5;0;2.0;8.0;0.0;14.0;-0.8269230769230769;2.0362737200143215
1509;2022-03-13;D;0;1;Home;1;37.0;25.0;3-5-2;5.0;19.9;74.5;13.0;16.0;-238.95;8;3;3-5-2;Udinese;reste;11.0;0;3;0;2.0;9.0;1.0;12.0;-1.5625;1.0713166845685642
1510;2022-03-19;L;0;0;Away;0;37.0;25.0;3-5-2;3.0;20.5;74.4;6.0;12.0;-334.93;6;3;4-3-3;Udinese;reste;10.0;0;2;1;2.0;20.0;1.0;10.0;-2.5384615384615383;0.8532044396706051
1511;2022-04-03;W;1;1;Home;1;51.0;25.0;3-5-2;11.0;15.0;82.8;10.0;19.0;7.770000000000009;15;4;3-6-1;Udinese;reste;24.0;0;2;0;5.0;6.0;0.0;15.0;-0.7932692307692307;2.5669307196562836
1512;2022-04-10;W;1;1;Away;0;48.0;25.0;3-5-2;4.0;15.3;70.1;9.0;11.0;61.32000000000001;7;4;4-5-1;Udinese;reste;15.0;1;2;0;7.0;9.0;1.0;15.0;-1.5576923076923077;1.9364930182599354
1513;2022-04-16;W;1;1;Home;1;40.0;25.0;3-5-2;5.0;18.3;73.8;16.0;19.0;15.800000000000011;6;4;4-4-2;Udinese;reste;13.0;0;1;0;4.0;14.0;2.0;13.0;-2.831730769230769;1.3930809165771572
1514;2022-04-20;L;0;0;Home;1;54.0;25.0;3-5-2;3.0;18.2;71.9;5.0;20.0;71.74000000000002;4;4;3-5-2;Udinese;reste;12.0;0;3;0;5.0;9.0;1.0;14.0;-2.4278846153846154;1.643796992481203
1515;2022-04-24;D;0;1;Away;0;45.0;25.0;3-5-2;5.0;17.0;77.9;7.0;22.0;-43.899999999999984;4;4;3-5-2;Udinese;reste;17.0;0;2;0;2.0;10.0;2.0;9.0;-3.4615384615384617;1.5471267454350164
1516;2022-04-27;W;1;1;Away;0;28.0;25.0;3-5-2;8.0;13.9;62.9;4.0;22.0;-183.5;3;4;4-3-3;Udinese;reste;17.0;0;4;0;3.0;18.0;1.0;12.0;-3.1923076923076925;1.5945443967060506
1517;2022-05-01;L;0;0;Home;1;48.0;25.0;3-5-2;3.0;19.8;83.4;8.0;12.0;-416.25;4;5;3-5-2;Udinese;reste;7.0;0;2;0;1.0;11.0;0.0;10.0;-0.8221153846153846;0.8944011815252417
1518;2022-05-07;D;0;1;Away;0;41.0;25.0;3-5-2;6.0;14.9;78.7;5.0;18.0;-108.7;6;5;4-3-3;Udinese;reste;13.0;0;2;0;2.0;15.0;1.0;10.0;-2.6778846153846154;1.3965941639813821
1519;2022-05-14;L;0;0;Home;1;61.0;25.0;3-5-2;6.0;14.9;82.8;13.0;19.0;63.80000000000001;7;5;4-5-1;Udinese;reste;17.0;0;3;0;2.0;10.0;0.0;10.0;-0.8125;1.9974713569638385
1520;2022-05-22;W;1;1;Away;0;47.0;25.0;3-5-2;10.0;21.4;81.5;7.0;12.0;71.74000000000002;8;5;3-5-2;Udinese;reste;18.0;0;1;0;1.0;25.0;0.0;11.0;-1.7740384615384617;1.5452246688148945
1522;2021-08-23;D;0;1;Home;1;58.0;25.0;3-4-3;7.0;15.0;77.8;11.0;17.0;56.03;9;8;3-4-3;Cagliari;reste;19.0;1;2;0;3.0;12.0;1.0;15.0;-1.9663461538461537;2.377237737200143
1523;2021-08-29;L;0;0;Away;0;43.0;25.0;3-5-2;2.0;13.2;84.4;4.0;11.0;-412.42000000000013;6;8;4-5-1;Cagliari;reste;7.0;0;5;0;1.0;17.0;2.0;13.0;-3.4423076923076925;1.330916577157179
1524;2021-09-12;L;0;0;Home;1;52.0;25.0;3-5-2;2.0;17.5;80.9;4.0;15.0;13.25;14;9;3-5-2;Cagliari;automne;8.0;1;2;0;3.0;11.0;0.0;15.0;-1.3173076923076923;1.4569235588972433
1525;2021-09-19;D;0;1;Away;0;27.0;25.0;3-5-2;3.0;16.0;65.3;19.0;11.0;-129.95000000000002;7;9;4-3-3;Cagliari;automne;10.0;0;3;1;1.0;28.0;1.0;3.0;-1.9759615384615385;0.4698576799140709
1526;2021-09-22;L;0;0;Home;1;50.0;25.0;3-5-2;1.0;17.0;75.8;9.0;15.0;8.030000000000001;3;9;4-4-2;Cagliari;automne;15.0;0;2;0;1.0;17.0;0.0;13.0;-1.3076923076923077;1.7598460436806302
1527;2021-09-26;L;0;0;Away;0;33.0;25.0;4-5-1;1.0;22.3;77.4;14.0;10.0;-342.7000000000001;4;9;4-3-3;Cagliari;automne;6.0;0;1;0;2.0;16.0;2.0;12.0;-2.5480769230769234;0.5661922663802363
1528;2021-10-01;D;0;1;Home;1;42.0;25.0;3-5-2;3.0;23.7;77.0;9.0;15.0;53.55;5;10;4-4-2;Cagliari;automne;9.0;0;2;0;5.0;11.0;0.0;19.0;-0.9326923076923077;1.2776584317937703
1529;2021-10-17;W;1;1;Home;1;41.0;25.0;4-4-2;5.0;18.6;66.1;4.0;14.0;5.979999999999991;16;10;4-5-1;Cagliari;automne;12.0;0;4;0;2.0;17.0;0.0;18.0;-1.6298076923076923;1.6453186537773004
1530;2021-10-24;L;0;0;Away;0;35.0;25.0;4-4-2;1.0;21.7;74.5;11.0;15.0;-191.27;7;10;4-3-3;Cagliari;automne;3.0;0;2;0;0.0;20.0;3.0;11.0;-4.341346153846154;0.3818922305764414
1531;2021-10-27;L;0;0;Home;1;42.0;25.0;3-5-2;5.0;15.2;73.3;9.0;16.0;-246.72;3;10;4-5-1;Cagliari;automne;7.0;0;3;0;4.0;22.0;1.0;16.0;-2.6826923076923075;1.3988319011815253
1532;2021-11-01;L;0;0;Away;0;43.0;25.0;5-3-2;2.0;23.2;82.3;7.0;9.0;-51.66999999999999;5;11;3-4-3;Cagliari;automne;9.0;0;2;1;3.0;8.0;0.0;11.0;-0.5240384615384616;0.8207124955245257
1533;2021-11-06;L;0;0;Home;1;38.0;25.0;4-4-2;1.0;17.4;73.1;15.0;11.0;-264.22;5;11;3-4-3;Cagliari;automne;7.0;0;1;0;1.0;21.0;1.0;9.0;-1.8461538461538463;0.7789115646258503
1534;2021-11-21;D;0;1;Away;0;41.0;25.0;4-5-1;3.0;16.4;75.0;8.0;10.0;-116.47;15;11;4-3-3;Cagliari;automne;10.0;1;2;0;1.0;19.0;2.0;13.0;-3.1971153846153846;1.3200635517364843
1535;2021-11-26;D;0;1;Home;1;57.0;25.0;3-5-2;3.0;15.8;78.9;6.0;13.0;63.97;5;11;4-4-2;Cagliari;automne;19.0;0;3;0;1.0;8.0;0.0;10.0;-0.8509615384615384;2.006377551020408
1536;2021-11-30;D;0;1;Away;0;31.0;25.0;3-5-2;4.0;21.1;58.2;10.0;12.0;-28.449999999999992;4;11;3-4-3;Cagliari;automne;12.0;0;2;0;3.0;15.0;1.0;15.0;-1.9182692307692308;1.154829036877909
1537;2021-12-06;D;0;1;Home;1;49.0;25.0;3-5-2;2.0;15.3;66.0;9.0;12.0;-88.87;6;12;3-4-3;Cagliari;reste;15.0;0;2;0;4.0;8.0;0.0;24.0;-0.5576923076923077;2.5165368779090582
1538;2021-12-12;L;0;0;Away;0;25.0;25.0;3-5-2;2.0;18.4;73.0;8.0;13.0;-424.02;6;12;3-5-2;Cagliari;reste;5.0;0;2;0;1.0;23.0;0.0;9.0;-1.6346153846153846;0.37482098102398875
1540;2021-12-18;L;0;0;Home;1;55.0;25.0;3-5-2;2.0;18.4;80.8;12.0;12.0;-7.770000000000009;3;12;3-5-2;Cagliari;reste;5.0;0;4;1;2.0;10.0;1.0;14.0;-1.4519230769230769;1.213636770497673
1541;2021-12-21;L;0;0;Away;0;37.0;25.0;5-3-2;1.0;11.4;73.5;10.0;12.0;-507.97;3;12;4-3-3;Cagliari;reste;6.0;0;3;0;0.0;15.0;0.0;16.0;-0.9182692307692307;1.442490153956319
1542;2022-01-06;W;1;1;Away;0;51.0;25.0;3-5-2;7.0;15.4;76.3;6.0;17.0;5.979999999999991;16;1;4-4-2;Cagliari;reste;15.0;0;3;0;2.0;4.0;0.0;12.0;-0.8509615384615384;1.7965225563909777
1543;2022-01-11;W;1;1;Home;1;52.0;25.0;3-5-2;4.0;16.5;73.1;17.0;12.0;-51.66999999999999;5;1;3-5-2;Cagliari;reste;13.0;0;3;0;2.0;9.0;2.0;15.0;-2.0048076923076925;1.8204439670605086
1544;2022-01-16;L;0;0;Away;0;43.0;25.0;3-5-2;2.0;18.6;72.3;12.0;18.0;-246.72;5;1;4-5-1;Cagliari;reste;8.0;0;4;0;3.0;14.0;1.0;13.0;-2.0769230769230766;1.117906373075546
1546;2022-01-23;D;0;1;Home;1;41.0;25.0;3-5-2;1.0;14.4;65.0;9.0;21.0;-191.27;4;1;4-3-3;Cagliari;reste;11.0;0;3;0;4.0;15.0;0.0;16.0;-1.5576923076923077;1.6721043680630148
1547;2022-02-06;W;1;1;Away;0;39.0;25.0;3-5-2;4.0;17.7;74.0;12.0;14.0;-264.22;14;2;4-5-1;Cagliari;reste;7.0;0;5;0;2.0;10.0;1.0;13.0;-1.5769230769230769;1.0311493018259936
1548;2022-02-13;D;0;1;Away;0;54.0;25.0;3-5-2;4.0;18.5;71.3;11.0;14.0;8.030000000000001;7;2;4-4-2;Cagliari;reste;17.0;0;2;0;1.0;15.0;0.0;15.0;-0.9663461538461539;2.0034908700322234
1549;2022-02-21;D;0;1;Home;1;47.0;25.0;3-5-2;5.0;12.7;69.2;11.0;17.0;-342.7000000000001;8;2;3-4-3;Cagliari;reste;13.0;0;1;0;2.0;7.0;1.0;22.0;-1.6538461538461537;2.3641022198353028
1550;2022-02-27;W;1;1;Away;0;44.0;25.0;3-5-2;5.0;12.9;57.3;9.0;20.0;-88.87;6;2;3-4-3;Cagliari;reste;11.0;0;4;0;2.0;15.0;2.0;16.0;-3.4951923076923075;1.8012665592552808
1551;2022-03-05;L;0;0;Home;1;45.0;25.0;3-5-2;3.0;20.1;73.9;23.0;10.0;-129.95000000000002;6;3;4-3-3;Cagliari;reste;16.0;0;3;0;3.0;12.0;1.0;13.0;-0.6057692307692308;1.576463480128894
1552;2022-03-12;L;0;0;Away;0;57.0;25.0;3-5-2;1.0;20.0;70.5;14.0;18.0;56.03;7;3;4-3-3;Cagliari;reste;11.0;0;4;0;1.0;11.0;0.0;10.0;-0.7355769230769231;1.2920918367346939
1553;2022-03-19;L;0;0;Home;1;42.0;25.0;3-5-2;1.0;16.4;65.8;16.0;13.0;-412.42000000000013;7;3;4-5-1;Cagliari;reste;13.0;0;1;0;0.0;21.0;0.0;14.0;-0.8942307692307692;1.5876074113856071
1554;2022-04-03;L;0;0;Away;0;49.0;25.0;3-6-1;3.0;19.0;76.9;13.0;15.0;-7.770000000000009;15;4;3-5-2;Cagliari;reste;6.0;0;4;1;2.0;24.0;0.0;19.0;-1.4375;1.4527613677049769
1555;2022-04-09;L;0;0;Home;1;40.0;25.0;3-5-2;1.0;24.9;67.4;8.0;19.0;-507.97;6;4;4-4-2;Cagliari;reste;4.0;0;1;0;0.0;20.0;1.0;10.0;-2.8221153846153846;0.3063462226996063
1556;2022-04-16;W;1;1;Home;1;37.0;25.0;3-5-2;8.0;18.0;64.1;15.0;16.0;-116.47;7;4;4-5-1;Cagliari;reste;16.0;0;2;0;2.0;8.0;0.0;11.0;-0.34615384615384626;1.4182554600787682
1557;2022-04-24;L;0;0;Away;0;45.0;25.0;3-5-2;1.0;16.8;51.4;16.0;18.0;13.25;8;4;4-5-1;Cagliari;reste;11.0;0;2;0;3.0;13.0;0.0;21.0;-0.7067307692307692;1.9323308270676693
1558;2022-04-30;L;0;0;Home;1;59.0;25.0;3-5-2;5.0;16.8;72.1;5.0;16.0;-28.449999999999992;6;4;3-4-3;Cagliari;reste;14.0;0;2;0;4.0;13.0;2.0;17.0;-3.4278846153846154;2.1154448621553885
1559;2022-05-08;D;0;1;Away;0;52.0;25.0;3-5-2;3.0;15.9;76.4;6.0;17.0;63.97;8;5;3-6-1;Cagliari;reste;9.0;0;2;1;6.0;12.0;1.0;12.0;-2.3509615384615383;1.413556211958468
1560;2022-05-15;L;0;0;Home;1;38.0;25.0;4-4-2;2.0;19.6;76.9;9.0;12.0;-424.02;7;5;3-5-2;Cagliari;reste;10.0;0;0;0;2.0;17.0;0.0;15.0;-1.1201923076923077;1.2291666666666665
1561;2022-05-22;D;0;1;Away;0;56.0;25.0;3-5-2;7.0;17.0;78.3;6.0;19.0;53.55;7;5;3-5-2;Cagliari;reste;31.0;0;3;0;0.0;7.0;0.0;6.0;-1.1634615384615383;2.427609201575367
1563;2021-08-21;L;0;0;Away;0;40.0;26.1;3-5-2;4.0;20.7;84.5;15.0;7.0;-437.27;8;8;3-6-1;Genoa;reste;10.0;0;2;0;1.0;16.0;0.0;18.0;-0.28365384615384626;1.3956319369853205
1564;2021-08-29;L;0;0;Home;1;39.0;26.1;3-5-2;3.0;15.2;76.1;19.0;17.0;-355.9500000000001;8;8;4-3-3;Genoa;reste;6.0;0;2;0;3.0;13.0;1.0;15.0;-1.4134615384615385;1.2212003222341568
1565;2021-09-12;W;1;1;Away;0;48.0;26.1;3-5-2;3.0;18.2;80.7;6.0;15.0;-13.25;14;9;3-5-2;Genoa;automne;11.0;0;3;0;2.0;8.0;1.0;15.0;-1.9759615384615383;1.5385338345864663
1566;2021-09-18;L;0;0;Home;1;36.0;26.1;4-5-1;2.0;25.8;78.5;12.0;13.0;-204.52;6;9;4-3-3;Genoa;automne;8.0;1;4;0;4.0;16.0;1.0;16.0;-1.8894230769230769;0.8152524167561763
1567;2021-09-21;D;0;1;Away;0;40.0;26.1;4-5-1;5.0;19.9;73.5;7.0;15.0;-64.91999999999999;3;9;4-5-1;Genoa;automne;10.0;1;4;0;3.0;16.0;2.0;14.0;-3.3990384615384617;1.1864482635159328
1568;2021-09-25;D;0;1;Home;1;49.0;26.1;4-5-1;2.0;22.7;74.1;14.0;13.0;-41.69999999999999;4;9;3-4-3;Genoa;automne;9.0;1;3;0;1.0;12.0;2.0;13.0;-2.4855769230769234;1.0764858575008953
1569;2021-10-02;L;0;0;Away;0;51.0;26.1;3-5-2;3.0;17.1;77.0;11.0;17.0;50.72;7;10;4-<NA>-<NA>;Genoa;automne;18.0;0;2;0;2.0;10.0;0.0;15.0;-0.8413461538461539;2.0847878625134264
1570;2021-10-17;D;0;1;Home;1;43.0;26.1;3-5-2;4.0;15.3;72.7;11.0;11.0;-129.72;15;10;4-5-1;Genoa;automne;19.0;0;3;0;4.0;15.0;0.0;18.0;-0.7788461538461539;2.2862737200143215
1571;2021-10-22;L;0;0;Away;0;42.0;26.1;4-5-1;4.0;17.0;63.6;7.0;19.0;-102.12;5;10;3-4-3;Genoa;automne;14.0;0;3;0;2.0;17.0;1.0;20.0;-2.7115384615384617;1.9944951664876478
1572;2021-10-26;D;0;1;Away;0;52.0;26.1;4-5-1;1.0;21.7;72.8;10.0;16.0;42.78;4;10;4-5-1;Genoa;automne;8.0;1;4;0;2.0;13.0;1.0;12.0;-2.043269230769231;1.0551378446115292
1573;2021-10-31;D;0;1;Home;1;63.0;26.1;4-4-2;4.0;22.0;74.3;9.0;14.0;40.3;5;10;4-3-3;Genoa;automne;19.0;0;1;0;3.0;6.0;0.0;13.0;-0.5576923076923077;1.9828141783029005
1574;2021-11-05;D;0;1;Away;0;47.0;26.1;3-5-2;6.0;19.4;72.9;20.0;21.0;-5.219999999999999;5;11;4-4-2;Genoa;automne;14.0;1;4;0;0.0;10.0;0.0;8.0;-0.39903846153846145;1.209765485141425
1575;2021-11-21;L;0;0;Home;1;41.0;26.1;3-5-2;1.0;16.0;81.7;13.0;13.0;-259.97;16;11;3-5-2;Genoa;automne;1.0;0;3;0;2.0;19.0;0.0;13.0;-1.0;0.7779717150017903
1576;2021-11-28;D;0;1;Away;0;56.0;26.1;3-5-2;2.0;23.2;80.5;8.0;11.0;-21.02000000000001;7;11;3-4-3;Genoa;automne;8.0;0;4;0;3.0;17.0;0.0;18.0;-1.1346153846153846;1.423782670963122
1577;2021-12-01;L;0;0;Home;1;42.0;26.1;3-5-2;3.0;23.4;82.3;16.0;11.0;-425.67000000000013;3;12;4-5-1;Genoa;reste;10.0;0;2;0;1.0;18.0;1.0;16.0;-1.5817307692307692;1.16796455424275
1579;2021-12-10;L;0;0;Home;1;53.0;26.1;3-5-2;2.0;16.6;72.5;14.0;15.0;-7.270000000000009;5;12;4-4-2;Genoa;reste;12.0;0;2;0;2.0;14.0;0.0;17.0;-0.7355769230769231;1.8953857858933043
1581;2021-12-17;L;0;0;Away;0;45.0;26.1;3-5-2;2.0;18.3;83.8;15.0;8.0;-143.20000000000005;3;12;4-3-3;Genoa;reste;4.0;0;3;0;0.0;11.0;0.0;9.0;-0.033653846153846256;0.6683002148227712
1582;2021-12-21;D;0;1;Home;1;33.0;26.1;3-5-2;0.0;17.4;56.6;19.0;13.0;-277.47;4;12;3-4-3;Genoa;reste;1.0;0;2;0;1.0;17.0;0.0;15.0;-0.41346153846153855;0.6911922663802365
1583;2022-01-06;D;0;1;Away;0;26.0;26.1;3-5-2;1.0;14.2;67.3;20.0;11.0;-129.72;16;1;4-5-1;Genoa;reste;4.0;0;0;0;3.0;28.0;0.0;8.0;-0.8990384615384615;0.4816505549588258
1584;2022-01-09;L;0;0;Home;1;53.0;26.1;3-5-2;2.0;17.3;79.1;6.0;17.0;42.78;3;1;4-3-3;Genoa;reste;15.0;0;3;0;3.0;17.0;0.0;15.0;-1.6634615384615383;1.9221715001790187
1586;2022-01-17;L;0;0;Away;0;27.0;26.1;4-4-2;0.0;32.2;74.1;14.0;11.0;-204.52;4;1;4-3-3;Genoa;reste;3.0;0;3;0;1.0;21.0;2.0;10.0;-2.9230769230769234;-0.3566729323308271
1587;2022-01-22;D;0;1;Home;1;51.0;26.1;4-3-3;3.0;13.5;57.3;7.0;27.0;-21.02000000000001;5;1;3-5-2;Genoa;reste;10.0;0;4;1;4.0;2.0;0.0;17.0;-1.2740384615384617;1.8934613319011817
1588;2022-02-05;D;0;1;Away;0;38.0;26.1;4-5-1;3.0;15.6;56.0;11.0;23.0;-259.97;14;2;3-5-2;Genoa;reste;10.0;0;2;1;4.0;23.0;2.0;8.0;-4.028846153846154;0.9957482993197279
