;Result;Date;Venue;Poss;age;Formation;SoT;Dist;Cmp%;Int;Fls;value;opp_Formation;opp_value;Mois
224;W;2021-10-02;Away;45.0;27.2;3-5-2;2.0;16.5;78.6;9.0;19.0;558.55;;;10
225;L;2021-10-16;Away;48.0;27.2;3-5-1-1;3.0;18.7;84.6;9.0;12.0;558.55;;;10
226;W;2021-10-19;Home;70.0;27.2;3-5-2;8.0;16.1;86.8;10.0;9.0;558.55;;;10
227;D;2021-10-24;Home;49.0;27.2;3-5-2;2.0;18.8;79.5;9.0;14.0;558.55;;;10
228;W;2021-10-27;Away;69.0;27.2;3-5-2;9.0;16.5;87.8;9.0;15.0;558.55;;;10
229;W;2021-10-31;Home;66.0;27.2;3-5-2;5.0;17.9;86.9;5.0;9.0;558.55;;;10
230;W;2021-11-03;Away;65.0;27.2;3-5-2;8.0;14.8;87.7;5.0;11.0;558.55;;;11
231;D;2021-11-07;Away;50.0;27.2;3-5-2;0.0;21.5;77.6;9.0;11.0;558.55;;;11
232;W;2021-11-21;Home;45.0;27.2;3-5-2;6.0;17.1;80.1;8.0;15.0;558.55;;;11
233;W;2021-11-24;Home;43.0;27.2;3-5-2;9.0;15.2;81.7;13.0;10.0;558.55;;;11
234;W;2021-11-27;Away;56.0;27.2;3-5-2;10.0;17.3;87.9;9.0;4.0;558.55;;;11
235;W;2021-12-01;Home;63.0;27.2;3-5-2;10.0;19.2;88.5;11.0;18.0;558.55;;;12
236;W;2021-12-04;Away;66.0;27.2;3-5-2;4.0;16.5;91.4;9.0;6.0;558.55;;;12
237;L;2021-12-07;Away;50.0;27.2;3-5-2;3.0;16.7;88.0;11.0;10.0;558.55;;;12
238;W;2021-12-12;Home;75.0;27.2;3-5-2;14.0;17.5;89.0;10.0;9.0;558.55;;;12
239;W;2021-12-17;Away;65.0;27.2;3-5-2;8.0;13.2;87.4;10.0;10.0;558.55;;;12
240;W;2021-12-22;Home;54.0;27.2;3-5-2;3.0;19.8;76.8;9.0;11.0;558.55;;;12
241;W;2022-01-09;Home;60.0;27.2;3-5-2;5.0;18.0;86.8;10.0;11.0;558.55;;;01
242;W;2022-01-12;Home;63.0;27.2;3-5-2;6.0;;;5.0;17.0;558.55;;;01
243;D;2022-01-16;Away;63.0;27.2;3-5-2;3.0;14.1;84.2;9.0;10.0;558.55;;;01
244;W;2022-01-19;Home;57.0;27.2;3-5-2;11.0;;;14.0;17.0;558.55;;;01
245;W;2022-01-22;Home;70.0;27.2;3-5-2;12.0;17.1;84.6;4.0;13.0;558.55;;;01
246;L;2022-02-05;Home;46.0;27.2;3-5-2;5.0;17.5;79.2;8.0;20.0;558.55;;;02
247;W;2022-02-08;Home;58.0;27.2;3-5-2;5.0;;;7.0;11.0;558.55;;;02
248;D;2022-02-12;Away;52.0;27.2;3-5-2;2.0;13.8;86.6;15.0;14.0;558.55;;;02
249;L;2022-02-16;Home;46.0;27.2;3-5-2;0.0;16.6;75.9;15.0;10.0;558.55;;;02
250;L;2022-02-20;Home;59.0;27.2;3-5-2;8.0;15.0;84.0;6.0;12.0;558.55;;;02
251;D;2022-02-25;Away;72.0;27.2;3-5-2;4.0;14.9;79.2;10.0;9.0;558.55;;;02
252;D;2022-03-01;Away;51.0;27.2;3-5-2;2.0;;;10.0;15.0;558.55;;;03
253;W;2022-03-04;Home;60.0;27.2;3-5-2;12.0;12.9;85.8;9.0;11.0;558.55;;;03
254;W;2022-03-08;Away;38.0;27.2;3-5-2;3.0;20.4;76.7;7.0;9.0;558.55;;;03
255;D;2022-03-13;Away;56.0;27.2;3-5-2;7.0;14.6;76.1;10.0;17.0;558.55;;;03
256;D;2022-03-19;Home;51.0;27.2;3-5-2;5.0;15.3;82.4;8.0;14.0;558.55;;;03
257;W;2022-04-03;Away;46.0;27.2;3-5-2;0.0;23.0;82.8;10.0;19.0;558.55;;;04
258;W;2022-04-09;Home;48.0;27.2;3-5-2;6.0;15.1;72.1;12.0;10.0;558.55;;;04
259;W;2022-04-15;Away;67.0;27.2;3-5-2;7.0;15.9;83.3;8.0;11.0;558.55;;;04
260;W;2022-04-19;Home;48.0;27.2;3-5-2;4.0;;;7.0;18.0;558.55;;;04
261;W;2022-04-23;Home;45.0;27.2;3-5-2;8.0;14.6;83.2;12.0;11.0;558.55;;;04
262;L;2022-04-27;Away;59.0;27.2;3-5-2;6.0;16.2;84.9;6.0;9.0;558.55;;;04
263;W;2022-05-01;Away;52.0;27.2;3-5-2;5.0;12.4;85.1;3.0;10.0;558.55;;;05
264;W;2022-05-06;Home;64.0;27.2;3-5-2;10.0;13.4;86.6;9.0;10.0;558.55;;;05
265;W;2022-05-11;Away;59.0;27.2;3-5-2;8.0;;;9.0;22.0;558.55;;;05
266;W;2022-05-15;Away;62.0;27.2;3-5-2;7.0;14.1;87.7;12.0;15.0;558.55;;;05
267;W;2022-05-22;Home;58.0;27.2;3-5-2;11.0;15.7;90.4;9.0;6.0;558.55;;;05
268;D;2021-08-22;Away;56.0;25.0;4-4-2;3.0;16.3;85.6;13.0;14.0;642.5;3-5-1-1;142.3;08
269;L;2021-08-28;Home;54.0;25.0;4-3-1-2;5.0;17.1;79.5;11.0;10.0;642.5;4-3-1-2;126.5;08
270;L;2021-09-11;Away;33.0;25.0;4-3-3;4.0;14.5;79.9;4.0;16.0;642.5;4-3-3;477.23;09
271;W;2021-09-14;Away;60.0;25.0;4-4-2;7.0;16.7;87.1;11.0;11.0;642.5;;;09
272;D;2021-09-19;Home;44.0;25.0;4-4-2;4.0;15.9;82.3;7.0;13.0;642.5;4-2-3-1;546.95;09
273;W;2021-09-22;Away;60.0;25.0;4-4-2;9.0;18.1;83.4;6.0;10.0;642.5;4-2-3-1;78.5;09
274;W;2021-09-26;Home;50.0;25.0;4-4-2;5.0;18.7;79.4;12.0;22.0;642.5;4-4-2;128.55;09
275;W;2021-09-29;Home;28.0;25.0;4-3-3;1.0;16.4;73.3;13.0;8.0;642.5;;;09
276;W;2021-10-02;Away;52.0;25.0;4-4-2;3.0;18.0;78.6;7.0;14.0;642.5;3-4-3;223.4;10
277;W;2021-10-17;Home;47.0;25.0;4-4-2;2.0;13.1;84.0;7.0;18.0;642.5;4-2-3-1;381.25;10
278;W;2021-10-20;Away;58.0;25.0;4-3-3;2.0;18.7;85.0;7.0;10.0;642.5;;;10
279;D;2021-10-24;Away;51.0;25.0;4-4-2;3.0;21.6;83.2;8.0;15.0;642.5;;;10
280;L;2021-10-27;Home;57.0;25.0;4-4-2;2.0;15.5;83.9;4.0;21.0;642.5;4-3-3;251.0;10
281;L;2021-10-30;Away;55.0;25.0;4-4-2;4.0;18.8;79.6;9.0;8.0;642.5;;;10
282;W;2021-11-02;Home;58.0;25.0;4-4-2;9.0;17.7;87.0;13.0;12.0;642.5;;;11
283;W;2021-11-06;Home;50.0;25.0;4-4-2;3.0;16.0;80.4;8.0;15.0;642.5;4-3-3;325.8;11
284;W;2021-11-20;Away;42.0;25.0;3-1-4-2;3.0;16.3;84.7;12.0;15.0;642.5;4-3-3;264.48;11
285;L;2021-11-23;Away;46.0;25.0;4-4-2;1.0;21.9;81.8;11.0;13.0;642.5;;;11
286;L;2021-11-27;Home;59.0;25.0;4-4-2;2.0;18.4;83.5;12.0;13.0;642.5;3-4-3;398.75;11
287;W;2021-11-30;Away;73.0;25.0;4-2-3-1;7.0;20.2;91.1;7.0;9.0;642.5;5-3-2;70.56;11
288;W;2021-12-05;Home;70.0;25.0;4-2-3-1;12.0;18.4;89.5;7.0;15.0;642.5;3-5-2;121.28;12
289;W;2021-12-08;Home;58.0;25.0;4-2-3-1;7.0;15.5;84.7;10.0;6.0;642.5;;;12
290;D;2021-12-11;Away;60.0;25.0;4-2-3-1;6.0;17.3;83.3;10.0;10.0;642.5;4-3-1-2;80.98;12
291;W;2021-12-18;Away;43.0;25.0;4-3-3;7.0;17.4;77.1;9.0;19.0;642.5;3-1-4-2;186.2;12
292;W;2021-12-21;Home;63.0;25.0;4-3-3;4.0;13.3;84.3;3.0;16.0;642.5;5-3-2;134.53;12
293;D;2022-01-06;Home;44.0;25.0;4-3-3;5.0;18.3;84.8;15.0;8.0;642.5;4-2-3-1;477.23;01
294;W;2022-01-09;Away;47.0;25.0;4-4-1-1;5.0;21.4;83.1;11.0;12.0;642.5;4-2-3-1;381.25;01
295;L;2022-01-12;Away;37.0;25.0;4-4-1-1;2.0;;;15.0;17.0;642.5;;;01
296;W;2022-01-15;Home;66.0;25.0;4-4-2;4.0;19.1;86.5;14.0;13.0;642.5;3-5-2;142.3;01
297;W;2022-01-18;Home;63.0;25.0;4-4-1-1;15.0;;;9.0;15.0;642.5;3-1-4-2;128.55;01
298;D;2022-01-23;Away;53.0;25.0;4-4-2;0.0;17.5;83.4;12.0;19.0;642.5;4-2-3-1;546.95;01
299;W;2022-02-06;Home;47.0;25.0;4-3-3;8.0;18.3;77.1;16.0;11.0;642.5;;;02
300;W;2022-02-10;Home;45.0;25.0;4-2-3-1;10.0;;;8.0;6.0;642.5;4-2-3-1;251.0;02
301;D;2022-02-13;Away;48.0;25.0;4-3-3;6.0;18.2;78.1;11.0;9.0;642.5;3-4-1-2;398.75;02
302;D;2022-02-18;Home;46.0;25.0;4-3-2-1;3.0;17.8;76.5;5.0;16.0;642.5;3-4-3;223.4;02
303;D;2022-02-22;Away;46.0;25.0;3-5-2;2.0;17.7;82.1;18.0;12.0;642.5;;;02
304;W;2022-02-26;Away;47.0;25.0;4-4-2;5.0;14.0;80.1;9.0;8.0;642.5;4-3-1-2;126.5;02
305;W;2022-03-02;Away;45.0;25.0;3-5-2;1.0;;;5.0;13.0;642.5;4-3-3;325.8;03
306;W;2022-03-06;Home;56.0;25.0;4-4-2;3.0;16.1;86.9;7.0;14.0;642.5;4-2-3-1;78.5;03
307;W;2022-03-12;Away;51.0;25.0;4-4-2;2.0;14.8;87.5;5.0;15.0;642.5;4-1-2-1-2◆;128.55;03
308;L;2022-03-16;Home;58.0;25.0;3-5-2;5.0;17.8;87.2;10.0;6.0;642.5;;;03
309;W;2022-03-20;Home;57.0;25.0;4-4-2;7.0;11.8;85.1;7.0;10.0;642.5;4-2-3-1;70.56;03
310;L;2022-04-03;Home;54.0;25.0;4-2-3-1;5.0;18.8;81.5;5.0;9.0;642.5;;;04
311;W;2022-04-09;Away;60.0;25.0;4-4-2;6.0;19.2;79.3;9.0;10.0;642.5;3-5-2;134.53;04
312;D;2022-04-16;Home;51.0;25.0;4-3-3;4.0;17.2;82.3;6.0;11.0;642.5;3-5-2;186.2;04
313;W;2022-04-20;Home;32.0;25.0;4-4-2;3.0;;;15.0;13.0;642.5;4-3-3;325.8;04
314;W;2022-04-25;Away;37.0;25.0;4-4-2;5.0;20.4;81.1;10.0;8.0;642.5;4-2-3-1;251.0;04
315;W;2022-05-01;Home;50.0;25.0;3-5-2;4.0;16.2;82.6;7.0;17.0;642.5;3-4-3;80.98;05
316;L;2022-05-06;Away;54.0;25.0;4-3-3;4.0;17.2;80.6;8.0;15.0;642.5;4-2-3-1;121.28;05
317;L;2022-05-11;Home;41.0;25.0;4-4-2;8.0;;;15.0;12.0;642.5;;;05
318;D;2022-05-16;Home;37.0;25.0;4-2-3-1;2.0;12.9;84.9;10.0;16.0;642.5;4-3-3;264.48;05
319;L;2022-05-21;Away;34.0;25.0;3-5-2;0.0;16.4;81.3;9.0;14.0;642.5;4-3-3;325.8;05
320;W;2021-08-21;Away;54.0;27.2;4-3-3;3.0;14.5;86.1;15.0;10.0;264.48;4-1-2-1-2◆;126.5;08
321;W;2021-08-28;Home;61.0;27.2;4-3-3;9.0;19.2;90.1;7.0;12.0;264.48;3-4-3;78.5;08
322;L;2021-09-12;Away;53.0;27.2;4-3-3;5.0;19.8;84.6;10.0;18.0;264.48;4-2-3-1;546.95;09
323;L;2021-09-16;Away;47.0;27.2;4-3-3;4.0;25.0;85.0;12.0;9.0;264.48;;;09
324;D;2021-09-19;Home;73.0;27.2;4-3-3;10.0;17.0;85.7;7.0;3.0;264.48;3-5-2;134.53;09
325;D;2021-09-23;Away;55.0;27.2;4-3-3;1.0;30.3;75.5;10.0;9.0;264.48;3-4-3;223.4;09
326;W;2021-09-26;Home;49.0;27.2;4-3-3;4.0;12.6;85.0;4.0;12.0;264.48;4-2-3-1;381.25;09
327;W;2021-09-30;Home;60.0;27.2;4-3-3;5.0;14.1;86.9;9.0;14.0;264.48;;;09
328;L;2021-10-03;Away;59.0;27.2;4-3-3;4.0;18.4;85.8;10.0;16.0;264.48;3-4-3;186.2;10
329;W;2021-10-16;Home;52.0;27.2;4-3-3;7.0;17.6;90.4;12.0;13.0;264.48;;;10
330;D;2021-10-21;Home;43.0;27.2;4-3-3;5.0;13.4;81.7;5.0;13.0;264.48;;;10
331;L;2021-10-24;Away;51.0;27.2;4-3-3;4.0;15.7;77.7;11.0;15.0;264.48;;;10
332;W;2021-10-27;Home;49.0;27.2;4-3-3;2.0;14.6;85.8;7.0;16.0;264.48;4-3-3;325.8;10
333;D;2021-10-30;Away;43.0;27.2;4-3-3;5.0;15.1;79.3;3.0;13.0;264.48;3-4-3;398.75;10
334;D;2021-11-04;Away;35.0;27.2;4-3-3;3.0;18.0;76.3;13.0;14.0;264.48;;;11
335;W;2021-11-07;Home;60.0;27.2;4-3-3;5.0;19.0;89.5;10.0;7.0;264.48;4-3-1-2;70.56;11
336;L;2021-11-20;Home;58.0;27.2;4-3-3;1.0;24.7;87.0;10.0;12.0;264.48;3-1-4-2;642.5;11
337;W;2021-11-25;Away;65.0;27.2;4-3-3;6.0;18.6;79.8;8.0;11.0;264.48;;;11
338;L;2021-11-28;Away;39.0;27.2;4-3-3;2.0;17.3;86.8;12.0;13.0;264.48;4-3-3;477.23;11
339;D;2021-12-02;Home;62.0;27.2;4-3-3;5.0;17.1;85.3;10.0;11.0;264.48;4-4-2;142.3;12
340;W;2021-12-05;Away;51.0;27.2;4-3-3;5.0;12.9;84.4;12.0;9.0;264.48;4-4-2;128.55;12
341;D;2021-12-09;Home;62.0;27.2;4-3-3;1.0;21.0;84.7;8.0;12.0;264.48;;;12
342;L;2021-12-12;Away;41.0;27.2;4-3-3;2.0;20.4;80.4;5.0;11.0;264.48;4-2-3-1;251.0;12
343;W;2021-12-17;Home;55.0;27.2;4-3-3;5.0;15.7;86.4;5.0;9.0;264.48;3-5-2;121.28;12
344;W;2021-12-22;Away;53.0;27.2;4-3-3;4.0;17.9;86.3;5.0;10.0;264.48;4-3-2-1;80.98;12
345;D;2022-01-06;Home;62.0;27.2;4-3-3;8.0;18.8;84.8;5.0;13.0;264.48;4-3-1-2;126.5;01
346;L;2022-01-09;Away;40.0;27.2;4-3-3;2.0;8.8;80.7;8.0;14.0;264.48;;;01
347;W;2022-01-15;Away;73.0;27.2;4-3-3;8.0;16.2;91.5;6.0;16.0;264.48;3-5-2;70.56;01
348;W;2022-01-18;Home;65.0;27.2;4-3-3;5.0;;;14.0;18.0;264.48;3-5-2;142.3;01
349;D;2022-01-22;Home;61.0;27.2;4-3-3;1.0;21.4;85.5;5.0;10.0;264.48;3-4-1-2;398.75;01
350;W;2022-02-05;Away;50.0;27.2;4-3-3;7.0;13.5;84.1;10.0;15.0;264.48;4-3-3;325.8;02
351;L;2022-02-09;Away;52.0;27.2;4-3-3;1.0;;;13.0;12.0;264.48;4-2-3-1;546.95;02
352;W;2022-02-12;Home;56.0;27.2;4-3-3;5.0;15.7;87.5;9.0;13.0;264.48;3-5-2;186.2;02
353;L;2022-02-17;Away;55.0;27.2;4-3-3;2.0;17.0;85.3;11.0;9.0;264.48;;;02
354;D;2022-02-20;Away;59.0;27.2;4-3-3;2.0;14.3;84.2;6.0;9.0;264.48;3-5-2;142.3;02
355;D;2022-02-24;Home;47.0;27.2;4-3-3;5.0;17.3;81.0;10.0;7.0;264.48;;;02
356;L;2022-02-27;Home;45.0;27.2;4-3-3;8.0;15.4;86.9;14.0;13.0;264.48;4-2-3-1;477.23;02
357;W;2022-03-05;Away;55.0;27.2;4-3-3;4.0;18.0;79.3;17.0;13.0;264.48;3-4-1-2;134.53;03
358;W;2022-03-14;Home;66.0;27.2;4-3-3;0.0;19.1;87.3;7.0;11.0;264.48;4-3-2-1;80.98;03
359;L;2022-03-20;Away;66.0;27.2;4-3-3;3.0;23.9;85.9;1.0;12.0;264.48;3-4-3;381.25;03
360;W;2022-04-02;Home;53.0;27.2;4-3-3;5.0;14.2;88.9;12.0;11.0;264.48;4-2-3-1;251.0;04
361;W;2022-04-10;Away;57.0;27.2;4-3-2-1;11.0;16.8;81.3;4.0;8.0;264.48;4-2-3-1;121.28;04
362;D;2022-04-16;Home;48.0;27.2;4-3-3;4.0;17.5;81.4;4.0;10.0;264.48;3-4-3;223.4;04
363;L;2022-04-24;Home;47.0;27.2;4-3-3;2.0;20.8;79.3;9.0;13.0;264.48;4-2-3-1;546.95;04
364;W;2022-04-30;Away;70.0;27.2;4-3-3;8.0;17.1;85.2;5.0;10.0;264.48;4-2-3-1;78.5;04
365;W;2022-05-07;Home;61.0;27.2;4-3-3;10.0;17.6;88.2;9.0;9.0;264.48;4-1-4-1;128.55;05
366;D;2022-05-16;Away;63.0;27.2;4-3-3;7.0;20.9;88.3;9.0;13.0;264.48;4-2-3-1;642.5;05
367;D;2022-05-21;Home;54.0;27.2;4-3-3;7.0;14.9;78.5;10.0;9.0;264.48;;;05
368;W;2021-08-23;Away;50.0;25.3;4-2-3-1;4.0;19.7;77.7;9.0;15.0;546.95;4-4-2;128.55;08
369;W;2021-08-29;Home;57.0;25.3;4-2-3-1;4.0;19.0;87.6;6.0;13.0;546.95;3-5-2;134.53;08
370;W;2021-09-12;Home;47.0;25.3;4-2-3-1;3.0;20.0;83.3;17.0;10.0;546.95;4-3-3;264.48;09
371;L;2021-09-15;Away;40.0;25.3;4-2-3-1;3.0;13.4;76.7;10.0;10.0;546.95;;;09
372;D;2021-09-19;Away;56.0;25.3;4-2-3-1;3.0;23.0;87.3;9.0;16.0;546.95;4-4-2;642.5;09
373;W;2021-09-22;Home;66.0;25.3;4-2-3-1;4.0;17.6;86.7;9.0;12.0;546.95;4-3-3;80.98;09
374;W;2021-09-25;Away;63.0;25.3;4-2-3-1;5.0;18.0;82.3;4.0;12.0;546.95;4-1-4-1;78.5;09
375;L;2021-09-28;Home;36.0;25.3;4-2-3-1;3.0;24.4;75.1;10.0;8.0;546.95;;;09
376;W;2021-10-03;Away;44.0;25.3;4-2-3-1;7.0;17.3;75.0;9.0;15.0;546.95;3-4-1-2;398.75;10
377;W;2021-10-16;Home;54.0;25.3;4-2-3-1;3.0;20.9;76.0;9.0;11.0;546.95;;;10
378;L;2021-10-19;Away;48.0;25.3;4-2-3-1;1.0;26.6;75.4;12.0;18.0;546.95;;;10
379;W;2021-10-23;Away;63.0;25.3;4-2-3-1;7.0;18.6;87.6;9.0;15.0;546.95;3-4-3;186.2;10
380;W;2021-10-26;Home;45.0;25.3;4-2-3-1;2.0;21.2;74.0;15.0;14.0;546.95;3-4-3;223.4;10
381;W;2021-10-31;Away;50.0;25.3;4-2-3-1;2.0;19.9;82.6;6.0;13.0;546.95;4-2-3-1;381.25;10
382;D;2021-11-03;Home;52.0;25.3;4-2-3-1;2.0;17.9;74.0;4.0;10.0;546.95;;;11
383;D;2021-11-07;Home;50.0;25.3;4-2-3-1;4.0;18.9;81.9;7.0;16.0;546.95;;;11
384;L;2021-11-20;Away;55.0;25.3;4-2-3-1;7.0;15.6;83.7;11.0;10.0;546.95;4-3-3;325.8;11
385;W;2021-11-24;Away;57.0;25.3;4-2-3-1;4.0;18.7;84.4;8.0;14.0;546.95;;;11
386;L;2021-11-28;Home;50.0;25.3;4-2-3-1;2.0;17.3;78.3;10.0;15.0;546.95;4-3-3;251.0;11
387;W;2021-12-01;Away;58.0;25.3;4-2-3-1;5.0;19.1;85.7;9.0;16.0;546.95;3-5-2;121.28;12
388;W;2021-12-04;Home;70.0;25.3;4-2-3-1;8.0;17.4;88.6;5.0;11.0;546.95;4-4-1-1;70.56;12
389;L;2021-12-07;Home;48.0;25.3;4-2-3-1;3.0;16.4;77.3;14.0;13.0;546.95;;;12
390;D;2021-12-11;Away;66.0;25.3;4-2-3-1;1.0;15.1;83.3;8.0;10.0;546.95;3-5-2;142.3;12
391;L;2021-12-19;Home;49.0;25.3;4-2-3-1;2.0;20.2;75.8;18.0;14.0;546.95;4-2-3-1;477.23;12
392;W;2021-12-22;Away;45.0;25.3;4-2-3-1;8.0;18.1;77.5;8.0;10.0;546.95;4-3-1-2;126.5;12
393;W;2022-01-06;Home;54.0;25.3;4-2-3-1;3.0;23.1;78.1;21.0;6.0;546.95;3-1-4-2;381.25;01
394;W;2022-01-09;Away;61.0;25.3;4-2-3-1;6.0;17.4;87.5;10.0;11.0;546.95;4-3-2-1;80.98;01
395;W;2022-01-13;Home;61.0;25.3;4-2-3-1;7.0;;;19.0;16.0;546.95;4-3-3;121.28;01
396;L;2022-01-17;Home;60.0;25.3;4-2-3-1;8.0;17.7;81.0;8.0;11.0;546.95;4-3-3;78.5;01
397;D;2022-01-23;Home;47.0;25.3;4-2-3-1;4.0;22.0;79.0;8.0;16.0;546.95;4-4-2;642.5;01
398;W;2022-02-05;Away;54.0;25.3;4-2-3-1;3.0;20.5;82.6;9.0;14.0;546.95;;;02
399;W;2022-02-09;Home;48.0;25.3;4-2-3-1;6.0;;;11.0;11.0;546.95;4-3-3;264.48;02
400;W;2022-02-13;Home;50.0;25.3;4-2-3-1;7.0;15.0;81.1;13.0;13.0;546.95;4-4-1-1;128.55;02
401;D;2022-02-19;Away;60.0;25.3;4-2-3-1;5.0;19.5;79.6;4.0;12.0;546.95;4-2-3-1;70.56;02
402;D;2022-02-25;Home;62.0;25.3;4-2-3-1;3.0;18.3;82.8;13.0;13.0;546.95;3-5-2;142.3;02
403;D;2022-03-01;Home;49.0;25.3;4-2-3-1;3.0;;;6.0;11.0;546.95;;;03
404;W;2022-03-06;Away;40.0;25.3;4-3-3;7.0;19.4;76.8;10.0;15.0;546.95;4-2-3-1;477.23;03
405;W;2022-03-12;Home;53.0;25.3;4-2-3-1;5.0;15.7;83.0;10.0;6.0;546.95;4-3-2-1;126.5;03
406;W;2022-03-19;Away;58.0;25.3;4-2-3-1;5.0;17.0;78.4;10.0;14.0;546.95;3-1-4-2;134.53;03
407;D;2022-04-04;Home;53.0;25.3;4-2-3-1;7.0;18.1;76.6;7.0;10.0;546.95;3-5-2;186.2;04
408;D;2022-04-10;Away;56.0;25.3;4-2-3-1;3.0;20.3;77.3;3.0;6.0;546.95;3-4-3;223.4;04
409;W;2022-04-15;Home;59.0;25.3;4-3-3;5.0;14.2;81.5;8.0;10.0;546.95;4-3-2-1;121.28;04
410;L;2022-04-19;Away;52.0;25.3;4-2-3-1;6.0;;;8.0;12.0;546.95;;;04
411;W;2022-04-24;Away;53.0;25.3;4-2-3-1;8.0;18.3;78.0;11.0;15.0;546.95;4-3-3;264.48;04
412;W;2022-05-01;Home;49.0;25.3;4-2-3-1;2.0;15.0;77.2;17.0;17.0;546.95;4-3-3;325.8;05
413;W;2022-05-08;Away;53.0;25.3;4-2-3-1;8.0;17.8;77.6;5.0;7.0;546.95;;;05
414;W;2022-05-15;Home;46.0;25.3;4-2-3-1;6.0;21.5;79.0;7.0;8.0;546.95;3-4-3;398.75;05
415;W;2022-05-22;Away;47.0;25.3;4-2-3-1;11.0;14.3;80.8;3.0;13.0;546.95;4-3-3;251.0;05
416;W;2021-08-22;Home;56.0;25.3;4-3-3;3.0;23.4;88.2;12.0;5.0;477.23;4-3-3;80.98;08
417;W;2021-08-29;Away;61.0;25.3;4-3-3;8.0;17.8;84.1;13.0;15.0;477.23;3-5-2;121.28;08
418;W;2021-09-11;Home;67.0;25.3;4-3-3;6.0;17.6;88.5;3.0;14.0;477.23;4-3-3;642.5;09
419;D;2021-09-16;Away;54.0;25.3;4-3-3;7.0;19.0;83.4;10.0;7.0;477.23;;;09
420;W;2021-09-20;Away;62.0;25.3;4-3-3;8.0;15.4;90.4;6.0;11.0;477.23;3-5-2;142.3;09
421;W;2021-09-23;Away;52.0;25.3;4-3-3;9.0;19.6;86.8;11.0;7.0;477.23;4-4-2;128.55;09
422;W;2021-09-26;Home;67.0;25.3;4-3-3;6.0;23.8;91.3;7.0;12.0;477.23;4-2-3-1;134.53;09
423;L;2021-09-30;Home;49.0;25.3;4-3-3;4.0;11.1;81.2;2.0;11.0;477.23;;;09
424;W;2021-10-03;Away;46.0;25.3;4-2-3-1;5.0;16.0;80.9;6.0;13.0;477.23;4-4-2;325.8;10
425;W;2021-10-17;Home;51.0;25.3;4-2-3-1;2.0;19.7;75.8;13.0;6.0;477.23;3-4-1-2;223.4;10
426;W;2021-10-21;Home;70.0;25.3;4-3-3;10.0;18.4;86.3;8.0;11.0;477.23;;;10
427;D;2021-10-24;Away;62.0;25.3;4-2-3-1;2.0;19.0;84.8;8.0;10.0;477.23;4-2-3-1;381.25;10
428;W;2021-10-28;Home;65.0;25.3;4-2-3-1;4.0;21.0;92.1;6.0;20.0;477.23;3-4-3;186.2;10
429;W;2021-10-31;Away;63.0;25.3;4-2-3-1;3.0;16.9;84.6;4.0;13.0;477.23;4-3-1-2;70.56;10
430;W;2021-11-04;Away;70.0;25.3;4-2-3-1;9.0;19.2;89.4;5.0;15.0;477.23;;;11
431;D;2021-11-07;Home;59.0;25.3;4-2-3-1;1.0;21.9;82.2;14.0;16.0;477.23;;;11
432;L;2021-11-21;Away;55.0;25.3;4-2-3-1;3.0;15.9;84.5;7.0;16.0;477.23;;;11
433;L;2021-11-24;Away;70.0;25.3;4-2-3-1;8.0;12.4;85.7;7.0;9.0;477.23;;;11
434;W;2021-11-28;Home;61.0;25.3;4-3-3;8.0;20.3;92.7;8.0;10.0;477.23;4-3-3;264.48;11
435;D;2021-12-01;Away;50.0;25.3;4-3-3;4.0;15.9;83.0;8.0;19.0;477.23;4-3-3;251.0;12
436;L;2021-12-04;Home;55.0;25.3;3-4-3;4.0;18.4;84.4;4.0;16.0;477.23;3-4-3;398.75;12
437;W;2021-12-09;Home;47.0;25.3;4-2-3-1;5.0;15.1;84.0;1.0;12.0;477.23;;;12
438;L;2021-12-12;Home;60.0;25.3;4-2-3-1;6.0;18.4;84.0;3.0;8.0;477.23;4-3-1-2;126.5;12
439;W;2021-12-19;Away;51.0;25.3;4-2-3-1;2.0;16.7;79.9;11.0;18.0;477.23;4-2-3-1;546.95;12
440;L;2021-12-22;Home;65.0;25.3;4-2-3-1;6.0;16.7;85.8;1.0;14.0;477.23;3-5-2;78.5;12
441;D;2022-01-06;Away;56.0;25.3;4-2-3-1;4.0;21.2;86.8;16.0;11.0;477.23;4-3-3;642.5;01
442;W;2022-01-09;Home;68.0;25.3;4-2-3-1;5.0;18.2;87.7;4.0;12.0;477.23;4-4-2;128.55;01
443;L;2022-01-13;Home;48.0;25.3;4-2-3-1;5.0;;;3.0;23.0;477.23;4-3-3;325.8;01
444;W;2022-01-17;Away;61.0;25.3;4-2-3-1;5.0;18.0;84.8;13.0;11.0;477.23;3-1-4-2;186.2;01
445;W;2022-01-23;Home;82.0;25.3;4-2-3-1;12.0;18.3;91.2;1.0;9.0;477.23;4-5-1;70.56;01
446;W;2022-02-06;Away;66.0;25.3;4-2-3-1;6.0;16.4;85.9;4.0;11.0;477.23;4-3-3;80.98;02
447;D;2022-02-12;Home;48.0;25.3;4-2-3-1;3.0;14.7;85.3;10.0;7.0;477.23;;;02
448;D;2022-02-17;Away;34.0;25.3;4-2-3-1;4.0;12.5;77.8;13.0;8.0;477.23;;;02
449;D;2022-02-21;Away;53.0;25.3;3-4-3;3.0;17.1;72.3;5.0;22.0;477.23;3-5-2;134.53;02
