;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
489;James Tomkins;DF;Crystal Palace;32;8.0;6;547.0;6.1;1.0;0.0;2.0;0.0;e7ca0439;James TomkinsDFCrystal Palace;4;2;50.0;277.0;320.0;86.6;3.0;8.0;3;75.0;8.0;8.0;0.0;4;12.0;18.0;0.0;373.0;100.0;2.0;0.0;7;0;0;66.7;;;;;
490;Ivan Toney;FW;Brentford;25;33.0;32;2909.0;32.3;12.0;5.0;8.0;0.0;e09f279b;Ivan ToneyFWBrentford;83;24;28.9;440.0;779.0;56.5;94.0;33.0;21;31.6;16.0;2.0;14.0;14;47.0;44.0;1.0;1198.0;48.0;109.0;44.0;50;25;28;56.3;;;;;
491;Ferrán Torres;FW;Manchester City;21;4.0;4;303.0;3.4;2.0;1.0;0.0;0.0;9e1035f8;Ferrán TorresFWManchester City;13;4;30.8;54.0;74.0;73.0;5.0;2.0;2;0.0;2.0;0.0;2.0;0;2.0;1.0;0.0;100.0;66.7;4.0;2.0;1;1;4;80.0;;;;;
492;Cenk Tosun;MF;Everton;30;1.0;0;7.0;0.1;0.0;0.0;0.0;0.0;9a104dee;Cenk TosunMFEverton;0;0;;1.0;1.0;100.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;3.0;;1.0;0.0;0;0;0;0.0;;;;;
493;Andros Townsend;MF;Everton;30;21.0;17;1455.0;16.2;3.0;2.0;3.0;0.0;b28bbd58;Andros TownsendMFFWEverton;20;9;45.0;342.0;497.0;68.8;55.0;31.0;17;37.5;28.0;2.0;26.0;14;45.0;6.0;1.0;708.0;54.2;44.0;19.0;10;1;96;28.0;;;;;
494;Adama Traoré;MF;Wolves;25;20.0;10;1067.0;11.9;1.0;0.0;0.0;0.0;9a28eba4;Adama TraoréFWMFWolves;23;5;21.7;242.0;339.0;71.4;60.0;8.0;3;42.9;4.0;1.0;3.0;2;10.0;1.0;0.0;474.0;81.4;46.0;29.0;10;9;39;48.4;;;;;
495;Bertrand Traoré;MF;Aston Villa;25;9.0;1;220.0;2.4;0.0;0.0;0.0;0.0;c47541e0;Bertrand TraoréMFFWAston Villa;8;1;12.5;61.0;84.0;72.6;11.0;3.0;3;50.0;0.0;0.0;0.0;0;3.0;1.0;0.0;125.0;52.6;12.0;2.0;0;2;5;50.0;;;;;
496;Trézéguet;FW;Aston Villa;26;1.0;0;11.0;0.1;0.0;0.0;0.0;0.0;3ae14ed1;TrézéguetFWAston Villa;1;0;0.0;6.0;6.0;100.0;1.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;10.0;100.0;2.0;0.0;0;0;0;;;;;;
497;Francisco Trincão;MF;Wolves;21;28.0;16;1336.0;14.8;2.0;1.0;0.0;0.0;77e39b04;Francisco TrincãoFWMFWolves;32;13;40.6;356.0;463.0;76.9;44.0;28.0;15;15.8;17.0;1.0;16.0;12;40.0;1.0;1.0;676.0;51.2;45.0;18.0;13;1;33;27.3;;;;;
498;Kieran Trippier;DF;Newcastle Utd;30;6.0;5;429.0;4.8;2.0;0.0;0.0;0.0;21512407;Kieran TrippierDFNewcastle Utd;2;2;100.0;189.0;284.0;66.5;11.0;17.0;10;62.5;10.0;3.0;7.0;10;27.0;10.0;0.0;339.0;33.3;1.0;1.0;3;0;28;66.7;;;;;
499;William Troost-Ekong;DF;Watford;27;17.0;15;1390.0;15.4;0.0;0.0;3.0;0.0;7ed4921e;William Troost-EkongDFWatford;2;0;0.0;466.0;604.0;77.2;6.0;18.0;9;66.7;24.0;14.0;10.0;7;25.0;82.0;1.0;749.0;50.0;5.0;0.0;13;1;0;51.1;;;;;
500;Leandro Trossard;MF;Brighton;26;34.0;32;2805.0;31.2;8.0;3.0;2.0;0.0;38ceb24a;Leandro TrossardFWMFBrighton;73;26;35.6;898.0;1188.0;75.6;113.0;34.0;20;12.9;33.0;4.0;29.0;15;49.0;10.0;0.0;1535.0;70.0;93.0;73.0;24;13;51;31.0;;;;;
501;Kostas Tsimikas;DF;Liverpool;25;13.0;9;877.0;9.7;0.0;2.0;3.0;0.0;f315ca93;Kostas TsimikasDFLiverpool;8;2;25.0;508.0;705.0;72.1;42.0;27.0;12;75.0;6.0;2.0;4.0;10;37.0;22.0;2.0;809.0;40.0;8.0;5.0;20;0;116;52.2;;;;;
502;Axel Tuanzebe;DF;Aston Villa;23;9.0;6;508.0;5.6;0.0;0.0;1.0;0.0;2baec6ce;Axel TuanzebeDFAston Villa;2;1;50.0;207.0;241.0;85.9;2.0;5.0;3;40.0;5.0;4.0;1.0;5;10.0;12.0;1.0;280.0;;3.0;0.0;3;0;1;52.0;;;;;
503;Ozan Tufan;MF;Watford;26;7.0;4;334.0;3.7;0.0;0.0;0.0;0.0;17d45fb2;Ozan TufanMFWatford;3;0;0.0;85.0;122.0;69.7;6.0;3.0;2;20.0;2.0;0.0;2.0;2;5.0;4.0;0.0;155.0;50.0;5.0;3.0;9;0;7;25.0;;;;;
504;Christos Tzolis;MF;Norwich City;19;14.0;3;336.0;3.7;0.0;0.0;0.0;0.0;9f333379;Christos TzolisFWMFNorwich City;6;2;33.3;75.0;104.0;72.1;12.0;5.0;3;22.2;3.0;0.0;3.0;1;6.0;1.0;0.0;140.0;0.0;10.0;4.0;2;2;7;21.4;;;;;
505;Yan Valery;DF;Southampton;22;5.0;3;370.0;4.1;0.0;0.0;0.0;0.0;531a4aa8;Yan ValeryDFSouthampton;2;0;0.0;108.0;155.0;69.7;1.0;8.0;6;44.4;6.0;3.0;3.0;6;14.0;19.0;1.0;213.0;20.0;1.0;2.0;3;0;4;55.0;;;;;
506;Virgil van Dijk;DF;Liverpool;30;34.0;34;3060.0;34.0;3.0;1.0;3.0;0.0;e06683ca;Virgil van DijkDFLiverpool;35;14;40.0;2376.0;2655.0;89.5;31.0;16.0;10;68.8;21.0;14.0;7.0;31;47.0;109.0;0.0;2894.0;75.0;5.0;3.0;9;0;0;77.5;;;;;
507;Raphaël Varane;DF;Manchester Utd;28;22.0;20;1831.0;20.3;1.0;1.0;0.0;0.0;9f8e9423;Raphaël VaraneDFManchester Utd;9;1;11.1;1014.0;1156.0;87.7;9.0;28.0;19;45.5;18.0;9.0;9.0;18;46.0;82.0;1.0;1336.0;66.7;7.0;0.0;5;0;1;73.3;;;;;
508;Jamie Vardy;FW;Leicester City;34;25.0;20;1806.0;20.1;15.0;2.0;2.0;0.0;45963054;Jamie VardyFWLeicester City;54;25;46.3;184.0;265.0;69.4;39.0;6.0;5;14.3;9.0;0.0;9.0;1;7.0;17.0;0.0;409.0;40.9;25.0;8.0;13;19;12;32.4;;;;;
509;Joël Veltman;DF;Brighton;29;34.0;33;2874.0;31.9;1.0;1.0;6.0;0.0;dad4b285;Joël VeltmanDFBrighton;12;2;16.7;1439.0;1869.0;77.0;44.0;74.0;48;39.6;46.0;16.0;30.0;45;119.0;89.0;0.0;2235.0;50.0;28.0;10.0;39;0;42;65.5;;;;;
510;Jannik Vestergaard;DF;Leicester City;28;10.0;6;567.0;6.3;0.0;0.0;2.0;0.0;1900032e;Jannik VestergaardDFLeicester City;1;0;0.0;335.0;377.0;88.9;3.0;15.0;10;53.3;10.0;8.0;2.0;7;22.0;36.0;0.0;457.0;100.0;4.0;0.0;4;0;0;56.5;;;;;
511;Nikola Vlašić;MF;West Ham;23;19.0;6;560.0;6.2;1.0;0.0;0.0;0.0;aa8e289e;Nikola VlašićFWMFWest Ham;7;3;42.9;165.0;218.0;75.7;22.0;11.0;7;25.0;4.0;0.0;4.0;2;13.0;1.0;0.0;277.0;50.0;12.0;9.0;8;3;15;41.7;;;;;
512;Matěj Vydra;FW;Burnley;29;22.0;5;679.0;7.5;2.0;3.0;1.0;0.0;0d4ceb32;Matěj VydraFWBurnley;19;7;36.8;75.0;107.0;70.1;14.0;12.0;7;42.9;5.0;1.0;4.0;0;12.0;9.0;0.0;208.0;46.2;30.0;9.0;9;5;2;26.5;;;;;
513;Theo Walcott;MF;Southampton;32;9.0;5;379.0;4.2;0.0;0.0;0.0;0.0;1ecb65be;Theo WalcottMFFWSouthampton;6;0;0.0;59.0;87.0;67.8;5.0;4.0;2;20.0;3.0;0.0;3.0;5;9.0;2.0;0.0;125.0;33.3;10.0;1.0;1;2;5;50.0;;;;;
514;Kyle Walker;DF;Manchester City;31;20.0;20;1755.0;19.5;0.0;2.0;1.0;0.0;86dd77d1;Kyle WalkerDFManchester City;8;2;25.0;1478.0;1668.0;88.6;45.0;15.0;6;47.1;14.0;4.0;10.0;14;29.0;16.0;1.0;1770.0;50.0;15.0;6.0;7;1;35;54.3;;;;;
515;Kyle Walker-Peters;DF;Southampton;24;32.0;29;2633.0;29.3;1.0;2.0;5.0;0.0;984a5a64;Kyle Walker-PetersDFSouthampton;26;7;26.9;1071.0;1368.0;78.3;70.0;57.0;33;68.4;29.0;8.0;21.0;37;94.0;53.0;1.0;1715.0;67.4;42.0;43.0;27;3;50;49.1;;;;;
516;Aaron Wan-Bissaka;DF;Manchester Utd;23;20.0;20;1793.0;19.9;0.0;0.0;2.0;0.0;9e525177;Aaron Wan-BissakaDFManchester Utd;5;1;20.0;925.0;1141.0;81.1;35.0;49.0;36;70.0;24.0;14.0;10.0;34;83.0;41.0;2.0;1365.0;59.0;23.0;13.0;15;1;35;37.3;;;;;
517;Danny Ward;GK;Leicester City;28;1.0;1;90.0;1.0;0.0;0.0;0.0;0.0;d3ce0e89;Danny WardGKLeicester City;0;0;;30.0;33.0;90.9;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;1.0;0.0;37.0;;0.0;0.0;0;0;0;;80.0;0.0;5.6;;
518;Joel Ward;DF;Crystal Palace;31;28.0;27;2487.0;27.6;0.0;0.0;8.0;0.0;8a7ff278;Joel WardDFCrystal Palace;10;1;10.0;1372.0;1741.0;78.8;18.0;44.0;26;52.6;24.0;11.0;13.0;32;76.0;107.0;1.0;2038.0;76.9;29.0;18.0;22;1;43;59.8;;;;;
519;James Ward-Prowse;MF;Southampton;26;36.0;36;3215.0;35.7;10.0;5.0;3.0;1.0;3515d404;James Ward-ProwseMFSouthampton;51;20;39.2;1657.0;2137.0;77.5;132.0;41.0;24;27.1;43.0;15.0;28.0;40;81.0;45.0;1.0;2438.0;60.0;20.0;25.0;22;0;302;44.3;;;;;
520;Ollie Watkins;FW;Aston Villa;25;35.0;33;2952.0;32.8;11.0;2.0;7.0;0.0;aed3a70f;Ollie WatkinsFWAston Villa;76;31;40.8;484.0;699.0;69.2;82.0;17.0;13;13.3;25.0;3.0;22.0;12;29.0;27.0;0.0;1046.0;54.4;86.0;53.0;33;16;15;40.6;;;;;
521;Adam Webster;DF;Brighton;26;22.0;16;1434.0;15.9;2.0;0.0;5.0;0.0;c40b6180;Adam WebsterDFBrighton;8;2;25.0;950.0;1176.0;80.8;18.0;26.0;8;65.0;25.0;17.0;8.0;17;43.0;66.0;2.0;1323.0;83.3;8.0;1.0;16;0;6;78.9;;;;;
522;Wout Weghorst;FW;Burnley;28;20.0;17;1450.0;16.1;2.0;3.0;3.0;0.0;c4e87b8b;Wout WeghorstFWBurnley;30;7;23.3;276.0;434.0;63.6;41.0;17.0;9;31.6;16.0;5.0;11.0;6;23.0;13.0;0.0;626.0;56.5;40.0;29.0;30;9;4;41.0;;;;;
523;Danny Welbeck;MF;Brighton;30;25.0;15;1478.0;16.4;6.0;2.0;0.0;0.0;ce5143da;Danny WelbeckFWMFBrighton;43;21;48.8;213.0;277.0;76.9;38.0;14.0;7;30.0;18.0;2.0;16.0;5;19.0;18.0;0.0;471.0;47.6;51.0;22.0;17;4;1;48.0;;;;;
524;Timo Werner;MF;Chelsea;25;21.0;15;1283.0;14.3;4.0;1.0;1.0;0.0;49fe9070;Timo WernerFWMFChelsea;45;16;35.6;297.0;402.0;73.9;30.0;8.0;4;10.0;9.0;0.0;9.0;2;10.0;4.0;0.0;550.0;30.3;34.0;19.0;11;11;23;27.3;;;;;
525;Ashley Westwood;MF;Burnley;31;27.0;26;2287.0;25.4;0.0;3.0;7.0;0.0;495945ef;Ashley WestwoodMFBurnley;14;1;7.1;871.0;1254.0;69.5;64.0;21.0;12;32.3;21.0;9.0;12.0;30;51.0;16.0;1.0;1415.0;55.6;29.0;14.0;29;0;122;40.9;;;;;
526;Ben White;DF;Arsenal;23;32.0;32;2880.0;32.0;0.0;0.0;3.0;0.0;35e413f1;Ben WhiteDFArsenal;12;3;25.0;1554.0;1839.0;84.5;33.0;44.0;23;62.2;42.0;24.0;18.0;42;86.0;102.0;0.0;2145.0;50.0;18.0;11.0;19;0;0;60.0;;;;;
527;Brandon Williams;DF;Norwich City;20;26.0;23;2120.0;23.6;0.0;1.0;8.0;0.0;5e74d6c8;Brandon WilliamsDFNorwich City;4;1;25.0;899.0;1130.0;79.6;44.0;55.0;37;56.3;26.0;6.0;20.0;44;99.0;50.0;0.0;1415.0;51.3;39.0;17.0;23;0;14;45.2;;;;;
528;Neco Williams;DF;Liverpool;20;1.0;0;8.0;0.1;0.0;1.0;0.0;0.0;dd323728;Neco WilliamsDFLiverpool;0;0;;9.0;9.0;100.0;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;10.0;100.0;0.0;0.0;0;0;0;0.0;;;;;
529;Joe Willock;MF;Newcastle Utd;21;29.0;24;2038.0;22.6;2.0;0.0;0.0;0.0;a3b03921;Joe WillockMFNewcastle Utd;35;11;31.4;450.0;565.0;79.6;51.0;64.0;37;42.6;37.0;6.0;31.0;21;85.0;10.0;1.0;864.0;50.7;56.0;20.0;34;0;16;40.0;;;;;
530;Callum Wilson;FW;Newcastle Utd;29;18.0;16;1386.0;15.4;8.0;0.0;4.0;0.0;c596fcb0;Callum WilsonFWNewcastle Utd;33;12;36.4;107.0;159.0;67.3;25.0;9.0;8;25.0;7.0;2.0;5.0;3;12.0;10.0;0.0;320.0;47.6;59.0;27.0;27;17;3;36.7;;;;;
531;Harry Winks;DM;Tottenham;25;19.0;9;912.0;10.1;0.0;1.0;2.0;0.0;2f7acede;Harry WinksMFTottenham;3;1;33.3;585.0;683.0;85.7;29.0;15.0;10;38.1;14.0;3.0;11.0;16;31.0;10.0;2.0;768.0;53.3;16.0;6.0;11;0;26;50.0;;;;Harry Winks;1.0
532;Yoane Wissa;FW;Brentford;24;30.0;12;1284.0;14.3;7.0;1.0;0.0;0.0;2500cef9;Yoane WissaFWBrentford;32;13;40.6;188.0;286.0;65.7;27.0;12.0;6;6.3;12.0;5.0;7.0;8;20.0;6.0;0.0;419.0;63.3;34.0;6.0;8;7;11;39.2;;;;;
533;Chris Wood;FW;Burnley;29;17.0;17;1367.0;15.2;3.0;0.0;1.0;0.0;4e9a0555;Chris WoodFWBurnley;30;11;36.7;178.0;310.0;57.4;21.0;7.0;5;30.0;13.0;4.0;9.0;0;7.0;3.0;0.0;431.0;50.0;40.0;12.0;14;16;5;50.3;;;;;
534;Chris Wood;FW;Newcastle Utd;29;17.0;15;1327.0;14.7;2.0;0.0;0.0;0.0;4e9a0555;Chris WoodFWNewcastle Utd;20;6;30.0;169.0;327.0;51.7;25.0;2.0;0;50.0;5.0;2.0;3.0;2;4.0;9.0;0.0;461.0;20.0;44.0;8.0;19;10;2;52.8;;;;;
535;Freddie Woodman;GK;Newcastle Utd;24;4.0;4;360.0;4.0;0.0;0.0;0.0;0.0;19e50035;Freddie WoodmanGKNewcastle Utd;0;0;;74.0;120.0;61.7;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;1.0;128.0;;0.0;0.0;0;0;0;;54.5;0.0;5.5;;
536;Granit Xhaka;DM;Arsenal;28;27.0;27;2327.0;25.9;1.0;2.0;10.0;1.0;e61b8aee;Granit XhakaMFDFArsenal;27;5;18.5;1367.0;1589.0;86.0;87.0;32.0;18;39.0;21.0;6.0;15.0;21;53.0;31.0;0.0;1786.0;73.1;23.0;23.0;29;2;25;48.2;;;;Granit Xhaka;1.0
537;Andriy Yarmolenko;MF;West Ham;31;19.0;1;316.0;3.5;1.0;0.0;1.0;0.0;849c826a;Andriy YarmolenkoFWMFWest Ham;11;5;45.5;80.0;109.0;73.4;9.0;4.0;2;25.0;4.0;2.0;2.0;0;4.0;2.0;0.0;147.0;37.5;4.0;1.0;1;3;8;38.5;;;;;
538;Ashley Young;MF;Aston Villa;36;24.0;10;1250.0;13.9;0.0;2.0;2.0;0.0;be927d03;Ashley YoungDFFWAston Villa;10;3;30.0;492.0;645.0;76.3;31.0;18.0;6;68.8;10.0;4.0;6.0;13;31.0;25.0;1.0;756.0;56.3;11.0;3.0;16;1;44;28.6;;;;;
539;Nathan Young-Coombes;MF;Brentford;18;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;f9682888;Nathan Young-CoombesMFBrentford;0;0;;0.0;0.0;;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;1.0;;1.0;0.0;1;0;0;;;;;;
540;Wilfried Zaha;FW;Crystal Palace;28;33.0;31;2760.0;30.7;14.0;1.0;6.0;1.0;b2bc3b1f;Wilfried ZahaFWCrystal Palace;62;26;41.9;753.0;974.0;77.3;111.0;40.0;20;32.3;28.0;0.0;28.0;5;45.0;5.0;0.0;1443.0;49.3;124.0;110.0;37;24;48;25.5;;;;;
541;Christoph Zimmermann;DF;Norwich City;28;3.0;2;157.0;1.7;0.0;0.0;0.0;0.0;2d5f03bf;Christoph ZimmermannDFNorwich City;2;1;50.0;46.0;63.0;73.0;1.0;6.0;3;75.0;0.0;0.0;0.0;1;7.0;4.0;0.0;77.0;100.0;0.0;0.0;1;0;0;100.0;;;;;
542;Oleksandr Zinchenko;DF;Manchester City;24;15.0;10;1047.0;11.6;0.0;4.0;0.0;0.0;51cf8561;Oleksandr ZinchenkoDFManchester City;12;4;33.3;953.0;1073.0;88.8;46.0;20.0;14;55.0;11.0;3.0;8.0;14;34.0;15.0;1.0;1169.0;58.3;10.0;6.0;11;1;31;48.4;;;;;
543;Hakim Ziyech;MF;Chelsea;28;23.0;14;1319.0;14.7;4.0;3.0;3.0;0.0;6622454d;Hakim ZiyechMFFWChelsea;52;19;36.5;544.0;755.0;72.1;67.0;19.0;10;27.8;11.0;1.0;10.0;10;29.0;10.0;0.0;968.0;43.1;45.0;24.0;24;5;101;46.2;;;;;
544;Kurt Zouma;DF;West Ham;26;24.0;24;2078.0;23.1;1.0;0.0;1.0;0.0;ce4246f5;Kurt ZoumaDFWest Ham;6;2;33.3;875.0;999.0;87.6;9.0;11.0;6;57.1;31.0;26.0;5.0;34;45.0;132.0;0.0;1247.0;33.3;6.0;0.0;11;0;1;61.7;;;;;
545;Martin Ødegaard;MF;Arsenal;22;36.0;32;2785.0;30.9;7.0;4.0;4.0;0.0;79300479;Martin ØdegaardMFFWArsenal;53;21;39.6;1368.0;1633.0;83.8;159.0;49.0;21;36.1;18.0;1.0;17.0;11;60.0;11.0;1.0;1867.0;54.3;39.0;48.0;27;3;59;37.8;;;;;
