;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Touches;Drib_pct;Mis;Dis;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
118;Kiernan Dewsbury-Hall;MF;Leicester City;22;28.0;23;2105.0;23.4;1.0;2.0;4.0;0.0;5c74c0f5;Kiernan Dewsbury-HallMFLeicester City;21;3;14.3;950.0;1250.0;76.0;77.0;39.0;24;47.5;37.0;8.0;29.0;21;60.0;26.0;1.0;1516.0;61.2;56.0;46.0;20;0;86;41.0;;;;;
119;Ibrahima Diallo;MF;Southampton;22;23.0;10;1023.0;11.4;0.0;2.0;1.0;0.0;11ff3d56;Ibrahima DialloMFSouthampton;8;4;50.0;361.0;453.0;79.7;30.0;22.0;11;41.7;7.0;0.0;7.0;9;31.0;10.0;0.0;546.0;76.2;18.0;13.0;8;0;7;47.8;;;;;
120;Rúben Dias;DF;Manchester City;24;29.0;27;2402.0;26.7;2.0;4.0;5.0;0.0;31c69ef1;Rúben DiasDFManchester City;18;3;16.7;2133.0;2287.0;93.3;36.0;26.0;19;53.3;19.0;13.0;6.0;23;49.0;66.0;0.0;2471.0;50.0;9.0;3.0;27;2;3;57.5;;;;;
121;Luis Díaz;FW;Liverpool;24;13.0;11;958.0;10.6;4.0;3.0;0.0;0.0;4a1a9578;Luis DíazFWLiverpool;38;13;34.2;392.0;455.0;86.2;60.0;9.0;7;25.0;7.0;0.0;7.0;4;13.0;2.0;0.0;595.0;63.3;27.0;26.0;14;3;14;48.4;;;;;
122;Eric Dier;DF;Tottenham;27;35.0;35;3071.0;34.1;0.0;0.0;1.0;0.0;ac861941;Eric DierDFTottenham;13;4;30.8;2056.0;2341.0;87.8;30.0;15.0;9;50.0;37.0;32.0;5.0;27;42.0;142.0;1.0;2610.0;50.0;5.0;2.0;12;0;1;56.5;;;;;
123;Lucas Digne;DF;Aston Villa;28;16.0;16;1269.0;14.1;0.0;4.0;2.0;0.0;1b84dbe1;Lucas DigneDFAston Villa;9;2;22.2;629.0;838.0;75.1;53.0;13.0;10;47.4;15.0;8.0;7.0;23;36.0;40.0;0.0;978.0;23.1;13.0;13.0;18;3;101;53.5;;;;;
124;Lucas Digne;DF;Everton;28;13.0;13;1170.0;13.0;0.0;0.0;4.0;0.0;1b84dbe1;Lucas DigneDFEverton;9;1;11.1;497.0;702.0;70.8;35.0;33.0;19;75.0;16.0;5.0;11.0;14;47.0;30.0;0.0;829.0;47.1;9.0;6.0;15;0;71;60.0;;;;;
125;Issa Diop;DF;West Ham;24;13.0;10;963.0;10.7;0.0;1.0;0.0;0.0;a712ca2b;Issa DiopDFWest Ham;2;2;100.0;407.0;478.0;85.1;2.0;10.0;8;36.4;14.0;13.0;1.0;7;17.0;44.0;0.0;572.0;;2.0;1.0;5;1;0;48.5;;;;;
126;Moussa Djenepo;MF;Southampton;23;12.0;5;457.0;5.1;0.0;0.0;3.0;0.0;254147d4;Moussa DjenepoMFSouthampton;11;1;9.1;109.0;147.0;74.1;18.0;9.0;3;27.3;6.0;1.0;5.0;2;11.0;6.0;1.0;246.0;41.4;23.0;9.0;9;0;6;10.0;;;;;
127;Lewis Dobbin;MF;Everton;18;3.0;0;32.0;0.4;0.0;0.0;1.0;0.0;e814e1cf;Lewis DobbinFWMFEverton;0;0;;5.0;8.0;62.5;0.0;2.0;1;50.0;0.0;0.0;0.0;0;2.0;0.0;0.0;13.0;0.0;1.0;1.0;1;0;0;0.0;;;;;
128;Matt Doherty;DF;Tottenham;29;15.0;9;875.0;9.7;2.0;4.0;0.0;0.0;d557d734;Matt DohertyDFTottenham;16;6;37.5;437.0;533.0;82.0;30.0;18.0;12;57.1;11.0;2.0;9.0;13;31.0;20.0;0.0;644.0;60.0;17.0;6.0;11;0;20;66.7;;;;;
129;Gabriel Dos Santos;DF;Arsenal;23;35.0;35;3063.0;34.0;5.0;0.0;8.0;1.0;67ac5bb8;Gabriel Dos SantosDFArsenal;29;12;41.4;1828.0;2049.0;89.2;22.0;50.0;30;73.2;34.0;26.0;8.0;13;63.0;112.0;4.0;2343.0;100.0;18.0;5.0;23;1;1;58.5;;;;;
130;Abdoulaye Doucouré;MF;Everton;28;30.0;29;2537.0;28.2;2.0;4.0;6.0;0.0;02b29014;Abdoulaye DoucouréMFEverton;34;11;32.4;864.0;1097.0;78.8;57.0;75.0;43;45.1;33.0;8.0;25.0;28;103.0;32.0;0.0;1390.0;51.2;43.0;22.0;39;1;11;48.6;;;;;
131;Kieran Dowell;MF;Norwich City;23;19.0;11;912.0;10.1;1.0;1.0;0.0;0.0;2f6ec02a;Kieran DowellFWMFNorwich City;8;2;25.0;223.0;334.0;66.8;26.0;18.0;7;28.1;10.0;1.0;9.0;7;25.0;4.0;0.0;415.0;50.0;13.0;15.0;19;0;38;22.2;;;;;
132;Cody Drameh;MF;Leeds United;19;3.0;1;128.0;1.4;0.0;0.0;1.0;0.0;e0d1510a;Cody DramehDFMFLeeds United;0;0;;62.0;82.0;75.6;2.0;4.0;2;33.3;0.0;0.0;0.0;1;5.0;4.0;0.0;101.0;50.0;5.0;0.0;2;0;2;50.0;;;;;
133;Martin Dúbravka;GK;Newcastle Utd;32;26.0;26;2340.0;26.0;0.0;0.0;1.0;0.0;3a949a25;Martin DúbravkaGKNewcastle Utd;0;0;;534.0;846.0;63.1;3.0;1.0;1;0.0;0.0;0.0;0.0;0;1.0;8.0;2.0;895.0;;0.0;0.0;0;0;0;80.0;67.9;30.8;6.1;;
134;Shane Duffy;DF;Brighton;29;18.0;15;1436.0;16.0;1.0;0.0;7.0;0.0;7314bba4;Shane DuffyDFBrighton;22;5;22.7;906.0;1039.0;87.2;9.0;15.0;12;57.1;24.0;18.0;6.0;16;31.0;76.0;1.0;1218.0;100.0;7.0;0.0;15;1;1;71.4;;;;;
135;Paul Dummett;DF;Newcastle Utd;29;3.0;2;198.0;2.2;0.0;0.0;2.0;0.0;3fe6bd8c;Paul DummettDFNewcastle Utd;0;0;;51.0;73.0;69.9;1.0;7.0;3;62.5;5.0;0.0;5.0;3;10.0;5.0;0.0;96.0;;1.0;0.0;3;0;3;71.4;;;;;
136;Lewis Dunk;DF;Brighton;29;29.0;29;2573.0;28.6;1.0;0.0;3.0;1.0;282f75f3;Lewis DunkDFBrighton;19;7;36.8;1726.0;1958.0;88.2;20.0;10.0;8;45.5;32.0;28.0;4.0;27;37.0;113.0;3.0;2197.0;100.0;11.0;3.0;9;0;3;68.6;;;;;
137;Ederson;GK;Manchester City;27;37.0;37;3330.0;37.0;0.0;0.0;3.0;0.0;3bb7b8b4;EdersonGKManchester City;0;0;;1016.0;1128.0;90.1;2.0;2.0;1;0.0;0.0;0.0;0.0;0;2.0;12.0;0.0;1169.0;;0.0;0.0;1;0;0;76.9;69.9;54.1;7.0;;
138;Odsonne Édouard;FW;Crystal Palace;23;28.0;18;1564.0;17.4;6.0;3.0;4.0;0.0;0562b7f1;Odsonne ÉdouardFWCrystal Palace;39;17;43.6;309.0;429.0;72.0;51.0;16.0;10;33.3;20.0;5.0;15.0;0;16.0;18.0;0.0;679.0;44.8;62.0;27.0;25;4;7;45.8;;;;;
139;CJ Egan-Riley;DF;Manchester City;18;1.0;0;4.0;0.0;0.0;0.0;0.0;0.0;d313e8ff;CJ Egan-RileyDFManchester City;0;0;;1.0;1.0;100.0;0.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;1.0;;0.0;0.0;0;0;0;;;;;;
140;Anthony Elanga;FW;Manchester Utd;19;21.0;14;1214.0;13.5;2.0;2.0;0.0;0.0;2fba6108;Anthony ElangaFWManchester Utd;21;7;33.3;340.0;450.0;75.6;21.0;26.0;20;51.7;17.0;1.0;16.0;9;35.0;7.0;0.0;619.0;35.5;37.0;15.0;8;3;21;57.1;;;;;
141;Harvey Elliott;MF;Liverpool;18;6.0;4;346.0;3.8;0.0;0.0;0.0;0.0;c8387671;Harvey ElliottMFLiverpool;10;1;10.0;209.0;256.0;81.6;25.0;3.0;0;0.0;8.0;1.0;7.0;4;7.0;2.0;0.0;302.0;22.2;8.0;0.0;2;0;10;50.0;;;;;
142;Mohamed Elneny;MF;Arsenal;29;14.0;8;806.0;9.0;0.0;2.0;1.0;0.0;47a34c4f;Mohamed ElnenyMFArsenal;8;2;25.0;528.0;565.0;93.5;17.0;16.0;8;58.3;7.0;1.0;6.0;14;30.0;13.0;0.0;630.0;0.0;4.0;3.0;5;0;0;50.0;;;;;
143;Mohamed Elyounoussi;MF;Southampton;26;30.0;23;2042.0;22.7;4.0;2.0;4.0;0.0;68dc0dac;Mohamed ElyounoussiMFFWSouthampton;43;17;39.5;432.0;638.0;67.7;57.0;36.0;17;28.2;23.0;2.0;21.0;12;48.0;28.0;0.0;933.0;62.2;63.0;38.0;28;1;29;45.2;;;;;
144;Emerson;MF;Tottenham;22;31.0;26;2286.0;25.4;1.0;1.0;5.0;0.0;df8b52a5;EmersonDFMFTottenham;15;4;26.7;1170.0;1450.0;80.7;50.0;72.0;47;53.7;25.0;2.0;23.0;22;94.0;92.0;1.0;1765.0;50.0;27.0;18.0;28;2;74;44.0;;;;;
145;Christian Eriksen;DM;Brentford;29;11.0;10;939.0;10.4;1.0;4.0;1.0;0.0;980522ec;Christian EriksenMFBrentford;22;8;36.4;478.0;639.0;74.8;57.0;13.0;6;47.1;9.0;1.0;8.0;9;22.0;14.0;0.0;740.0;50.0;18.0;9.0;5;0;86;45.5;;;;Christian Eriksen;1.0
146;Oghenekaro Etebo;DM;Watford;25;9.0;4;401.0;4.5;0.0;0.0;3.0;0.0;b579e83d;Oghenekaro EteboMFWatford;3;0;0.0;151.0;168.0;89.9;5.0;11.0;8;37.5;3.0;1.0;2.0;5;16.0;5.0;0.0;204.0;60.0;3.0;2.0;8;0;2;75.0;;;;Oghenekaro Etebo;1.0
147;Jonny Evans;DF;Leicester City;33;18.0;16;1348.0;15.0;1.0;1.0;3.0;0.0;f8fcd2a5;Jonny EvansDFLeicester City;3;2;66.7;846.0;1020.0;82.9;10.0;24.0;14;63.6;17.0;13.0;4.0;20;44.0;59.0;0.0;1147.0;66.7;4.0;0.0;15;0;3;73.8;;;;;
148;Eberechi Eze;MF;Crystal Palace;23;13.0;6;605.0;6.7;1.0;1.0;1.0;0.0;ae4fc6a4;Eberechi EzeMFFWCrystal Palace;10;1;10.0;234.0;304.0;77.0;24.0;10.0;6;54.5;4.0;1.0;3.0;5;15.0;1.0;0.0;376.0;60.9;20.0;10.0;5;0;27;35.0;;;;;
149;Łukasz Fabiański;GK;West Ham;36;37.0;37;3330.0;37.0;0.0;0.0;2.0;0.0;9328b835;Łukasz FabiańskiGKWest Ham;0;0;;666.0;1013.0;65.7;3.0;0.0;0;;0.0;0.0;0.0;0;0.0;11.0;0.0;1084.0;;0.0;1.0;1;0;0;100.0;70.4;21.6;4.7;;
150;Fabinho;MF;Liverpool;27;29.0;26;2314.0;25.7;5.0;1.0;7.0;0.0;7f3b388c;FabinhoMFLiverpool;19;7;36.8;1350.0;1550.0;87.1;53.0;46.0;25;34.3;33.0;10.0;23.0;39;85.0;25.0;1.0;1788.0;73.3;24.0;13.0;40;0;6;64.2;;;;;
151;Kiko Femenía;DF;Watford;30;27.0;26;2142.0;23.8;0.0;5.0;2.0;0.0;e5d01ecf;Kiko FemeníaDFWatford;3;1;33.3;867.0;1228.0;70.6;45.0;35.0;22;56.8;24.0;8.0;16.0;37;72.0;51.0;0.0;1431.0;50.0;41.0;7.0;12;2;106;46.2;;;;;
152;Evan Ferguson;MF;Brighton;16;1.0;0;23.0;0.3;0.0;0.0;0.0;0.0;4596da74;Evan FergusonMFBrighton;0;0;;5.0;6.0;83.3;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;7.0;;1.0;0.0;0;0;1;0.0;;;;;
153;Nathan Ferguson;DF;Crystal Palace;20;1.0;0;9.0;0.1;0.0;0.0;0.0;0.0;2f8d27bc;Nathan FergusonDFCrystal Palace;0;0;;3.0;5.0;60.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;5.0;;0.0;0.0;0;0;0;;;;;;
154;Bruno Fernandes;MF;Manchester Utd;26;36.0;35;3111.0;34.6;10.0;6.0;10.0;0.0;507c7bdf;Bruno FernandesMFManchester Utd;87;29;33.3;1549.0;2093.0;74.0;155.0;54.0;28;28.6;36.0;0.0;36.0;17;71.0;42.0;2.0;2445.0;50.0;46.0;40.0;33;3;148;38.8;;;;;
155;Álvaro Fernández;GK;Brentford;23;12.0;12;1080.0;12.0;0.0;0.0;0.0;0.0;f127d782;Álvaro FernándezGKBrentford;0;0;;336.0;517.0;65.0;0.0;0.0;0;;0.0;0.0;0.0;0;0.0;5.0;2.0;546.0;;1.0;0.0;0;0;0;50.0;66.7;8.3;4.6;;
156;Federico Fernández;DF;Newcastle Utd;32;7.0;5;523.0;5.8;0.0;0.0;0.0;0.0;f25b010f;Federico FernándezDFNewcastle Utd;6;1;16.7;182.0;211.0;86.3;4.0;3.0;0;40.0;10.0;10.0;0.0;4;7.0;28.0;0.0;265.0;;1.0;0.0;1;0;1;66.7;;;;;
157;Fernandinho;MF;Manchester City;36;19.0;10;964.0;10.7;2.0;1.0;1.0;0.0;101da2b5;FernandinhoMFDFManchester City;18;3;16.7;746.0;842.0;88.6;30.0;21.0;10;33.3;8.0;2.0;6.0;8;29.0;13.0;1.0;927.0;81.8;6.0;7.0;14;0;2;59.5;;;;;
158;Roberto Firmino;FW;Liverpool;29;20.0;10;990.0;11.0;5.0;4.0;3.0;0.0;4c370d81;Roberto FirminoFWLiverpool;30;11;36.7;390.0;501.0;77.8;40.0;23.0;14;18.8;20.0;0.0;20.0;4;27.0;3.0;0.0;664.0;51.5;33.0;25.0;7;3;8;34.1;;;;;
159;Junior Firpo;MF;Leeds United;24;24.0;19;1711.0;19.0;0.0;2.0;11.0;0.0;24f59bb2;Junior FirpoDFMFLeeds United;11;1;9.1;768.0;952.0;80.7;52.0;61.0;29;52.5;22.0;6.0;16.0;24;85.0;37.0;0.0;1152.0;57.1;17.0;7.0;39;1;26;58.7;;;;;
160;Ashley Fletcher;FW;Watford;25;3.0;0;30.0;0.3;0.0;0.0;0.0;0.0;eeb6551f;Ashley FletcherFWWatford;2;1;50.0;3.0;7.0;42.9;2.0;2.0;1;100.0;1.0;1.0;0.0;0;2.0;0.0;0.0;14.0;;1.0;1.0;1;0;1;12.5;;;;;
161;Phil Foden;FW;Manchester City;21;28.0;24;2128.0;23.6;9.0;5.0;1.0;0.0;ed1e53f3;Phil FodenFWManchester City;57;22;38.6;881.0;1102.0;79.9;89.0;16.0;8;41.2;9.0;0.0;9.0;11;27.0;5.0;0.0;1303.0;63.8;48.0;34.0;15;14;132;15.6;;;;;
162;Wesley Fofana;DF;Leicester City;20;7.0;7;630.0;7.0;0.0;0.0;2.0;0.0;132a82f1;Wesley FofanaDFLeicester City;3;1;33.3;470.0;528.0;89.0;4.0;12.0;8;63.6;5.0;2.0;3.0;12;24.0;26.0;1.0;594.0;100.0;5.0;2.0;7;0;0;66.7;;;;;
163;Pablo Fornals;MF;West Ham;25;36.0;32;2795.0;31.1;6.0;3.0;4.0;0.0;82927de4;Pablo FornalsFWMFWest Ham;43;11;25.6;1052.0;1417.0;74.2;109.0;54.0;28;26.2;49.0;2.0;47.0;27;81.0;16.0;1.0;1731.0;42.6;47.0;28.0;24;6;87;43.4;;;;;
164;Adam Forshaw;DM;Leeds United;29;22.0;17;1530.0;17.0;0.0;1.0;5.0;0.0;9f1938ab;Adam ForshawMFLeeds United;14;4;28.6;695.0;842.0;82.5;35.0;53.0;23;38.9;17.0;1.0;16.0;19;72.0;12.0;2.0;995.0;63.2;24.0;11.0;26;2;5;50.0;;;;Adam Forshaw;1.0
165;Marcus Forss;MF;Brentford;22;7.0;1;209.0;2.3;0.0;1.0;0.0;0.0;82c215a0;Marcus ForssFWMFBrentford;5;0;0.0;22.0;38.0;57.9;1.0;3.0;3;50.0;5.0;0.0;5.0;1;4.0;0.0;0.0;69.0;25.0;9.0;1.0;3;0;1;22.2;;;;;
166;Fraser Forster;GK;Southampton;33;19.0;19;1710.0;19.0;0.0;0.0;1.0;0.0;c3e39f12;Fraser ForsterGKSouthampton;0;0;;360.0;603.0;59.7;3.0;1.0;0;0.0;0.0;0.0;0.0;0;1.0;23.0;2.0;673.0;;0.0;0.0;0;0;0;100.0;67.3;15.8;6.7;;
167;Ben Foster;GK;Watford;38;26.0;26;2340.0;26.0;0.0;1.0;0.0;0.0;d0b3ceb9;Ben FosterGKWatford;0;0;;428.0;886.0;48.3;8.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;9.0;4.0;940.0;100.0;0.0;0.0;1;0;0;62.5;60.3;15.4;4.4;;
168;Tariqe Fosu;DF;Brentford;25;1.0;0;17.0;0.2;0.0;0.0;0.0;0.0;3dcef539;Tariqe FosuDFBrentford;1;1;100.0;6.0;7.0;85.7;1.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;10.0;;0.0;0.0;0;0;1;0.0;;;;;
169;Ryan Fraser;MF;Newcastle Utd;27;27.0;18;1465.0;16.3;2.0;3.0;3.0;0.0;d56543a0;Ryan FraserFWMFNewcastle Utd;24;7;29.2;334.0;482.0;69.3;56.0;10.0;3;38.5;11.0;1.0;10.0;11;21.0;11.0;0.0;590.0;25.0;22.0;11.0;10;2;88;18.5;;;;;
170;Fred;DM;Manchester Utd;28;28.0;24;2028.0;22.5;4.0;4.0;5.0;0.0;b853e0ad;FredMFManchester Utd;15;9;60.0;1137.0;1358.0;83.7;56.0;63.0;27;27.8;38.0;11.0;27.0;32;95.0;24.0;0.0;1623.0;58.3;41.0;25.0;31;0;3;53.6;;;;Fred;1.0
171;Ryan Fredericks;DF;West Ham;28;7.0;3;307.0;3.4;0.0;0.0;1.0;0.0;c067631c;Ryan FredericksDFWest Ham;0;0;;113.0;150.0;75.3;4.0;2.0;2;0.0;2.0;1.0;1.0;4;6.0;6.0;0.0;172.0;0.0;2.0;1.0;3;0;9;60.0;;;;;
172;Leo Fuhr Hjelde;MF;Leeds United;17;2.0;0;150.0;1.7;0.0;0.0;0.0;0.0;d102b8a2;Leo Fuhr HjeldeMFDFLeeds United;0;0;;79.0;108.0;73.1;3.0;5.0;4;100.0;3.0;3.0;0.0;4;9.0;7.0;0.0;130.0;;2.0;0.0;1;0;3;60.0;;;;;
173;Conor Gallagher;MF;Crystal Palace;21;34.0;33;2845.0;31.6;8.0;3.0;10.0;0.0;c2731c10;Conor GallagherMFCrystal Palace;52;22;42.3;890.0;1188.0;74.9;91.0;69.0;38;30.4;58.0;9.0;49.0;29;98.0;26.0;0.0;1578.0;56.0;62.0;50.0;65;2;128;38.3;;;;;
174;Alejandro Garnacho;MF;Manchester Utd;17;2.0;0;13.0;0.1;0.0;0.0;0.0;0.0;7aa8adfe;Alejandro GarnachoFWMFManchester Utd;0;0;;3.0;3.0;100.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;3.0;;0.0;0.0;1;0;0;;;;;;
175;Dwight Gayle;FW;Newcastle Utd;30;8.0;0;38.0;0.4;0.0;0.0;1.0;0.0;e58a03c6;Dwight GayleFWDFNewcastle Utd;2;0;0.0;13.0;16.0;81.3;3.0;1.0;0;0.0;0.0;0.0;0.0;1;2.0;0.0;0.0;22.0;;1.0;0.0;2;0;0;50.0;;;;;
176;Jean-Philippe Gbamin;DM;Everton;25;3.0;1;67.0;0.7;0.0;0.0;0.0;0.0;6bd603db;Jean-Philippe GbaminMFEverton;0;0;;16.0;22.0;72.7;0.0;1.0;1;0.0;0.0;0.0;0.0;1;2.0;1.0;0.0;31.0;66.7;2.0;2.0;0;0;0;100.0;;;;Jean-Philippe Gbamin;1.0
177;David de Gea;GK;Manchester Utd;30;38.0;38;3420.0;38.0;0.0;0.0;0.0;0.0;7ba6d84e;David de GeaGKManchester Utd;0;0;;677.0;924.0;73.3;3.0;0.0;0;;0.0;0.0;0.0;0;0.0;11.0;2.0;1020.0;;0.0;0.0;0;0;0;100.0;70.0;21.1;1.5;;
178;Joe Gelhardt;MF;Leeds United;19;20.0;5;746.0;8.3;2.0;2.0;4.0;0.0;01962d0d;Joe GelhardtFWMFLeeds United;23;9;39.1;106.0;163.0;65.0;26.0;4.0;3;20.0;9.0;0.0;9.0;0;4.0;3.0;0.0;274.0;58.6;30.0;19.0;17;5;3;34.4;;;;;
179;Anwar El Ghazi;MF;Aston Villa;26;9.0;4;386.0;4.3;1.0;1.0;2.0;0.0;ffa90327;Anwar El GhaziFWMFAston Villa;7;2;28.6;84.0;119.0;70.6;11.0;4.0;4;28.6;6.0;0.0;6.0;1;5.0;2.0;0.0;181.0;40.0;22.0;7.0;8;2;14;47.6;;;;;
180;Anwar El Ghazi;MF;Everton;26;2.0;0;13.0;0.1;0.0;0.0;0.0;0.0;ffa90327;Anwar El GhaziFWMFEverton;0;0;;7.0;9.0;77.8;0.0;1.0;1;100.0;3.0;0.0;3.0;0;1.0;0.0;0.0;14.0;0.0;1.0;0.0;0;0;0;0.0;;;;;
181;Saman Ghoddos;MF;Brentford;27;17.0;4;536.0;6.0;1.0;1.0;2.0;0.0;f7b1d4e0;Saman GhoddosMFDFBrentford;8;3;37.5;143.0;216.0;66.2;27.0;17.0;10;60.0;2.0;0.0;2.0;3;20.0;16.0;0.0;296.0;71.4;14.0;4.0;12;0;21;42.3;;;;;
182;Dimitris Giannoulis;DF;Norwich City;25;18.0;14;1169.0;13.0;0.0;1.0;2.0;0.0;112c495e;Dimitris GiannoulisDFNorwich City;2;1;50.0;530.0;714.0;74.2;22.0;36.0;21;66.7;22.0;6.0;16.0;19;55.0;41.0;1.0;894.0;63.0;24.0;11.0;16;0;44;53.3;;;;;
183;Morgan Gibbs-White;MF;Wolves;21;2.0;0;9.0;0.1;0.0;0.0;1.0;0.0;32f60ed8;Morgan Gibbs-WhiteDFFWWolves;2;0;0.0;7.0;10.0;70.0;1.0;0.0;0;;1.0;0.0;1.0;0;0.0;0.0;0.0;14.0;;0.0;0.0;2;0;1;0.0;;;;;
184;Ben Gibson;DF;Norwich City;28;28.0;28;2494.0;27.7;0.0;0.0;5.0;1.0;bcfb0142;Ben GibsonDFNorwich City;8;4;50.0;1117.0;1382.0;80.8;14.0;23.0;16;58.3;36.0;30.0;6.0;27;50.0;139.0;2.0;1640.0;71.4;6.0;2.0;12;0;1;57.1;;;;;
185;Billy Gilmour;MF;Norwich City;20;24.0;21;1855.0;20.6;0.0;1.0;2.0;0.0;df10e27c;Billy GilmourMFNorwich City;18;3;16.7;991.0;1243.0;79.7;55.0;41.0;21;26.9;21.0;4.0;17.0;17;58.0;29.0;0.0;1423.0;68.2;29.0;11.0;28;1;98;39.4;;;;;
186;Ben Godfrey;DF;Everton;23;23.0;23;2029.0;22.5;0.0;0.0;6.0;0.0;9f7c837d;Ben GodfreyDFEverton;18;6;33.3;611.0;808.0;75.6;32.0;47.0;32;61.5;41.0;19.0;22.0;15;62.0;100.0;2.0;1080.0;75.0;24.0;4.0;17;0;12;45.6;;;;;
187;André Gomes;DM;Everton;28;14.0;7;619.0;6.9;0.0;1.0;3.0;0.0;1961b2aa;André GomesMFEverton;14;4;28.6;218.0;282.0;77.3;21.0;16.0;4;25.0;8.0;2.0;6.0;1;17.0;7.0;1.0;376.0;66.7;21.0;16.0;24;0;6;47.1;;;;André Gomes;1.0
188;Toti Gomes;DF;Wolves;22;4.0;4;360.0;4.0;0.0;0.0;1.0;0.0;f0caab96;Toti GomesDFWolves;1;0;0.0;153.0;203.0;75.4;0.0;11.0;7;77.8;6.0;3.0;3.0;8;19.0;15.0;0.0;255.0;83.3;3.0;2.0;2;1;1;56.5;;;;;
189;Joe Gomez;DF;Liverpool;24;8.0;4;331.0;3.7;0.0;1.0;2.0;0.0;7a11550b;Joe GomezDFLiverpool;1;0;0.0;230.0;292.0;78.8;7.0;10.0;6;55.6;4.0;1.0;3.0;5;15.0;6.0;0.0;332.0;50.0;5.0;2.0;5;0;19;62.5;;;;;
190;Charlie Goode;DF;Brentford;25;6.0;4;450.0;5.0;0.0;0.0;3.0;0.0;7aee4dd3;Charlie GoodeDFBrentford;2;0;0.0;195.0;304.0;64.1;12.0;7.0;5;100.0;4.0;2.0;2.0;2;9.0;8.0;0.0;339.0;71.4;3.0;1.0;5;0;6;65.2;;;;;
191;Anthony Gordon;MF;Everton;20;35.0;25;2285.0;25.4;4.0;2.0;4.0;0.0;2bd83368;Anthony GordonMFFWEverton;44;18;40.9;482.0;743.0;64.9;77.0;54.0;32;35.6;49.0;3.0;46.0;22;76.0;17.0;0.0;1116.0;47.5;74.0;37.0;25;8;119;30.9;;;;;
192;Kaide Gordon;FW;Liverpool;16;1.0;0;9.0;0.1;0.0;0.0;0.0;0.0;19a9cb70;Kaide GordonFWLiverpool;1;1;100.0;4.0;4.0;100.0;0.0;1.0;0;;0.0;0.0;0.0;0;1.0;0.0;0.0;7.0;0.0;0.0;1.0;1;0;0;0.0;;;;;
193;Dan Gosling;MF;Watford;31;4.0;2;166.0;1.8;1.0;0.0;0.0;0.0;7fec31a0;Dan GoslingMFWatford;2;1;50.0;55.0;65.0;84.6;2.0;2.0;1;33.3;2.0;0.0;2.0;0;2.0;3.0;0.0;83.0;100.0;2.0;1.0;2;0;1;55.6;;;;;
194;Demarai Gray;MF;Everton;25;34.0;28;2338.0;26.0;5.0;4.0;3.0;0.0;4468ec10;Demarai GrayMFFWEverton;65;17;26.2;555.0;769.0;72.2;88.0;30.0;19;45.5;30.0;2.0;28.0;15;45.0;21.0;1.0;1093.0;51.9;70.0;36.0;12;3;129;11.4;;;;;
195;Jack Grealish;FW;Manchester City;25;26.0;22;1914.0;21.3;3.0;3.0;3.0;0.0;b0b4fd3e;Jack GrealishFWManchester City;45;16;35.6;833.0;971.0;85.8;119.0;18.0;17;38.5;11.0;1.0;10.0;8;26.0;7.0;0.0;1173.0;58.8;31.0;29.0;17;5;32;33.3;;;;;
196;Mason Greenwood;MF;Manchester Utd;19;18.0;16;1271.0;14.1;5.0;1.0;1.0;0.0;58eee997;Mason GreenwoodFWMFManchester Utd;48;18;37.5;394.0;501.0;78.6;52.0;15.0;9;33.3;5.0;0.0;5.0;1;16.0;6.0;0.0;652.0;61.5;26.0;16.0;15;3;34;33.3;;;;;
197;Sam Greenwood;MF;Leeds United;19;7.0;1;237.0;2.6;0.0;2.0;0.0;0.0;f3354c07;Sam GreenwoodMFFWLeeds United;4;0;0.0;54.0;80.0;67.5;5.0;8.0;5;57.1;3.0;0.0;3.0;2;10.0;1.0;0.0;106.0;40.0;1.0;0.0;7;2;6;40.0;;;;;
198;Pascal Groß;MF;Brighton;30;29.0;24;2038.0;22.6;2.0;4.0;1.0;0.0;8aec0537;Pascal GroßMFDFBrighton;23;7;30.4;1012.0;1345.0;75.2;100.0;28.0;15;36.4;34.0;8.0;26.0;18;46.0;23.0;0.0;1537.0;50.0;27.0;15.0;15;4;189;41.7;;;;;
199;Vicente Guaita;GK;Crystal Palace;34;30.0;30;2655.0;29.5;0.0;0.0;2.0;0.0;ab13a5aa;Vicente GuaitaGKCrystal Palace;0;0;;776.0;982.0;79.0;1.0;1.0;0;100.0;0.0;0.0;0.0;1;2.0;8.0;1.0;1033.0;;1.0;0.0;1;0;0;88.9;74.1;36.7;4.4;;
