Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Rade Krunić,MFFW,Milan,29-171,28,21,29.7,19,7,12,11,39,14,0,817c6964
Marash Kumbulla,DF,Roma,23-047,4,4,66.7,2,1,1,4,8,6,0,a40819d9
Khvicha Kvaratskhelia,FW,Napoli,22-043,31,16,44.4,14,0,14,2,33,5,1,dea88efd
Giorgos Kyriakopoulos,FWDF,Bologna,27-050,4,2,22.2,4,0,4,1,5,1,0,0a483542
Giorgos Kyriakopoulos,FWDF,Sassuolo,27-050,21,8,71.4,7,1,6,11,32,12,1,0a483542
Sam Lammers,FW,Sampdoria,25-331,11,5,42.9,6,0,6,3,14,7,0,c283ddef
Sam Lammers,FW,Empoli,25-331,20,10,63.6,4,1,3,3,23,8,0,c283ddef
Kevin Lasagna,FWMF,Hellas Verona,30-229,10,4,38.5,16,1,15,4,14,12,0,09538fdb
Armand Lauriente,FW,Sassuolo,24-113,14,9,41.7,17,0,17,10,24,7,0,2d22cea7
Valentino Lazaro,DF,Torino,27-003,10,5,75.0,11,2,9,2,12,18,0,016ff750
Marko Lazetić,FW,Milan,19-064,0,0,,0,0,0,0,0,0,0,93088fbb
Darko Lazović,MFDF,Hellas Verona,32-193,21,12,41.7,11,3,8,12,33,19,0,5128bde4
Manuel Lazzari,DF,Lazio,29-118,27,17,54.5,16,5,11,13,40,27,1,02caf6e0
Rafael Leão,FWMF,Milan,23-290,4,3,37.5,3,1,2,11,15,7,0,20730eae
Mehdi Léris,MFDF,Sampdoria,24-308,49,37,43.5,32,4,28,23,72,20,0,7d3cbc67
Karol Linetty,MF,Torino,28-053,30,16,54.5,22,7,15,16,46,24,0,d023d70f
Marcin Listkowski,MFFW,Lecce,25-045,0,0,,0,0,0,3,3,2,0,a3695ac2
Diego Llorente,DF,Roma,29-223,1,1,100.0,0,0,0,1,2,1,0,bba30585
Stanislav Lobotka,MF,Napoli,28-122,62,31,64.0,26,6,20,13,75,12,0,e1cbb531
Manuel Locatelli,MF,Juventus,25-078,42,23,60.6,39,18,21,22,64,43,0,a8a874f1
Luka Lochoshvili,DF,Cremonese,24-302,33,12,78.3,22,4,18,14,47,50,0,c8ad0857
Ademola Lookman,FWMF,Atalanta,25-158,10,3,25.0,18,0,18,3,13,0,0,7c104bb7
Maxime Lopez,MF,Sassuolo,25-113,35,14,25.0,17,3,14,17,52,17,0,20094685
Matteo Lovato,DF,Salernitana,23-041,9,7,57.1,8,5,3,7,16,18,2,5fa57166
Sandi Lovrić,MF,Udinese,24-364,34,14,66.7,14,1,13,15,49,16,0,966eea58
Hirving Lozano,FW,Napoli,27-240,21,12,57.1,27,0,27,12,33,5,0,a69e4806
Jhon Lucumí,DF,Bologna,24-274,40,28,61.3,27,18,9,25,65,75,1,80490d7f
José Luis Palomino,DF,Atalanta,33-081,12,5,60.0,4,2,2,21,33,14,0,921f6058
Romelu Lukaku,FW,Inter,29-318,1,0,50.0,0,0,0,0,1,5,0,5eae500a
Saša Lukić,MF,Torino,26-226,21,14,60.0,17,7,10,13,34,10,0,c6e8cf1f
Sebastiano Luperto,DF,Empoli,26-202,22,12,41.7,39,28,11,27,49,118,1,997fff07
Charalambos Lykogiannis,DF,Bologna,29-156,15,7,38.5,8,3,5,15,30,28,0,5efc5389
Giulio Maggiore,MF,Salernitana,25-015,16,6,50.0,17,4,13,8,24,6,0,957e4c87
Giangiacomo Magnani,DF,Hellas Verona,27-174,19,12,90.9,13,9,4,16,35,44,0,cce9f582
Mike Maignan,GK,Milan,27-267,1,0,100.0,0,0,0,1,2,4,0,fcb38f57
Jordan Majchrzak,FW,Roma,18-170,0,0,,0,0,0,0,0,0,0,2e7dafe5
Jean-Victor Makengo,MF,Udinese,24-288,16,13,55.6,8,2,6,9,25,3,0,22bfb57e
Lorenzo Malagrida,DFMF,Sampdoria,19-154,0,0,0.0,1,0,1,0,0,1,0,2bffcbf2
Daniel Maldini,FWMF,Spezia,21-167,8,4,33.3,6,0,6,1,9,6,0,801831fe
Youssef Maleh,MF,Fiorentina,24-217,3,1,0.0,5,0,5,1,4,3,0,4c8845f7
Youssef Maleh,MF,Lecce,24-217,15,6,38.5,12,0,12,3,18,6,0,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,29-327,14,8,35.3,8,1,7,5,19,2,0,48d5bd33
Gianluca Mancini,DF,Roma,26-344,31,15,54.2,24,12,12,37,68,51,0,5aa53281
Rolando Mandragora,MF,Fiorentina,25-271,28,15,48.6,14,2,12,10,38,19,0,c7259b83
Federico Marchetti,GK,Spezia,40-048,0,0,,0,0,0,0,0,0,0,f794b426
Riccardo Marchizza,DF,Sassuolo,25-001,2,2,50.0,1,0,1,1,3,6,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,31-040,21,15,76.9,20,16,4,20,41,71,3,8650af85
Pablo Marí,DF,Monza,29-208,26,12,72.2,10,7,3,17,43,82,3,aa54ec6f
Răzvan Marin,MF,Empoli,26-308,36,18,46.9,26,10,16,12,48,21,0,7fac99d4
Marlon,DF,Monza,27-201,28,16,50.0,8,2,6,18,46,38,0,cdf65d12
Luca Marrone,DF,Monza,32-364,0,0,0.0,2,2,0,0,0,4,1,ea468ea8
Lautaro Martínez,FW,Inter,25-217,22,11,37.5,27,1,26,11,33,12,1,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,26-321,60,34,69.8,31,16,15,34,94,62,1,3ec3c1c9
Adam Marušić,DF,Lazio,30-161,31,24,57.7,15,5,10,30,61,51,1,d4535821
Adam Masina,DF,Udinese,29-084,5,4,50.0,6,3,3,10,15,18,1,de0f152c
Nemanja Matić,MF,Roma,34-238,37,19,60.9,18,3,15,19,56,18,1,eb7822d7
Luís Maximiano,GK,Lazio,24-081,0,0,,0,0,0,0,0,0,0,3318286e
Pasquale Mazzocchi,DF,Salernitana,27-243,24,12,40.0,8,2,6,9,33,25,2,eb0ec070
Weston McKennie,MFDF,Juventus,24-211,14,5,62.5,15,4,11,11,25,15,1,01c3aff5
Gary Medel,MFDF,Bologna,35-236,23,15,57.1,13,8,5,25,48,33,0,563a68ad
Soualiho Meïté,MF,Cremonese,29-010,30,19,46.9,15,2,13,17,47,18,0,5cec2c74
Alex Meret,GK,Napoli,26-005,0,0,,0,0,0,0,0,6,1,9413b19f
Yıldırım Mert Çetin,DF,Lecce,26-085,1,0,,0,0,0,1,2,1,0,c730da00
Junior Messias,FWDF,Milan,31-318,19,15,41.7,15,3,12,6,25,21,0,f49c4ae9
Tommaso Milanese,MF,Cremonese,20-239,0,0,,1,1,0,0,0,0,0,b2561711
Nikola Milenković,DF,Fiorentina,25-166,25,16,72.2,22,10,12,18,43,50,0,bee704fc
Arkadiusz Milik,FW,Juventus,29-027,7,5,40.0,7,0,7,0,7,9,0,85613cf0
Sergej Milinković-Savić,MF,Lazio,28-028,40,24,40.9,33,8,25,22,62,31,0,4e6dbac4
Vanja Milinković-Savić,GK,Torino,26-035,2,1,100.0,0,0,0,1,3,13,1,9fa26bc2
Kim Min-jae,DF,Napoli,26-132,42,24,85.7,34,25,9,30,72,102,1,e0f8151c
Aleksei Miranchuk,MF,Torino,27-161,6,3,11.1,7,0,7,1,7,3,0,a9aa0d1d
Fabio Miretti,MFFW,Juventus,19-236,18,7,44.4,15,1,14,2,20,10,0,34693494
Henrikh Mkhitaryan,MF,Inter,34-065,31,20,41.4,25,4,21,12,43,13,0,dd0daf32
Salvatore Molina,DF,Monza,31-085,6,5,80.0,4,2,2,1,7,2,0,54ab971f
Daniele Montevago,FW,Sampdoria,20-009,1,0,0.0,2,1,1,0,1,1,0,ca73910d
Lorenzo Montipò,GK,Hellas Verona,27-035,1,0,0.0,1,0,1,0,1,24,2,c1d95617
Nikola Moro,MF,Bologna,25-015,19,10,42.1,8,1,7,4,23,10,0,ff579c7e
Dany Mota,FWMF,Monza,24-329,5,4,33.3,5,1,4,2,7,15,0,efc9e31f
João Moutinho,DFFW,Spezia,25-074,7,1,75.0,1,1,0,0,7,0,0,a0aee24e
Mert Müldür,DF,Sassuolo,23-358,0,0,,0,0,0,0,0,0,0,1295552e
Luis Muriel,FW,Atalanta,31-345,6,3,37.5,7,0,7,2,8,2,0,eb2fe5b6
Jeison Murillo,DF,Sampdoria,30-304,19,10,78.9,17,10,7,7,26,28,0,b233e8e4
Nicola Murru,DF,Sampdoria,28-101,18,11,50.0,12,4,8,6,24,18,0,d183e9d6
Juan Musso,GK,Atalanta,28-325,1,1,100.0,0,0,0,0,1,10,1,a111cf41
Joakim Mæhle,DFMF,Atalanta,25-311,22,11,57.7,17,4,13,14,36,14,0,c459a650
Herculano Nabian,MF,Empoli,19-061,0,0,,0,0,0,0,0,0,0,c39babc1
Michel Ndary Adopo,MFDF,Torino,22-251,6,2,33.3,2,2,0,1,7,4,0,599d91d0
Tanguy Ndombele,MF,Napoli,26-089,11,5,60.0,5,0,5,6,17,6,1,5cdddffa
Ilija Nestorovski,FWMF,Udinese,33-015,1,0,25.0,2,0,2,0,1,2,0,b1236c63
Cyril Ngonge,MFFW,Hellas Verona,22-305,2,2,0.0,3,0,3,2,4,2,0,2b8360f1
Hans Nicolussi Caviglia,MF,Salernitana,22-282,13,6,66.7,5,0,5,6,19,7,1,b136c945
Dimitris Nikolaou,DF,Spezia,24-226,32,23,77.3,30,21,9,20,52,59,0,cf961d8d
Bram Nuytinck,DF,Udinese,32-327,7,4,50.0,6,6,0,5,12,22,0,e33f36d5
Bram Nuytinck,DF,Sampdoria,32-327,39,27,65.5,29,16,13,15,54,60,0,e33f36d5
M'Bala Nzola,FW,Spezia,26-221,9,4,14.3,16,4,12,5,14,19,0,a4948e67
Pedro Obiang,MF,Sassuolo,31-000,25,16,62.5,9,1,8,7,32,13,0,ba1e04b3
Guillermo Ochoa,GK,Salernitana,37-257,0,0,0.0,0,0,0,0,0,2,0,1e9bde92
David Okereke,FWMF,Cremonese,25-210,11,7,25.0,20,3,17,5,16,10,0,d125f22f
Caleb Okoli,DF,Atalanta,21-257,21,17,43.5,9,5,4,26,47,41,3,8ec109e6
Mathías Olivera,DF,Napoli,25-147,25,13,51.7,15,2,13,12,37,20,0,41c12f75
André Onana,GK,Inter,26-359,0,0,,0,0,0,0,0,3,0,e9c0c1b2
Divock Origi,FWMF,Milan,27-343,5,2,50.0,3,1,2,0,5,12,0,43a166b4
Riccardo Orsolini,FW,Bologna,26-062,21,13,41.4,26,2,24,7,28,14,0,e14ec482
Victor Osimhen,FW,Napoli,24-088,5,3,0.0,6,1,5,3,8,19,0,8c90fd7a
Remi Oudin,FW,Lecce,26-129,15,7,50.0,9,0,9,14,29,7,0,ea02beaf
Adam Ounas,FW,Napoli,26-136,0,0,,0,0,0,1,1,0,0,ed90babd
Simone Pafundi,MF,Udinese,17-041,2,2,,0,0,0,0,2,0,0,8daee720
Flavio Paoletti,MF,Sampdoria,20-070,2,2,33.3,0,0,0,4,6,5,0,3d6cee81
Leandro Paredes,MF,Juventus,28-271,17,10,56.3,4,0,4,9,26,11,0,dff153a4
Fabiano Parisi,DF,Empoli,22-138,49,26,48.1,39,14,25,25,74,63,0,0967845b
Mario Pašalić,MFFW,Atalanta,28-046,20,9,33.3,13,2,11,14,34,9,0,e599253a
Patric,DF,Lazio,29-344,13,8,70.0,17,12,5,10,23,36,1,f7223718
Rui Patrício,GK,Roma,35-040,1,1,100.0,0,0,0,2,3,5,2,79b0d6a0
Pedro,FW,Lazio,35-242,25,18,40.9,13,2,11,5,30,4,1,3ca7254a
Gianluca Pegolo,GK,Sassuolo,42-002,0,0,0.0,0,0,0,0,0,1,0,f058ed1f
Pietro Pellegri,FW,Torino,22-010,4,1,0.0,4,1,3,0,4,2,0,a44d3a3c
Lorenzo Pellegrini,MF,Roma,26-281,37,20,48.4,22,3,19,21,58,14,0,4a5a45c7
Pepín,MF,Monza,26-225,15,8,20.0,10,2,8,11,26,13,0,7afb1573
Roberto Pereyra,DFMF,Udinese,32-079,32,19,48.4,16,4,12,14,46,21,0,75f2c59f
Nehuén Pérez,DF,Udinese,22-276,55,27,79.5,32,15,17,25,80,87,1,f7c491f1
Simone Perilli,GK,Hellas Verona,28-079,0,0,,0,0,0,0,0,0,0,b9e11c1d
Mattia Perin,GK,Juventus,30-137,0,0,,0,0,0,0,0,0,0,4c62d0c8
Samuele Perisan,GK,Empoli,25-218,0,0,,0,0,0,0,0,0,0,00a17eba
Matteo Pessina,MF,Monza,25-340,38,24,37.2,38,9,29,25,63,21,1,780e3631
Andrea Petagna,FW,Monza,27-270,7,5,75.0,13,4,9,2,9,16,0,03f946ed
Giuseppe Pezzella,DF,Lecce,25-118,20,9,56.3,9,2,7,6,26,26,1,149c5f5d
Krzysztof Piątek,FW,Salernitana,27-269,14,7,31.3,10,2,8,0,14,26,0,17f3620a
Roberto Piccoli,FW,Hellas Verona,22-059,1,0,0.0,2,0,2,0,1,2,0,1cadaf34
Roberto Piccoli,FWMF,Empoli,22-059,0,0,0.0,0,0,0,0,0,3,0,1cadaf34
Charles Pickel,MF,Cremonese,25-316,42,16,55.0,27,4,23,18,60,26,1,f71ad8cb
Andrea Pinamonti,FW,Sassuolo,23-312,7,5,60.0,15,1,14,2,9,9,0,08aa9cd1
Lorenzo Pirola,DF,Salernitana,21-035,26,22,75.0,29,22,7,20,46,54,0,caec77da
Marko Pjaca,MFFW,Empoli,27-325,2,1,50.0,1,0,1,1,3,0,0,2c38b327
Tommaso Pobega,MF,Milan,23-255,14,7,60.0,6,2,4,7,21,8,0,55a1cac2
Paul Pogba,MFDF,Juventus,30-012,0,0,,0,0,0,0,0,0,0,867239d3
Matteo Politano,FW,Napoli,29-236,17,9,45.5,5,0,5,7,24,5,0,5e861944
Marin Pongračić,DF,Lecce,25-197,16,14,71.4,4,3,1,16,32,31,0,2a6cd437
Stefan Posch,DF,Bologna,25-317,51,29,63.2,28,8,20,26,77,45,0,7f609bfc
Ivan Provedel,GK,Lazio,29-010,1,0,,0,0,0,0,1,15,0,277da414
Ignacio Pussetto,MFDF,Sampdoria,27-096,6,3,75.0,4,0,4,0,6,3,0,62437b4f
Niklas Pyyhtiä,MF,Bologna,19-183,1,0,0.0,0,0,0,1,2,2,0,88f53b75
Fabio Quagliarella,FW,Sampdoria,40-055,1,1,0.0,4,0,4,0,1,3,0,ee4f2f3b
Giacomo Quagliata,DF,Cremonese,23-036,8,7,57.1,5,2,3,8,16,5,0,1b9c7401
Adrien Rabiot,MF,Juventus,27-358,41,23,47.5,32,7,25,20,61,31,1,8794e251
Nemanja Radonjić,MFFW,Torino,27-040,2,1,0.0,3,0,3,2,4,3,0,0630eb63
Ivan Radovanović,MFDF,Salernitana,34-210,12,4,40.0,9,3,6,7,19,9,1,023937a9
Ionuț Radu,GK,Cremonese,25-303,0,0,,0,0,0,0,0,1,3,67f649be
Antonio Raimondo,FW,Bologna,19-009,0,0,,0,0,0,0,0,1,0,ce1a6c7e
Luca Ranieri,DF,Fiorentina,23-338,6,2,66.7,2,1,1,6,12,8,1,8c63fae5
Andrea Ranocchia,DF,Monza,35-039,3,1,75.0,5,5,0,0,3,7,0,539230cf
Filippo Ranocchia,MF,Monza,21-317,11,6,36.4,5,1,4,4,15,7,0,d9ebed1c
Giacomo Raspadori,FWMF,Napoli,23-037,8,7,33.3,6,0,6,2,10,3,0,6e058f06
Giacomo Raspadori,FW,Sassuolo,23-037,0,0,,0,0,0,0,0,0,0,6e058f06
Ante Rebić,FWMF,Milan,29-187,6,4,28.6,5,0,5,1,7,4,0,536cebe5
Arkadiusz Reca,DF,Spezia,27-283,35,21,61.9,15,3,12,21,56,43,0,6213fd82
Panagiotis Retsos,DF,Hellas Verona,24-230,5,4,100.0,4,1,3,2,7,3,0,4bd00a50
Franck Ribéry,MF,Salernitana,39-354,0,0,,1,0,1,0,0,0,0,f61c7c4e
Samuele Ricci,MF,Torino,21-218,19,11,86.7,15,4,11,12,31,18,1,9823be92
Tomás Rincón,MF,Sampdoria,35-073,42,20,52.5,23,2,21,22,64,10,0,f1cfc209
Pablo Rodríguez,FWMF,Lecce,21-235,2,1,0.0,3,0,3,0,2,0,0,1d4e63b6
Ricardo Rodríguez,DF,Torino,30-214,41,24,66.7,20,11,9,26,67,39,0,7f78ad23
Rogério,DF,Sassuolo,25-073,28,16,48.0,23,5,18,25,53,53,0,10e7f486
Alessio Romagnoli,DF,Lazio,28-074,29,13,50.0,26,20,6,26,55,82,0,3ead85f9
Simone Romagnoli,DF,Lecce,33-046,1,1,,0,0,0,0,1,2,0,09899de8
Luka Romero,FW,Lazio,18-129,0,0,0.0,4,0,4,3,3,1,0,ca6edaa0
Marten de Roon,MF,Atalanta,31-363,46,23,43.1,24,3,21,25,71,44,0,2a1beb34
Nicolò Rovella,MF,Monza,21-113,30,22,43.5,13,1,12,26,56,10,0,e58cbfd5
Nicolò Rovella,MF,Juventus,21-113,1,1,100.0,0,0,0,0,1,0,0,e58cbfd5
Amir Rrahmani,DF,Napoli,29-031,29,15,71.4,28,15,13,12,41,60,1,4b3e1a38
Ruan,DF,Sassuolo,23-293,24,19,80.0,14,9,5,13,37,53,2,a378a02a
Daniele Rugani,DF,Juventus,28-241,6,0,100.0,4,2,2,4,10,18,0,14b8fcdf
Matteo Ruggeri,DFMF,Atalanta,20-259,17,12,53.3,14,3,11,10,27,14,0,ae9898c5
Mário Rui,DF,Napoli,31-304,29,19,54.5,16,3,13,15,44,22,1,0b5a292a
Abdelhamid Sabiri,MF,Sampdoria,26-119,17,7,30.8,15,2,13,2,19,5,0,4830e0af
Alexis Saelemaekers,FWDF,Milan,23-273,25,17,51.7,9,1,8,8,33,8,0,ee251371
Jacopo Sala,MF,Spezia,31-112,1,0,0.0,2,0,2,1,2,2,0,da5a981b
Lazar Samardzic,MF,Udinese,21-031,20,11,44.0,7,0,7,9,29,10,0,217c93a1
Junior Sambia,DF,Salernitana,26-201,9,4,66.7,9,3,6,4,13,15,1,24eb7ed6
Antonio Sanabria,FW,Torino,27-023,8,4,20.0,5,2,3,3,11,4,0,0a447501
Leandro Sanca,FWMF,Spezia,23-082,1,1,100.0,0,0,0,0,1,0,0,4295f19c
Alex Sandro,DF,Juventus,32-060,23,13,60.0,19,8,11,13,36,48,0,0d82903c
Nicola Sansone,FW,Bologna,31-198,5,3,75.0,0,0,0,0,5,2,0,7eb97a8e
Riccardo Saponara,FW,Fiorentina,31-096,10,5,55.6,5,1,4,4,14,6,0,3bb7af3b
Martin Satriano,FW,Empoli,22-035,13,8,50.0,5,0,5,3,16,19,0,86383d0e
Giorgio Scalvini,DF,Atalanta,19-106,39,20,62.9,22,9,13,31,70,40,1,1e9aa637
Jerdy Schouten,MF,Bologna,26-074,40,24,56.7,33,14,19,32,72,35,1,2cfae697
Perr Schuurs,DF,Torino,23-121,34,16,58.8,20,11,9,19,53,78,0,e613313c
Demba Seck,FWMF,Torino,22-045,5,2,100.0,3,1,2,1,6,1,0,16463a79
Jacopo Segre,DF,Torino,26-038,0,0,,0,0,0,0,0,0,0,3cb132e6
Vivaldo Semedo,FW,Udinese,18-058,0,0,,0,0,0,0,0,0,0,b6baba31
Stefano Sensi,MF,Monza,27-234,40,25,45.0,12,2,10,15,55,3,0,b70bde8f
Luigi Sepe,GK,Salernitana,31-323,0,0,0.0,0,0,0,0,0,0,0,343f753a
Leonardo Sernicola,DF,Cremonese,25-240,34,23,66.7,15,3,12,27,61,34,0,dd7febd8
Stephan El Shaarawy,DFMF,Roma,30-151,13,7,30.8,8,1,7,13,26,8,0,d3aaad90
Eldor Shomurodov,FW,Spezia,27-271,1,1,0.0,3,0,3,1,2,2,0,57469b2d
Eldor Shomurodov,FW,Roma,27-271,1,0,0.0,1,0,1,1,2,0,0,57469b2d
Marco Silvestri,GK,Udinese,32-025,2,1,66.7,0,0,0,1,3,7,1,0d422df7
Giovanni Simeone,FW,Napoli,27-265,12,3,42.9,1,1,0,1,13,3,0,343c0d52
Wilfried Singo,DF,Torino,22-092,21,14,75.0,11,1,10,8,29,25,1,8b609c34
Salvatore Sirigu,GK,Fiorentina,36-074,0,0,,0,0,0,0,0,1,0,10dc46f0
Leo Skiri Østigård,DF,Napoli,23-119,4,1,100.0,0,0,0,4,8,10,0,b35a7399
Łukasz Skorupski,GK,Bologna,31-326,2,1,50.0,0,0,0,0,2,13,1,ab4449d6
Milan Škriniar,DF,Inter,28-044,29,18,56.3,18,13,5,13,42,46,3,30f5ffa9
Chris Smalling,DF,Roma,33-125,21,12,52.9,40,30,10,37,58,109,0,b6964eb6
Ola Solbakken,MFFW,Roma,24-201,0,0,0.0,0,0,0,1,1,0,0,78f13530
Brandon Soppy,DF,Udinese,21-034,1,1,,4,0,4,1,2,1,0,28f66c2e
Brandon Soppy,DF,Atalanta,21-034,7,4,28.6,8,0,8,2,9,7,0,28f66c2e
Roberto Soriano,FWMF,Bologna,32-047,28,14,54.5,23,2,21,5,33,14,0,9d4c45d6
Joaquin Sosa,DF,Bologna,21-076,6,2,25.0,5,3,2,5,11,30,0,50841bef
Riccardo Sottil,FW,Fiorentina,23-297,0,0,0.0,1,0,1,0,0,0,0,94816803
Matìas Soulé,MFDF,Juventus,19-346,4,3,66.7,3,0,3,3,7,1,0,c13ddd3e
Adama Soumaoro,DF,Bologna,30-282,17,11,75.0,13,9,4,15,32,51,1,7b075c75
Leonardo Spinazzola,DF,Roma,30-002,11,6,37.5,11,3,8,5,16,23,0,3626daea
Marco Sportiello,GK,Atalanta,30-321,1,0,50.0,0,0,0,0,1,1,0,ac4003af
Petar Stojanović,DF,Empoli,27-171,38,20,59.0,15,4,11,11,49,52,0,13b44b02
Gabriel Strefezza,FW,Lecce,25-343,38,19,54.5,24,2,22,12,50,14,0,674cfc5a
Dávid Strelec,FW,Spezia,21-357,2,2,100.0,0,0,0,0,2,0,0,2cb9486d
Isaac Success,FW,Udinese,27-079,8,4,42.9,12,2,10,4,12,16,0,f573a8bf
Ibrahim Sulemana,MF,Hellas Verona,19-309,11,7,60.0,3,2,1,7,18,8,0,230c3f3a
Wojciech Szczęsny,GK,Juventus,32-343,1,0,0.0,0,0,0,0,1,4,0,01b8a2b2
Benjamin Tahirovic,MF,Roma,20-024,2,2,25.0,4,0,4,2,4,1,0,eb3022c3
Adrien Tameze,MF,Hellas Verona,29-051,33,17,38.1,39,11,28,26,59,44,2,8da74c05
Ciprian Tătărușanu,GK,Milan,37-046,0,0,,0,0,0,1,1,2,0,b056e3da
Filippo Terracciano,DFMF,Hellas Verona,20-047,10,7,60.0,4,3,1,6,16,11,0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,33-019,2,1,100.0,0,0,0,1,3,10,0,e1b0a70d
Aleksa Terzić,DF,Fiorentina,23-222,10,6,53.8,10,3,7,4,14,8,0,3ef0a2d7
Florian Thauvin,FW,Udinese,30-060,1,0,33.3,2,0,2,1,2,1,0,2b9fdeea
Malick Thiaw,DF,Milan,21-231,18,15,58.3,9,5,4,5,23,38,1,ff5ea0bf
Kristian Thorstvedt,MF,Sassuolo,24-014,14,7,38.5,14,3,11,12,26,13,0,76ff8d0d
Jeremy Toljan,DF,Sassuolo,28-231,28,20,68.2,20,8,12,13,41,36,1,a96e5dc0
Rafael Tolói,DF,Atalanta,32-168,39,27,51.2,25,11,14,46,85,56,0,c56dc39e
Fikayo Tomori,DF,Milan,25-098,57,28,58.3,33,17,16,24,81,55,0,7edfbb8a
Sandro Tonali,MF,Milan,22-323,42,27,60.0,19,6,13,21,63,15,1,0db169ae
William Troost-Ekong,DF,Salernitana,29-207,9,3,83.3,3,2,1,3,12,3,0,7ed4921e
Frank Tsadjout,FWMF,Cremonese,23-242,5,4,66.7,5,1,4,6,11,4,0,0588a092
Alessandro Tuia,DF,Lecce,32-292,9,5,33.3,1,0,1,13,22,20,0,26c54058
Martin Turk,GK,Sampdoria,19-218,0,0,,0,0,0,0,0,1,0,14ae023f
Iyenoma Udogie,DF,Udinese,20-119,59,36,58.3,28,5,23,24,83,21,0,7cd520e8
Samuel Umtiti,DF,Lecce,29-133,36,22,73.7,15,9,6,17,53,46,0,3eed9821
Diego Valencia,MFFW,Salernitana,23-072,8,5,22.2,10,1,9,1,9,2,0,71005acd
Emanuele Valeri,DF,Cremonese,24-110,39,18,42.9,11,2,9,13,52,34,0,ec52b661
Mattia Valoti,MF,Monza,29-202,10,6,44.4,7,3,4,2,12,4,0,c414df9d
Johan Vásquez,DF,Cremonese,24-156,20,13,47.8,17,12,5,23,43,60,1,5eaed77a
Matías Vecino,MF,Lazio,31-215,37,22,61.3,25,8,17,13,50,29,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,36-320,22,6,57.9,22,5,17,4,26,11,0,ab1ca213
Lorenzo Venuti,DF,Fiorentina,27-349,14,6,69.2,3,2,1,4,18,14,2,983ff2c7
Daniele Verde,FWMF,Spezia,26-280,2,2,50.0,5,0,5,7,9,2,0,d3298c99
Simone Verdi,MF,Hellas Verona,30-258,12,7,50.0,6,0,6,0,12,2,0,0375723e
Valerio Verre,MF,Sampdoria,29-075,14,7,47.1,9,1,8,9,23,3,0,33ecf462
Guglielmo Vicario,GK,Empoli,26-171,0,0,0.0,0,0,0,0,0,12,2,77d6fd4d
Ronaldo Vieira,MF,Torino,24-251,,0,,,,,0,,,,75e60d75
Ronaldo Vieira,MF,Sampdoria,24-251,,10,,,,,13,,,,75e60d75
Emanuel Vignato,MFFW,Bologna,22-215,4,4,50.0,2,0,2,3,7,0,0,ec5dae45
Emanuel Vignato,FWMF,Empoli,22-215,2,0,,0,0,0,0,2,0,0,ec5dae45
Samuele Vignato,FWMF,Monza,19-031,0,0,,0,0,0,0,0,0,0,a14d0ab0
Tonny Vilhena,MF,Salernitana,28-083,33,17,48.1,12,5,7,10,43,11,0,c7069d87
Gonzalo Villar,MF,Sampdoria,25-004,13,7,46.7,11,3,8,4,17,9,1,bdc74a8f
Matías Viña,DF,Roma,25-138,3,1,33.3,5,1,4,2,5,5,0,08eb3b58
Dušan Vlahović,FW,Juventus,23-058,7,4,42.9,7,2,5,3,10,6,1,79443529
Nikola Vlašić,MFFW,Torino,25-174,24,16,47.4,16,1,15,4,28,8,0,aa8e289e
Joel Voelkerling Persson,FW,Lecce,20-071,1,1,,1,0,1,0,1,0,0,b3ef6517
Mërgim Vojvoda,DF,Torino,28-054,18,10,62.5,6,1,5,8,26,23,1,be2706c0
Cristian Volpato,MF,Roma,19-132,3,2,0.0,2,0,2,2,5,0,0,72f87f25
Lukáš Vorlický,MFFW,Atalanta,21-068,0,0,,0,0,0,1,1,0,0,f052fb01
Aster Vranckx,MF,Milan,20-174,2,2,50.0,2,1,1,0,2,1,0,f86cd5df
Stefan de Vrij,DF,Inter,31-050,18,11,62.5,8,6,2,30,48,53,0,d0d8dd44
Walace,MF,Udinese,27-357,65,33,47.2,37,10,27,38,103,37,0,26db8853
Sebastian Walukiewicz,DF,Empoli,22-356,2,1,0.0,3,3,0,1,3,12,0,217875a4
Georginio Wijnaldum,MF,Roma,32-136,0,0,,2,0,2,0,0,2,0,eb58eef0
Harry Winks,MF,Sampdoria,27-053,16,9,33.3,6,4,2,10,26,10,0,2f7acede
Przemysław Wiśniewski,DF,Spezia,24-243,0,0,,4,2,2,1,1,9,0,1bfe5ac9
Gerard Yepes,MF,Sampdoria,20-214,5,3,33.3,3,0,3,4,9,3,0,ee9040b4
Mattia Zaccagni,FW,Lazio,27-284,29,18,47.1,27,3,24,17,46,8,1,d85c238b
Denis Zakaria,MF,Juventus,26-127,6,3,100.0,2,0,2,2,8,1,0,384d58d9
Nicola Zalewski,DF,Roma,21-063,31,16,31.9,23,1,22,19,50,11,0,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,27-131,44,26,28.3,39,3,36,27,71,20,0,6bb2c084
