Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Abdoulaye Touré,MF,Genoa,27,12,4,45.5,6,1,5,4,16,6,0,ef7cd87a
Simone Trimboli,MF,Sampdoria,19,2,1,100.0,0,0,0,2,4,0,0,f5f21026
Axel Tuanzebe,DF,Napoli,23,0,0,,1,1,0,0,0,0,0,2baec6ce
Iyenoma Udogie,DF,Udinese,18,64,40,55.0,39,6,33,27,91,42,0,7cd520e8
Maximilian Ullmann,DF,Venezia,25,0,0,0.0,4,0,4,2,2,7,0,caaf2ed1
Kacper Urbanski,MF,Bologna,16,3,2,100.0,2,0,2,0,3,0,0,2d9d9e42
Antonio Vacca,MF,Venezia,31,36,20,38.9,16,8,8,20,56,16,0,444c89d9
Zinho Vanheusden,DF,Genoa,22,18,6,57.1,19,14,5,23,41,42,0,afbf187b
Johan Vásquez,DF,Genoa,22,79,46,64.0,32,10,22,42,121,85,0,5eaed77a
Denis Vavro,DF,Lazio,25,0,0,,0,0,0,0,0,0,0,08990838
Matías Vecino,MF,Inter,29,7,5,33.3,10,1,9,4,11,7,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,35,23,15,62.5,18,5,13,11,34,18,1,ab1ca213
Lorenzo Venuti,DF,Fiorentina,26,25,10,58.3,13,4,9,5,30,27,0,983ff2c7
Daniele Verde,FWMF,Spezia,25,11,4,45.0,17,2,15,18,29,8,0,d3298c99
Simone Verdi,MFFW,Torino,29,1,1,,0,0,0,0,1,0,0,0375723e
Simone Verdi,FWMF,Salernitana,29,12,8,45.0,4,0,4,3,15,1,0,0375723e
Jordan Veretout,MF,Roma,28,34,25,38.5,12,1,11,27,61,22,1,4a56052c
Edoardo Vergani,FWMF,Salernitana,20,2,2,,2,2,0,0,2,2,0,2873973b
Valerio Verre,MFFW,Sampdoria,27,7,5,44.4,7,0,7,0,7,5,0,33ecf462
Valerio Verre,MF,Empoli,27,4,2,28.6,2,0,2,1,5,0,0,33ecf462
Freddie Veseli,DF,Salernitana,28,7,2,83.3,10,5,5,4,11,19,0,d541e703
Guglielmo Vicario,GK,Empoli,24,1,1,100.0,1,0,1,1,2,21,1,77d6fd4d
Arturo Vidal,MF,Inter,34,26,10,34.6,13,5,8,7,33,7,1,67cdbc0e
Ronaldo Vieira,MF,Sampdoria,23,,6,,,,,5,,,,75e60d75
Luca Vignali,DFMF,Spezia,25,1,1,0.0,0,0,0,1,2,1,0,c1e8e74e
Emanuel Vignato,MFDF,Bologna,20,12,7,46.2,2,0,2,2,14,5,0,ec5dae45
Matías Viña,DFFW,Roma,23,46,30,49.2,26,3,23,25,71,33,0,08eb3b58
Nicolas Viola,MF,Bologna,31,2,2,50.0,1,1,0,0,2,1,0,45392b06
Mattia Viti,DF,Empoli,19,28,16,62.5,28,25,3,29,57,69,1,75438a9a
Dušan Vlahović,FW,Fiorentina,21,5,0,18.2,6,2,4,1,6,16,0,79443529
Dušan Vlahović,FW,Juventus,21,0,0,0.0,3,0,3,0,0,7,0,79443529
Mërgim Vojvoda,DF,Torino,26,38,23,55.6,27,8,19,20,58,51,0,be2706c0
Cristian Volpato,FWMF,Roma,17,1,1,100.0,0,0,0,0,1,0,0,72f87f25
Stefan de Vrij,DF,Inter,29,38,29,70.6,17,8,9,32,70,52,0,d0d8dd44
Walace,MF,Udinese,26,83,49,44.2,51,5,46,54,137,32,1,26db8853
Sebastian Walukiewicz,DF,Cagliari,21,9,5,60.0,5,2,3,7,16,14,0,217875a4
Magnus Warming,MFFW,Torino,21,1,1,,2,0,2,0,1,0,0,55e098cd
Kelvin Yeboah,FWMF,Genoa,21,14,7,47.4,22,1,21,1,15,7,0,ea0893d6
Gerard Yepes,MFDF,Sampdoria,18,1,0,100.0,1,0,1,0,1,0,0,ee9040b4
Maya Yoshida,DF,Sampdoria,32,17,10,53.3,27,20,7,28,45,72,1,caffaf5a
Mattia Zaccagni,MF,Hellas Verona,26,3,1,50.0,1,0,1,4,7,0,0,d85c238b
Mattia Zaccagni,FW,Lazio,26,33,16,57.9,17,2,15,20,53,5,0,d85c238b
Denis Zakaria,MF,Juventus,24,11,7,27.3,16,3,13,11,22,7,0,384d58d9
Nicola Zalewski,DF,Roma,19,32,19,60.0,18,1,17,16,48,4,0,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,25,50,26,49.0,31,5,26,24,74,33,1,6bb2c084
Nicolò Zaniolo,FWMF,Roma,22,24,15,21.4,19,0,19,7,31,6,0,9907b1c8
Alessandro Zanoli,DF,Napoli,20,10,7,60.0,2,1,1,4,14,16,0,3b12b11f
Mattia Zanotti,DF,Inter,18,1,0,0.0,0,0,0,0,1,0,0,875d65d1
Duván Zapata,FW,Atalanta,30,6,2,50.0,8,1,7,3,9,5,0,d3de9af0
Gabriele Zappa,DF,Cagliari,21,21,9,25.0,15,5,10,14,35,28,0,ca3db240
Davide Zappacosta,DF,Atalanta,29,32,22,51.4,32,2,30,12,44,22,0,7fe90ccd
Simone Zaza,FWDF,Torino,30,2,2,100.0,3,0,3,0,2,3,0,9592289a
Marvin Zeegelaar,DF,Udinese,30,15,11,35.7,12,4,8,12,27,22,1,8abd0c03
Piotr Zieliński,MF,Napoli,27,19,12,28.6,13,2,11,8,27,4,0,a5296e55
David Zima,DF,Torino,20,20,12,45.0,15,13,2,23,43,42,0,acf7e795
Jeroen Zoet,GK,Spezia,30,1,0,100.0,0,0,0,0,1,4,0,cc1a0c57
Nadir Zortea,DFMF,Salernitana,22,21,15,57.9,14,2,12,7,28,33,0,82598b71
Petar Zovko,GK,Spezia,19,0,0,,0,0,0,0,0,1,0,54f6afe3
Szymon Żurkowski,MF,Empoli,23,58,33,42.6,43,10,33,35,93,32,1,4e1d5e59
Milan Đurić,FW,Salernitana,31,1,1,33.3,6,1,5,2,3,32,0,405f6586
Filip Đuričić,MFFW,Sassuolo,29,13,10,38.5,7,1,6,4,17,1,0,eccbe56a
