,,,,Play,Play,Play,Play,Perf,Perf,Perf,Perf,-additional
Anderson Lima,MF,Lazio,21,4,0,65,0.7,0,0,1,0,59be3a74
Karol Linetty,MFFW,Torino,26,16,11,896,10.0,0,0,2,0,d023d70f
Stanislav Lobotka,MF,Napoli,26,23,19,1686,18.7,1,0,2,0,e1cbb531
Manuel Locatelli,MF,Juventus,23,31,23,2160,24.0,3,3,6,0,a8a874f1
Maxime Lopez,MF,Sassuolo,23,35,33,2938,32.6,2,1,14,0,20094685
Matteo Lovato,DF,Atalanta,21,6,3,305,3.4,0,0,1,0,5fa57166
Matteo Lovato,DF,Cagliari,21,16,14,1238,13.8,0,0,4,0,5fa57166
Hirving Lozano,FW,Napoli,26,30,20,1613,17.9,5,5,3,0,a69e4806
José Luis Palomino,DF,Atalanta,31,34,30,2672,29.7,1,0,9,0,921f6058
Saša Lukić,MF,Torino,24,35,34,2982,33.1,5,4,10,0,c6e8cf1f
Sebastiano Luperto,DF,Empoli,24,24,22,1958,21.8,0,1,8,1,997fff07
Charalambos Lykogiannis,DFFW,Cagliari,27,28,21,1817,20.2,1,0,2,0,5efc5389
Niki Mäenpää,GK,Venezia,36,17,16,1485,16.5,0,1,1,0,14a96e1c
Giulio Maggiore,MF,Spezia,23,35,33,2819,31.3,2,3,9,0,957e4c87
Francesco Magnanelli,MF,Sassuolo,36,12,2,271,3.0,0,0,1,0,07767f42
Giangiacomo Magnani,DF,Hellas Verona,25,14,5,530,5.9,0,0,3,1,cce9f582
Giangiacomo Magnani,DF,Sampdoria,25,4,3,239,2.7,0,0,0,0,cce9f582
Mike Maignan,GK,Milan,26,32,32,2880,32.0,0,1,1,0,fcb38f57
Ainsley Maitland-Niles,DF,Roma,23,8,7,487,5.4,0,0,0,0,e3a5814e
Jean-Victor Makengo,MF,Udinese,23,33,26,2351,26.1,1,3,7,1,22bfb57e
Nikola Maksimović,DF,Genoa,29,14,13,1115,12.4,0,0,2,0,16b9d5cf
Kévin Malcuit,DFMF,Napoli,30,8,2,288,3.2,0,1,3,0,d6a889ea
Daniel Maldini,MF,Milan,19,8,2,148,1.6,1,0,1,0,801831fe
Youssef Maleh,MF,Fiorentina,22,28,11,1019,11.3,2,2,5,0,4c8845f7
Ruslan Malinovskyi,MFFW,Atalanta,28,30,19,1592,17.7,6,5,10,0,48d5bd33
Rey Manaj,FW,Spezia,24,30,19,1768,19.6,5,0,9,0,7703afb6
Gianluca Mancini,DF,Roma,25,33,33,2878,32.0,0,0,16,1,5aa53281
Leonardo Mancuso,FW,Empoli,29,8,5,425,4.7,1,0,0,0,311027cb
Rolando Mandragora,MF,Torino,24,21,16,1319,14.7,0,2,7,1,c7259b83
Kostas Manolas,DF,Napoli,30,4,3,313,3.5,0,0,1,0,c707411f
Riccardo Marchizza,DF,Empoli,23,19,16,1346,15.0,0,1,4,0,91d0fabf
Gian Marco Ferrari,DF,Sassuolo,29,36,35,3124,34.7,1,0,6,1,8650af85
Davide Marfella,GK,Napoli,21,1,0,11,0.1,0,0,0,0,880fcdbb
Pablo Marí,DF,Udinese,27,15,15,1341,14.9,2,0,2,1,aa54ec6f
Răzvan Marin,MF,Cagliari,25,36,31,2816,31.3,0,5,6,1,7fac99d4
Lautaro Martínez,FW,Inter,23,35,28,2282,25.4,21,3,6,0,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,25,20,16,1431,15.9,1,0,8,0,3ec3c1c9
Adam Marušić,DF,Lazio,28,33,30,2721,30.2,1,0,6,1,d4535821
Andrea Masiello,DF,Genoa,35,7,6,515,5.7,0,0,3,0,e0314d87
Aleš Matějů,DF,Venezia,25,9,9,727,8.1,0,1,3,0,deb748c9
Borja Mayoral,FWDF,Roma,24,5,1,96,1.1,0,0,0,0,64e8ed6d
Pasquale Mazzocchi,DF,Venezia,26,18,15,1243,13.8,0,0,3,0,eb0ec070
Pasquale Mazzocchi,DF,Salernitana,26,15,15,1269,14.1,0,2,2,0,eb0ec070
Ibrahima Mbaye,DF,Bologna,26,6,1,108,1.2,0,0,0,0,cfbf9881
Weston McKennie,MF,Juventus,22,21,15,1369,15.2,3,0,1,0,01c3aff5
Gary Medel,DF,Bologna,33,33,32,2823,31.4,0,1,10,1,563a68ad
Filippo Melegoni,MFFW,Genoa,22,25,10,980,10.9,1,0,1,0,6604165d
Arthur Melo,MF,Juventus,24,20,11,962,10.7,0,0,3,0,48b3dd60
Alex Meret,GK,Napoli,24,7,7,619,6.9,0,0,0,0,9413b19f
Yıldırım Mert Çetin,MF,Hellas Verona,24,2,0,46,0.5,0,0,0,0,c730da00
Dries Mertens,FWMF,Napoli,34,30,16,1384,15.4,11,1,2,0,89b2c8a9
Junior Messias,FWMF,Milan,30,26,14,1428,15.9,5,2,2,0,f49c4ae9
Kingsley Michael,MF,Bologna,21,2,1,76,0.8,0,0,0,0,e63e122d
Valentin Mihaila,MFFW,Atalanta,21,5,0,76,0.8,0,0,0,0,81a4c239
Mikael,FWMF,Salernitana,22,7,0,87,1.0,0,0,0,0,33502726
Hilmir Mikaelsson,FW,Venezia,17,1,0,18,0.2,0,0,0,0,5add9b29
Nikola Milenković,DF,Fiorentina,23,34,34,2926,32.5,1,0,10,1,bee704fc
Sergej Milinković-Savić,MF,Lazio,26,37,36,3100,34.4,11,10,6,1,4e6dbac4
Vanja Milinković-Savić,GK,Torino,24,27,27,2430,27.0,0,0,3,0,9fa26bc2
Aleksei Miranchuk,MFFW,Atalanta,25,19,7,772,8.6,2,5,0,0,a9aa0d1d
Fabio Miretti,MF,Juventus,17,6,4,321,3.6,0,0,0,0,34693494
Henrikh Mkhitaryan,MFFW,Roma,32,31,29,2495,27.7,5,6,4,1,dd0daf32
Marco Modolo,DF,Venezia,32,6,4,392,4.4,0,0,2,0,fdcdb521
Nahuel Molina,DF,Udinese,23,35,31,2638,29.3,7,2,7,1,23610943
Cristian Molinaro,DF,Venezia,38,8,6,548,6.1,0,1,0,0,1c8c5aed
Lorenzo Montipò,GK,Hellas Verona,25,34,34,3060,34.0,0,0,1,0,c1d95617
Álvaro Morata,FW,Juventus,28,35,26,2302,25.6,9,4,5,0,129af0db
Raúl Moro,FW,Lazio,18,11,1,201,2.2,0,1,0,0,919dd4b1
Andrei Motoc,DF,Salernitana,19,1,1,90,1.0,0,0,0,0,b64073a0
Lys Mousset,MFFW,Salernitana,25,6,2,160,1.8,0,1,2,0,d9cfca3d
Samuel Mráz,FW,Spezia,24,2,0,54,0.6,0,0,0,0,be6c1ccc
Mert Müldür,DF,Sassuolo,22,31,24,2046,22.7,0,0,5,0,1295552e
Luis Muriel,FWMF,Atalanta,30,27,17,1539,17.1,9,8,1,0,eb2fe5b6
Vedat Muriqi,FW,Lazio,27,11,1,215,2.4,0,0,1,0,0cadc46d
Nicola Murru,DF,Sampdoria,26,22,13,983,10.9,1,0,5,0,d183e9d6
Juan Musso,GK,Atalanta,27,33,33,2932,32.6,0,0,1,1,a111cf41
Joakim Mæhle,DFMF,Atalanta,24,26,15,1471,16.3,1,1,2,0,c459a650
Nahitan Nández,MFDF,Cagliari,25,21,16,1523,16.9,0,2,4,0,95facda1
Nani,MFFW,Venezia,34,10,3,287,3.2,0,1,1,0,15e9c7e6
Matija Nastasić,DF,Fiorentina,28,5,2,219,2.4,0,0,1,0,f35430a4
Ilija Nestorovski,FW,Udinese,31,7,1,188,2.1,1,0,1,0,b1236c63
Aurélien Nguiamba,MF,Spezia,22,3,0,51,0.6,0,0,1,0,de135234
Dimitris Nikolaou,DF,Spezia,22,36,36,3240,36.0,0,0,7,0,cf961d8d
Jean-Pierre Nsame,FW,Venezia,28,11,1,245,2.7,0,1,0,0,12e6d21a
Bram Nuytinck,DF,Udinese,31,27,23,2033,22.6,1,0,2,0,e33f36d5
Simeon Nwankwo,FW,Salernitana,29,19,10,842,9.4,1,1,0,0,80dbbd10
M'Bala Nzola,FW,Spezia,24,21,10,1068,11.9,2,1,2,0,a4948e67
Adam Obert,DFMF,Cagliari,18,6,3,274,3.0,0,0,0,0,aa25ce92
Joel Obi,MFDF,Salernitana,30,21,12,1143,12.7,0,1,4,0,614c38fb
Brian Oddei,FW,Sassuolo,18,2,0,8,0.1,0,0,0,0,97e8ea97
Álvaro Odriozola,DF,Fiorentina,25,25,18,1733,19.3,1,2,4,1,1d1691ad
Stefano Okaka,FW,Udinese,31,2,0,22,0.2,0,1,1,0,601ef102
David Okereke,FWMF,Venezia,23,32,24,2053,22.8,7,0,5,1,d125f22f
Christian Oliva,MF,Cagliari,25,4,0,48,0.5,0,0,0,0,d3b888e3
Sérgio Oliveira,MF,Roma,29,14,13,892,9.9,2,0,5,0,947e036f
Riccardo Orsolini,FWMF,Bologna,24,29,21,1785,19.8,6,3,2,0,e14ec482
Victor Osimhen,FW,Napoli,22,27,23,1983,22.0,14,2,5,1,8c90fd7a
David Ospina,GK,Napoli,32,31,31,2790,31.0,0,0,1,0,82b1198a
Adam Ounas,MFFW,Napoli,24,15,1,326,3.6,0,0,1,0,ed90babd
Daniele Padelli,GK,Udinese,35,3,3,270,3.0,0,0,0,0,cf1c23d8
Simone Pafundi,FW,Udinese,15,1,0,23,0.3,0,0,0,0,8daee720
Martin Palumbo,FW,Juventus,19,1,0,13,0.1,0,0,0,0,f8d41a8c
Goran Pandev,FWMF,Genoa,38,20,7,843,9.4,0,1,1,0,d711d04f
Ivor Pandur,GK,Hellas Verona,21,3,3,270,3.0,0,0,0,0,457cb02f
Fabiano Parisi,DF,Empoli,20,25,16,1477,16.4,0,1,5,0,0967845b
Mario Pašalić,MFFW,Atalanta,26,37,24,2002,22.2,13,6,3,0,e599253a
Patric,DF,Lazio,28,24,19,1649,18.3,1,1,7,1,f7223718
Rui Patrício,GK,Roma,33,38,38,3420,38.0,0,0,2,0,79b0d6a0
Leonardo Pavoletti,FW,Cagliari,32,33,14,1518,16.9,5,1,9,0,d37b0350
Pedro,FW,Lazio,34,32,25,2033,22.6,9,4,5,0,3ca7254a
João Pedro,FW,Cagliari,29,37,37,3323,36.9,13,4,9,0,81255c03
Gianluca Pegolo,GK,Sassuolo,40,1,1,90,1.0,0,0,0,0,f058ed1f
Pietro Pellegri,FW,Torino,20,9,1,216,2.4,1,0,1,0,a44d3a3c
Pietro Pellegri,FW,Milan,20,6,1,131,1.5,0,0,0,0,a44d3a3c
Lorenzo Pellegrini,MF,Roma,25,28,27,2289,25.4,9,3,8,1,4a5a45c7
Luca Pellegrini,DF,Juventus,22,18,15,1107,12.3,0,1,6,0,3b61c9ec
Federico Peluso,DF,Sassuolo,37,2,0,11,0.1,0,0,0,0,4f2908e5
Gastón Pereiro,FWMF,Cagliari,26,29,9,975,10.8,4,2,1,0,7ec7738e
Dor Peretz,MF,Venezia,26,18,4,585,6.5,0,1,2,0,e2a302a8
Roberto Pereyra,MFFW,Udinese,30,24,22,1794,19.9,3,5,10,1,75f2c59f
Carles Pérez,MFFW,Roma,23,19,3,554,6.2,1,1,2,0,a8f21b9f
Nehuén Pérez,DF,Udinese,21,20,19,1692,18.8,0,1,6,0,f7c491f1
Mattia Perin,GK,Juventus,28,5,5,405,4.5,0,0,0,0,4c62d0c8
Ivan Perišić,DF,Inter,32,35,35,2821,31.3,8,6,4,0,6fe90922
Diego Perotti,MFFW,Salernitana,33,11,1,287,3.2,0,0,1,0,a40d5a0c
Mario Perrone,DF,Salernitana,18,1,0,15,0.2,0,0,0,0,6cd33e2a
Matteo Pessina,MFFW,Atalanta,24,27,18,1438,16.0,1,1,0,0,780e3631
Andrea Petagna,FW,Napoli,26,24,4,586,6.5,3,1,1,0,03f946ed
Giuseppe Pezzella,DFMF,Atalanta,23,21,10,1072,11.9,0,2,3,0,149c5f5d
Krzysztof Piątek,FW,Fiorentina,26,14,9,733,8.1,3,0,0,0,17f3620a
Roberto Piccoli,FW,Genoa,20,5,2,218,2.4,0,0,0,0,1cadaf34
Roberto Piccoli,FW,Atalanta,20,12,1,196,2.2,1,0,0,0,1cadaf34
Andrea Pinamonti,FW,Empoli,22,36,32,2869,31.9,13,2,4,0,08aa9cd1
Carlo Pinsoglio,GK,Juventus,31,1,0,45,0.5,0,0,0,0,f6a06749
Riccardo Pinzi,FW,Udinese,17,1,0,1,0.0,0,0,0,0,5dafcdce
Marko Pjaca,MF,Torino,26,24,13,1149,12.8,3,0,0,0,2c38b327
Tommaso Pobega,MF,Torino,22,33,24,2240,24.9,4,2,11,0,55a1cac2
Suf Podgoreanu,FW,Spezia,19,5,1,113,1.3,0,1,0,0,d697a2d0
Matteo Politano,FW,Napoli,27,33,20,1650,18.3,3,4,3,0,5e861944
Manolo Portanova,FWMF,Genoa,21,24,17,1322,14.7,1,0,4,0,c8c0dccd
Dennis Praet,MF,Torino,27,23,17,1539,17.1,2,2,3,0,86695068
Mateusz Praszelik,MF,Hellas Verona,20,2,0,25,0.3,0,0,0,0,ec6773f5
Ivan Provedel,GK,Spezia,27,31,31,2761,30.7,0,0,2,0,277da414
Erick Pulgar,MF,Fiorentina,27,6,4,341,3.8,0,1,2,0,4611e028
Ignacio Pussetto,FWMF,Udinese,25,28,11,1204,13.4,4,4,4,0,62437b4f
Niklas Pyyhtiä,MF,Bologna,17,1,0,19,0.2,0,0,0,0,88f53b75
Fabio Quagliarella,FW,Sampdoria,38,33,19,1664,18.5,4,2,2,0,ee4f2f3b
Adrien Rabiot,MF,Juventus,26,32,28,2285,25.4,0,2,5,0,8794e251
Ivan Radovanović,DFMF,Salernitana,32,14,12,1053,11.7,1,1,4,0,023937a9
Ionuț Radu,GK,Inter,24,1,1,90,1.0,0,0,0,0,67f649be
Ștefan Radu,DF,Lazio,34,10,6,556,6.2,0,0,2,0,53de807a
Boris Radunović,GK,Cagliari,25,3,3,270,3.0,0,0,0,1,0dfce079
Antonio Raimondo,FW,Bologna,17,1,1,74,0.8,0,0,0,0,ce1a6c7e
Aaron Ramsey,MF,Juventus,30,3,1,99,1.1,0,0,0,0,ef619b0b
Luca Ranieri,DF,Salernitana,22,27,25,2103,23.4,1,0,9,0,8c63fae5
Andrea Ranocchia,DF,Inter,33,6,3,341,3.8,0,0,1,0,539230cf
Giacomo Raspadori,MFFW,Sassuolo,21,36,32,2740,30.4,10,4,9,1,6e058f06
Nicola Ravaglia,GK,Sampdoria,32,1,0,5,0.1,0,0,0,0,d7a35008
Ante Rebić,FW,Milan,27,24,6,891,9.9,2,2,2,0,536cebe5
Arkadiusz Reca,DF,Spezia,26,25,22,1772,19.7,0,2,3,0,6213fd82
Pepe Reina,GK,Lazio,38,15,15,1350,15.0,0,1,3,0,e358587b
Panagiotis Retsos,DF,Hellas Verona,22,5,1,55,0.6,0,0,0,0,4bd00a50
Bryan Reynolds,DF,Roma,20,1,0,2,0.0,0,0,0,0,2306bf5c
Franck Ribéry,MFFW,Salernitana,38,23,16,1421,15.8,0,2,3,1,f61c7c4e
Samuele Ricci,MF,Torino,19,12,9,722,8.0,0,0,1,0,9823be92
Samuele Ricci,MF,Empoli,19,21,17,1530,17.0,1,1,1,1,9823be92
Tomás Rincón,MF,Torino,33,7,1,163,1.8,0,0,2,0,f1cfc209
Tomás Rincón,MF,Sampdoria,33,17,13,1166,13.0,0,0,3,0,f1cfc209
Ricardo Rodríguez,DF,Torino,28,34,28,2473,27.5,0,1,3,0,7f78ad23
Marko Rog,MF,Cagliari,26,8,2,311,3.5,0,1,0,0,b6b2b820
Rogério,DF,Sassuolo,23,23,19,1729,19.2,0,1,5,0,10e7f486
Alessio Romagnoli,DF,Milan,26,19,16,1409,15.7,1,0,4,1,3ead85f9
Simone Romagnoli,DF,Empoli,31,19,17,1497,16.6,2,0,3,0,09899de8
Luka Romero,FW,Lazio,16,8,0,84,0.9,0,0,0,0,ca6edaa0
Sergio Romero,GK,Venezia,34,16,16,1440,16.0,0,0,2,0,1e26e376
Cristiano Ronaldo,FW,Juventus,36,1,0,31,0.3,0,0,1,0,dea698d9
Marten de Roon,MFDF,Atalanta,30,30,28,2548,28.3,3,0,7,1,2a1beb34
Francesco Rossi,GK,Atalanta,30,1,0,37,0.4,0,0,0,0,7b5f516f
Nicolò Rovella,MF,Genoa,19,21,16,1468,16.3,0,3,5,0,e58cbfd5
Amir Rrahmani,DF,Napoli,27,33,33,2927,32.5,4,0,5,0,4b3e1a38
Ruan,DF,Sassuolo,22,10,0,214,2.4,0,0,1,0,a378a02a
Daniele Rugani,DF,Juventus,27,12,9,879,9.8,0,0,2,0,14b8fcdf
Matteo Ruggeri,DF,Salernitana,19,14,8,676,7.5,0,0,1,0,ae9898c5
Mário Rui,DF,Napoli,30,34,34,2992,33.2,0,5,7,0,0b5a292a
Fabián Ruiz Peña,MF,Napoli,25,32,29,2384,26.5,7,4,2,0,c0c7ff58
Alessandro Russo,MF,Salernitana,17,1,0,29,0.3,0,0,0,0,7152082d
Stefano Sabelli,DF,Genoa,28,7,5,348,3.9,0,0,3,0,0ccac09c
Abdelhamid Sabiri,MFFW,Sampdoria,24,14,9,893,9.9,3,2,3,0,4830e0af
Alexis Saelemaekers,FW,Milan,22,36,22,1865,20.7,1,3,2,0,ee251371
Jacopo Sala,MF,Spezia,29,18,13,880,9.8,1,0,3,0,da5a981b
Eddie Salcedo,MFFW,Spezia,19,12,5,429,4.8,0,0,1,0,0489bb30
Lazar Samardzic,MFFW,Udinese,19,22,1,490,5.4,2,2,0,0,217c93a1
Luigi Samele,FW,Sassuolo,19,2,0,5,0.1,0,1,0,0,548fea2f
Antonio Sanabria,FW,Torino,25,29,22,1803,20.0,6,1,3,0,0a447501
Alexis Sánchez,FW,Inter,32,27,7,881,9.8,5,2,0,0,2c0f8e9e
Alex Sandro,DF,Juventus,30,28,17,1780,19.8,0,1,3,0,0d82903c
Nicola Sansone,FWMF,Bologna,29,27,6,896,10.0,2,3,6,0,7eb97a8e
Federico Santander,FWDF,Bologna,30,7,0,67,0.7,1,0,1,0,df85d472
Samir Santos,DF,Udinese,26,17,17,1421,15.8,0,0,5,0,92b4758e
Riccardo Saponara,FW,Fiorentina,29,29,13,1284,14.3,3,3,1,0,3bb7af3b
Giacomo Satalino,GK,Sassuolo,22,1,0,8,0.1,0,0,0,0,b1f0b916
Martin Satriano,FWMF,Inter,20,4,0,38,0.4,0,0,0,0,86383d0e
Giorgio Scalvini,DFMF,Atalanta,17,18,9,763,8.5,1,0,1,0,1e9aa637
Gianluca Scamacca,FW,Sassuolo,22,36,25,2146,23.8,16,0,7,0,8790f988
Andrea Schiavone,MF,Salernitana,28,14,5,571,6.3,1,0,1,0,4b55eb4d
David Schnegg,DF,Venezia,22,4,2,142,1.6,0,0,1,0,1c341b14
Jerdy Schouten,MF,Bologna,24,17,16,1392,15.5,1,1,4,1,2cfae697
Demba Seck,MFFW,Torino,20,6,1,146,1.6,0,0,0,0,16463a79
Adrian Šemper,GK,Genoa,23,1,1,90,1.0,0,0,0,0,f02dde20
Stefano Sensi,MFFW,Sampdoria,25,11,10,754,8.4,1,0,1,0,b70bde8f
Stefano Sensi,MFFW,Inter,25,9,1,167,1.9,0,0,0,0,b70bde8f
Luigi Sepe,GK,Salernitana,30,16,16,1392,15.5,0,0,2,0,343f753a
Laurens Serpe,DF,Genoa,20,1,0,45,0.5,0,0,0,0,79d60e74
Stephan El Shaarawy,FWDF,Roma,28,27,8,1055,11.7,3,0,1,0,d3aaad90
Aimar Sher,MF,Spezia,18,1,0,45,0.5,0,0,0,0,ef301f96
Eldor Shomurodov,FWMF,Roma,26,28,5,784,8.7,3,4,2,0,57469b2d
Alassane Sidibe,MF,Atalanta,19,1,0,6,0.1,0,0,0,0,f944979d
Arnór Sigurðsson,FWMF,Venezia,22,9,0,183,2.0,0,0,0,0,f209b81e
Adrien Silva,MF,Sampdoria,32,17,12,1083,12.0,0,1,3,1,d6f88a1d
Marco Silvestri,GK,Udinese,30,35,35,3150,35.0,0,0,1,0,0d422df7
Giovanni Simeone,FW,Hellas Verona,26,35,32,2653,29.5,17,5,8,0,343c0d52
Giovanni Simeone,FW,Cagliari,26,1,0,7,0.1,0,0,0,0,343c0d52
Wilfried Singo,DF,Torino,20,35,32,2607,29.0,3,4,5,1,8b609c34
Salvatore Sirigu,GK,Genoa,34,37,37,3330,37.0,0,0,0,0,10dc46f0
Leo Skiri Østigård,DF,Genoa,21,15,13,1172,13.0,0,0,4,2,b35a7399
Łukasz Skorupski,GK,Bologna,30,36,36,3240,36.0,0,0,4,0,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,21,18,6,747,8.3,0,2,0,0,c50cee19
Milan Škriniar,DF,Inter,26,35,35,3150,35.0,3,0,3,0,30f5ffa9
Chris Smalling,DF,Roma,31,27,23,2091,23.2,3,0,0,0,b6964eb6
Brandon Soppy,DFMF,Udinese,19,28,7,777,8.6,0,0,4,0,28f66c2e
Roberto Soriano,MF,Bologna,30,35,32,2622,29.1,0,4,6,2,9d4c45d6
Riccardo Sottil,FW,Fiorentina,22,24,14,1239,13.8,3,2,4,1,94816803
Matìas Soulé,FW,Juventus,18,2,0,5,0.1,0,0,0,0,c13ddd3e
Adama Soumaoro,DF,Bologna,29,28,26,2266,25.2,0,0,6,2,7b075c75
Leonardo Spinazzola,DF,Roma,28,3,2,127,1.4,0,0,1,0,3626daea
Marco Sportiello,GK,Atalanta,29,5,5,450,5.0,0,0,1,0,ac4003af
Luca Stanga,DF,Milan,19,1,0,3,0.0,0,0,0,0,2967bcd0
Riccardo Stivanello,DF,Bologna,17,1,0,45,0.5,0,0,0,0,90e1d9dc
Petar Stojanović,DF,Empoli,25,33,32,2735,30.4,1,1,11,1,13b44b02
Thomas Strakosha,GK,Lazio,26,23,23,2070,23.0,0,0,2,0,339fe0e8
Stefan Strandberg,DF,Salernitana,31,11,11,933,10.4,0,0,2,1,6d5e62b0
Dávid Strelec,FWMF,Spezia,20,10,7,502,5.6,1,0,0,0,2cb9486d
Kevin Strootman,MF,Cagliari,31,10,7,640,7.1,0,0,4,0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,30,11,8,684,7.6,0,1,0,0,f91e81c9
Leo Štulac,MF,Empoli,26,23,8,833,9.3,2,2,1,0,92948398
Stefano Sturaro,MF,Genoa,28,25,24,1766,19.6,0,0,12,0,2334478a
Isaac Success,FWMF,Udinese,25,22,11,911,10.1,2,6,1,1,f573a8bf
Vladyslav Supriaha,FW,Sampdoria,21,1,0,22,0.2,0,0,0,0,73affbb6
Bosko Sutalo,DF,Hellas Verona,21,24,6,920,10.2,0,0,0,0,1d0bb7e4
Mattias Svanberg,MF,Bologna,22,36,31,2564,28.5,3,3,7,0,92d83c27
Michael Svoboda,DF,Venezia,22,18,13,1236,13.7,0,0,2,1,8abd174d
Wojciech Szczęsny,GK,Juventus,31,33,33,2970,33.0,0,0,2,0,01b8a2b2
Adrien Tameze,MFDF,Hellas Verona,27,38,26,2574,28.6,4,2,4,0,8da74c05
Ciprian Tătărușanu,GK,Milan,35,6,6,540,6.0,0,0,0,0,b056e3da
Filippo Terracciano,DF,Hellas Verona,18,1,0,7,0.1,0,0,0,0,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,31,32,31,2862,31.8,0,0,0,0,e1b0a70d
Aleksa Terzić,DF,Fiorentina,21,14,1,274,3.0,0,1,1,0,3ef0a2d7
Tanner Tessmann,MF,Venezia,19,20,6,680,7.6,0,0,1,1,ac277993
Arthur Theate,DF,Bologna,21,31,28,2424,26.9,2,1,6,0,df8d6029
Morten Thorsby,MF,Sampdoria,25,35,35,2943,32.7,3,1,10,0,d1b49282
Jeremy Toljan,DF,Sassuolo,26,20,15,1399,15.5,0,1,2,0,a96e5dc0
Rafael Tolói,DF,Atalanta,30,20,16,1438,16.0,1,1,6,0,c56dc39e
Takehiro Tomiyasu,DF,Bologna,22,1,0,10,0.1,0,0,0,0,b3af9be1
Fikayo Tomori,DF,Milan,23,31,30,2718,30.2,0,0,4,0,7edfbb8a
Sandro Tonali,MF,Milan,21,36,31,2600,28.9,5,2,9,0,0db169ae
Lorenzo Tonelli,DF,Empoli,31,14,8,870,9.7,0,0,4,0,8cc29864
Ernesto Torregrossa,FW,Sampdoria,29,10,0,116,1.3,0,0,1,0,bf39bdec
Lucas Torreira,MF,Fiorentina,25,31,26,2195,24.4,5,1,10,1,52611641
Abdoulaye Touré,MF,Genoa,27,8,6,430,4.8,0,0,1,0,ef7cd87a
Simone Trimboli,MF,Sampdoria,19,5,0,65,0.7,0,0,1,0,f5f21026
Axel Tuanzebe,DF,Napoli,23,1,0,11,0.1,0,0,0,0,2baec6ce
Iyenoma Udogie,DF,Udinese,18,35,29,2477,27.5,5,3,4,0,7cd520e8
Maximilian Ullmann,DF,Venezia,25,5,2,246,2.7,0,0,0,0,caaf2ed1
Kacper Urbanski,MF,Bologna,16,1,0,45,0.5,0,0,0,0,2d9d9e42
Antonio Vacca,MF,Venezia,31,21,15,1064,11.8,0,0,5,0,444c89d9
Zinho Vanheusden,DF,Genoa,22,14,11,989,11.0,0,0,3,0,afbf187b
Johan Vásquez,DF,Genoa,22,28,27,2279,25.3,1,0,7,0,5eaed77a
Denis Vavro,DF,Lazio,25,1,0,8,0.1,0,0,0,0,08990838
Matías Vecino,MF,Inter,29,17,2,377,4.2,1,0,2,0,44ac04e9
Miguel Veloso,MF,Hellas Verona,35,22,17,1343,14.9,0,3,7,1,ab1ca213
Lorenzo Venuti,DF,Fiorentina,26,23,20,1571,17.5,0,0,4,0,983ff2c7
Daniele Verde,FWMF,Spezia,25,33,21,1957,21.7,8,6,2,0,d3298c99
Simone Verdi,MFFW,Torino,29,3,0,46,0.5,1,0,0,0,0375723e
Simone Verdi,FWMF,Salernitana,29,15,11,829,9.2,5,0,3,0,0375723e
Jordan Veretout,MF,Roma,28,36,26,2319,25.8,4,8,6,0,4a56052c
Edoardo Vergani,FWMF,Salernitana,20,6,1,102,1.1,0,0,0,0,2873973b
Valerio Verre,MFFW,Sampdoria,27,11,6,420,4.7,0,0,0,0,33ecf462
Valerio Verre,MF,Empoli,27,8,4,310,3.4,0,1,2,1,33ecf462
Freddie Veseli,DF,Salernitana,28,9,8,596,6.6,0,0,3,1,d541e703
Guglielmo Vicario,GK,Empoli,24,38,38,3420,38.0,0,0,1,0,77d6fd4d
Arturo Vidal,MF,Inter,34,28,2,741,8.2,1,1,3,0,67cdbc0e
Ronaldo Vieira,MF,Sampdoria,23,14,4,495,5.5,0,0,3,0,75e60d75
Luca Vignali,DFMF,Spezia,25,2,1,85,0.9,0,0,0,0,c1e8e74e
Emanuel Vignato,MFDF,Bologna,20,24,3,594,6.6,0,1,2,0,ec5dae45
Matías Viña,DFFW,Roma,23,26,18,1565,17.4,0,1,2,0,08eb3b58
Nicolas Viola,MF,Bologna,31,6,1,102,1.1,0,0,0,0,45392b06
Mattia Viti,DF,Empoli,19,20,16,1491,16.6,0,0,3,1,75438a9a
Dušan Vlahović,FW,Fiorentina,21,21,21,1857,20.6,17,2,2,0,79443529
Dušan Vlahović,FW,Juventus,21,15,12,1076,12.0,7,1,2,0,79443529
Mërgim Vojvoda,DF,Torino,26,29,22,1976,22.0,0,3,3,0,be2706c0
Cristian Volpato,FWMF,Roma,17,3,0,38,0.4,1,0,0,0,72f87f25
Stefan de Vrij,DF,Inter,29,30,28,2410,26.8,0,0,3,0,d0d8dd44
Walace,MF,Udinese,26,36,33,2970,33.0,1,0,6,1,26db8853
Sebastian Walukiewicz,DF,Cagliari,21,7,4,302,3.4,0,0,1,0,217875a4
Magnus Warming,MFFW,Torino,21,4,0,58,0.6,0,0,0,0,55e098cd
Kelvin Yeboah,FWMF,Genoa,21,17,9,850,9.4,0,1,2,0,ea0893d6
Gerard Yepes,MFDF,Sampdoria,18,4,0,21,0.2,0,0,0,0,ee9040b4
Maya Yoshida,DF,Sampdoria,32,26,19,1823,20.3,2,3,2,0,caffaf5a
