Player,Pos,Squad,Age,Touches,Att,Succ,Succ%,Mis,Dis,-9999
Marlon,DF,Sassuolo,24,1763,8,8,100.0,5,4,cdf65d12
Luca Marrone,DF,Crotone,30,1169,2,1,50.0,5,1,ea468ea8
Lautaro Martínez,FW,Inter,22,966,71,36,50.7,90,33,f7036e1c
Lucas Martínez Quarta,DF,Fiorentina,24,1025,24,14,58.3,14,6,3ec3c1c9
Adam Marušić,DF,Lazio,27,1865,51,24,47.1,25,20,d4535821
Andrea Masiello,DF,Genoa,34,1670,1,1,100.0,5,4,e0314d87
Giuseppe Mastinu,FW,Spezia,28,17,1,1,100.0,2,1,26cd1bff
Ryder Matos,MF,Udinese,27,8,1,1,100.0,0,1,7280b54f
Federico Mattiello,DF,Spezia,25,41,1,1,100.0,0,0,fba81826
Borja Mayoral,FW,Roma,23,504,22,10,45.5,39,23,64e8ed6d
Antonio Mazzotta,DF,Crotone,30,15,1,1,100.0,2,0,4366d5e9
Ibrahima Mbaye,DF,Bologna,25,246,7,2,28.6,1,1,cfbf9881
Weston McKennie,MF,Juventus,21,1001,23,19,82.6,38,22,01c3aff5
Gary Medel,DFMF,Bologna,32,385,0,0,,6,1,563a68ad
Soualiho Meïté,MF,Torino,26,486,33,23,69.7,16,21,5cec2c74
Soualiho Meïté,MF,Milan,26,381,12,9,75.0,6,11,5cec2c74
Filippo Melegoni,MFDF,Genoa,21,291,11,8,72.7,13,8,6604165d
Arthur Melo,MF,Juventus,23,1175,24,19,79.2,15,11,48b3dd60
Alex Meret,GK,Napoli,23,640,0,0,,1,0,9413b19f
Yıldırım Mert Çetin,DF,Hellas Verona,23,192,3,2,66.7,1,2,c730da00
Dries Mertens,FWMF,Napoli,33,615,22,11,50.0,16,5,89b2c8a9
Junior Messias,MFFW,Crotone,29,1743,163,105,64.4,110,58,f49c4ae9
Petar Mićin,MF,Udinese,21,9,0,0,,0,0,259deea9
Valentin Mihaila,FWMF,Parma,20,288,28,14,50.0,20,6,81a4c239
Nikola Milenković,DF,Fiorentina,22,2001,11,8,72.7,13,4,bee704fc
Sergej Milinković-Savić,MF,Lazio,25,2222,43,30,69.8,80,46,4e6dbac4
Vanja Milinković-Savić,GK,Torino,23,188,0,0,,1,0,9fa26bc2
Vincenzo Millico,FWMF,Torino,19,12,1,0,0.0,0,0,6817095b
Aleksei Miranchuk,MFFW,Atalanta,24,493,23,14,60.9,18,13,a9aa0d1d
Antonio Mirante,GK,Roma,37,424,0,0,,0,0,30223b33
Henrikh Mkhitaryan,MFFW,Roma,31,1515,85,48,56.5,49,23,dd0daf32
Johan Mojica,DF,Atalanta,27,262,6,2,33.3,8,6,608f2092
Nahuel Molina,DF,Udinese,22,1201,21,15,71.4,29,7,23610943
Salvatore Molina,MFDF,Crotone,28,1326,44,25,56.8,36,30,54ab971f
Gabriele Moncini,FWMF,Benevento,24,129,6,4,66.7,12,3,c4efe2b4
Cristóbal Montiel,MFFW,Fiorentina,20,3,0,0,,0,1,dd52d069
Lorenzo Montipò,GK,Benevento,24,1338,0,0,,1,0,c1d95617
Luca Mora,MF,Spezia,32,76,1,1,100.0,4,3,42fff925
Álvaro Morata,FW,Juventus,27,851,41,23,56.1,74,41,129af0db
Raúl Moro,FW,Lazio,17,4,2,0,0.0,1,0,919dd4b1
Mert Müldür,DF,Sassuolo,21,1241,39,20,51.3,27,10,1295552e
Luis Muriel,FW,Atalanta,29,999,90,53,58.9,59,50,eb2fe5b6
Vedat Muriqi,FW,Lazio,26,384,7,2,28.6,32,17,0cadc46d
Nicola Murru,DF,Torino,25,436,12,5,41.7,6,5,d183e9d6
Mateo Musacchio,DF,Lazio,29,136,1,1,100.0,3,1,91899ca8
Mateo Musacchio,DF,Milan,29,28,0,0,,1,0,91899ca8
Juan Musso,GK,Udinese,26,1093,1,1,100.0,0,0,a111cf41
Joakim Mæhle,DF,Atalanta,23,880,31,16,51.6,28,11,c459a650
Radja Nainggolan,MF,Cagliari,32,1088,60,29,48.3,33,33,1f9328da
Radja Nainggolan,MF,Inter,32,45,0,0,,1,1,1f9328da
Nahitan Nández,MFDF,Cagliari,24,1563,74,37,50.0,52,30,95facda1
Ilija Nestorovski,FWMF,Udinese,30,267,4,3,75.0,15,9,b1236c63
Nicolas Nkoulou,DF,Torino,30,886,5,4,80.0,5,0,93cf32a8
Bram Nuytinck,DF,Udinese,30,1026,5,4,80.0,7,1,e33f36d5
Simeon Nwankwo,FW,Crotone,28,1078,57,36,63.2,122,74,80dbbd10
M'Bala Nzola,FW,Spezia,23,728,43,27,62.8,83,41,a4948e67
Pedro Obiang,MF,Sassuolo,28,1071,17,15,88.2,13,7,ba1e04b3
Brian Oddei,FWMF,Sassuolo,17,39,4,3,75.0,5,1,97e8ea97
Stefano Okaka,FW,Udinese,30,481,27,17,63.0,51,23,601ef102
Christian Oliva,MF,Cagliari,24,228,2,2,100.0,0,5,d3b888e3
Maximiliano Olivera,DF,Fiorentina,28,44,0,0,,1,0,32a33c68
Jérôme Onguéné,DF,Genoa,22,121,0,0,,2,0,e81f0356
Riccardo Orsolini,FWMF,Bologna,23,981,64,36,56.3,49,17,e14ec482
Victor Osimhen,FW,Napoli,21,452,27,12,44.4,45,17,8c90fd7a
Yordan Osorio,DF,Parma,26,1379,22,17,77.3,21,12,4d17df3e
David Ospina,GK,Napoli,31,567,0,0,,0,0,82b1198a
Adam Ounas,FWMF,Crotone,23,649,75,57,76.0,37,23,ed90babd
Adam Ounas,MFFW,Cagliari,23,174,30,19,63.3,11,10,ed90babd
Thomas Ouwejan,DF,Udinese,23,286,7,3,42.9,8,2,36d9dabe
Daniele Padelli,GK,Inter,34,15,0,0,,0,0,cf1c23d8
Mattia Pagliuca,MF,Bologna,18,5,1,0,0.0,0,0,ad84294f
Rodrigo Palacio,FW,Bologna,38,1269,69,35,50.7,85,46,8d8178ac
Alberto Paleari,GK,Genoa,27,84,0,0,,0,0,94a3606c
Antonio Palumbo,MF,Sampdoria,23,2,0,0,,0,0,33e98344
Martin Palumbo,MF,Udinese,18,24,0,0,,0,1,f8d41a8c
Goran Pandev,FWMF,Genoa,37,598,30,15,50.0,52,24,d711d04f
Ivor Pandur,GK,Hellas Verona,20,109,0,0,,0,0,457cb02f
Vittorio Parigini,MFDF,Genoa,24,35,2,1,50.0,1,1,75efed2e
Marco Parolo,DFMF,Lazio,35,470,1,0,0.0,5,1,ed5886d2
Mario Pašalić,MF,Atalanta,25,794,28,11,39.3,25,18,e599253a
Christian Pastina,DF,Benevento,19,80,0,0,,0,0,38bf62b5
Javier Pastore,MFFW,Roma,31,69,2,2,100.0,4,0,881ef58c
Patric,DF,Lazio,27,1373,3,1,33.3,12,4,f7223718
Leonardo Pavoletti,FW,Cagliari,31,587,6,3,50.0,41,14,d37b0350
Nehuén Paz,DF,Bologna,27,283,0,0,,2,0,42b1a58a
Pedro,MFFW,Roma,33,774,40,26,65.0,45,11,3ca7254a
João Pedro,FWMF,Cagliari,28,1320,80,39,48.8,74,32,81255c03
Gianluca Pegolo,GK,Sassuolo,39,25,0,0,,0,0,f058ed1f
Graziano Pellè,FW,Parma,35,259,3,1,33.3,15,9,9654d8de
Lorenzo Pellegrini,MF,Roma,24,1772,67,40,59.7,65,21,4a5a45c7
Luca Pellegrini,DFMF,Genoa,21,411,30,18,60.0,22,16,3b61c9ec
Federico Peluso,DF,Sassuolo,36,182,0,0,,0,2,4f2908e5
Andreas Pereira,FWMF,Lazio,24,358,17,7,41.2,12,11,6639e500
Pedro Pereira,DF,Crotone,22,1200,34,13,38.2,38,32,c77be0cf
Gastón Pereiro,MFDF,Cagliari,25,176,7,3,42.9,5,6,7ec7738e
Bruno Peres,DF,Roma,30,910,26,15,57.7,24,12,852351df
Roberto Pereyra,MFFW,Udinese,29,1591,86,36,41.9,80,50,75f2c59f
Carles Pérez,MFFW,Roma,22,422,32,17,53.1,26,14,a8f21b9f
Mattia Perin,GK,Genoa,27,1223,0,0,,1,1,4c62d0c8
Ivan Perišić,DFFW,Inter,31,1013,18,7,38.9,21,6,6fe90922
Matteo Pessina,MF,Atalanta,23,1132,35,15,42.9,35,19,780e3631
Andrea Petagna,FW,Napoli,25,323,12,7,58.3,18,14,03f946ed
Jacopo Petriccione,MF,Crotone,25,573,5,2,40.0,4,4,909bce7f
Jens Petter Hauge,FW,Milan,20,259,18,9,50.0,15,11,12c35abe
Germán Pezzella,DF,Fiorentina,29,1443,1,1,100.0,13,1,8c725b43
Giuseppe Pezzella,DF,Parma,22,1188,49,35,71.4,18,24,149c5f5d
Cristiano Piccini,DF,Atalanta,27,25,3,1,33.3,0,2,32c0491f
Roberto Piccoli,FW,Spezia,19,244,8,5,62.5,43,12,1cadaf34
Andrea Pinamonti,FW,Inter,21,71,3,2,66.7,8,7,08aa9cd1
Carlo Pinsoglio,GK,Juventus,30,12,0,0,,0,0,f6a06749
Fabio Pisacane,DF,Cagliari,34,121,0,0,,0,1,56400c01
Marko Pjaca,FWMF,Genoa,25,672,46,23,50.0,45,30,2c38b327
Tommaso Pobega,MF,Spezia,21,587,8,4,50.0,18,5,55a1cac2
Andrea Poli,MF,Bologna,30,275,6,5,83.3,9,3,b3fd7075
Matteo Politano,FWMF,Napoli,26,1117,60,37,61.7,46,23,5e861944
Manolo Portanova,MFFW,Genoa,20,37,3,2,66.7,1,4,c8c0dccd
Manolo Portanova,MF,Juventus,20,36,0,0,,2,2,c8c0dccd
Ivan Provedel,GK,Spezia,26,1491,1,1,100.0,3,0,277da414
Erick Pulgar,MF,Fiorentina,26,1366,15,11,73.3,25,5,4611e028
Ignacio Pussetto,FW,Udinese,24,295,26,15,57.7,21,23,62437b4f
Fabio Quagliarella,FW,Sampdoria,37,762,28,17,60.7,60,34,ee4f2f3b
Simone Rabbi,FWDF,Bologna,18,17,1,0,0.0,4,2,3688af6c
Adrien Rabiot,MF,Juventus,25,1765,48,36,75.0,39,14,8794e251
Ivan Radovanović,DFMF,Genoa,31,1391,10,8,80.0,7,2,023937a9
Ionuț Radu,GK,Inter,23,59,0,0,,0,0,67f649be
Ștefan Radu,DF,Lazio,33,1891,15,13,86.7,17,5,53de807a
Rafael,GK,Spezia,38,114,0,0,,0,0,dd06d56c
Antonio Raimondo,FW,Bologna,16,1,0,0,,0,0,ce1a6c7e
Gastón Ramírez,FWMF,Sampdoria,29,639,27,17,63.0,28,24,2c851997
Aaron Ramsey,MF,Juventus,29,858,13,10,76.9,30,9,ef619b0b
Andrea Ranocchia,DF,Inter,32,562,0,0,,3,1,539230cf
Giacomo Raspadori,FWMF,Sassuolo,20,481,29,15,51.7,36,23,6e058f06
Federico Ravaglia,GK,Bologna,20,147,0,0,,0,0,6662d731
Ante Rebić,FW,Milan,26,720,41,20,48.8,64,29,536cebe5
Arkadiusz Reca,DF,Crotone,25,1338,63,37,58.7,48,14,6213fd82
Vasco Regini,DF,Sampdoria,29,52,0,0,,0,0,339c6ed4
Pepe Reina,GK,Lazio,37,1182,1,1,100.0,0,0,e358587b
Bryan Reynolds,DF,Roma,19,175,4,2,50.0,5,6,2306bf5c
Franck Ribéry,FW,Fiorentina,37,1138,109,64,58.7,73,84,f61c7c4e
Federico Ricci,FW,Sassuolo,26,5,1,1,100.0,1,0,524eb8c5
Giacomo Ricci,DF,Parma,23,42,2,0,0.0,1,1,cfb38237
Matteo Ricci,MF,Spezia,26,1841,18,11,61.1,19,12,3cf7dc7e
Tomás Rincón,MF,Torino,32,1666,50,36,72.0,41,26,f1cfc209
Andrea Rispoli,DF,Crotone,31,393,7,2,28.6,7,3,39ee6cb6
Emmanuel Rivière,FW,Crotone,30,211,9,5,55.6,19,8,2bae5658
Ricardo Rodríguez,DF,Torino,27,855,7,4,57.1,5,4,7f78ad23
Marko Rog,MF,Cagliari,25,760,31,20,64.5,20,12,b6b2b820
Rogério,DF,Sassuolo,22,1514,48,24,50.0,30,13,10e7f486
Luis Rojas,MFFW,Crotone,18,68,8,6,75.0,9,6,11e0904f
Alessio Romagnoli,DF,Milan,25,1221,0,0,,6,1,3ead85f9
Cristian Romero,DF,Atalanta,22,1662,14,7,50.0,16,7,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,1442,95,58,61.1,62,32,dea698d9
Marten de Roon,MF,Atalanta,29,2491,16,12,75.0,17,10,2a1beb34
Nicolò Rovella,MF,Genoa,18,974,14,12,85.7,16,6,e58cbfd5
Amir Rrahmani,DF,Napoli,26,691,2,2,100.0,3,0,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,88,2,2,100.0,5,2,90573602
Daniele Rugani,DF,Cagliari,26,635,1,1,100.0,4,3,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,138,1,1,100.0,3,0,ae9898c5
Mário Rui,DF,Napoli,29,1556,20,13,65.0,24,4,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,2380,34,28,82.4,23,20,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,1126,61,37,60.7,61,20,ee251371
Jacopo Sala,DF,Spezia,28,319,6,3,50.0,2,1,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,371,15,10,66.7,22,16,0489bb30
Antonio Sanabria,FW,Torino,24,364,21,11,52.4,29,19,0a447501
Alexis Sánchez,FW,Inter,31,664,36,24,66.7,41,34,2c0f8e9e
Alex Sandro,DF,Juventus,29,1645,28,22,78.6,24,11,0d82903c
Siriki Sanogo,MF,Benevento,18,8,0,0,,0,0,ff120e44
Nicola Sansone,FWMF,Bologna,28,717,60,34,56.7,37,29,7eb97a8e
Federico Santander,FW,Bologna,29,25,0,0,,1,2,df85d472
Davide Santon,DF,Roma,29,338,10,7,70.0,7,2,88c89891
Samir Santos,DF,Udinese,25,1562,8,6,75.0,11,14,92b4758e
Riccardo Saponara,MF,Fiorentina,28,47,1,1,100.0,2,0,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,183,14,9,64.3,11,2,3bb7af3b
Marco Sau,MFFW,Benevento,32,357,18,11,61.1,29,12,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,526,22,16,72.7,43,26,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,2,0,0,,1,0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,1535,17,15,88.2,19,11,bd84fc61
Jerdy Schouten,MF,Bologna,23,1698,60,37,61.7,35,22,2cfae697
Matteo Scozzarella,MF,Parma,32,124,1,0,0.0,1,2,ea164f99
Simone Scuffet,GK,Udinese,24,29,0,0,,0,0,41bd99ea
Jacopo Segre,MF,Torino,23,127,5,4,80.0,1,2,3cb132e6
Léo Sena,MF,Spezia,24,722,43,36,83.7,10,11,1de40dae
Stefano Sensi,MF,Inter,24,504,14,7,50.0,15,5,b70bde8f
Luigi Sepe,GK,Parma,29,1508,2,2,100.0,1,0,343f753a
Stephan El Shaarawy,MFFW,Roma,27,306,20,9,45.0,13,4,d3aaad90
Eldor Shomurodov,FW,Genoa,25,718,34,15,44.1,76,30,57469b2d
Luca Siligardi,MFFW,Crotone,32,30,2,2,100.0,2,2,1cac99dc
Luca Siligardi,FWMF,Parma,32,22,0,0,,2,3,1cac99dc
Adrien Silva,MF,Sampdoria,31,1122,25,17,68.0,21,17,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,1045,0,0,,0,0,0d422df7
Giovanni Simeone,FW,Cagliari,25,574,23,15,65.2,57,22,343c0d52
Wilfried Singo,DF,Torino,19,1205,90,52,57.8,41,14,8b609c34
Salvatore Sirigu,GK,Torino,33,1073,0,0,,2,0,10dc46f0
Łukasz Skorupski,GK,Bologna,29,1047,0,0,,2,0,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,710,39,17,43.6,30,9,c50cee19
Milan Škriniar,DF,Inter,25,2452,9,6,66.7,18,13,30f5ffa9
Chris Smalling,DF,Roma,30,806,4,4,100.0,8,4,b6964eb6
Simon Sohm,MF,Parma,19,502,11,7,63.6,12,14,a5f458d9
Roberto Soriano,MF,Bologna,29,1865,56,36,64.3,64,31,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,515,59,40,67.8,29,22,94816803
Adama Soumaoro,DF,Bologna,28,1114,6,6,100.0,7,2,7b075c75
Leonardo Spinazzola,DF,Roma,27,1473,120,53,44.2,30,8,3626daea
Marco Sportiello,GK,Atalanta,28,403,0,0,,0,0,ac4003af
Mattia Sprocati,MFFW,Parma,27,6,0,0,,0,0,bdd0692f
Thomas Strakosha,GK,Lazio,25,368,0,0,,0,0,339fe0e8
Kevin Strootman,MF,Genoa,30,1003,14,9,64.3,16,10,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,1548,23,14,60.9,32,19,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,224,3,1,33.3,4,6,2334478a
Stefano Sturaro,MF,Genoa,27,295,8,5,62.5,16,8,2334478a
Bosko Sutalo,DF,Atalanta,20,194,3,2,66.7,3,1,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,903,30,21,70.0,24,18,92d83c27
Wojciech Szczęsny,GK,Juventus,30,1076,1,1,100.0,0,0,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,1277,45,34,75.6,39,28,8da74c05
Ciprian Tătărușanu,GK,Milan,34,30,0,0,,0,0,b056e3da
Andrés Tello,DFMF,Benevento,23,255,10,5,50.0,9,3,5f951ef1
Hidde ter Avest,DF,Udinese,23,233,4,3,75.0,7,0,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,96,0,0,,0,0,e1b0a70d
Claudio Terzi,DF,Spezia,36,1515,4,3,75.0,5,3,5570e6fb
Morten Thorsby,MF,Sampdoria,24,1313,20,14,70.0,39,16,d1b49282
Jeremy Toljan,DF,Sassuolo,25,1031,17,10,58.8,26,6,a96e5dc0
Rafael Tolói,DF,Atalanta,29,1959,16,8,50.0,22,13,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,2015,25,15,60.0,30,10,b3af9be1
Fikayo Tomori,DF,Milan,22,1082,4,4,100.0,8,2,7edfbb8a
Sandro Tonali,MF,Milan,20,907,14,6,42.9,15,8,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,1134,4,4,100.0,5,5,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,68,5,3,60.0,8,5,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,34,2,0,0.0,2,1,2e0ae188
Chaka Traorè,FWDF,Parma,15,19,1,0,0.0,4,1,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,168,7,1,14.3,4,1,4571fa88
Alessandro Tuia,DF,Benevento,30,1030,4,3,75.0,9,4,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,3,0,0,,0,0,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,141,4,2,50.0,1,0,7cd520e8
Samir Ujkani,GK,Torino,32,29,0,0,,0,0,96640846
Kacper Urbanski,FW,Bologna,15,7,0,0,,0,0,2d9d9e42
Lautaro Valenti,DF,Parma,21,408,2,2,100.0,4,0,55db5c36
Borja Valero,MFFW,Fiorentina,35,363,14,6,42.9,12,11,0e21fc3c
Denis Vavro,DF,Lazio,24,21,0,0,,0,0,08990838
Matías Vecino,MF,Inter,28,151,2,1,50.0,0,1,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,928,12,9,75.0,18,1,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,944,25,7,28.0,20,12,983ff2c7
Daniele Verde,FW,Spezia,24,500,17,7,41.2,14,7,d3298c99
Simone Verdi,MFFW,Torino,28,899,63,39,61.9,33,25,0375723e
Jordan Veretout,MF,Roma,27,1417,18,10,55.6,19,9,4a56052c
Edoardo Vergani,FW,Bologna,19,3,0,0,,1,0,2873973b
Valerio Verre,FWMF,Sampdoria,26,673,32,19,59.4,42,23,33ecf462
Guglielmo Vicario,GK,Cagliari,23,118,0,0,,0,0,77d6fd4d
Arturo Vidal,MF,Inter,33,892,5,3,60.0,15,6,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,,,,,,,75e60d75
Luca Vignali,DF,Spezia,24,1318,15,6,40.0,29,4,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,826,38,23,60.5,17,11,ec5dae45
Gonzalo Villar,MF,Roma,22,1491,48,39,81.3,26,15,bdc74a8f
Nicolas Viola,MF,Benevento,30,603,16,12,75.0,18,7,45392b06
Dušan Vlahović,FW,Fiorentina,20,987,54,27,50.0,106,89,79443529
Mërgim Vojvoda,DFFW,Torino,25,907,15,10,66.7,15,12,be2706c0
Stefan de Vrij,DF,Inter,28,2193,6,5,83.3,6,2,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,3,0,0,,1,0,bf4d31d3
Miloš Vulić,MF,Crotone,23,716,27,13,48.1,29,16,5944af8f
Walace,MF,Udinese,25,1431,33,24,72.7,40,16,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,999,10,7,70.0,10,5,217875a4
Maya Yoshida,DF,Sampdoria,31,1471,6,5,83.3,12,0,caffaf5a
Ashley Young,DF,Inter,35,795,13,5,38.5,11,3,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,1266,102,60,58.8,74,64,d85c238b
Vasilios Zagaritis,DF,Parma,19,57,3,2,66.7,2,0,b4a3d61a
Miha Zajc,MF,Genoa,26,1300,46,27,58.7,49,20,83e4643e
Nicola Zalewski,MF,Roma,18,8,0,0,,0,0,45191c29
Niccolò Zanellato,MF,Crotone,22,882,20,15,75.0,17,11,741e058f
Cristián Zapata,DF,Genoa,33,607,2,1,50.0,5,2,b1deecf8
Duván Zapata,FW,Atalanta,29,1214,85,34,40.0,114,65,d3de9af0
Gabriele Zappa,DF,Cagliari,20,1550,38,19,50.0,22,14,ca3db240
Davide Zappacosta,DF,Genoa,28,1375,77,32,41.6,42,22,7fe90ccd
Simone Zaza,FW,Torino,29,530,18,7,38.9,55,21,9592289a
Marvin Zeegelaar,DF,Udinese,29,975,33,21,63.6,27,15,8abd0c03
Piotr Zieliński,MF,Napoli,26,1500,95,58,61.1,50,31,a5296e55
Joshua Zirkzee,FWMF,Parma,19,46,4,4,100.0,4,0,028e70b9
Jeroen Zoet,GK,Spezia,29,328,0,0,,1,0,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,1171,58,36,62.1,53,47,eccbe56a
