Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Aleksei Miranchuk,MF,Torino,27-161,16.8,28,10,35.7,a9aa0d1d
Fabio Miretti,MFFW,Juventus,19-236,10.0,17,5,29.4,34693494
Henrikh Mkhitaryan,MF,Inter,34-065,17.2,24,4,16.7,dd0daf32
Salvatore Molina,DF,Monza,31-085,2.5,1,0,0.0,54ab971f
Daniele Montevago,FW,Sampdoria,20-009,2.6,7,1,14.3,ca73910d
Lorenzo Montipò,GK,Hellas Verona,27-035,26.0,0,0,,c1d95617
Nikola Moro,MF,Bologna,25-015,7.7,12,1,8.3,ff579c7e
Dany Mota,FWMF,Monza,24-329,13.0,16,5,31.3,efc9e31f
João Moutinho,DFFW,Spezia,25-074,0.6,0,0,,a0aee24e
Mert Müldür,DF,Sassuolo,23-358,0.1,0,0,,1295552e
Luis Muriel,FW,Atalanta,31-345,8.6,16,5,31.3,eb2fe5b6
Jeison Murillo,DF,Sampdoria,30-304,9.2,1,0,0.0,b233e8e4
Nicola Murru,DF,Sampdoria,28-101,5.7,2,0,0.0,d183e9d6
Juan Musso,GK,Atalanta,28-325,20.1,0,0,,a111cf41
Joakim Mæhle,DFMF,Atalanta,25-311,15.4,20,5,25.0,c459a650
Herculano Nabian,MF,Empoli,19-061,0.0,0,0,,c39babc1
Michel Ndary Adopo,MFDF,Torino,22-251,2.8,2,0,0.0,599d91d0
Tanguy Ndombele,MF,Napoli,26-089,7.0,14,2,14.3,5cdddffa
Ilija Nestorovski,FWMF,Udinese,33-015,1.3,3,1,33.3,b1236c63
Cyril Ngonge,MFFW,Hellas Verona,22-305,3.5,13,5,38.5,2b8360f1
Hans Nicolussi Caviglia,MF,Salernitana,22-282,5.1,2,1,50.0,b136c945
Dimitris Nikolaou,DF,Spezia,24-226,23.8,7,1,14.3,cf961d8d
Bram Nuytinck,DF,Udinese,32-327,4.3,1,0,0.0,e33f36d5
Bram Nuytinck,DF,Sampdoria,32-327,10.9,3,0,0.0,e33f36d5
M'Bala Nzola,FW,Spezia,26-221,22.1,47,17,36.2,a4948e67
Pedro Obiang,MF,Sassuolo,31-000,7.8,5,0,0.0,ba1e04b3
Guillermo Ochoa,GK,Salernitana,37-257,10.0,0,0,,1e9bde92
David Okereke,FWMF,Cremonese,25-210,19.8,46,15,32.6,d125f22f
Caleb Okoli,DF,Atalanta,21-257,9.4,5,2,40.0,8ec109e6
Mathías Olivera,DF,Napoli,25-147,10.3,3,1,33.3,41c12f75
André Onana,GK,Inter,26-359,17.0,0,0,,e9c0c1b2
Divock Origi,FWMF,Milan,27-343,7.8,21,9,42.9,43a166b4
Riccardo Orsolini,FW,Bologna,26-062,17.0,61,18,29.5,e14ec482
Victor Osimhen,FW,Napoli,24-088,21.1,99,39,39.4,8c90fd7a
Remi Oudin,FW,Lecce,26-129,5.3,14,5,35.7,ea02beaf
Adam Ounas,FW,Napoli,26-136,0.2,1,0,0.0,ed90babd
Simone Pafundi,MF,Udinese,17-041,0.1,1,0,0.0,8daee720
Flavio Paoletti,MF,Sampdoria,20-070,1.1,0,0,,3d6cee81
Leandro Paredes,MF,Juventus,28-271,6.6,9,1,11.1,dff153a4
Fabiano Parisi,DF,Empoli,22-138,22.5,16,2,12.5,0967845b
Mario Pašalić,MFFW,Atalanta,28-046,13.4,21,4,19.0,e599253a
Patric,DF,Lazio,29-344,11.9,1,0,0.0,f7223718
Rui Patrício,GK,Roma,35-040,27.0,0,0,,79b0d6a0
Pedro,FW,Lazio,35-242,16.1,31,10,32.3,3ca7254a
Gianluca Pegolo,GK,Sassuolo,42-002,2.0,0,0,,f058ed1f
Pietro Pellegri,FW,Torino,22-010,4.1,6,3,50.0,a44d3a3c
Lorenzo Pellegrini,MF,Roma,26-281,20.4,38,10,26.3,4a5a45c7
Pepín,MF,Monza,26-225,9.6,7,1,14.3,7afb1573
Roberto Pereyra,DFMF,Udinese,32-079,21.5,33,14,42.4,75f2c59f
Nehuén Pérez,DF,Udinese,22-276,22.4,13,6,46.2,f7c491f1
Simone Perilli,GK,Hellas Verona,28-079,1.0,0,0,,b9e11c1d
Mattia Perin,GK,Juventus,30-137,8.5,0,0,,4c62d0c8
Samuele Perisan,GK,Empoli,25-218,3.0,0,0,,00a17eba
Matteo Pessina,MF,Monza,25-340,22.9,19,4,21.1,780e3631
Andrea Petagna,FW,Monza,27-270,14.0,26,8,30.8,03f946ed
Giuseppe Pezzella,DF,Lecce,25-118,8.2,2,0,0.0,149c5f5d
Krzysztof Piątek,FW,Salernitana,27-269,16.8,44,18,40.9,17f3620a
Roberto Piccoli,FW,Hellas Verona,22-059,2.1,4,2,50.0,1cadaf34
Roberto Piccoli,FWMF,Empoli,22-059,1.5,4,1,25.0,1cadaf34
Charles Pickel,MF,Cremonese,25-316,20.8,17,6,35.3,f71ad8cb
Andrea Pinamonti,FW,Sassuolo,23-312,18.2,51,16,31.4,08aa9cd1
Lorenzo Pirola,DF,Salernitana,21-035,12.0,6,1,16.7,caec77da
Marko Pjaca,MFFW,Empoli,27-325,5.1,14,2,14.3,2c38b327
Tommaso Pobega,MF,Milan,23-255,6.4,10,3,30.0,55a1cac2
Paul Pogba,MFDF,Juventus,30-012,0.4,2,0,0.0,867239d3
Matteo Politano,FW,Napoli,29-236,10.8,23,5,21.7,5e861944
Marin Pongračić,DF,Lecce,25-197,8.8,1,0,0.0,2a6cd437
Stefan Posch,DF,Bologna,25-317,19.1,17,8,47.1,7f609bfc
Ivan Provedel,GK,Lazio,29-010,26.9,0,0,,277da414
Ignacio Pussetto,MFDF,Sampdoria,27-096,1.7,2,2,100.0,62437b4f
Niklas Pyyhtiä,MF,Bologna,19-183,0.7,2,0,0.0,88f53b75
Fabio Quagliarella,FW,Sampdoria,40-055,4.4,20,5,25.0,ee4f2f3b
Giacomo Quagliata,DF,Cremonese,23-036,5.5,9,1,11.1,1b9c7401
Adrien Rabiot,MF,Juventus,27-358,21.5,29,17,58.6,8794e251
Nemanja Radonjić,MFFW,Torino,27-040,12.8,37,12,32.4,0630eb63
Ivan Radovanović,MFDF,Salernitana,34-210,7.5,7,0,0.0,023937a9
Ionuț Radu,GK,Cremonese,25-303,9.0,0,0,,67f649be
Antonio Raimondo,FW,Bologna,19-009,0.2,0,0,,ce1a6c7e
Luca Ranieri,DF,Fiorentina,23-338,3.1,0,0,,8c63fae5
Andrea Ranocchia,DF,Monza,35-039,0.5,0,0,,539230cf
Filippo Ranocchia,MF,Monza,21-317,5.9,19,8,42.1,d9ebed1c
Giacomo Raspadori,FWMF,Napoli,23-037,6.4,26,12,46.2,6e058f06
Giacomo Raspadori,FW,Sassuolo,23-037,0.5,0,0,,6e058f06
Ante Rebić,FWMF,Milan,29-187,6.9,20,10,50.0,536cebe5
Arkadiusz Reca,DF,Spezia,27-283,17.9,15,6,40.0,6213fd82
Panagiotis Retsos,DF,Hellas Verona,24-230,1.4,1,0,0.0,4bd00a50
Franck Ribéry,MF,Salernitana,39-354,0.4,0,0,,f61c7c4e
Samuele Ricci,MF,Torino,21-218,14.8,13,5,38.5,9823be92
Tomás Rincón,MF,Sampdoria,35-073,18.3,9,3,33.3,f1cfc209
Pablo Rodríguez,FWMF,Lecce,21-235,0.6,0,0,,1d4e63b6
Ricardo Rodríguez,DF,Torino,30-214,19.7,6,2,33.3,7f78ad23
Rogério,DF,Sassuolo,25-073,23.3,9,3,33.3,10e7f486
Alessio Romagnoli,DF,Lazio,28-074,22.7,7,2,28.6,3ead85f9
Simone Romagnoli,DF,Lecce,33-046,0.3,0,0,,09899de8
Luka Romero,FW,Lazio,18-129,1.7,5,1,20.0,ca6edaa0
Marten de Roon,MF,Atalanta,31-363,21.9,13,3,23.1,2a1beb34
Nicolò Rovella,MF,Monza,21-113,11.5,12,3,25.0,e58cbfd5
Nicolò Rovella,MF,Juventus,21-113,0.3,2,0,0.0,e58cbfd5
Amir Rrahmani,DF,Napoli,29-031,19.2,17,2,11.8,4b3e1a38
Ruan,DF,Sassuolo,23-293,10.3,4,1,25.0,a378a02a
Daniele Rugani,DF,Juventus,28-241,3.9,3,1,33.3,14b8fcdf
Matteo Ruggeri,DFMF,Atalanta,20-259,8.2,10,1,10.0,ae9898c5
Mário Rui,DF,Napoli,31-304,16.6,9,3,33.3,0b5a292a
Abdelhamid Sabiri,MF,Sampdoria,26-119,11.2,29,9,31.0,4830e0af
Alexis Saelemaekers,FWDF,Milan,23-273,9.7,13,4,30.8,ee251371
Jacopo Sala,MF,Spezia,31-112,1.2,0,0,,da5a981b
Lazar Samardzic,MF,Udinese,21-031,11.7,36,13,36.1,217c93a1
Junior Sambia,DF,Salernitana,26-201,5.6,10,4,40.0,24eb7ed6
Antonio Sanabria,FW,Torino,27-023,17.1,42,16,38.1,0a447501
Leandro Sanca,FWMF,Spezia,23-082,0.4,0,0,,4295f19c
Alex Sandro,DF,Juventus,32-060,16.2,4,0,0.0,0d82903c
Nicola Sansone,FW,Bologna,31-198,4.8,14,3,21.4,7eb97a8e
Riccardo Saponara,FW,Fiorentina,31-096,10.2,31,10,32.3,3bb7af3b
Martin Satriano,FW,Empoli,22-035,18.0,36,10,27.8,86383d0e
Giorgio Scalvini,DF,Atalanta,19-106,16.4,11,4,36.4,1e9aa637
Jerdy Schouten,MF,Bologna,26-074,18.2,6,2,33.3,2cfae697
Perr Schuurs,DF,Torino,23-121,18.1,8,1,12.5,e613313c
Demba Seck,FWMF,Torino,22-045,4.3,8,2,25.0,16463a79
Jacopo Segre,DF,Torino,26-038,0.2,0,0,,3cb132e6
Vivaldo Semedo,FW,Udinese,18-058,0.0,0,0,,b6baba31
Stefano Sensi,MF,Monza,27-234,14.5,15,7,46.7,b70bde8f
Luigi Sepe,GK,Salernitana,31-323,17.0,0,0,,343f753a
Leonardo Sernicola,DF,Cremonese,25-240,19.8,21,4,19.0,dd7febd8
Stephan El Shaarawy,DFMF,Roma,30-151,10.3,22,11,50.0,d3aaad90
Eldor Shomurodov,FW,Spezia,27-271,4.0,9,1,11.1,57469b2d
Eldor Shomurodov,FW,Roma,27-271,1.3,6,3,50.0,57469b2d
Marco Silvestri,GK,Udinese,32-025,27.0,0,0,,0d422df7
Giovanni Simeone,FW,Napoli,27-265,2.5,7,5,71.4,343c0d52
Wilfried Singo,DF,Torino,22-092,15.4,21,6,28.6,8b609c34
Salvatore Sirigu,GK,Fiorentina,36-074,1.0,0,0,,10dc46f0
Leo Skiri Østigård,DF,Napoli,23-119,2.7,2,0,0.0,b35a7399
Łukasz Skorupski,GK,Bologna,31-326,27.0,0,0,,ab4449d6
Milan Škriniar,DF,Inter,28-044,19.7,9,2,22.2,30f5ffa9
Chris Smalling,DF,Roma,33-125,25.7,12,3,25.0,b6964eb6
Ola Solbakken,MFFW,Roma,24-201,1.2,4,1,25.0,78f13530
Brandon Soppy,DF,Udinese,21-034,1.0,2,1,50.0,28f66c2e
Brandon Soppy,DF,Atalanta,21-034,6.3,6,2,33.3,28f66c2e
Roberto Soriano,FWMF,Bologna,32-047,13.9,12,2,16.7,9d4c45d6
Joaquin Sosa,DF,Bologna,21-076,6.6,2,1,50.0,50841bef
Riccardo Sottil,FW,Fiorentina,23-297,5.0,14,7,50.0,94816803
Matìas Soulé,MFDF,Juventus,19-346,3.6,9,5,55.6,c13ddd3e
Adama Soumaoro,DF,Bologna,30-282,15.7,2,1,50.0,7b075c75
Leonardo Spinazzola,DF,Roma,30-002,13.5,8,5,62.5,3626daea
Marco Sportiello,GK,Atalanta,30-321,6.9,0,0,,ac4003af
Petar Stojanović,DF,Empoli,27-171,15.3,9,1,11.1,13b44b02
Gabriel Strefezza,FW,Lecce,25-343,19.5,46,15,32.6,674cfc5a
Dávid Strelec,FW,Spezia,21-357,1.9,3,1,33.3,2cb9486d
Isaac Success,FW,Udinese,27-079,17.9,32,4,12.5,f573a8bf
Ibrahim Sulemana,MF,Hellas Verona,19-309,4.0,8,3,37.5,230c3f3a
Wojciech Szczęsny,GK,Juventus,32-343,18.5,0,0,,01b8a2b2
Benjamin Tahirovic,MF,Roma,20-024,1.5,0,0,,eb3022c3
Adrien Tameze,MF,Hellas Verona,29-051,23.3,8,1,12.5,8da74c05
Ciprian Tătărușanu,GK,Milan,37-046,16.0,0,0,,b056e3da
Filippo Terracciano,DFMF,Hellas Verona,20-047,5.9,3,2,66.7,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,33-019,23.0,0,0,,e1b0a70d
Aleksa Terzić,DF,Fiorentina,23-222,5.6,6,1,16.7,3ef0a2d7
Florian Thauvin,FW,Udinese,30-060,2.2,4,1,25.0,2b9fdeea
Malick Thiaw,DF,Milan,21-231,7.6,3,2,66.7,ff5ea0bf
Kristian Thorstvedt,MF,Sassuolo,24-014,11.1,16,7,43.8,76ff8d0d
Jeremy Toljan,DF,Sassuolo,28-231,20.7,5,0,0.0,a96e5dc0
Rafael Tolói,DF,Atalanta,32-168,21.1,21,7,33.3,c56dc39e
Fikayo Tomori,DF,Milan,25-098,22.4,7,4,57.1,7edfbb8a
Sandro Tonali,MF,Milan,22-323,21.4,24,11,45.8,0db169ae
William Troost-Ekong,DF,Salernitana,29-207,2.9,0,0,,7ed4921e
Frank Tsadjout,FWMF,Cremonese,23-242,6.5,13,6,46.2,0588a092
Alessandro Tuia,DF,Lecce,32-292,4.7,2,1,50.0,26c54058
Martin Turk,GK,Sampdoria,19-218,2.0,0,0,,14ae023f
Iyenoma Udogie,DF,Udinese,20-119,22.2,22,6,27.3,7cd520e8
Samuel Umtiti,DF,Lecce,29-133,13.5,5,0,0.0,3eed9821
Diego Valencia,MFFW,Salernitana,23-072,2.6,1,1,100.0,71005acd
Emanuele Valeri,DF,Cremonese,24-110,22.1,31,5,16.1,ec52b661
Mattia Valoti,MF,Monza,29-202,3.0,1,0,0.0,c414df9d
Johan Vásquez,DF,Cremonese,24-156,11.7,6,0,0.0,5eaed77a
Matías Vecino,MF,Lazio,31-215,14.0,20,4,20.0,44ac04e9
Miguel Veloso,MF,Hellas Verona,36-320,10.1,13,2,15.4,ab1ca213
Lorenzo Venuti,DF,Fiorentina,27-349,6.8,5,4,80.0,983ff2c7
Daniele Verde,FWMF,Spezia,26-280,7.7,22,6,27.3,d3298c99
Simone Verdi,MF,Hellas Verona,30-258,6.8,13,4,30.8,0375723e
Valerio Verre,MF,Sampdoria,29-075,7.5,14,3,21.4,33ecf462
Guglielmo Vicario,GK,Empoli,26-171,24.0,0,0,,77d6fd4d
Ronaldo Vieira,MF,Torino,24-251,0.2,0,0,,75e60d75
Ronaldo Vieira,MF,Sampdoria,24-251,9.1,6,1,16.7,75e60d75
Emanuel Vignato,MFFW,Bologna,22-215,2.7,1,1,100.0,ec5dae45
Emanuel Vignato,FWMF,Empoli,22-215,0.3,2,1,50.0,ec5dae45
Samuele Vignato,FWMF,Monza,19-031,0.2,0,0,,a14d0ab0
Tonny Vilhena,MF,Salernitana,28-083,17.6,26,7,26.9,c7069d87
Gonzalo Villar,MF,Sampdoria,25-004,7.7,1,0,0.0,bdc74a8f
Matías Viña,DF,Roma,25-138,0.6,0,0,,08eb3b58
Dušan Vlahović,FW,Juventus,23-058,16.2,51,16,31.4,79443529
Nikola Vlašić,MFFW,Torino,25-174,21.4,43,16,37.2,aa8e289e
Joel Voelkerling Persson,FW,Lecce,20-071,0.7,0,0,,b3ef6517
Mërgim Vojvoda,DF,Torino,28-054,13.1,13,4,30.8,be2706c0
Cristian Volpato,MF,Roma,19-132,2.3,4,1,25.0,72f87f25
Lukáš Vorlický,MFFW,Atalanta,21-068,0.3,1,1,100.0,f052fb01
Aster Vranckx,MF,Milan,20-174,0.8,0,0,,f86cd5df
Stefan de Vrij,DF,Inter,31-050,14.6,10,2,20.0,d0d8dd44
Walace,MF,Udinese,27-357,26.1,27,6,22.2,26db8853
Sebastian Walukiewicz,DF,Empoli,22-356,1.8,1,1,100.0,217875a4
Georginio Wijnaldum,MF,Roma,32-136,3.8,10,2,20.0,eb58eef0
Harry Winks,MF,Sampdoria,27-053,9.3,4,0,0.0,2f7acede
Przemysław Wiśniewski,DF,Spezia,24-243,1.1,1,0,0.0,1bfe5ac9
Gerard Yepes,MF,Sampdoria,20-214,2.2,1,0,0.0,ee9040b4
Mattia Zaccagni,FW,Lazio,27-284,21.0,41,18,43.9,d85c238b
Denis Zakaria,MF,Juventus,26-127,1.4,0,0,,384d58d9
Nicola Zalewski,DF,Roma,21-063,16.0,15,5,33.3,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,27-131,23.3,32,9,28.1,6bb2c084
Luca Zanimacchia,MFFW,Cremonese,24-251,8.3,19,4,21.1,5e834dce
Nicolò Zaniolo,MFFW,Roma,23-268,9.9,28,7,25.0,9907b1c8
Alessandro Zanoli,DF,Sampdoria,22-175,6.8,6,2,33.3,3b12b11f
Alessandro Zanoli,DF,Napoli,22-175,0.1,1,1,100.0,3b12b11f
Mattia Zanotti,DF,Inter,20-075,0.0,0,0,,875d65d1
Duván Zapata,FW,Atalanta,31-360,9.3,26,6,23.1,d3de9af0
Davide Zappacosta,DFMF,Atalanta,30-289,6.2,9,2,22.2,7fe90ccd
Karim Zedadka,DF,Napoli,22-291,0.0,0,0,,2f45300d
Deyovaisio Zeefuik,DF,Hellas Verona,25-016,0.1,0,0,,58a2e9f6
Marvin Zeegelaar,DF,Udinese,32-227,0.0,0,0,,8abd0c03
Alessio Zerbin,FWMF,Napoli,24-024,0.7,1,1,100.0,d19ef4ef
Piotr Zieliński,MF,Napoli,28-311,19.1,41,15,36.6,a5296e55
David Zima,DF,Torino,22-139,4.5,4,2,50.0,acf7e795
Joshua Zirkzee,FW,Bologna,21-309,5.9,17,4,23.5,028e70b9
Jeroen Zoet,GK,Spezia,32-080,1.7,0,0,,cc1a0c57
Nadir Zortea,DFMF,Atalanta,23-281,2.5,4,3,75.0,82598b71
Nadir Zortea,DF,Sassuolo,23-281,5.0,4,1,25.0,82598b71
Petar Zovko,GK,Spezia,21-002,0.8,0,0,,54f6afe3
Szymon Żurkowski,MF,Fiorentina,25-183,0.4,2,1,50.0,4e1d5e59
Szymon Żurkowski,MF,Spezia,25-183,1.2,1,1,100.0,4e1d5e59
Milan Đurić,FW,Hellas Verona,32-309,8.5,8,2,25.0,405f6586
Filip Đuričić,MFFW,Sampdoria,31-056,18.1,21,9,42.9,eccbe56a
