Player,Pos,Squad,Age,Tkl,TklW,Tkl%,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,-9999
Cheikh Tidiane Sabaly,FWMF,Metz,22,6,3,100.0,1,0,1,0,6,1,0,9ddf7fae
Jean-Clair Todibo,DF,Nice,21,59,37,65.0,45,21,24,51,110,130,2,88f130ed
Karl Toko Ekambi,FW,Lyon,28,13,7,19.0,26,0,26,20,33,5,0,5ceba7fc
Yoann Touzghar,FW,Troyes,34,5,2,33.3,3,1,2,3,8,8,0,4e47507a
Amadou Traore,FW,Bordeaux,19,0,0,,0,0,0,0,0,0,0,4eb0686f
Boubacar Traoré,MF,Metz,19,43,26,25.6,29,5,24,25,68,11,1,999ceb5f
Charles Traore,DF,Nantes,29,16,12,15.4,11,4,7,15,31,30,0,de488e56
Hamari Traoré,DF,Rennes,29,63,36,69.5,29,8,21,37,100,81,1,a4b1028a
Ismaël Traoré,DF,Angers,34,28,17,46.4,25,17,8,44,72,122,1,b666421b
Miguel Trauco,DFMF,Saint-Étienne,28,25,18,54.5,13,4,9,23,48,17,0,e4b72e34
Adrien Truffert,DF,Rennes,19,29,21,45.8,25,5,20,19,48,30,0,5d0e0a1f
Matthieu Udol,DF,Metz,25,23,14,66.7,20,7,13,31,54,29,1,cc41f558
Ike Ugbo,FW,Troyes,22,3,1,0.0,4,1,3,2,5,1,0,8a53d24b
Chimuanya Ugochukwu,MF,Rennes,17,13,9,47.4,7,2,5,4,17,2,0,1df4a109
Hwang Ui-jo,FW,Bordeaux,28,10,4,30.8,9,1,8,5,15,18,0,a2d873dd
Cengiz Ünder,FWMF,Marseille,24,18,13,27.8,13,2,11,14,32,9,0,1880614f
Jere Uronen,DF,Brest,27,28,15,58.3,12,3,9,16,44,21,0,d75f3980
Vanderson,FWDF,Monaco,20,35,19,65.2,17,4,13,13,48,12,0,ee45fd85
Jonathan Varane,MF,Lens,19,0,0,,0,0,0,0,0,0,0,4ade359f
Marco Verratti,MF,Paris S-G,28,60,40,50.0,36,10,26,18,78,14,2,1467af0d
Kevin Volland,MFFW,Monaco,29,24,10,19.4,20,0,20,3,27,9,0,64f69877
Timothy Weah,MFFW,Lille,21,19,7,50.0,16,1,15,10,29,7,0,8eec784d
Georginio Wijnaldum,MF,Paris S-G,30,15,9,57.9,13,3,10,9,24,7,0,eb58eef0
Christopher Wooh,DF,Lens,19,29,11,61.1,21,14,7,21,50,40,1,b003239d
Xeka,MF,Lille,26,47,27,48.2,23,3,20,24,71,26,1,f3600c02
Sekou Yansané,FW,Paris S-G,18,0,0,0.0,0,0,0,0,0,1,0,bce37ac0
Yusuf Yazıcı,MFFW,Lille,24,10,5,11.1,4,0,4,2,12,1,0,f5c8b425
Burak Yılmaz,FW,Lille,36,7,2,11.8,8,1,7,2,9,11,0,165a2e40
Leny Yoro,MF,Lille,15,1,0,,1,0,1,0,1,0,0,6763f716
Zaydou Youssouf,MF,Saint-Étienne,22,48,26,41.2,11,3,8,17,65,13,0,e2f9bb5f
Akim Zedadka,DF,Clermont Foot,26,72,44,52.1,32,8,24,58,130,48,0,0ff630d0
Arber Zeneli,FW,Reims,26,1,0,20.0,0,0,0,1,2,1,0,095e4199
Mehdi Zerkane,MFDF,Bordeaux,22,0,0,0.0,1,1,0,2,2,0,0,53f6306f
Edon Zhegrova,MFFW,Lille,22,14,5,83.3,4,1,3,2,16,2,0,34a88e3e
Banhie Zoukrou,DF,Troyes,18,1,0,50.0,0,0,0,0,1,2,0,aefa3050
