Player,Pos,Squad,Age,SCA,-9999
Emmanuel Rivière,FW,Crotone,30,11,2bae5658
Ricardo Rodríguez,DF,Torino,27,25,7f78ad23
Marko Rog,MF,Cagliari,25,23,b6b2b820
Rogério,DF,Sassuolo,22,30,10e7f486
Luis Rojas,MFFW,Crotone,18,2,11e0904f
Alessio Romagnoli,DF,Milan,25,14,3ead85f9
Cristian Romero,DF,Atalanta,22,28,a3d94a58
Cristiano Ronaldo,FW,Juventus,35,122,dea698d9
Marten de Roon,MF,Atalanta,29,70,2a1beb34
Nicolò Rovella,MF,Genoa,18,28,e58cbfd5
Amir Rrahmani,DF,Napoli,26,6,4b3e1a38
Kevin Rüegg,DFMF,Hellas Verona,21,2,90573602
Daniele Rugani,DF,Cagliari,26,4,14b8fcdf
Matteo Ruggeri,DF,Atalanta,18,4,ae9898c5
Mário Rui,DF,Napoli,29,60,0b5a292a
Fabián Ruiz Peña,MF,Napoli,24,112,c0c7ff58
Alexis Saelemaekers,FW,Milan,21,86,ee251371
Jacopo Sala,DF,Spezia,28,7,da5a981b
Eddie Salcedo,MFFW,Hellas Verona,18,12,0489bb30
Antonio Sanabria,FW,Torino,24,20,0a447501
Alexis Sánchez,FW,Inter,31,79,2c0f8e9e
Alex Sandro,DF,Juventus,29,45,0d82903c
Siriki Sanogo,MF,Benevento,18,0,ff120e44
Nicola Sansone,FWMF,Bologna,28,61,7eb97a8e
Federico Santander,FW,Bologna,29,4,df85d472
Davide Santon,DF,Roma,29,10,88c89891
Samir Santos,DF,Udinese,25,25,92b4758e
Riccardo Saponara,MF,Fiorentina,28,2,3bb7af3b
Riccardo Saponara,FWMF,Spezia,28,14,3bb7af3b
Marco Sau,MFFW,Benevento,32,32,1ad1f50d
Gianluca Scamacca,FW,Genoa,21,30,8790f988
Nicolás Schiappacasse,MF,Sassuolo,21,0,afe31d55
Pasquale Schiattarella,MF,Benevento,33,57,bd84fc61
Jerdy Schouten,MF,Bologna,23,56,2cfae697
Matteo Scozzarella,MF,Parma,32,11,ea164f99
Simone Scuffet,GK,Udinese,24,0,41bd99ea
Jacopo Segre,MF,Torino,23,6,3cb132e6
Léo Sena,MF,Spezia,24,21,1de40dae
Stefano Sensi,MF,Inter,24,34,b70bde8f
Luigi Sepe,GK,Parma,29,3,343f753a
Stephan El Shaarawy,MFFW,Roma,27,30,d3aaad90
Eldor Shomurodov,FW,Genoa,25,48,57469b2d
Luca Siligardi,MFFW,Crotone,32,5,1cac99dc
Luca Siligardi,FWMF,Parma,32,3,1cac99dc
Adrien Silva,MF,Sampdoria,31,32,d6f88a1d
Marco Silvestri,GK,Hellas Verona,29,1,0d422df7
Giovanni Simeone,FW,Cagliari,25,32,343c0d52
Wilfried Singo,DF,Torino,19,41,8b609c34
Salvatore Sirigu,GK,Torino,33,3,10dc46f0
Łukasz Skorupski,GK,Bologna,29,3,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,20,40,c50cee19
Milan Škriniar,DF,Inter,25,25,30f5ffa9
Chris Smalling,DF,Roma,30,5,b6964eb6
Simon Sohm,MF,Parma,19,11,a5f458d9
Roberto Soriano,MF,Bologna,29,110,9d4c45d6
Riccardo Sottil,FWMF,Cagliari,21,40,94816803
Adama Soumaoro,DF,Bologna,28,12,7b075c75
Leonardo Spinazzola,DF,Roma,27,71,3626daea
Marco Sportiello,GK,Atalanta,28,0,ac4003af
Mattia Sprocati,MFFW,Parma,27,0,bdd0692f
Thomas Strakosha,GK,Lazio,25,1,339fe0e8
Kevin Strootman,MF,Genoa,30,36,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,29,33,f91e81c9
Stefano Sturaro,MF,Hellas Verona,27,5,2334478a
Stefano Sturaro,MF,Genoa,27,8,2334478a
Bosko Sutalo,DF,Atalanta,20,4,1d0bb7e4
Mattias Svanberg,MF,Bologna,21,49,92d83c27
Wojciech Szczęsny,GK,Juventus,30,3,01b8a2b2
Adrien Tameze,MF,Hellas Verona,26,34,8da74c05
Ciprian Tătărușanu,GK,Milan,34,0,b056e3da
Andrés Tello,DFMF,Benevento,23,3,5f951ef1
Hidde ter Avest,DF,Udinese,23,4,18f9dbd0
Pietro Terracciano,GK,Fiorentina,30,1,e1b0a70d
Claudio Terzi,DF,Spezia,36,13,5570e6fb
Morten Thorsby,MF,Sampdoria,24,45,d1b49282
Jeremy Toljan,DF,Sassuolo,25,28,a96e5dc0
Rafael Tolói,DF,Atalanta,29,45,c56dc39e
Takehiro Tomiyasu,DF,Bologna,21,38,b3af9be1
Fikayo Tomori,DF,Milan,22,5,7edfbb8a
Sandro Tonali,MF,Milan,20,36,0db169ae
Lorenzo Tonelli,DF,Sampdoria,30,5,8cc29864
Ernesto Torregrossa,FW,Sampdoria,28,6,bf39bdec
Mattéo Tramoni,MFFW,Cagliari,20,0,2e0ae188
Chaka Traorè,FWDF,Parma,15,1,ee6e2b92
Alessandro Tripaldelli,DF,Cagliari,21,2,4571fa88
Alessandro Tuia,DF,Benevento,30,7,26c54058
Ľubomír Tupta,FW,Hellas Verona,22,1,b02af64f
Iyenoma Udogie,DFMF,Hellas Verona,17,2,7cd520e8
Samir Ujkani,GK,Torino,32,0,96640846
Kacper Urbanski,FW,Bologna,15,0,2d9d9e42
Lautaro Valenti,DF,Parma,21,2,55db5c36
Borja Valero,MFFW,Fiorentina,35,12,0e21fc3c
Denis Vavro,DF,Lazio,24,0,08990838
Matías Vecino,MF,Inter,28,8,44ac04e9
Miguel Veloso,MF,Hellas Verona,34,29,ab1ca213
Lorenzo Venuti,DF,Fiorentina,25,29,983ff2c7
Daniele Verde,FW,Spezia,24,26,d3298c99
Simone Verdi,MFFW,Torino,28,91,0375723e
Jordan Veretout,MF,Roma,27,68,4a56052c
Edoardo Vergani,FW,Bologna,19,0,2873973b
Valerio Verre,FWMF,Sampdoria,26,43,33ecf462
Guglielmo Vicario,GK,Cagliari,23,0,77d6fd4d
Arturo Vidal,MF,Inter,33,30,67cdbc0e
Ronaldo Vieira,MF,Hellas Verona,22,,75e60d75
Luca Vignali,DF,Spezia,24,22,c1e8e74e
Emanuel Vignato,FWMF,Bologna,19,50,ec5dae45
Gonzalo Villar,MF,Roma,22,36,bdc74a8f
Nicolas Viola,MF,Benevento,30,33,45392b06
Dušan Vlahović,FW,Fiorentina,20,52,79443529
Mërgim Vojvoda,DFFW,Torino,25,17,be2706c0
Stefan de Vrij,DF,Inter,28,12,d0d8dd44
Giacomo Vrioni,FW,Juventus,21,1,bf4d31d3
Miloš Vulić,MF,Crotone,23,38,5944af8f
Walace,MF,Udinese,25,27,26db8853
Sebastian Walukiewicz,DF,Cagliari,20,4,217875a4
Maya Yoshida,DF,Sampdoria,31,13,caffaf5a
Ashley Young,DF,Inter,35,44,be927d03
Mattia Zaccagni,MF,Hellas Verona,25,88,d85c238b
Vasilios Zagaritis,DF,Parma,19,1,b4a3d61a
Miha Zajc,MF,Genoa,26,49,83e4643e
Nicola Zalewski,MF,Roma,18,2,45191c29
Niccolò Zanellato,MF,Crotone,22,24,741e058f
Cristián Zapata,DF,Genoa,33,4,b1deecf8
Duván Zapata,FW,Atalanta,29,105,d3de9af0
Gabriele Zappa,DF,Cagliari,20,64,ca3db240
Davide Zappacosta,DF,Genoa,28,50,7fe90ccd
Simone Zaza,FW,Torino,29,38,9592289a
Marvin Zeegelaar,DF,Udinese,29,30,8abd0c03
Piotr Zieliński,MF,Napoli,26,117,a5296e55
Joshua Zirkzee,FWMF,Parma,19,4,028e70b9
Jeroen Zoet,GK,Spezia,29,1,cc1a0c57
Filip Đuričić,MFFW,Sassuolo,28,108,eccbe56a
