Player,Pos,Squad,Age,90s,Sh,SoT,SoT%,-9999
Vanja Milinković-Savić,GK,Torino,24,27.0,1,0,0.0,9fa26bc2
Aleksei Miranchuk,MFFW,Atalanta,25,8.6,14,4,28.6,a9aa0d1d
Fabio Miretti,MF,Juventus,17,3.6,2,0,0.0,34693494
Henrikh Mkhitaryan,MFFW,Roma,32,27.7,55,16,29.1,dd0daf32
Marco Modolo,DF,Venezia,32,4.4,1,1,100.0,fdcdb521
Nahuel Molina,DF,Udinese,23,29.3,44,16,36.4,23610943
Cristian Molinaro,DF,Venezia,38,6.1,0,0,,1c8c5aed
Lorenzo Montipò,GK,Hellas Verona,25,34.0,0,0,,c1d95617
Álvaro Morata,FW,Juventus,28,25.6,60,24,40.0,129af0db
Raúl Moro,FW,Lazio,18,2.2,2,1,50.0,919dd4b1
Andrei Motoc,DF,Salernitana,19,1.0,1,0,0.0,b64073a0
Lys Mousset,MFFW,Salernitana,25,1.8,2,1,50.0,d9cfca3d
Samuel Mráz,FW,Spezia,24,0.6,1,0,0.0,be6c1ccc
Mert Müldür,DF,Sassuolo,22,22.7,9,4,44.4,1295552e
Luis Muriel,FWMF,Atalanta,30,17.1,55,16,29.1,eb2fe5b6
Vedat Muriqi,FW,Lazio,27,2.4,4,2,50.0,0cadc46d
Nicola Murru,DF,Sampdoria,26,10.9,3,1,33.3,d183e9d6
Juan Musso,GK,Atalanta,27,32.6,0,0,,a111cf41
Joakim Mæhle,DFMF,Atalanta,24,16.3,21,4,19.0,c459a650
Nahitan Nández,MFDF,Cagliari,25,16.9,20,2,10.0,95facda1
Nani,MFFW,Venezia,34,3.2,3,0,0.0,15e9c7e6
Matija Nastasić,DF,Fiorentina,28,2.4,1,1,100.0,f35430a4
Ilija Nestorovski,FW,Udinese,31,2.1,5,1,20.0,b1236c63
Aurélien Nguiamba,MF,Spezia,22,0.6,0,0,,de135234
Dimitris Nikolaou,DF,Spezia,22,36.0,3,0,0.0,cf961d8d
Jean-Pierre Nsame,FW,Venezia,28,2.7,5,0,0.0,12e6d21a
Bram Nuytinck,DF,Udinese,31,22.6,10,3,30.0,e33f36d5
Simeon Nwankwo,FW,Salernitana,29,9.4,20,6,30.0,80dbbd10
M'Bala Nzola,FW,Spezia,24,11.9,22,13,59.1,a4948e67
Adam Obert,DFMF,Cagliari,18,3.0,0,0,,aa25ce92
Joel Obi,MFDF,Salernitana,30,12.7,10,2,20.0,614c38fb
Brian Oddei,FW,Sassuolo,18,0.1,1,0,0.0,97e8ea97
Álvaro Odriozola,DF,Fiorentina,25,19.3,4,2,50.0,1d1691ad
Stefano Okaka,FW,Udinese,31,0.2,1,0,0.0,601ef102
David Okereke,FWMF,Venezia,23,22.8,40,19,47.5,d125f22f
Christian Oliva,MF,Cagliari,25,0.5,0,0,,d3b888e3
Sérgio Oliveira,MF,Roma,29,9.9,11,5,45.5,947e036f
Riccardo Orsolini,FWMF,Bologna,24,19.8,51,16,31.4,e14ec482
Victor Osimhen,FW,Napoli,22,22.0,91,29,31.9,8c90fd7a
David Ospina,GK,Napoli,32,31.0,0,0,,82b1198a
Adam Ounas,MFFW,Napoli,24,3.6,13,2,15.4,ed90babd
Daniele Padelli,GK,Udinese,35,3.0,0,0,,cf1c23d8
Simone Pafundi,FW,Udinese,15,0.3,1,1,100.0,8daee720
Martin Palumbo,FW,Juventus,19,0.1,0,0,,f8d41a8c
Goran Pandev,FWMF,Genoa,38,9.4,6,3,50.0,d711d04f
Ivor Pandur,GK,Hellas Verona,21,3.0,0,0,,457cb02f
Fabiano Parisi,DF,Empoli,20,16.4,16,4,25.0,0967845b
Mario Pašalić,MFFW,Atalanta,26,22.2,49,20,40.8,e599253a
Patric,DF,Lazio,28,18.3,6,2,33.3,f7223718
Rui Patrício,GK,Roma,33,38.0,0,0,,79b0d6a0
Leonardo Pavoletti,FW,Cagliari,32,16.9,36,11,30.6,d37b0350
Pedro,FW,Lazio,34,22.6,36,20,55.6,3ca7254a
João Pedro,FW,Cagliari,29,36.9,87,34,39.1,81255c03
Gianluca Pegolo,GK,Sassuolo,40,1.0,0,0,,f058ed1f
Pietro Pellegri,FW,Torino,20,2.4,5,2,40.0,a44d3a3c
Pietro Pellegri,FW,Milan,20,1.5,3,1,33.3,a44d3a3c
Lorenzo Pellegrini,MF,Roma,25,25.4,89,28,31.5,4a5a45c7
Luca Pellegrini,DF,Juventus,22,12.3,6,1,16.7,3b61c9ec
Federico Peluso,DF,Sassuolo,37,0.1,0,0,,4f2908e5
Gastón Pereiro,FWMF,Cagliari,26,10.8,21,9,42.9,7ec7738e
Dor Peretz,MF,Venezia,26,6.5,5,0,0.0,e2a302a8
Roberto Pereyra,MFFW,Udinese,30,19.9,28,6,21.4,75f2c59f
Carles Pérez,MFFW,Roma,23,6.2,27,8,29.6,a8f21b9f
Nehuén Pérez,DF,Udinese,21,18.8,10,1,10.0,f7c491f1
Mattia Perin,GK,Juventus,28,4.5,0,0,,4c62d0c8
Ivan Perišić,DF,Inter,32,31.3,43,16,37.2,6fe90922
Diego Perotti,MFFW,Salernitana,33,3.2,9,2,22.2,a40d5a0c
Mario Perrone,DF,Salernitana,18,0.2,0,0,,6cd33e2a
Matteo Pessina,MFFW,Atalanta,24,16.0,28,9,32.1,780e3631
Andrea Petagna,FW,Napoli,26,6.5,13,6,46.2,03f946ed
Giuseppe Pezzella,DFMF,Atalanta,23,11.9,9,1,11.1,149c5f5d
Krzysztof Piątek,FW,Fiorentina,26,8.1,22,7,31.8,17f3620a
Roberto Piccoli,FW,Genoa,20,2.4,2,0,0.0,1cadaf34
Roberto Piccoli,FW,Atalanta,20,2.2,5,3,60.0,1cadaf34
Andrea Pinamonti,FW,Empoli,22,31.9,86,23,26.7,08aa9cd1
Carlo Pinsoglio,GK,Juventus,31,0.5,0,0,,f6a06749
Riccardo Pinzi,FW,Udinese,17,0.0,0,0,,5dafcdce
Marko Pjaca,MF,Torino,26,12.8,21,11,52.4,2c38b327
Tommaso Pobega,MF,Torino,22,24.9,48,8,16.7,55a1cac2
Suf Podgoreanu,FW,Spezia,19,1.3,1,0,0.0,d697a2d0
Matteo Politano,FW,Napoli,27,18.3,42,11,26.2,5e861944
Manolo Portanova,FWMF,Genoa,21,14.7,29,12,41.4,c8c0dccd
Dennis Praet,MF,Torino,27,17.1,24,8,33.3,86695068
Mateusz Praszelik,MF,Hellas Verona,20,0.3,1,0,0.0,ec6773f5
Ivan Provedel,GK,Spezia,27,30.7,1,1,100.0,277da414
Erick Pulgar,MF,Fiorentina,27,3.8,3,2,66.7,4611e028
Ignacio Pussetto,FWMF,Udinese,25,13.4,31,12,38.7,62437b4f
Niklas Pyyhtiä,MF,Bologna,17,0.2,0,0,,88f53b75
Fabio Quagliarella,FW,Sampdoria,38,18.5,57,11,19.3,ee4f2f3b
Adrien Rabiot,MF,Juventus,26,25.4,26,7,26.9,8794e251
Ivan Radovanović,DFMF,Salernitana,32,11.7,18,5,27.8,023937a9
Ionuț Radu,GK,Inter,24,1.0,0,0,,67f649be
Ștefan Radu,DF,Lazio,34,6.2,2,1,50.0,53de807a
Boris Radunović,GK,Cagliari,25,3.0,0,0,,0dfce079
Antonio Raimondo,FW,Bologna,17,0.8,2,1,50.0,ce1a6c7e
Aaron Ramsey,MF,Juventus,30,1.1,0,0,,ef619b0b
Luca Ranieri,DF,Salernitana,22,23.4,9,4,44.4,8c63fae5
Andrea Ranocchia,DF,Inter,33,3.8,2,1,50.0,539230cf
Giacomo Raspadori,MFFW,Sassuolo,21,30.4,71,25,35.2,6e058f06
Nicola Ravaglia,GK,Sampdoria,32,0.1,0,0,,d7a35008
Ante Rebić,FW,Milan,27,9.9,30,6,20.0,536cebe5
Arkadiusz Reca,DF,Spezia,26,19.7,8,4,50.0,6213fd82
Pepe Reina,GK,Lazio,38,15.0,0,0,,e358587b
Panagiotis Retsos,DF,Hellas Verona,22,0.6,0,0,,4bd00a50
Bryan Reynolds,DF,Roma,20,0.0,0,0,,2306bf5c
Franck Ribéry,MFFW,Salernitana,38,15.8,12,2,16.7,f61c7c4e
Samuele Ricci,MF,Torino,19,8.0,4,1,25.0,9823be92
Samuele Ricci,MF,Empoli,19,17.0,8,1,12.5,9823be92
Tomás Rincón,MF,Torino,33,1.8,0,0,,f1cfc209
Tomás Rincón,MF,Sampdoria,33,13.0,2,1,50.0,f1cfc209
Ricardo Rodríguez,DF,Torino,28,27.5,9,0,0.0,7f78ad23
Marko Rog,MF,Cagliari,26,3.5,7,1,14.3,b6b2b820
Rogério,DF,Sassuolo,23,19.2,14,4,28.6,10e7f486
Alessio Romagnoli,DF,Milan,26,15.7,12,5,41.7,3ead85f9
Simone Romagnoli,DF,Empoli,31,16.6,5,2,40.0,09899de8
Luka Romero,FW,Lazio,16,0.9,1,1,100.0,ca6edaa0
Sergio Romero,GK,Venezia,34,16.0,0,0,,1e26e376
Cristiano Ronaldo,FW,Juventus,36,0.3,1,0,0.0,dea698d9
Marten de Roon,MFDF,Atalanta,30,28.3,23,5,21.7,2a1beb34
Francesco Rossi,GK,Atalanta,30,0.4,0,0,,7b5f516f
Nicolò Rovella,MF,Genoa,19,16.3,17,4,23.5,e58cbfd5
Amir Rrahmani,DF,Napoli,27,32.5,22,9,40.9,4b3e1a38
Ruan,DF,Sassuolo,22,2.4,0,0,,a378a02a
Daniele Rugani,DF,Juventus,27,9.8,2,0,0.0,14b8fcdf
Matteo Ruggeri,DF,Salernitana,19,7.5,3,0,0.0,ae9898c5
Mário Rui,DF,Napoli,30,33.2,32,10,31.3,0b5a292a
Fabián Ruiz Peña,MF,Napoli,25,26.5,40,13,32.5,c0c7ff58
Alessandro Russo,MF,Salernitana,17,0.3,0,0,,7152082d
Stefano Sabelli,DF,Genoa,28,3.9,2,1,50.0,0ccac09c
Abdelhamid Sabiri,MFFW,Sampdoria,24,9.9,16,9,56.3,4830e0af
Alexis Saelemaekers,FW,Milan,22,20.7,39,12,30.8,ee251371
Jacopo Sala,MF,Spezia,29,9.8,4,2,50.0,da5a981b
Eddie Salcedo,MFFW,Spezia,19,4.8,16,4,25.0,0489bb30
Lazar Samardzic,MFFW,Udinese,19,5.4,17,6,35.3,217c93a1
Luigi Samele,FW,Sassuolo,19,0.1,0,0,,548fea2f
Antonio Sanabria,FW,Torino,25,20.0,49,19,38.8,0a447501
Alexis Sánchez,FW,Inter,32,9.8,33,13,39.4,2c0f8e9e
Alex Sandro,DF,Juventus,30,19.8,9,2,22.2,0d82903c
Nicola Sansone,FWMF,Bologna,29,10.0,24,6,25.0,7eb97a8e
Federico Santander,FWDF,Bologna,30,0.7,2,1,50.0,df85d472
Samir Santos,DF,Udinese,26,15.8,7,3,42.9,92b4758e
Riccardo Saponara,FW,Fiorentina,29,14.3,37,14,37.8,3bb7af3b
Giacomo Satalino,GK,Sassuolo,22,0.1,0,0,,b1f0b916
Martin Satriano,FWMF,Inter,20,0.4,0,0,,86383d0e
Giorgio Scalvini,DFMF,Atalanta,17,8.5,16,3,18.8,1e9aa637
Gianluca Scamacca,FW,Sassuolo,22,23.8,78,36,46.2,8790f988
Andrea Schiavone,MF,Salernitana,28,6.3,2,1,50.0,4b55eb4d
David Schnegg,DF,Venezia,22,1.6,0,0,,1c341b14
Jerdy Schouten,MF,Bologna,24,15.5,6,1,16.7,2cfae697
Demba Seck,MFFW,Torino,20,1.6,4,3,75.0,16463a79
Adrian Šemper,GK,Genoa,23,1.0,0,0,,f02dde20
Stefano Sensi,MFFW,Sampdoria,25,8.4,10,4,40.0,b70bde8f
Stefano Sensi,MFFW,Inter,25,1.9,3,0,0.0,b70bde8f
Luigi Sepe,GK,Salernitana,30,15.5,0,0,,343f753a
Laurens Serpe,DF,Genoa,20,0.5,0,0,,79d60e74
Stephan El Shaarawy,FWDF,Roma,28,11.7,39,12,30.8,d3aaad90
Aimar Sher,MF,Spezia,18,0.5,0,0,,ef301f96
Eldor Shomurodov,FWMF,Roma,26,8.7,31,11,35.5,57469b2d
Alassane Sidibe,MF,Atalanta,19,0.1,0,0,,f944979d
Arnór Sigurðsson,FWMF,Venezia,22,2.0,1,0,0.0,f209b81e
Adrien Silva,MF,Sampdoria,32,12.0,8,2,25.0,d6f88a1d
Marco Silvestri,GK,Udinese,30,35.0,0,0,,0d422df7
Giovanni Simeone,FW,Hellas Verona,26,29.5,69,32,46.4,343c0d52
Giovanni Simeone,FW,Cagliari,26,0.1,0,0,,343c0d52
Wilfried Singo,DF,Torino,20,29.0,41,7,17.1,8b609c34
Salvatore Sirigu,GK,Genoa,34,37.0,0,0,,10dc46f0
Leo Skiri Østigård,DF,Genoa,21,13.0,7,1,14.3,b35a7399
Łukasz Skorupski,GK,Bologna,30,36.0,0,0,,ab4449d6
Andreas Skov Olsen,FWDF,Bologna,21,8.3,7,2,28.6,c50cee19
Milan Škriniar,DF,Inter,26,35.0,25,7,28.0,30f5ffa9
Chris Smalling,DF,Roma,31,23.2,10,3,30.0,b6964eb6
Brandon Soppy,DFMF,Udinese,19,8.6,6,2,33.3,28f66c2e
Roberto Soriano,MF,Bologna,30,29.1,23,8,34.8,9d4c45d6
Riccardo Sottil,FW,Fiorentina,22,13.8,22,10,45.5,94816803
Matìas Soulé,FW,Juventus,18,0.1,2,0,0.0,c13ddd3e
Adama Soumaoro,DF,Bologna,29,25.2,8,2,25.0,7b075c75
Leonardo Spinazzola,DF,Roma,28,1.4,2,0,0.0,3626daea
Marco Sportiello,GK,Atalanta,29,5.0,0,0,,ac4003af
Luca Stanga,DF,Milan,19,0.0,0,0,,2967bcd0
Riccardo Stivanello,DF,Bologna,17,0.5,0,0,,90e1d9dc
Petar Stojanović,DF,Empoli,25,30.4,11,4,36.4,13b44b02
Thomas Strakosha,GK,Lazio,26,23.0,0,0,,339fe0e8
Stefan Strandberg,DF,Salernitana,31,10.4,9,2,22.2,6d5e62b0
Dávid Strelec,FWMF,Spezia,20,5.6,4,3,75.0,2cb9486d
Kevin Strootman,MF,Cagliari,31,7.1,1,0,0.0,ef2e5e1a
Jens Stryger Larsen,DF,Udinese,30,7.6,9,4,44.4,f91e81c9
Leo Štulac,MF,Empoli,26,9.3,9,3,33.3,92948398
Stefano Sturaro,MF,Genoa,28,19.6,9,0,0.0,2334478a
Isaac Success,FWMF,Udinese,25,10.1,25,12,48.0,f573a8bf
Vladyslav Supriaha,FW,Sampdoria,21,0.2,0,0,,73affbb6
Bosko Sutalo,DF,Hellas Verona,21,10.2,5,1,20.0,1d0bb7e4
Mattias Svanberg,MF,Bologna,22,28.5,39,13,33.3,92d83c27
Michael Svoboda,DF,Venezia,22,13.7,7,0,0.0,8abd174d
Wojciech Szczęsny,GK,Juventus,31,33.0,0,0,,01b8a2b2
Adrien Tameze,MFDF,Hellas Verona,27,28.6,23,7,30.4,8da74c05
Ciprian Tătărușanu,GK,Milan,35,6.0,0,0,,b056e3da
Filippo Terracciano,DF,Hellas Verona,18,0.1,0,0,,5cbb5ad6
Pietro Terracciano,GK,Fiorentina,31,31.8,0,0,,e1b0a70d
Aleksa Terzić,DF,Fiorentina,21,3.0,0,0,,3ef0a2d7
Tanner Tessmann,MF,Venezia,19,7.6,8,3,37.5,ac277993
Arthur Theate,DF,Bologna,21,26.9,21,6,28.6,df8d6029
Morten Thorsby,MF,Sampdoria,25,32.7,26,7,26.9,d1b49282
Jeremy Toljan,DF,Sassuolo,26,15.5,3,1,33.3,a96e5dc0
Rafael Tolói,DF,Atalanta,30,16.0,12,2,16.7,c56dc39e
Takehiro Tomiyasu,DF,Bologna,22,0.1,0,0,,b3af9be1
Fikayo Tomori,DF,Milan,23,30.2,12,3,25.0,7edfbb8a
Sandro Tonali,MF,Milan,21,28.9,37,11,29.7,0db169ae
Lorenzo Tonelli,DF,Empoli,31,9.7,7,3,42.9,8cc29864
Ernesto Torregrossa,FW,Sampdoria,29,1.3,0,0,,bf39bdec
Lucas Torreira,MF,Fiorentina,25,24.4,29,13,44.8,52611641
Abdoulaye Touré,MF,Genoa,27,4.8,4,0,0.0,ef7cd87a
Simone Trimboli,MF,Sampdoria,19,0.7,0,0,,f5f21026
Axel Tuanzebe,DF,Napoli,23,0.1,0,0,,2baec6ce
Iyenoma Udogie,DF,Udinese,18,27.5,27,12,44.4,7cd520e8
Maximilian Ullmann,DF,Venezia,25,2.7,0,0,,caaf2ed1
Kacper Urbanski,MF,Bologna,16,0.5,0,0,,2d9d9e42
Antonio Vacca,MF,Venezia,31,11.8,1,0,0.0,444c89d9
Zinho Vanheusden,DF,Genoa,22,11.0,6,2,33.3,afbf187b
Johan Vásquez,DF,Genoa,22,25.3,14,3,21.4,5eaed77a
Denis Vavro,DF,Lazio,25,0.1,0,0,,08990838
Matías Vecino,MF,Inter,29,4.2,7,2,28.6,44ac04e9
Miguel Veloso,MF,Hellas Verona,35,14.9,17,4,23.5,ab1ca213
Lorenzo Venuti,DF,Fiorentina,26,17.5,7,1,14.3,983ff2c7
Daniele Verde,FWMF,Spezia,25,21.7,51,21,41.2,d3298c99
Simone Verdi,MFFW,Torino,29,0.5,2,1,50.0,0375723e
Simone Verdi,FWMF,Salernitana,29,9.2,35,14,40.0,0375723e
Jordan Veretout,MF,Roma,28,25.8,27,8,29.6,4a56052c
Edoardo Vergani,FWMF,Salernitana,20,1.1,0,0,,2873973b
Valerio Verre,MFFW,Sampdoria,27,4.7,11,1,9.1,33ecf462
Valerio Verre,MF,Empoli,27,3.4,9,4,44.4,33ecf462
Freddie Veseli,DF,Salernitana,28,6.6,1,0,0.0,d541e703
Guglielmo Vicario,GK,Empoli,24,38.0,0,0,,77d6fd4d
Arturo Vidal,MF,Inter,34,8.2,18,8,44.4,67cdbc0e
Ronaldo Vieira,MF,Sampdoria,23,5.5,1,0,0.0,75e60d75
Luca Vignali,DFMF,Spezia,25,0.9,0,0,,c1e8e74e
Emanuel Vignato,MFDF,Bologna,20,6.6,5,1,20.0,ec5dae45
Matías Viña,DFFW,Roma,23,17.4,12,3,25.0,08eb3b58
Nicolas Viola,MF,Bologna,31,1.1,1,0,0.0,45392b06
Mattia Viti,DF,Empoli,19,16.6,4,0,0.0,75438a9a
Dušan Vlahović,FW,Fiorentina,21,20.6,69,27,39.1,79443529
Dušan Vlahović,FW,Juventus,21,12.0,44,19,43.2,79443529
Mërgim Vojvoda,DF,Torino,26,22.0,18,6,33.3,be2706c0
Cristian Volpato,FWMF,Roma,17,0.4,1,1,100.0,72f87f25
Stefan de Vrij,DF,Inter,29,26.8,20,3,15.0,d0d8dd44
Walace,MF,Udinese,26,33.0,47,11,23.4,26db8853
Sebastian Walukiewicz,DF,Cagliari,21,3.4,1,0,0.0,217875a4
Magnus Warming,MFFW,Torino,21,0.6,0,0,,55e098cd
Kelvin Yeboah,FWMF,Genoa,21,9.4,16,4,25.0,ea0893d6
Gerard Yepes,MFDF,Sampdoria,18,0.2,0,0,,ee9040b4
Maya Yoshida,DF,Sampdoria,32,20.3,9,4,44.4,caffaf5a
Mattia Zaccagni,MF,Hellas Verona,26,2.0,3,2,66.7,d85c238b
Mattia Zaccagni,FW,Lazio,26,20.8,33,10,30.3,d85c238b
Denis Zakaria,MF,Juventus,24,6.6,9,4,44.4,384d58d9
Nicola Zalewski,DF,Roma,19,8.8,9,4,44.4,45191c29
Andre-Frank Zambo Anguissa,MF,Napoli,25,21.4,20,3,15.0,6bb2c084
Nicolò Zaniolo,FWMF,Roma,22,21.9,70,20,28.6,9907b1c8
Alessandro Zanoli,DF,Napoli,20,5.1,0,0,,3b12b11f
Mattia Zanotti,DF,Inter,18,0.1,0,0,,875d65d1
Duván Zapata,FW,Atalanta,30,19.1,78,31,39.7,d3de9af0
Gabriele Zappa,DF,Cagliari,21,12.7,6,2,33.3,ca3db240
Davide Zappacosta,DF,Atalanta,29,26.1,37,5,13.5,7fe90ccd
Simone Zaza,FWDF,Torino,30,1.4,8,3,37.5,9592289a
Marvin Zeegelaar,DF,Udinese,30,7.1,3,0,0.0,8abd0c03
Piotr Zieliński,MF,Napoli,27,23.2,43,15,34.9,a5296e55
David Zima,DF,Torino,20,14.6,6,3,50.0,acf7e795
Jeroen Zoet,GK,Spezia,30,7.0,0,0,,cc1a0c57
Nadir Zortea,DFMF,Salernitana,22,15.7,16,4,25.0,82598b71
Petar Zovko,GK,Spezia,19,0.3,0,0,,54f6afe3
Szymon Żurkowski,MF,Empoli,23,25.6,47,17,36.2,4e1d5e59
Milan Đurić,FW,Salernitana,31,24.1,49,15,30.6,405f6586
Filip Đuričić,MFFW,Sassuolo,29,7.5,17,6,35.3,eccbe56a
